facing_direction,count,median_3d_error_mm,p95_3d_error_mm,rmse_3d_error_mm,anova_f,anova_p,kruskal_h,kruskal_p
ABEF,6,42.651678534390285,145.95813478212006,82.65039252018397,0.6049623821485277,0.6194190072687031,0.8599999999999994,0.8350683911895814
ADHE,6,47.586860703857454,111.37631149396013,66.62916057656118,0.6049623821485277,0.6194190072687031,0.8599999999999994,0.8350683911895814
BCGF,6,53.26716107257444,184.86432893113195,109.43607160584897,0.6049623821485277,0.6194190072687031,0.8599999999999994,0.8350683911895814
CDHG,6,48.570432570261595,87.0354593249129,57.84669997996837,0.6049623821485277,0.6194190072687031,0.8599999999999994,0.8350683911895814
