position_id,anchor_id,anchor_label,range_residual_mm,abs_residual_mm,facing_direction,height_tier,spatial_quadrant,anchor_layer,geometric_distance_mm,d_anchor_mm,d_tag_train_mm,quality_percent_mean,quality_percent_std,raw_frame_count,lower_trim_20_range,p50_range,raw_range_skewness,raw_range_kurtosis
ID24,2,C,438.40973988134283,438.40973988134283,ADHE,high,SW,lower,2240.4863869097085,127.33774979143755,6.695290084178154,99.91743119266054,0.594090042298662,1199,2812.929166666667,2839.0,0.48534919432127555,3.430554630739092
ID19,6,G,398.96495469776573,398.96495469776573,CDHG,low,NW,upper,2247.1607466513133,100.04169098589358,7.177585830966294,97.19247594050744,7.380908259591411,1143,2753.3449781659388,2808.0,4.4006488554582806,22.877695195579783
ID03,3,D,397.8588320301769,397.8588320301769,ABEF,high,SW,lower,2415.7810029292355,124.5107442518789,7.787180124808472,100.0,0.0,1201,2945.9377593360996,2978.0,0.06634783436633582,0.17126620983190755
ID05,0,A,381.672373584418,381.672373584418,BCGF,mid,NW,lower,2497.594743448469,99.63407516744715,6.18630779966594,99.84113712374582,0.8629113189437603,1196,2985.0875,3074.0,-2.6987797581186372,10.287782088239192
ID19,4,E,359.24661040925366,359.24661040925366,CDHG,low,NW,upper,2211.0504988127905,109.62530494698989,7.177585830966294,99.98999165971642,0.19991630117699621,1199,2687.1,2719.0,-0.018724026293470326,-0.22547679804584142
ID22,0,A,314.37897668443475,314.37897668443475,BCGF,high,SW,lower,2163.622801079102,99.63407516744715,6.872480402349453,99.94078398665555,0.5142344935932649,1199,2584.508333333333,2614.0,-0.0733654092404593,-0.35794551996069535
ID04,5,F,295.76626072030854,295.76626072030854,BCGF,low,NW,upper,1804.2112823995976,111.36188584987471,5.7622659454732315,98.65959252971138,5.014041168536037,1178,2217.101694915254,2276.0,3.696448576685222,17.43591166902181
ID08,1,B,291.8501582661447,291.8501582661447,CDHG,mid,NE,lower,2202.2447047320015,113.68825825925543,6.872480402349453,100.0,0.0,1201,2614.655601659751,2657.0,-0.1420776331137152,-0.2544558964241954
ID03,1,B,279.87022937770644,279.87022937770644,ABEF,high,SW,lower,2003.1232119062797,113.68825825925543,7.787180124808472,100.0,0.0,1201,2404.46887966805,2435.0,0.14758690631775617,0.39934874840204904
ID20,5,F,279.22059786621867,279.22059786621867,ADHE,low,SE,upper,2231.786454302558,111.36188584987471,7.787180124808472,99.14864864864865,2.562793448606023,1184,2630.15611814346,2683.0,3.6817157442091215,14.957685430628906
ID21,3,D,277.48874340107477,277.48874340107477,ABEF,high,SW,lower,2199.0345447733416,124.5107442518789,7.177585830966294,100.0,0.0,1201,2608.2116182572613,2642.0,0.8683502487366815,2.3504386792872376
ID09,3,D,267.10772081951836,267.10772081951836,CDHG,high,NE,lower,1990.03822119292,124.5107442518789,6.872480402349453,99.97666666666667,0.3047396880182058,1200,2388.5291666666667,2414.0,0.3024993509884913,0.15722023085181824
ID23,1,B,246.85483164277775,246.85483164277775,CDHG,high,SW,lower,2112.741824267001,113.68825825925543,7.177585830966294,99.965,0.38370695309686403,1200,2480.4625,2509.0,0.0629921109521018,1.0586057126669743
ID01,4,E,246.20617711028035,246.20617711028035,ABEF,low,SW,upper,1923.3819415514977,109.62530494698989,6.695290084178154,100.0,0.0,1201,2285.908713692946,2314.0,0.5472482788709399,1.1094822832817108
ID07,4,E,218.50209053609296,218.50209053609296,CDHG,low,NE,upper,2590.01452076064,109.62530494698989,7.177585830966294,100.0,0.0,1201,2925.319502074689,2955.0,0.3253562448429767,1.2163713643601781
ID10,5,F,187.19536343210302,187.19536343210302,ADHE,low,SE,upper,2753.626655684314,111.36188584987471,6.18630779966594,98.6300085251492,3.776095065263424,1173,3058.3702127659576,3108.0,4.182543980664491,19.575291101998562
