pipeline,loo_median_mm,p95_mm,rmse_mm,d_tag_mean_mm,d_tag_median_mm,device
quality_gt80_then_lower_trim_20,44.23837520600645,164.60454282695792,81.64754016981317,7.148469696454242,7.389741808450097,cuda:0
