pipeline,loo_median_mm,p95_mm,rmse_mm,d_tag_mean_mm,d_tag_median_mm,device
p50,64.14306882330591,175.41616629223492,85.01117790517942,49.525019933128505,49.61495305721834,cuda:0
lower_trim_20,44.485154905540796,164.13531468752078,81.53684273071075,6.923844094469736,7.025033116657873,cuda:0
quality_weighted,63.92709931880232,176.74602714077366,88.69535806567133,52.2362616720186,51.80430851239819,cuda:0
quality_filtered_gt80,64.09098279209277,175.4161929043237,85.00288420592743,49.525019933128505,49.61495305721834,cuda:0
quality_filtered_gt90,63.554274472747494,175.3456474994418,84.89052980816437,49.525019933128505,49.61495305721834,cuda:0
quality_filtered_gt95,63.044378291398054,174.838461318914,84.63186246022724,49.525019933128505,49.61495305721834,cuda:0
