row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L8:I1+I3+I7:T6,simulate_imu_prior,0.568655877999845,,,,
R4:L8:I1+I3+I7:T6,cpu_golden,20.02025383200089,,,,
R4:L8:I1+I3+I7:T6,torch_gpu,2.190776488991105,0,1,2.190776488991105,2.190776488991105
R4:L8:I1+I3+I7:T8,simulate_imu_prior,0.5866165850020479,,,,
R4:L8:I1+I3+I7:T8,cpu_golden,20.122771550988546,,,,
R4:L8:I1+I3+I7:T8,torch_gpu,2.2764970540010836,0,1,2.2764970540010836,2.2764970540010836
R4:L8:I1+I2+I3+I8:T6,simulate_imu_prior,0.5706027409905801,,,,
R4:L8:I1+I2+I3+I8:T6,cpu_golden,20.814928512001643,,,,
R4:L8:I1+I2+I3+I8:T6,torch_gpu,2.07780040599755,0,1,2.07780040599755,2.07780040599755
R4:L8:I1+I2+I3+I8:T8,simulate_imu_prior,0.5736267710017273,,,,
R4:L8:I1+I2+I3+I8:T8,cpu_golden,20.538587271003053,,,,
R4:L8:I1+I2+I3+I8:T8,torch_gpu,2.0808578739961376,0,1,2.0808578739961376,2.0808578739961376
