evidence,node,policy,expected_static,samples,duration_s,startup_gyro_bias_dps,startup_to_final_10s_gyro_bias_delta_norm_dps,gravity_attempts,gravity_accepted,gravity_rejected,gravity_motion_ineligible,nis_median,nis_p95,false_motion_samples,motion_transitions,false_motion_transitions,isolated_transient_candidates,isolated_transients_accepted,isolated_transient_containment_pass,quaternion_max_norm_error,quaternion_min_consecutive_dot,covariance_finite,covariance_max_asymmetry,covariance_min_eigenvalue,covariance_cholesky,systematic_measurement_rejection
BSF31CC_ORIGINAL_HELDOUT_POSE_2,BSF31CC,IDENTITY_FALLBACK,True,4010,20.045,"[0.182496639261222, -0.225723532964464, 0.0]",0.00616303318830456,4010,4000,10,0,0.0717907968149436,0.379536873923281,0,20,0,10,0,True,2.22044604925031e-16,0.999999803294175,True,0.0,2.25744877450665e-07,True,False
BSF31CC_ORIGINAL_HELDOUT_POSE_2,BSF31CC,PER_DEVICE_ORACLE_REFERENCE,True,4010,20.045,"[0.182496639261222, -0.225723532964464, 0.0]",0.00616303318830456,4010,4000,10,0,0.0710490690835767,0.37717413148657,0,20,0,10,0,True,2.22044604925031e-16,0.99999980617132,True,0.0,2.25744876490185e-07,True,False
BSF31CC_ORIGINAL_HELDOUT_POSE_2,BSF31CC,SELECTED_MVP_IDENTITY,True,4010,20.045,"[0.182496639261222, -0.225723532964464, 0.0]",0.00616303318830456,4010,4000,10,0,0.0717907968149436,0.379536873923281,0,20,0,10,0,True,2.22044604925031e-16,0.999999803294175,True,0.0,2.25744877450665e-07,True,False
BSF31CC_ORIGINAL_HELDOUT_POSE_2,BSF31CC,SHARED_DIAGONAL_DIAGNOSTIC,True,4010,20.045,"[0.182496639261222, -0.225723532964464, 0.0]",0.00616303318830456,4010,4000,10,0,0.071277791927956,0.376952432598062,0,20,0,10,0,True,2.22044604925031e-16,0.999999806976203,True,0.0,2.25744876292707e-07,True,False
C2CC_INTERACTIVE_ROTATION,BSFC2CC,IDENTITY_FALLBACK,False,35988,179.971513,"[2.59300479270574, -0.378844149392145, 17.5586424563591]",17.7396077609413,35988,98,0,35890,1.65814597027257,10.1098815485207,0,6,0,10,0,True,2.22044604925031e-16,0.999688092116365,True,0.0,2.24834541622743e-07,True,False
C2CC_INTERACTIVE_ROTATION,BSFC2CC,PER_DEVICE_ORACLE_REFERENCE,False,35988,179.971513,"[2.59300479270574, -0.378844149392145, 17.5586424563591]",17.7396077609413,35988,98,0,35890,1.68789385179297,9.25526600031185,0,6,0,10,0,True,2.22044604925031e-16,0.999695115085999,True,0.0,2.25099987625534e-07,True,False
C2CC_INTERACTIVE_ROTATION,BSFC2CC,SELECTED_MVP_IDENTITY,False,35988,179.971513,"[2.59300479270574, -0.378844149392145, 17.5586424563591]",17.7396077609413,35988,98,0,35890,1.65814597027257,10.1098815485207,0,6,0,10,0,True,2.22044604925031e-16,0.999688092116365,True,0.0,2.24834541622743e-07,True,False
C2CC_INTERACTIVE_ROTATION,BSFC2CC,SHARED_DIAGONAL_DIAGNOSTIC,False,35988,179.971513,"[2.59300479270574, -0.378844149392145, 17.5586424563591]",17.7396077609413,35988,98,0,35890,1.64228554829839,10.0210174816439,0,6,0,10,0,True,2.22044604925031e-16,0.999691873124199,True,0.0,2.24871787286e-07,True,False
C2CC_ORIGINAL_HELDOUT_POSE_4,BSFC2CC,IDENTITY_FALLBACK,True,4030,20.145,"[0.0427702715866584, -0.33790036627182, 0.0]",0.00289608031384591,4030,4028,2,0,0.0615942422480029,0.220621631130292,0,4,0,2,0,True,2.22044604925031e-16,0.999999700760217,True,0.0,2.24728427017741e-07,True,False
C2CC_ORIGINAL_HELDOUT_POSE_4,BSFC2CC,PER_DEVICE_ORACLE_REFERENCE,True,4030,20.145,"[0.0427702715866584, -0.33790036627182, 0.0]",0.00289608031384591,4030,4028,2,0,0.0612746896413012,0.219401810279312,0,4,0,2,0,True,2.22044604925031e-16,0.999999702199653,True,0.0,2.24728426995011e-07,True,False
C2CC_ORIGINAL_HELDOUT_POSE_4,BSFC2CC,SELECTED_MVP_IDENTITY,True,4030,20.145,"[0.0427702715866584, -0.33790036627182, 0.0]",0.00289608031384591,4030,4028,2,0,0.0615942422480029,0.220621631130292,0,4,0,2,0,True,2.22044604925031e-16,0.999999700760217,True,0.0,2.24728427017741e-07,True,False
C2CC_ORIGINAL_HELDOUT_POSE_4,BSFC2CC,SHARED_DIAGONAL_DIAGNOSTIC,True,4030,20.145,"[0.0427702715866584, -0.33790036627182, 0.0]",0.00289608031384591,4030,4028,2,0,0.061202831381518,0.219242444698308,0,4,0,2,0,True,2.22044604925031e-16,0.999999703245104,True,0.0,2.24728427012616e-07,True,False
C2CC_OVERNIGHT_ROTATION,BSFC2CC,IDENTITY_FALLBACK,False,36000,179.995,"[0.212633698955736, -0.305327988622195, 0.181887809772444]",53.5904339801916,36000,3,37,35960,30.2271297505934,340.266397463422,0,2,0,0,0,True,2.22044604925031e-16,0.909868763767492,True,0.0,2.8553299117887e-07,True,False
C2CC_OVERNIGHT_ROTATION,BSFC2CC,PER_DEVICE_ORACLE_REFERENCE,False,36000,179.995,"[0.212633698955736, -0.305327988622195, 0.181887809772444]",53.5904339801916,36000,4,36,35960,30.0669744438775,252.814648820634,0,2,0,0,0,True,2.22044604925031e-16,0.997213581135779,True,0.0,2.95481950536198e-07,True,False
C2CC_OVERNIGHT_ROTATION,BSFC2CC,SELECTED_MVP_IDENTITY,False,36000,179.995,"[0.212633698955736, -0.305327988622195, 0.181887809772444]",53.5904339801916,36000,3,37,35960,30.2271297505934,340.266397463422,0,2,0,0,0,True,2.22044604925031e-16,0.909868763767492,True,0.0,2.8553299117887e-07,True,False
C2CC_OVERNIGHT_ROTATION,BSFC2CC,SHARED_DIAGONAL_DIAGNOSTIC,False,36000,179.995,"[0.212633698955736, -0.305327988622195, 0.181887809772444]",53.5904339801916,36000,4,36,35960,29.8007692391219,250.58554405723,0,2,0,0,0,True,2.22044604925031e-16,0.997210445259435,True,0.0,2.94986522310273e-07,True,False
C2CC_SIX_POSE_REVALIDATION_POSE_5,BSFC2CC,IDENTITY_FALLBACK,True,6410,32.081719,"[0.038812879909601, -0.332877522989401, 0.0]",0.00234389307401262,6410,6405,5,0,0.072768495863977,0.349847765153451,0,8,0,1,0,True,2.22044604925031e-16,0.999999660376439,True,0.0,1.49758940901887e-07,True,False
C2CC_SIX_POSE_REVALIDATION_POSE_5,BSFC2CC,PER_DEVICE_ORACLE_REFERENCE,True,6410,32.081719,"[0.038812879909601, -0.332877522989401, 0.0]",0.00234389307401262,6410,6405,5,0,0.0724185258872394,0.34801145186551,0,6,0,1,0,True,2.22044604925031e-16,0.999999661229402,True,0.0,1.4975893644678e-07,True,False
C2CC_SIX_POSE_REVALIDATION_POSE_5,BSFC2CC,SELECTED_MVP_IDENTITY,True,6410,32.081719,"[0.038812879909601, -0.332877522989401, 0.0]",0.00234389307401262,6410,6405,5,0,0.072768495863977,0.349847765153451,0,8,0,1,0,True,2.22044604925031e-16,0.999999660376439,True,0.0,1.49758940901887e-07,True,False
C2CC_SIX_POSE_REVALIDATION_POSE_5,BSFC2CC,SHARED_DIAGONAL_DIAGNOSTIC,True,6410,32.081719,"[0.038812879909601, -0.332877522989401, 0.0]",0.00234389307401262,6410,6405,5,0,0.0723209616004855,0.347650480491276,0,6,0,1,0,True,2.22044604925031e-16,0.999999664523092,True,0.0,1.49758934875504e-07,True,False
C2CC_SIX_POSE_REVALIDATION_POSE_6,BSFC2CC,IDENTITY_FALLBACK,True,6440,32.195,"[0.0353121103491272, -0.337595951527431, 0.0]",0.00246674292640414,6440,6439,1,0,0.0494821461321458,0.167843972856821,0,2,0,1,0,True,2.22044604925031e-16,0.999999668266513,True,0.0,1.49324893958313e-07,True,False
C2CC_SIX_POSE_REVALIDATION_POSE_6,BSFC2CC,PER_DEVICE_ORACLE_REFERENCE,True,6440,32.195,"[0.0353121103491272, -0.337595951527431, 0.0]",0.00246674292640414,6440,6439,1,0,0.0492276464297384,0.166881965522827,0,2,0,1,0,True,2.22044604925031e-16,0.999999672990523,True,0.0,1.49324893889291e-07,True,False
C2CC_SIX_POSE_REVALIDATION_POSE_6,BSFC2CC,SELECTED_MVP_IDENTITY,True,6440,32.195,"[0.0353121103491272, -0.337595951527431, 0.0]",0.00246674292640414,6440,6439,1,0,0.0494821461321458,0.167843972856821,0,2,0,1,0,True,2.22044604925031e-16,0.999999668266513,True,0.0,1.49324893958313e-07,True,False
C2CC_SIX_POSE_REVALIDATION_POSE_6,BSFC2CC,SHARED_DIAGONAL_DIAGNOSTIC,True,6440,32.195,"[0.0353121103491272, -0.337595951527431, 0.0]",0.00246674292640414,6440,6439,1,0,0.0491849100136139,0.166670666176372,0,2,0,1,0,True,2.22044604925031e-16,0.999999670574457,True,0.0,1.49324893958678e-07,True,False
C2CC_STATIONARY,BSFC2CC,IDENTITY_FALLBACK,True,23992,119.991223,"[0.0484019443578554, -0.329985582917706, 0.0]",0.0059951982330546,23992,23992,0,0,0.0436430057887697,0.152685914385032,0,0,0,0,0,True,2.22044604925031e-16,0.999587655914155,True,0.0,7.61681178401752e-08,True,False
C2CC_STATIONARY,BSFC2CC,PER_DEVICE_ORACLE_REFERENCE,True,23992,119.991223,"[0.0484019443578554, -0.329985582917706, 0.0]",0.0059951982330546,23992,23992,0,0,0.0433945757544479,0.151763959593263,0,0,0,0,0,True,2.22044604925031e-16,0.999570101622636,True,0.0,7.61669998080333e-08,True,False
C2CC_STATIONARY,BSFC2CC,SELECTED_MVP_IDENTITY,True,23992,119.991223,"[0.0484019443578554, -0.329985582917706, 0.0]",0.0059951982330546,23992,23992,0,0,0.0436430057887697,0.152685914385032,0,0,0,0,0,True,2.22044604925031e-16,0.999587655914155,True,0.0,7.61681178401752e-08,True,False
C2CC_STATIONARY,BSFC2CC,SHARED_DIAGONAL_DIAGNOSTIC,True,23992,119.991223,"[0.0484019443578554, -0.329985582917706, 0.0]",0.0059951982330546,23992,23992,0,0,0.043366638364779,0.151671439941859,0,0,0,0,0,True,2.22044604925031e-16,0.999589298233463,True,0.0,7.61682356627091e-08,True,False
TEN_NODE_TABLETOP,BSF1120,IDENTITY_FALLBACK,True,12000,59.995,"[0.192998947942643, -0.439422683525561, 0.0]",0.000757773406147165,12000,12000,0,0,0.0509047641678582,0.212498250075377,0,0,0,0,0,True,1.11022302462516e-16,0.999878609139548,True,0.0,9.64489118863136e-08,True,False
TEN_NODE_TABLETOP,BSF1120,SELECTED_MVP_IDENTITY,True,12000,59.995,"[0.192998947942643, -0.439422683525561, 0.0]",0.000757773406147165,12000,12000,0,0,0.0509047641678582,0.212498250075377,0,0,0,0,0,True,1.11022302462516e-16,0.999878609139548,True,0.0,9.64489118863136e-08,True,False
TEN_NODE_TABLETOP,BSF1120,SHARED_DIAGONAL_DIAGNOSTIC,True,12000,59.995,"[0.192998947942643, -0.439422683525561, 0.0]",0.000757773406147165,12000,12000,0,0,0.0505894385800724,0.211211246321821,0,0,0,0,0,True,1.11022302462516e-16,0.999880991380834,True,0.0,9.64489114807834e-08,True,False
TEN_NODE_TABLETOP,BSF31CC,IDENTITY_FALLBACK,True,12000,59.995,"[0.0996958287874065, -0.207610855673317, 0.0]",0.00553327881137065,12000,11985,15,0,0.055656845188479,0.219292481944883,0,30,0,15,0,True,1.11022302462516e-16,0.998676411093521,True,0.0,9.64416266613721e-08,True,False
TEN_NODE_TABLETOP,BSF31CC,PER_DEVICE_ORACLE_REFERENCE,True,12000,59.995,"[0.0996958287874065, -0.207610855673317, 0.0]",0.00553327881137065,12000,11985,15,0,0.0552503687013125,0.217398344183845,0,30,0,15,0,True,1.11022302462516e-16,0.998654118379647,True,0.0,9.64415452554442e-08,True,False
TEN_NODE_TABLETOP,BSF31CC,SELECTED_MVP_IDENTITY,True,12000,59.995,"[0.0996958287874065, -0.207610855673317, 0.0]",0.00553327881137065,12000,11985,15,0,0.055656845188479,0.219292481944883,0,30,0,15,0,True,1.11022302462516e-16,0.998676411093521,True,0.0,9.64416266613721e-08,True,False
TEN_NODE_TABLETOP,BSF31CC,SHARED_DIAGONAL_DIAGNOSTIC,True,12000,59.995,"[0.0996958287874065, -0.207610855673317, 0.0]",0.00553327881137065,12000,11985,15,0,0.0553085422784249,0.21776731774627,0,30,0,15,0,True,1.11022302462516e-16,0.998685425340714,True,0.0,9.64416347923247e-08,True,False
TEN_NODE_TABLETOP,BSF3C79,IDENTITY_FALLBACK,True,12000,59.995,"[-0.215373431655237, -0.312329527743142, 0.0]",0.000777627200137644,12000,12000,0,0,0.0573459436701639,0.279766082702992,0,2,0,0,0,True,2.22044604925031e-16,0.999853995996881,True,0.0,9.64486207801384e-08,True,False
TEN_NODE_TABLETOP,BSF3C79,SELECTED_MVP_IDENTITY,True,12000,59.995,"[-0.215373431655237, -0.312329527743142, 0.0]",0.000777627200137644,12000,12000,0,0,0.0573459436701639,0.279766082702992,0,2,0,0,0,True,2.22044604925031e-16,0.999853995996881,True,0.0,9.64486207801384e-08,True,False
TEN_NODE_TABLETOP,BSF3C79,SHARED_DIAGONAL_DIAGNOSTIC,True,12000,59.995,"[-0.215373431655237, -0.312329527743142, 0.0]",0.000777627200137644,12000,12000,0,0,0.056935062892092,0.277431665058491,0,0,0,0,0,True,2.22044604925031e-16,0.999856630564772,True,0.0,9.64486127632356e-08,True,False
TEN_NODE_TABLETOP,BSF44AD,IDENTITY_FALLBACK,True,11990,59.945,"[0.00624050225997506, -0.178539247584165, -0.343379831670823]",0.00890068806129916,11990,11990,0,0,0.0610154713390672,0.204046433968222,0,2,0,0,0,True,2.22044604925031e-16,0.998842035407341,True,0.0,9.64730066896879e-08,True,False
TEN_NODE_TABLETOP,BSF44AD,SELECTED_MVP_IDENTITY,True,11990,59.945,"[0.00624050225997506, -0.178539247584165, -0.343379831670823]",0.00890068806129916,11990,11990,0,0,0.0610154713390672,0.204046433968222,0,2,0,0,0,True,2.22044604925031e-16,0.998842035407341,True,0.0,9.64730066896879e-08,True,False
TEN_NODE_TABLETOP,BSF44AD,SHARED_DIAGONAL_DIAGNOSTIC,True,11990,59.945,"[0.00624050225997506, -0.178539247584165, -0.343379831670823]",0.00890068806129916,11990,11990,0,0,0.0606301093359249,0.202496999299707,0,2,0,0,0,True,2.22044604925031e-16,0.998860378548539,True,0.0,9.64730524215215e-08,True,False
TEN_NODE_TABLETOP,BSF6C53,IDENTITY_FALLBACK,True,12000,59.995,"[-0.165601620947631, -0.591021226231297, 0.0]",0.00984434509135259,12000,12000,0,0,0.0479657157772571,0.161230254400971,0,0,0,0,0,True,2.22044604925031e-16,0.999999595596084,True,0.0,9.64491638061942e-08,True,False
TEN_NODE_TABLETOP,BSF6C53,SELECTED_MVP_IDENTITY,True,12000,59.995,"[-0.165601620947631, -0.591021226231297, 0.0]",0.00984434509135259,12000,12000,0,0,0.0479657157772571,0.161230254400971,0,0,0,0,0,True,2.22044604925031e-16,0.999999595596084,True,0.0,9.64491638061942e-08,True,False
TEN_NODE_TABLETOP,BSF6C53,SHARED_DIAGONAL_DIAGNOSTIC,True,12000,59.995,"[-0.165601620947631, -0.591021226231297, 0.0]",0.00984434509135259,12000,12000,0,0,0.0476889766482474,0.160325400841471,0,0,0,0,0,True,1.11022302462516e-16,0.999999598891366,True,0.0,9.64491639409377e-08,True,False
TEN_NODE_TABLETOP,BSF8BC4,IDENTITY_FALLBACK,True,12000,59.995,"[-0.143227137235037, -0.260122399080424, -0.438509439292394]",0.00643878323902535,12000,12000,0,0,0.0508105171996337,0.204860358381409,0,0,0,0,0,True,1.11022302462516e-16,0.999168178738114,True,0.0,9.64524243910907e-08,True,False
TEN_NODE_TABLETOP,BSF8BC4,SELECTED_MVP_IDENTITY,True,12000,59.995,"[-0.143227137235037, -0.260122399080424, -0.438509439292394]",0.00643878323902535,12000,12000,0,0,0.0508105171996337,0.204860358381409,0,0,0,0,0,True,1.11022302462516e-16,0.999168178738114,True,0.0,9.64524243910907e-08,True,False
