evidence,node,policy,expected_static,samples,duration_s,startup_gyro_bias_dps,startup_to_final_10s_gyro_bias_delta_norm_dps,gravity_attempts,gravity_accepted,gravity_rejected,gravity_motion_ineligible,nis_median,nis_p95,false_motion_samples,motion_transitions,false_motion_transitions,isolated_transient_candidates,isolated_transients_accepted,isolated_transient_containment_pass,quaternion_max_norm_error,quaternion_min_consecutive_dot,covariance_finite,covariance_max_asymmetry,covariance_min_eigenvalue,covariance_cholesky,systematic_measurement_rejection
TEN_NODE_TABLETOP,BSF8BC4,SHARED_DIAGONAL_DIAGNOSTIC,True,12000,59.995,"[-0.143227137235037, -0.260122399080424, -0.438509439292394]",0.00643878323902535,12000,12000,0,0,0.05050122470035,0.203502470398759,0,0,0,0,0,True,1.11022302462516e-16,0.99917410180817,True,0.0,9.6452426557413e-08,True,False
TEN_NODE_TABLETOP,BSFAA61,IDENTITY_FALLBACK,True,12000,59.995,"[0.100913487764963, -0.359209398379052, -0.0322679629052369]",0.0323143102021488,12000,11990,10,0,0.05299793431268,0.207754565706175,0,20,0,10,0,True,1.11022302462516e-16,0.999960255436729,True,0.0,9.64508248664303e-08,True,False
TEN_NODE_TABLETOP,BSFAA61,SELECTED_MVP_IDENTITY,True,12000,59.995,"[0.100913487764963, -0.359209398379052, -0.0322679629052369]",0.0323143102021488,12000,11990,10,0,0.05299793431268,0.207754565706175,0,20,0,10,0,True,1.11022302462516e-16,0.999960255436729,True,0.0,9.64508248664303e-08,True,False
TEN_NODE_TABLETOP,BSFAA61,SHARED_DIAGONAL_DIAGNOSTIC,True,12000,59.995,"[0.100913487764963, -0.359209398379052, -0.0322679629052369]",0.0323143102021488,12000,11990,10,0,0.0526422415934338,0.206335863572878,0,20,0,10,0,True,1.11022302462516e-16,0.999960750760401,True,0.0,9.64508136386901e-08,True,False
TEN_NODE_TABLETOP,BSFB165,IDENTITY_FALLBACK,True,12000,59.995,"[0.252664237842893, -0.0700153912094763, 0.0]",0.0150561733689344,12000,12000,0,0,0.0513063669680585,0.211583285324686,0,16,0,0,0,True,1.11022302462516e-16,0.999918416841744,True,0.0,9.645019587601e-08,True,False
TEN_NODE_TABLETOP,BSFB165,SELECTED_MVP_IDENTITY,True,12000,59.995,"[0.252664237842893, -0.0700153912094763, 0.0]",0.0150561733689344,12000,12000,0,0,0.0513063669680585,0.211583285324686,0,16,0,0,0,True,1.11022302462516e-16,0.999918416841744,True,0.0,9.645019587601e-08,True,False
TEN_NODE_TABLETOP,BSFB165,SHARED_DIAGONAL_DIAGNOSTIC,True,12000,59.995,"[0.252664237842893, -0.0700153912094763, 0.0]",0.0150561733689344,12000,12000,0,0,0.0510076401978498,0.21019209877936,0,16,0,0,0,True,1.11022302462516e-16,0.999919068548384,True,0.0,9.64501817890245e-08,True,False
TEN_NODE_TABLETOP,BSFC2CC,IDENTITY_FALLBACK,True,12040,60.195,"[0.072298501792394, -0.368494048082918, 0.0]",0.00547221917335571,12040,12040,0,0,0.0605754126879764,0.266398162332962,0,8,0,0,0,True,2.22044604925031e-16,0.99999430434674,True,0.0,9.62736857470073e-08,True,False
TEN_NODE_TABLETOP,BSFC2CC,PER_DEVICE_ORACLE_REFERENCE,True,12040,60.195,"[0.072298501792394, -0.368494048082918, 0.0]",0.00547221917335571,12040,12040,0,0,0.0602550277510851,0.264313083152007,0,0,0,0,0,True,2.22044604925031e-16,0.99999404472198,True,0.0,9.62736898649394e-08,True,False
TEN_NODE_TABLETOP,BSFC2CC,SELECTED_MVP_IDENTITY,True,12040,60.195,"[0.072298501792394, -0.368494048082918, 0.0]",0.00547221917335571,12040,12040,0,0,0.0605754126879764,0.266398162332962,0,8,0,0,0,True,2.22044604925031e-16,0.99999430434674,True,0.0,9.62736857470073e-08,True,False
TEN_NODE_TABLETOP,BSFC2CC,SHARED_DIAGONAL_DIAGNOSTIC,True,12040,60.195,"[0.072298501792394, -0.368494048082918, 0.0]",0.00547221917335571,12040,12040,0,0,0.0601840898962412,0.264598536043206,0,0,0,0,0,True,2.22044604925031e-16,0.999994351384661,True,0.0,9.62736852113166e-08,True,False
TEN_NODE_TABLETOP,BSFEC35,IDENTITY_FALLBACK,True,12000,59.995,"[-0.0424658568422693, -0.506393927291147, 0.0]",0.00487889415303303,12000,11998,2,0,0.0697664738652705,0.271663075133921,0,60,0,2,0,True,2.22044604925031e-16,0.999830379489171,True,0.0,9.64367218120258e-08,True,False
TEN_NODE_TABLETOP,BSFEC35,SELECTED_MVP_IDENTITY,True,12000,59.995,"[-0.0424658568422693, -0.506393927291147, 0.0]",0.00487889415303303,12000,11998,2,0,0.0697664738652705,0.271663075133921,0,60,0,2,0,True,2.22044604925031e-16,0.999830379489171,True,0.0,9.64367218120258e-08,True,False
TEN_NODE_TABLETOP,BSFEC35,SHARED_DIAGONAL_DIAGNOSTIC,True,12000,59.995,"[-0.0424658568422693, -0.506393927291147, 0.0]",0.00487889415303303,12000,11998,2,0,0.069286661322356,0.269839315055538,0,60,0,2,0,True,2.22044604925031e-16,0.999831253719998,True,0.0,9.64367436369759e-08,True,False
