candidate,target_device,dataset,pose,samples,rmse_g,median_abs_g,p95_abs_g,p99_abs_g,median_signed_g,identity_rmse_g,rmse_gain_vs_identity_g
IDENTITY,BSF31CC,TRAINING,5,4010,0.00440836706895145,0.00450120557323386,0.00549695774156533,0.00598332554897785,0.00450120557323386,0.00440836706895145,0.0
IDENTITY,BSF31CC,TRAINING,6,4001,0.00426342142497326,0.00402999002977444,0.00544186174726691,0.00549256927863495,0.00402999002977444,0.00426342142497326,0.0
IDENTITY,BSF31CC,TRAINING,7,4010,0.00429358421792303,0.00147860694360458,0.00268943301691027,0.00325625667067996,0.00146197373024082,0.00429358421792303,0.0
IDENTITY,BSF31CC,TRAINING,8,4010,0.00405897875642186,0.00401117357961467,0.0051532524409168,0.0056941532923438,0.00401117357961467,0.00405897875642186,0.0
IDENTITY,BSF31CC,TRAINING,9,4010,0.00472539556808153,0.00469665826958243,0.00579061945009118,0.00622623131898536,0.00469665826958243,0.00472539556808153,0.0
IDENTITY,BSF31CC,TRAINING,10,4000,0.00511931791944602,0.00505022518563258,0.00621983929014469,0.00676590069996252,0.00505022518563258,0.00511931791944602,0.0
IDENTITY,BSF31CC,TRAINING,11,4010,0.00531013568551996,0.0053079137143468,0.00632582382310587,0.00670824227623634,0.0053079137143468,0.00531013568551996,0.0
IDENTITY,BSF31CC,TRAINING,12,4010,0.00535937134732352,0.00527897564916469,0.00646528760787413,0.00712559999485042,0.00527897564916469,0.00535937134732352,0.0
IDENTITY,BSF31CC,TRAINING,13,4010,0.00189463644992334,0.00176413804220554,0.00283502364027753,0.00337575672513468,0.00176413804220554,0.00189463644992334,0.0
IDENTITY,BSF31CC,TRAINING,14,3990,0.00128510821912835,0.00111255548140021,0.00220343726572136,0.00285801317137382,0.00111255548140021,0.00128510821912835,0.0
IDENTITY,BSF31CC,TRAINING,15,4010,0.00477970415889893,0.00315771787358887,0.00723675472154151,0.0157726148471334,0.00312079616729455,0.00477970415889893,0.0
IDENTITY,BSF31CC,TRAINING,16,3990,0.00555520618700672,0.00488858400810566,0.0074980784105779,0.014397657985355,0.00488463741596257,0.00555520618700672,0.0
IDENTITY,BSF31CC,TRAINING,17,3990,0.00262792747756177,0.00244985408559217,0.00367551336567518,0.00476963744856223,0.00244849710267947,0.00262792747756177,0.0
IDENTITY,BSF31CC,TRAINING,18,4010,0.00395933065156482,0.00391770335411179,0.00501180688493008,0.00543091544767689,0.00391770335411179,0.00395933065156482,0.0
IDENTITY,BSF31CC,ORIGINAL_HELDOUT,1,4010,0.00611475685581762,0.00613274361216765,0.00721137202162803,0.00761007228204003,0.00613274361216765,0.00611475685581762,0.0
IDENTITY,BSF31CC,ORIGINAL_HELDOUT,2,4010,0.00751936939312739,0.00613634648145922,0.00732955603332641,0.00834990419086057,0.00613634648145922,0.00751936939312739,0.0
IDENTITY,BSF31CC,ORIGINAL_HELDOUT,3,4000,0.00542231903896568,0.00538908095254076,0.00653162011712594,0.00703186388247357,0.00538908095254076,0.00542231903896568,0.0
IDENTITY,BSF31CC,ORIGINAL_HELDOUT,4,4010,0.00477399962107034,0.00471351677405019,0.00596096485667386,0.00669611227621347,0.00471351677405019,0.00477399962107034,0.0
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,1,4040,0.000969465273480776,0.000727050392749007,0.00172044978634889,0.00222669942204445,-0.000721153816717335,0.00288063700321579,0.00191117172973502
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,2,4040,0.00102892087725467,0.000594845844023251,0.00162704073746656,0.00266426710818404,0.000158199070505738,0.00368263348400159,0.00265371260674691
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,3,4030,0.00129974993642197,0.000885471799527915,0.0023899519343926,0.00380057346642968,0.000836493554723372,0.00381211794865822,0.00251236801223624
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,4,4040,0.00131512943590647,0.000931825576021339,0.00246540868103999,0.00434329417371337,0.000451636867515592,0.00364410612141672,0.00232897668551024
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,5,4040,0.000981911090108143,0.000682517351008327,0.00170755848153916,0.00226254143639207,0.00065554357079689,0.00274615314610626,0.00176424205599811
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,6,4010,0.000897216828151343,0.00050538000676692,0.00189628134214304,0.00243012299402779,0.000457832137484182,0.0025592301518193,0.00166201332366796
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,7,4030,0.00125814211043879,0.00102832332191238,0.00212838771039525,0.00309458368620087,0.000781072726952936,0.0041683654990681,0.00291022338862931
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,8,4010,0.00163630663415751,0.00136869412241974,0.00267268531825815,0.00335503084862898,-0.0013384565660956,0.00207248820151342,0.000436181567355911
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,9,4010,0.00201617521289216,0.000925207741705014,0.00292070812905343,0.00654367775731524,0.00086358906066919,0.00398103614473769,0.00196486093184553
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,10,4000,0.00165867898569383,0.000811294437651155,0.00246768556500276,0.00624174180271552,-0.000695522778041524,0.00235596566202652,0.000697286676332697
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,11,4010,0.00134881992862272,0.00101846233904279,0.00231043448331802,0.00326428504334597,0.000906503998749697,0.00405544627845358,0.00270662634983086
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,12,4040,0.00075126192472129,0.000470687685646953,0.00148374464163948,0.0019006630139915,5.71672474056761e-05,0.00336756101762217,0.00261629909290088
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,13,4050,0.0020645902397771,0.00185097888261365,0.00318980607037866,0.00413449824663753,-0.00185097888261365,0.00145662540603109,-0.00060796483374601
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,14,4030,0.000903196176576947,0.000556751321726501,0.0015850087297804,0.00251961446698749,0.000220890553555231,0.00334175559940677,0.00243855942282982
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,15,4040,0.00244611674729061,0.00110947977665954,0.002970435328308,0.00959005363433129,0.00101080799756137,0.00462755324096323,0.00218143649367262
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,16,4050,0.0019583741454013,0.00185714417352467,0.00299617258074636,0.00353477197844459,0.00185063767862415,0.00477563400137864,0.00281725985597734
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,17,4030,0.00229802540501408,0.00218853884072479,0.00338117804421556,0.00403250209102479,-0.00218853884072479,0.000870522328011562,-0.00142750307700252
C2CC_FROZEN_DIAGONAL,BSFC2CC,TRAINING,18,4020,0.00155581663700558,0.00130457086469071,0.00259638596673637,0.00322841856041867,-0.00130457086469071,0.0015011659507978,-5.46506862077777e-05
C2CC_FROZEN_DIAGONAL,BSFC2CC,ORIGINAL_HELDOUT,1,4040,0.00249269069765343,0.00224257840930409,0.00351652219841481,0.00493620016460353,0.00224075255984091,0.00500094598667643,0.002508255289023
C2CC_FROZEN_DIAGONAL,BSFC2CC,ORIGINAL_HELDOUT,2,4010,0.00210181784600427,0.00195232247355093,0.00311382592537601,0.00352395154770546,0.00195232247355093,0.00449171404620249,0.00238989620019823
C2CC_FROZEN_DIAGONAL,BSFC2CC,ORIGINAL_HELDOUT,3,4040,0.00161409536376333,0.00125997094334729,0.0025745269138834,0.00452645159156695,-0.00124684843415646,0.00179085498245017,0.000176759618686844
C2CC_FROZEN_DIAGONAL,BSFC2CC,ORIGINAL_HELDOUT,4,4030,0.00345060727110015,0.0023537619217292,0.00363074466665647,0.00418951970960261,-0.0023537619217292,0.00254299019879732,-0.000907617072302838
C2CC_FROZEN_DIAGONAL,BSFC2CC,SIX_POSE_REVALIDATION,1,6430,0.00138456035452293,0.00119157598278385,0.00218621460219592,0.0026721963223636,-0.00119157598278385,0.00231993261955335,0.000935372265030419
C2CC_FROZEN_DIAGONAL,BSFC2CC,SIX_POSE_REVALIDATION,2,6430,0.00148266960601881,0.00115409532554911,0.00258110336627793,0.00323966353292618,0.00114981961587635,0.00471627931536223,0.00323360970934342
C2CC_FROZEN_DIAGONAL,BSFC2CC,SIX_POSE_REVALIDATION,3,6430,0.000785835167724599,0.000616021362244701,0.00136439485372875,0.00185530960949709,0.000343519149684113,0.00341625150480263,0.00263041633707804
C2CC_FROZEN_DIAGONAL,BSFC2CC,SIX_POSE_REVALIDATION,4,6390,0.000938623967966987,0.000698377003478634,0.00169934162577845,0.00222838812132946,0.00026700067994323,0.0034420774666949,0.00250345349872791
C2CC_FROZEN_DIAGONAL,BSFC2CC,SIX_POSE_REVALIDATION,5,6410,0.00195750285961026,0.000518558301744187,0.00190672705603223,0.0038502639538341,0.00044335933018913,0.00313057334187118,0.00117307048226092
C2CC_FROZEN_DIAGONAL,BSFC2CC,SIX_POSE_REVALIDATION,6,6440,0.00174977228773538,0.000512773512646336,0.00143531611633696,0.00191769310922019,0.000446507991318068,0.00309246063046156,0.00134268834272619
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,1,4000,0.00714824828683883,0.000599979985073329,0.00184075682818078,0.00497883428226648,0.000364764528629102,0.00808856382154956,0.000940315534710724
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,2,4010,0.000695703604793253,0.00025756560553658,0.00122974689646416,0.00171518202277565,0.000253119450573269,0.00369105531679565,0.0029953517120024
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,3,4010,0.00135060121232798,0.00133972276626126,0.00232532377415806,0.00280443206046669,0.00133972276626126,0.00332022514971749,0.00196962393738951
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,4,4010,0.00306984632230071,0.00128424941744654,0.00226758752676437,0.00275368294305012,0.00128424941744654,0.00430665769253283,0.00123681137023212
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,5,4010,0.0015601986770733,0.00155001754152928,0.00254286537368231,0.00302780500058097,0.00155001754152928,0.00440836706895145,0.00284816839187815
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,6,4001,0.00142525197221863,0.00108034345362751,0.0024880556360567,0.00253865855278446,0.00108034345362751,0.00426342142497326,0.00283816945275462
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,7,4010,0.00431730106755156,0.00153556582674585,0.00277549406687405,0.00350733840149975,-0.00153556582674585,0.00429358421792303,-2.37168496285325e-05
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,8,4010,0.00116708201273017,0.000933232133117246,0.00207209467913705,0.0026439349488743,0.000933232133117246,0.00405897875642186,0.00289189674369169
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,9,4010,0.00185941974678345,0.00175653234558659,0.00284786000351733,0.00328104976767141,0.00175653234558659,0.00472539556808153,0.00286597582129809
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,10,4000,0.00230201238223403,0.00214702389518395,0.00331298138593583,0.00389150618506582,0.00214702389518395,0.00511931791944602,0.00281730553721199
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,11,4010,0.00304969080391255,0.0030183032902551,0.0040331645802858,0.0044142734199728,0.0030183032902551,0.00531013568551996,0.00226044488160742
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,12,4010,0.00310790165364154,0.00298258302669252,0.00416531925511232,0.00482764307217521,0.00298258302669252,0.00535937134732352,0.00225146969368197
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,13,4010,0.000801939316539313,0.000527103040014021,0.00151540195472678,0.00208873380104835,-0.000418737753669629,0.00189463644992334,0.00109269713338402
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,14,3990,0.00136976429504369,0.00113030253943502,0.00223890981469332,0.00287000087761156,-0.00113030253943502,0.00128510821912835,-8.46560759153344e-05
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,15,4010,0.0036149679558869,0.000686366864950938,0.00596333202352591,0.0154465644333009,1.64814595386975e-05,0.00477970415889893,0.00116473620301203
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,16,3990,0.0031796223426503,0.00191026379981674,0.00528792989972016,0.0134147396459225,0.00178041876234292,0.00555520618700672,0.00237558384435642
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,17,3990,0.000926369145802159,0.000492225773562893,0.00166663109536786,0.00334957437282962,-4.38351253868596e-05,0.00262792747756177,0.00170155833175961
C2CC_FROZEN_DIAGONAL,BSF31CC,TRAINING,18,4010,0.00158728031051485,0.00145027227026007,0.00254182140408243,0.00296021630841942,0.00145027227026007,0.00395933065156482,0.00237205034104996
C2CC_FROZEN_DIAGONAL,BSF31CC,ORIGINAL_HELDOUT,1,4010,0.00348642743027445,0.00347738880757342,0.0045530234849438,0.00495043022721209,0.00347738880757342,0.00611475685581762,0.00262832942554317
C2CC_FROZEN_DIAGONAL,BSF31CC,ORIGINAL_HELDOUT,2,4010,0.0055150977459286,0.00352178432724415,0.00471660154820272,0.00572861768340949,0.00352178432724415,0.00751936939312739,0.00200427164719879
C2CC_FROZEN_DIAGONAL,BSF31CC,ORIGINAL_HELDOUT,3,4000,0.00243269328969762,0.0023442828485114,0.00348343691539399,0.00398243298521006,0.0023442828485114,0.00542231903896568,0.00298962574926805
C2CC_FROZEN_DIAGONAL,BSF31CC,ORIGINAL_HELDOUT,4,4010,0.00210109939584241,0.00193212227852735,0.00318024398154204,0.00390927173732525,0.00193152665622365,0.00477399962107034,0.00267290022522793
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,1,4040,0.00115385656423225,0.000976622375454039,0.00197099445798619,0.00248024497565731,-0.000976622375454039,0.00288063700321579,0.00172678043898355
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,2,4040,0.00103356527014384,0.000548633339121918,0.00158101302435687,0.00256888593717501,-9.91205920118921e-05,0.00368263348400159,0.00264906821385775
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,3,4030,0.00122206061669137,0.000810917691321245,0.00230266004075065,0.00331809919071803,-0.000406567943204705,0.00381211794865822,0.00259005733196685
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,4,4040,0.00144088061582889,0.000798485492740197,0.00273670608325782,0.00420079326915979,-0.00079434541951573,0.00364410612141672,0.00220322550558783
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,5,4040,0.00094557483283876,0.000630986515321341,0.00183288747378862,0.00232729483095429,-0.000382560684269673,0.00274615314610626,0.0018005783132675
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,6,4010,0.00107366889359051,0.00061228412584613,0.00203556701664054,0.00254471317802696,-0.000579337441284133,0.0025592301518193,0.0014855612582288
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,7,4030,0.000928794985048788,0.000663290202395306,0.00172556913514788,0.00273113934462432,6.32155154133285e-05,0.0041683654990681,0.00323957051401931
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,8,4010,0.00218972050280163,0.00197607064691097,0.00329035863147859,0.00398239742270512,-0.00196767110371537,0.00207248820151342,-0.00011723230128821
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,9,4010,0.00180062434020558,0.000543460501171711,0.00250840387375084,0.00629736610455487,0.0001440934035839,0.00398103614473769,0.00218041180453211
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,10,4000,0.00210927374395648,0.00148962403732023,0.0030936087308332,0.00688204009135621,-0.00147171412198022,0.00235596566202652,0.00024669191807004
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,11,4010,0.000994332117843526,0.000576119230275784,0.00174297713768958,0.00269472485116395,0.000225224237484722,0.00405544627845358,0.00306111416061006
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,12,4040,0.000897639975873126,0.000631414720985601,0.00171539860884207,0.00223049218701928,-0.000537478681882364,0.00336756101762217,0.00246992104174905
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,13,4050,0.00274103271368494,0.00258361082773439,0.00392095725268549,0.00482896728392322,-0.00258361082773439,0.00145662540603109,-0.00128440730765385
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,14,4030,0.00107447848664342,0.000700709079203055,0.00198072587908882,0.00267580874214412,-0.000582724946807334,0.00334175559940677,0.00226727711276335
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,15,4040,0.00223905808366315,0.000625146996438453,0.00244901074351245,0.00998279209125372,0.000342551946833192,0.00462755324096323,0.00238849515730008
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,16,4050,0.00131710033190314,0.00112872978915646,0.00226445784658802,0.00282140274277199,0.00111974103257073,0.00477563400137864,0.0034585336694755
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,17,4030,0.00329326506846681,0.00322569419281882,0.00441796122595661,0.00506848256262937,-0.00322569419281882,0.000870522328011562,-0.00242274274045525
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,TRAINING,18,4020,0.0025236320663484,0.00235673653784829,0.00364647191011959,0.0042783353665159,-0.00235673653784829,0.0015011659507978,-0.0010224661155506
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,ORIGINAL_HELDOUT,1,4040,0.00157986269571891,0.00117195347464638,0.00244605067589676,0.00404542982839018,0.00114304185967429,0.00500094598667643,0.00342108329095752
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,ORIGINAL_HELDOUT,2,4010,0.00115689895791256,0.00092602846348977,0.00205481600537949,0.0024640165733445,0.00089441929053713,0.00449171404620249,0.00333481508828993
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,ORIGINAL_HELDOUT,3,4040,0.00246771450960965,0.00228605420996897,0.00358624719373946,0.00529656145004351,-0.00227240695362552,0.00179085498245017,-0.00067685952715948
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,ORIGINAL_HELDOUT,4,4030,0.00422713547990278,0.00339831459123419,0.00467398222077309,0.00523159015548934,-0.00339831459123419,0.00254299019879732,-0.00168414528110546
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,SIX_POSE_REVALIDATION,1,6430,0.00161237245069765,0.00144770809043648,0.00244206035185024,0.00292791952588334,-0.00144770809043648,0.00231993261955335,0.0007075601688557
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,SIX_POSE_REVALIDATION,2,6430,0.00128293349946355,0.000897459613728335,0.00232937905643094,0.00326022608590772,0.000893183619288473,0.00471627931536223,0.00343334581589868
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,SIX_POSE_REVALIDATION,3,6430,0.00108187831123444,0.000898404300420874,0.00191259760555218,0.00241416426598406,-0.000898404300420874,0.00341625150480263,0.00233437319356819
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,SIX_POSE_REVALIDATION,4,6390,0.00121308444168392,0.000978531403337424,0.00197818234693897,0.00251471020578431,-0.00097746942244159,0.0034420774666949,0.00222899302501098
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,SIX_POSE_REVALIDATION,5,6410,0.0020179761101737,0.000623305228815485,0.00205398002039914,0.00380412066480788,-0.000592370865970082,0.00313057334187118,0.00111259723169749
BSF31CC_DIAGONAL_PROJECTION,BSFC2CC,SIX_POSE_REVALIDATION,6,6440,0.00174014032617638,0.000601360907960258,0.00157930434053277,0.00206071183179309,-0.000591709597649537,0.00309246063046156,0.00135232030428518
BSF31CC_DIAGONAL_PROJECTION,BSF31CC,TRAINING,1,4000,0.00713947787728866,0.000587962456802371,0.00183605783098606,0.00497398410941086,0.000110162408922587,0.00808856382154956,0.000949085944260894
BSF31CC_DIAGONAL_PROJECTION,BSF31CC,TRAINING,2,4010,0.000668346273329565,0.00048604688598497,0.00145728533684619,0.00146485183403589,-1.24856497651926e-06,0.00369105531679565,0.00302270904346609
BSF31CC_DIAGONAL_PROJECTION,BSF31CC,TRAINING,3,4010,0.000663111495625368,0.000329012069296919,0.00128826573292962,0.00176811346501746,0.000300295549648499,0.00332022514971749,0.00265711365409212
BSF31CC_DIAGONAL_PROJECTION,BSF31CC,TRAINING,4,4010,0.00284187173417259,0.000254940426257733,0.00122834215725476,0.00171369647254971,0.000244666300376339,0.00430665769253283,0.00146478595836024
BSF31CC_DIAGONAL_PROJECTION,BSF31CC,TRAINING,5,4010,0.00069624020293227,0.000339973359822388,0.00129634574495219,0.00178029153852566,0.000302823887435855,0.00440836706895145,0.00371212686601918
BSF31CC_DIAGONAL_PROJECTION,BSF31CC,TRAINING,6,4001,0.000663886353428026,0.000307509078748325,0.0012620618289767,0.00170878180737755,-0.000166050937477347,0.00426342142497326,0.00359953507154523
BSF31CC_DIAGONAL_PROJECTION,BSF31CC,TRAINING,7,4010,0.00458191036929612,0.00216859188979701,0.00340704332127917,0.00413897925353957,-0.00216859188979701,0.00429358421792303,-0.000288326151373086
BSF31CC_DIAGONAL_PROJECTION,BSF31CC,TRAINING,8,4010,0.000773308974661979,0.000491751572974763,0.0014695658672999,0.00204439559210523,0.000291350541742785,0.00405897875642186,0.00328566978175988
BSF31CC_DIAGONAL_PROJECTION,BSF31CC,TRAINING,9,4010,0.00125189621973345,0.00108190383267237,0.00217216036132473,0.0026058377292062,0.00108190383267237,0.00472539556808153,0.00347349934834808
BSF31CC_DIAGONAL_PROJECTION,BSF31CC,TRAINING,10,4000,0.00165054219965423,0.0014272074660846,0.0025925288476536,0.00319722719889515,0.0014272074660846,0.00511931791944602,0.00346877571979179
BSF31CC_DIAGONAL_PROJECTION,BSF31CC,TRAINING,11,4010,0.00201670068377282,0.0019483067929833,0.00296217399001142,0.00334260263821329,0.0019483067929833,0.00531013568551996,0.00329343500174714
BSF31CC_DIAGONAL_PROJECTION,BSF31CC,TRAINING,12,4010,0.00208619794452021,0.00192199432934526,0.0030862856953664,0.00376348651147784,0.00190493239706857,0.00535937134732352,0.0032731734028033
