row_spec,stage,wall_time_s
R2:L0:I0:T6,simulate_imu_prior,0.2170834059943445
R2:L0:I0:T6,cpu_golden,0.039023010001983494
R2:L0:I0:T6,torch_gpu,0.40116898000997026
