row_spec,seed_id,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L2:I3:T6,S00,simulate_imu_prior,0.2815397230006056,,,,
R2:L2:I3:T6,S00,cpu_golden,0.06596677400011686,,,,
R2:L2:I3:T6,S00,torch_gpu,0.09470951600087574,1,3,0.09418456999992486,0.09505841500140377
