layout_id,family,geometry,all8_vdop_p90,drop_worst_vdop_p90,drop_delta_vdop_p90,all8_gdop_p90,drop_worst_gdop_p90,drop_delta_gdop_p90,drop_worst_bad_ratio_sum
510,concave,true,1.6765308380126953,2.2580227851867676,0.5814919471740723,1.8518197536468506,2.4059791564941406,0.55415940284729,0.00041133991092760997
510,concave,v1-old,1.6760880947113037,2.2573330402374268,0.581244945526123,1.8514107465744019,2.405330181121826,0.5539194345474243,0.0004084566872528837
510,concave,v2,1.67829430103302,2.2644782066345215,0.5861839056015015,1.8532077074050903,2.411896228790283,0.5586885213851929,0.00043056140209245155
510,concave,v3-full,1.6782649755477905,2.2627243995666504,0.5844594240188599,1.8532755374908447,2.4103174209594727,0.5570418834686279,0.0004276781784177253
510,concave,v3-lite,1.6766810417175293,2.258575916290283,0.5818948745727539,1.8519012928009033,2.406486749649048,0.5545854568481445,0.00041230098548585204
510,concave,v4-io,1.6780405044555664,2.2673354148864746,0.5892949104309082,1.852891206741333,2.41460919380188,0.5617179870605469,0.0004420942967913565
517,concave,true,1.6524676084518433,2.1760261058807373,0.523558497428894,1.8396522998809814,2.334117889404297,0.49446558952331543,3.844298232968317e-06
517,concave,v1-old,1.6514346599578857,2.1727330684661865,0.5212984085083008,1.8388967514038086,2.3313727378845215,0.4924759864807129,3.844298232968317e-06
517,concave,v2,1.6538008451461792,2.1836695671081543,0.5298687219619751,1.8405992984771729,2.3405637741088867,0.49996447563171387,5.766447349452476e-06
517,concave,v3-full,1.6515775918960571,2.1759390830993652,0.5243614912033081,1.8386497497558594,2.3338866233825684,0.495236873626709,2.883223674726238e-06
517,concave,v3-lite,1.651841640472412,2.1746087074279785,0.5227670669555664,1.839098334312439,2.3328537940979004,0.4937554597854614,3.844298232968317e-06
517,concave,v4-io,1.6553269624710083,2.20332407951355,0.5479971170425415,1.8414348363876343,2.3572566509246826,0.5158218145370483,7.688596465936634e-06
525,concave,true,1.5898936986923218,2.1575915813446045,0.5676978826522827,1.7783236503601074,2.309825897216797,0.5315022468566895,0.0
525,concave,v1-old,1.5894078016281128,2.1569910049438477,0.5675832033157349,1.7779091596603394,2.309215545654297,0.5313063859939575,0.0
525,concave,v2,1.591403841972351,2.154621124267578,0.563217282295227,1.7795498371124268,2.3069820404052734,0.5274322032928467,0.0
525,concave,v3-full,1.5905780792236328,2.159799098968506,0.569221019744873,1.778947114944458,2.3117928504943848,0.5328457355499268,0.0
525,concave,v3-lite,1.58963143825531,2.157344341278076,0.5677129030227661,1.7781200408935547,2.309521436691284,0.5314013957977295,0.0
525,concave,v4-io,1.5943114757537842,2.133683204650879,0.5393717288970947,1.7817635536193848,2.2866060733795166,0.5048425197601318,0.0
566,concave,true,1.6394126415252686,2.1472647190093994,0.5078520774841309,1.8356702327728271,2.307964563369751,0.47229433059692383,0.00023065789397809904
566,concave,v1-old,1.639127492904663,2.146355152130127,0.5072276592254639,1.8353993892669678,2.3071208000183105,0.4717214107513428,0.00022200822295392032
566,concave,v2,1.640531301498413,2.148376941680908,0.5078456401824951,1.8366858959197998,2.309007406234741,0.4723215103149414,0.00023546326676930943
566,concave,v3-full,1.6392385959625244,2.1459128856658936,0.5066742897033691,1.8354772329330444,2.3066508769989014,0.47117364406585693,0.00022873574486161486
566,concave,v3-lite,1.6394916772842407,2.1469149589538574,0.5074232816696167,1.8357536792755127,2.307636260986328,0.47188258171081543,0.00022969681941985696
566,concave,v4-io,1.6403604745864868,2.1413233280181885,0.5009628534317017,1.836525797843933,2.302542209625244,0.46601641178131104,0.0002412297141187619
583,concave,true,1.8175783157348633,2.3785572052001953,0.560978889465332,1.977146863937378,2.519575357437134,0.5424284934997559,0.004167219284537656
583,concave,v1-old,1.8169047832489014,2.37827730178833,0.5613725185394287,1.976255178451538,2.5193018913269043,0.5430467128753662,0.004132620600440941
583,concave,v2,1.8187222480773926,2.3892927169799805,0.5705704689025879,1.9783425331115723,2.528907299041748,0.5505647659301758,0.0042748596350607685
583,concave,v3-full,1.8159714937210083,2.3771541118621826,0.5611826181411743,1.975818395614624,2.518190622329712,0.5423722267150879,0.004155686389838751
583,concave,v3-lite,1.8175413608551025,2.3801491260528564,0.5626077651977539,1.9767471551895142,2.521198034286499,0.5444508790969849,0.004168180359095898
583,concave,v4-io,1.817253589630127,2.3934879302978516,0.5762343406677246,1.9763131141662598,2.532072067260742,0.5557589530944824,0.004199895819517886
607,concave,true,1.7307543754577637,2.4150750637054443,0.6843206882476807,1.9101648330688477,2.556312322616577,0.6461474895477295,0.001226331136316893
607,concave,v1-old,1.7302517890930176,2.414424180984497,0.6841723918914795,1.909661889076233,2.5555171966552734,0.6458553075790405,0.001211915017943262
607,concave,v2,1.7334896326065063,2.4073660373687744,0.6738764047622681,1.912042260169983,2.5476858615875244,0.6356436014175415,0.0010504544921585927
607,concave,v3-full,1.7315152883529663,2.4140257835388184,0.682510495185852,1.910731554031372,2.555136203765869,0.6444046497344971,0.0012215257635256828
607,concave,v3-lite,1.7307864427566528,2.415630340576172,0.684843897819519,1.910230278968811,2.5568687915802,0.6466385126113892,0.0012522801493894294
607,concave,v4-io,1.7377523183822632,2.366274118423462,0.6285218000411987,1.9138479232788086,2.5058717727661133,0.5920238494873047,0.00044017214767487234
609,concave,true,1.6469905376434326,2.230031967163086,0.5830414295196533,1.8316322565078735,2.381251096725464,0.5496188402175903,0.0002710230254242664
609,concave,v1-old,1.6466422080993652,2.2299559116363525,0.5833137035369873,1.8312923908233643,2.3811984062194824,0.5499060153961182,0.0002700619508660243
609,concave,v2,1.6488535404205322,2.238534450531006,0.5896809101104736,1.8329243659973145,2.3887031078338623,0.5557787418365479,0.00028447806923965547
609,concave,v3-full,1.6464929580688477,2.2288787364959717,0.582385778427124,1.83114755153656,2.3800487518310547,0.5489012002944946,0.0002652565780748139
609,concave,v3-lite,1.6470062732696533,2.2304844856262207,0.5834782123565674,1.8316562175750732,2.3816323280334473,0.549976110458374,0.0002710230254242664
609,concave,v4-io,1.6471465826034546,2.2440662384033203,0.5969196557998657,1.8309736251831055,2.3926210403442383,0.5616474151611328,0.0002700619508660243
619,concave,true,1.5886765718460083,2.1221272945404053,0.533450722694397,1.7834289073944092,2.2807483673095703,0.49731945991516113,7.688596465936634e-06
619,concave,v1-old,1.588245153427124,2.12172532081604,0.533480167388916,1.7830506563186646,2.28043270111084,0.4973820447921753,7.688596465936634e-06
619,concave,v2,1.5906519889831543,2.117591142654419,0.5269391536712646,1.7845611572265625,2.275775671005249,0.4912145137786865,9.610745582420794e-06
619,concave,v3-full,1.58958899974823,2.1250834465026855,0.5354944467544556,1.7843523025512695,2.283742666244507,0.4993903636932373,7.688596465936634e-06
619,concave,v3-lite,1.5891234874725342,2.122952699661255,0.5338292121887207,1.7838318347930908,2.2815637588500977,0.49773192405700684,7.688596465936634e-06
619,concave,v4-io,1.5922757387161255,2.0942516326904297,0.5019758939743042,1.784743309020996,2.2526493072509766,0.46790599822998047,1.3455043815389111e-05
710,concave,true,1.6587694883346558,2.187021017074585,0.5282515287399292,1.8378123044967651,2.3432297706604004,0.5054174661636353,4.036513144616733e-05
710,concave,v1-old,1.6583070755004883,2.1851658821105957,0.5268588066101074,1.8373061418533325,2.341529369354248,0.5042232275009155,4.132620600440941e-05
710,concave,v2,1.6597806215286255,2.185863494873047,0.5260828733444214,1.8386774063110352,2.3421573638916016,0.5034799575805664,4.5170504237377726e-05
710,concave,v3-full,1.659324049949646,2.190490961074829,0.5311669111251831,1.8382951021194458,2.346484899520874,0.5081897974014282,4.324835512089357e-05
710,concave,v3-lite,1.658652901649475,2.1863532066345215,0.5277003049850464,1.8377258777618408,2.342660427093506,0.504934549331665,4.132620600440941e-05
710,concave,v4-io,1.66167414188385,2.2003870010375977,0.5387128591537476,1.8404977321624756,2.355747938156128,0.5152502059936523,4.709265335386189e-05
730,concave,true,1.8270412683486938,2.3528380393981934,0.5257967710494995,1.9894723892211914,2.493490695953369,0.5040183067321777,0.004156647464396993
730,concave,v1-old,1.8267236948013306,2.3517215251922607,0.5249978303909302,1.989250659942627,2.492436647415161,0.5031859874725342,0.004139348122348636
730,concave,v2,1.829208493232727,2.3609724044799805,0.5317639112472534,1.9907472133636475,2.5008769035339355,0.5101296901702881,0.004239299876405812
730,concave,v3-full,1.8272345066070557,2.3524158000946045,0.5251812934875488,1.9898076057434082,2.4931533336639404,0.5033457279205322,0.004157608538955235
730,concave,v3-lite,1.8267812728881836,2.3511881828308105,0.524406909942627,1.9893994331359863,2.4920356273651123,0.502636194229126,0.004131659525882699
730,concave,v4-io,1.8281217813491821,2.37054705619812,0.542425274848938,1.989296317100525,2.5088887214660645,0.5195924043655396,0.0042268059071486645
743,concave,true,1.6059283018112183,2.0951662063598633,0.489237904548645,1.792900562286377,2.2512683868408203,0.45836782455444336,9.514638126596585e-05
743,concave,v1-old,1.605358362197876,2.094768524169922,0.4894101619720459,1.7923932075500488,2.2508385181427,0.45844531059265137,9.130208303299754e-05
743,concave,v2,1.6068699359893799,2.097545623779297,0.490675687789917,1.7937647104263306,2.2534611225128174,0.4596964120864868,9.995175405717624e-05
743,concave,v3-full,1.606073021888733,2.095294713973999,0.4892216920852661,1.7930952310562134,2.2514452934265137,0.4583500623703003,9.226315759123961e-05
743,concave,v3-lite,1.6056652069091797,2.09499192237854,0.48932671546936035,1.7926971912384033,2.2511253356933594,0.45842814445495605,9.514638126596585e-05
743,concave,v4-io,1.6059767007827759,2.09299635887146,0.4870196580886841,1.7929471731185913,2.2494325637817383,0.456485390663147,9.899067949893417e-05
750,concave,true,1.7574360370635986,2.331613302230835,0.5741772651672363,1.932641625404358,2.47483491897583,0.5421932935714722,0.0012147982416179882
750,concave,v1-old,1.7566790580749512,2.3315396308898926,0.5748605728149414,1.9318921566009521,2.474712371826172,0.5428202152252197,0.0012090317942685357
750,concave,v2,1.7591447830200195,2.331617832183838,0.5724730491638184,1.9341051578521729,2.4747159481048584,0.5406107902526855,0.0012436304783652505
750,concave,v3-full,1.756922960281372,2.332681179046631,0.5757582187652588,1.9321218729019165,2.475759506225586,0.5436376333236694,0.0012051874960355674
750,concave,v3-lite,1.7577764987945557,2.3329501152038574,0.5751736164093018,1.9328938722610474,2.476005792617798,0.5431119203567505,0.0012205646889674408
750,concave,v4-io,1.7589616775512695,2.3244967460632324,0.5655350685119629,1.9338748455047607,2.4682037830352783,0.5343289375305176,0.0012196036144091987
771,concave,true,1.6842869520187378,2.16854190826416,0.48425495624542236,1.8638761043548584,2.3219199180603027,0.45804381370544434,0.0010985082200706967
771,concave,v1-old,1.6834896802902222,2.165867805480957,0.48237812519073486,1.863187551498413,2.3194925785064697,0.45630502700805664,0.0010898585490465179
771,concave,v2,1.6853392124176025,2.170893907546997,0.48555469512939453,1.8646886348724365,2.3240997791290283,0.4594111442565918,0.0011302236804926853
771,concave,v3-full,1.6851911544799805,2.168368101119995,0.48317694664001465,1.8648178577423096,2.321903705596924,0.45708584785461426,0.0011196518603520224
771,concave,v3-lite,1.684070348739624,2.16689395904541,0.48282361030578613,1.8637127876281738,2.3204681873321533,0.4567553997039795,0.0010975471455124547
771,concave,v4-io,1.6844325065612793,2.171675205230713,0.4872426986694336,1.8638304471969604,2.3246102333068848,0.4607797861099243,0.0011071578910948753
813,concave,true,1.7276790142059326,2.254411220550537,0.5267322063446045,1.9035418033599854,2.4005439281463623,0.49700212478637695,0.0011542505444487373
813,concave,v1-old,1.7271121740341187,2.254324197769165,0.5272120237350464,1.9030566215515137,2.400341272354126,0.4972846508026123,0.0011302236804926853
813,concave,v2,1.7286640405654907,2.257880926132202,0.5292168855667114,1.90440034866333,2.4035863876342773,0.49918603897094727,0.0011648223645894002
813,concave,v3-full,1.7279140949249268,2.2538046836853027,0.525890588760376,1.9037582874298096,2.399977207183838,0.4962189197540283,0.0011446397988663164
813,concave,v3-lite,1.7273814678192139,2.2541909217834473,0.5268094539642334,1.9032831192016602,2.4003310203552246,0.49704790115356445,0.0011446397988663164
813,concave,v4-io,1.7267342805862427,2.2592689990997314,0.5325347185134888,1.9027007818222046,2.405160427093506,0.5024596452713013,0.0011407955006333481
822,concave,true,1.725624442100525,2.229966878890991,0.5043424367904663,1.8969335556030273,2.379570484161377,0.4826369285583496,0.00060547697169251
822,concave,v1-old,1.7248992919921875,2.2292087078094482,0.5043094158172607,1.8961822986602783,2.3788108825683594,0.48262858390808105,0.0005977883752265734
822,concave,v2,1.726069688796997,2.2448832988739014,0.5188136100769043,1.896690845489502,2.3923261165618896,0.4956352710723877,0.0005977883752265734
822,concave,v3-full,1.7252590656280518,2.228821039199829,0.5035619735717773,1.8965686559677124,2.3787081241607666,0.4821394681930542,0.0005958662261100892
822,concave,v3-lite,1.7254116535186768,2.229884386062622,0.5044727325439453,1.8966513872146606,2.3795361518859863,0.4828847646713257,0.0006025937480177837
822,concave,v4-io,1.7251425981521606,2.2604176998138428,0.5352751016616821,1.8953453302383423,2.4041731357574463,0.508827805519104,0.0005670339893628268
825,concave,true,1.5819215774536133,2.0764970779418945,0.49457550048828125,1.769932508468628,2.2382235527038574,0.4682910442352295,0.0001710712713670901
825,concave,v1-old,1.5819318294525146,2.0758895874023438,0.4939577579498291,1.7699817419052124,2.2376198768615723,0.46763813495635986,0.00017299342048357429
825,concave,v2,1.5841349363327026,2.084465980529785,0.5003310441970825,1.7715578079223633,2.2447526454925537,0.47319483757019043,0.00018356524062423715
825,concave,v3-full,1.5816909074783325,2.0776596069335938,0.49596869945526123,1.769721508026123,2.2391159534454346,0.4693944454193115,0.00016914912225060596
825,concave,v3-lite,1.581871509552002,2.076265573501587,0.49439406394958496,1.7699313163757324,2.2379567623138428,0.46802544593811035,0.00017011019680884804
825,concave,v4-io,1.583005428314209,2.098442316055298,0.5154368877410889,1.7704015970230103,2.2563843727111816,0.4859827756881714,0.0001624216003429114
893,concave,true,1.9821339845657349,2.470694065093994,0.4885600805282593,2.1350700855255127,2.60481333732605,0.4697432518005371,0.01242861618718657
893,concave,v1-old,1.9808210134506226,2.4677393436431885,0.4869183301925659,2.1339218616485596,2.602102756500244,0.46818089485168457,0.012357496669876655
893,concave,v2,1.9823274612426758,2.467388153076172,0.4850606918334961,2.1354455947875977,2.6019797325134277,0.4665341377258301,0.012480514213331642
893,concave,v3-full,1.9794583320617676,2.4661519527435303,0.4866936206817627,2.132610321044922,2.600635528564453,0.46802520751953125,0.01227196103419311
893,concave,v3-lite,1.981428623199463,2.469768524169922,0.488339900970459,2.1344711780548096,2.6039860248565674,0.4695148468017578,0.012353652371643688
893,concave,v4-io,1.9809175729751587,2.45695161819458,0.4760340452194214,2.134384870529175,2.5921478271484375,0.4577629566192627,0.012078785047986453
908,control5x5,true,1.4947072267532349,1.710666298866272,0.2159590721130371,1.6677943468093872,1.895590901374817,0.2277965545654297,2.594901307253614e-05
908,control5x5,v1-old,1.4941340684890747,1.7101210355758667,0.215986967086792,1.6672407388687134,1.8951599597930908,0.22791922092437744,2.594901307253614e-05
908,control5x5,v2,1.495509147644043,1.7117425203323364,0.21623337268829346,1.6684306859970093,1.8966054916381836,0.22817480564117432,2.78711621890203e-05
908,control5x5,v3-full,1.493889331817627,1.7098766565322876,0.21598732471466064,1.6670215129852295,1.8948452472686768,0.22782373428344727,2.4026863956051984e-05
