geometry,n,full_gdop_p90_median,full_gdop_p90_p90,full_hdop_p90_median,full_hdop_p90_p90,full_vdop_p90_median,full_vdop_p90_p90,full_cond_p95_median,full_cond_p95_p90,full_vdop_gt3_ratio_median,full_vdop_gt3_ratio_p90,center3m_vdop_p90_median,center3m_vdop_p90_p90,edge_ring_vdop_p90_median,edge_ring_vdop_p90_p90
true,1000,2.0145007371902466,2.784254002571106,0.9143163561820984,0.9598021626472473,1.8543071746826172,2.6845275163650513,21.615585327148438,38.810027313232425,0.0,0.01994055540768344,1.6514753699302673,2.8061030626297,1.9563236236572266,2.6090593338012695
v1-old,1000,2.014570951461792,2.78293035030365,0.9142739176750183,0.9597868382930755,1.8541090488433838,2.682953667640686,21.59164047241211,38.78394470214844,0.0,0.019592316564634907,1.6498109102249146,2.8050017833709715,1.9567015171051025,2.608533811569214
v2,1000,2.016007423400879,2.7855350494384767,0.9141311645507812,0.9597392559051514,1.8567337393760681,2.6855453729629515,21.640198707580566,38.903741455078126,0.0,0.020376038801644344,1.6535813808441162,2.8096768617630006,1.9610396027565002,2.612838387489319
v3-lite,1000,2.0149648189544678,2.7836915016174317,0.9143198132514954,0.9597800135612488,1.854401409626007,2.6839619874954224,21.618985176086426,38.824653244018556,0.0,0.019796380090497737,1.6519994735717773,2.805594778060913,1.9567207098007202,2.6105063438415526
v3-full,1000,2.01470410823822,2.782131862640381,0.9143137633800507,0.9598235189914703,1.8542482256889343,2.684654140472412,21.624829292297363,38.80501708984375,0.0,0.019769023748262515,1.648895263671875,2.8053484201431274,1.9573981165885925,2.6114082098007203
v4-io,1000,2.0172044038772583,2.786685824394226,0.9141324162483215,0.9597352504730224,1.8570340871810913,2.690059471130371,21.608417510986328,38.98285827636719,0.0,0.020734628693106206,1.6566495299339294,2.814609003067017,1.9600523114204407,2.6159669399261474
