config,height_tier,d_tag_mm,n_positions,median_3d_mm,rmse_3d_mm,p95_3d_mm,signed_vertical_slope
V5+C_V5,MID,60.0,8,63.51051673425066,64.99004570140782,100.135869508142,-25.348750205362876
V5+C_V5,MID,62.0,8,62.88116155112768,65.68687728682346,102.84993871434784,-43.69123676787164
V5+C_V5,MID,64.0,8,62.3415059902205,66.45079894419194,105.531617662716,-62.81054888625698
V5+C_V5,MID,66.0,8,61.91020569423736,67.28245563663036,108.17977145729998,-82.59943252790734
V5+C_V5,MID,68.0,8,61.585197032892864,68.17252459007445,110.78080880564148,-103.13863307913074
V5+C_V5,MID,70.0,8,60.96119774689114,69.11088607225328,113.30346377830278,-124.72825338669894
V5+C_V5,MID,72.0,8,60.40126787159761,70.0983565055613,115.75582045800155,-146.7866401834983
V5+C_V5,MID,74.0,8,59.95394103072525,71.13321936981066,118.13644069093952,-169.3522742926098
V5+C_V5,MID,76.0,8,59.609745690046196,72.21105448660217,120.4465522996855,-191.9862154468222
V5+C_V5,MID,78.0,8,59.382510957410034,73.31852659768892,122.66328083729444,-215.26446048861237
V5+C_V5,MID,80.0,8,59.27575066852191,74.44204558726092,124.75684076265252,-239.49192189335923
V5+C_V5,MID,82.0,8,59.28050559524304,75.58941504936782,126.76017980660336,-264.0704244928213
V5+C_V5,MID,84.0,8,59.40856081217946,76.75502658516547,128.6628862686902,-290.2551624429144
V5+C_V5,MID,86.0,8,59.66969885764043,77.94193428627463,130.46762777490483,-318.16222269994785
V5+C_V5,MID,88.0,8,60.05418893810527,79.14585241071225,132.17863926249092,-348.128356504816
V5+C_V5,MID,90.0,8,60.56096791145569,80.37198078218967,133.82262759142577,-379.3185025110012
V5+C_V5,MID,92.0,8,61.19000304411061,81.61927226802095,135.38574321734444,-412.1688196593598
V5+C_V5,MID,94.0,8,62.34669087652866,82.88681524199274,136.86112502740235,-447.1957475789875
V5+C_V5,MID,96.0,8,63.57685831744503,84.17855673239843,138.26313435999865,-484.2672776801104
V5+C_V5,MID,98.0,8,64.86994941112708,85.49581234501115,139.5951185763193,-523.4727104401769
V5+C_V5,MID,100.0,8,66.2423172716401,86.84137118988222,140.85393848566895,-564.6589370439239
V5+C_V5,MID,102.0,8,67.6805455645197,88.22068112999823,142.06448935356644,-607.1826704075137
V5+C_V5,MID,104.0,8,69.19985184685092,89.64330757734086,143.24418022566147,-651.4835619496481
V5+C_V5,MID,106.0,8,70.82490534485501,91.1076702995356,144.38293230669183,-697.51001267336
V5+C_V5,MID,108.0,8,72.55529315506124,92.61774274553356,145.48602672330253,-745.2834406537056
V5+C_V5,MID,110.0,8,74.37693779231783,94.17366552144392,146.55470460879027,-794.538457312545
V5+C_V5,MID,112.0,8,76.31010299547003,95.7696028896454,147.58130179733686,-844.6753937883805
V5+C_V5,MID,114.0,8,78.35380862388274,97.41140025895967,148.58073827430775,-895.8664512432616
V5+C_V5,MID,116.0,8,80.5189921952254,99.10422868078348,149.5645101695411,-947.6122961161525
V5+C_V5,MID,118.0,8,82.7780244511849,100.83860730288477,150.52373743895285,-999.9996196129352
V5+C_V5,MID,120.0,8,85.11682215613408,102.61389154104842,151.45966499825377,-1052.6568481548802
V5+C_V5,HIGH,0.0,8,146.36139142860043,151.00949942371494,220.63922882940898,1449.5456436921372
V5+C_V5,HIGH,2.0,8,142.2909987919342,147.17916888780405,215.00283591027267,1448.7585279339648
V5+C_V5,HIGH,4.0,8,138.25130811280573,143.39394577255956,209.40902545291323,1447.8269747830034
V5+C_V5,HIGH,6.0,8,134.24481692366476,139.6622967349928,203.8824519581286,1446.750994408443
V5+C_V5,HIGH,8.0,8,130.27333352529115,135.999361114931,198.458195789934,1445.7232608274355
V5+C_V5,HIGH,10.0,8,126.33585760608844,132.39992241307257,194.21857238430803,1444.8061031452987
V5+C_V5,HIGH,12.0,8,122.43498749533651,128.85823934015392,190.0015415476786,1443.792072070041
V5+C_V5,HIGH,14.0,8,118.57459890210899,125.37956216088995,185.80605959826428,1442.6427660132442
V5+C_V5,HIGH,16.0,8,114.76342573448969,121.96956740968362,181.63580255461412,1441.4499743803206
V5+C_V5,HIGH,18.0,8,110.99836179136682,118.6307699019011,177.4920010856595,1440.149030460567
V5+C_V5,HIGH,20.0,8,107.28203222340065,115.36815070604986,173.37388875900533,1438.557599378954
V5+C_V5,HIGH,22.0,8,103.62225413294186,112.1960110716876,169.30834950422752,1436.8452687466427
V5+C_V5,HIGH,24.0,8,100.01642719493447,109.10120944160956,165.25872937819847,1434.6147437368584
V5+C_V5,HIGH,26.0,8,96.46599583014343,106.08896662049615,161.22853824486498,1431.930733113211
V5+C_V5,HIGH,28.0,8,92.98839332054462,103.16178592260891,157.20787341266023,1428.5268903059077
V5+C_V5,HIGH,30.0,8,89.5715177291899,100.31778689159351,153.1913817031971,1424.4195288962228
V5+C_V5,HIGH,32.0,8,86.21026526547978,97.55517576594654,149.16795614006833,1419.3947170765553
V5+C_V5,HIGH,34.0,8,82.90588349187092,94.87875659760536,145.14855872705328,1413.5844429509614
V5+C_V5,HIGH,36.0,8,79.6619502482459,92.29259457635794,141.1356077228747,1407.0704420515033
V5+C_V5,HIGH,38.0,8,76.4792164029669,89.7985934650332,137.12956599813256,1399.8217553718805
V5+C_V5,HIGH,40.0,8,73.36948495613652,87.40170246478564,133.45230074468967,1391.8659541334036
V5+C_V5,HIGH,42.0,8,70.38661307414256,85.10333593519954,129.98812722516186,1383.1734329958083
V5+C_V5,HIGH,44.0,8,70.23519800579385,82.90807134217567,126.49454386793063,1373.8255474726873
V5+C_V5,HIGH,46.0,8,70.15091438392437,80.81851814951521,122.97083870580246,1363.8422739298258
V5+C_V5,HIGH,48.0,8,70.13502744930996,78.83974976187734,119.42615655736824,1353.3425606477035
V5+C_V5,HIGH,50.0,8,70.18016845850121,76.9734310645437,115.86539697590212,1342.4007838959817
V5+C_V5,HIGH,52.0,8,70.2913889089076,75.22606623635821,112.29620390922342,1331.0791351230491
V5+C_V5,HIGH,54.0,8,70.47229536696031,73.59996634036847,108.71580328849281,1319.417326753629
V5+C_V5,HIGH,56.0,8,70.71762867227493,72.09492078528302,105.12018402650794,1307.2725671157534
V5+C_V5,HIGH,58.0,8,69.61916486424009,70.71362758008559,101.51633498734162,1294.674865817275
V5+C_V5,HIGH,60.0,8,67.13669474352186,69.46444718217097,97.90579542855883,1281.7483516908733
V5+C_V5,HIGH,62.0,8,64.82010145839928,68.35394246222485,95.18657206372599,1268.6302102903933
V5+C_V5,HIGH,64.0,8,62.67587736399604,67.38501351233614,93.36109458856374,1255.4946056141998
V5+C_V5,HIGH,66.0,8,60.70427599063652,66.55687510325498,91.52357770866573,1242.3007292812197
V5+C_V5,HIGH,68.0,8,60.6930261149795,65.87684757542475,91.19066120839565,1229.2445701141685
V5+C_V5,HIGH,70.0,8,60.95070847254627,65.34622385025445,91.54439644046919,1216.230366582465
V5+C_V5,HIGH,72.0,8,61.28400623138681,64.96764814280243,91.92701513236487,1203.5300836574736
V5+C_V5,HIGH,74.0,8,61.70246000535328,64.73978030807548,92.33035631186758,1191.001114295938
V5+C_V5,HIGH,76.0,8,62.21146444546835,64.66360857890689,92.75409162098899,1178.6178275271945
V5+C_V5,HIGH,78.0,8,60.95733795045345,64.73723319719761,94.50176949229153,1166.522246845357
V5+C_V5,HIGH,80.0,8,58.350492879190185,64.95352842999903,97.27562973357824,1154.5664010284693
V5+C_V5,HIGH,82.0,8,55.85575027461124,65.3134182358855,100.05999032945348,1142.7483214612034
V5+C_V5,HIGH,84.0,8,53.47352178481722,65.81145717900048,102.85023622315204,1131.0564320629603
V5+C_V5,HIGH,86.0,8,53.36726991238875,66.43971208105224,105.64130755602355,1119.5879629469653
V5+C_V5,HIGH,88.0,8,54.01629381102852,67.19347534415324,108.43705418872895,1108.4234595749122
V5+C_V5,HIGH,90.0,8,54.752045793084086,68.06544190069326,111.23454415752023,1097.449677605415
V5+C_V5,HIGH,92.0,8,55.577604582754596,69.05108545485902,114.03168939138155,1086.7176219813214
V5+C_V5,HIGH,94.0,8,55.70604324473948,70.1394342625307,116.81923067900742,1076.1874944494446
V5+C_V5,HIGH,96.0,8,55.719130433924235,71.32323383672872,119.59696798707535,1065.798015557761
V5+C_V5,HIGH,98.0,8,55.88805069467382,72.59517232750332,122.36146616141063,1055.602289326443
V5+C_V5,HIGH,100.0,8,56.21031616087163,73.9404910534009,125.09569302167282,1045.4944891177745
V5+C_V5,HIGH,102.0,8,56.69788560095503,75.35634423257457,127.79896890755317,1035.4780635581874
V5+C_V5,HIGH,104.0,8,57.35453310659292,76.84184071984059,130.48518019528316,1025.6522639308707
V5+C_V5,HIGH,106.0,8,58.16366001120034,78.38637108658462,133.1452878194676,1016.0881659852199
V5+C_V5,HIGH,108.0,8,59.11358790446127,79.9806999590382,135.7738837738671,1006.7529835279421
V5+C_V5,HIGH,110.0,8,60.20581105989248,81.61990602149002,138.3683174986098,997.6686258450904
V5+C_V5,HIGH,112.0,8,61.43658978265951,83.3001628518934,140.9236096987231,988.8076167576825
V5+C_V5,HIGH,114.0,8,62.796455500909545,85.01185648485604,143.42810031514688,980.1912206658691
V5+C_V5,HIGH,116.0,8,64.28032654196066,86.75633144991833,145.89422106704325,971.9679291849878
V5+C_V5,HIGH,118.0,8,65.88042665320411,88.52506223580626,148.31096621519177,964.1280272624233
V5+C_V5,HIGH,120.0,8,67.58672584641215,90.31360167963454,150.68141684126064,956.6394911298843
Vicon+C_Vicon_cm,LOW,0.0,8,171.35142902613285,176.4803397123398,253.03409512174753,1707.6369629596236
Vicon+C_Vicon_cm,LOW,2.0,8,167.5952488424051,173.07033794839134,249.16279814991648,1697.5739343965454
Vicon+C_Vicon_cm,LOW,4.0,8,163.83613513451044,169.69880883289346,245.3205629180703,1688.121443078217
Vicon+C_Vicon_cm,LOW,6.0,8,160.07517611660705,166.36929576404643,241.5144078876513,1679.4266984923004
Vicon+C_Vicon_cm,LOW,8.0,8,156.31300321523034,163.08484690100096,237.74512490067005,1671.4450077020265
Vicon+C_Vicon_cm,LOW,10.0,8,152.5498640028283,159.8434380312734,234.01223616988554,1664.190509920317
Vicon+C_Vicon_cm,LOW,12.0,8,148.78840744547784,156.64841459510447,230.31916956773233,1657.763179382164
Vicon+C_Vicon_cm,LOW,14.0,8,145.02873158192583,153.50175514840228,226.66942019713554,1652.1417482370368
Vicon+C_Vicon_cm,LOW,16.0,8,141.2722546556428,150.4068686301973,223.06929138116934,1647.394859373827
Vicon+C_Vicon_cm,LOW,18.0,8,137.5183883252169,147.36488569767653,219.51772627545907,1643.504020628755
Vicon+C_Vicon_cm,LOW,20.0,8,133.76575002707324,144.37596212086916,216.0166182488637,1640.4471011502278
Vicon+C_Vicon_cm,LOW,22.0,8,130.01353507424434,141.44047912824632,212.56729288510928,1638.1954889638494
Vicon+C_Vicon_cm,LOW,24.0,8,126.2646528507141,138.5613043547662,209.17004149624788,1636.660421965437
Vicon+C_Vicon_cm,LOW,26.0,8,122.52289863360774,135.7405429736494,205.8238079189942,1635.6357807379281
Vicon+C_Vicon_cm,LOW,28.0,8,118.78561297300757,132.9806927775104,202.5343739826094,1635.2572084955048
Vicon+C_Vicon_cm,LOW,30.0,8,115.05210353449127,130.283065177696,199.29957602846838,1635.3891847514917
Vicon+C_Vicon_cm,LOW,32.0,8,111.3279226735751,127.64711806945137,196.1106036782901,1635.772841673372
Vicon+C_Vicon_cm,LOW,34.0,8,107.6132455614204,125.07242413591807,192.96296319631153,1636.260354635537
Vicon+C_Vicon_cm,LOW,36.0,8,103.90804608093227,122.56293505108472,189.8593842851443,1636.9401200106315
Vicon+C_Vicon_cm,LOW,38.0,8,100.21673965188577,120.12316403598695,186.80994961944782,1637.920161888753
Vicon+C_Vicon_cm,LOW,40.0,8,96.5391061710638,117.75565789831849,183.81333880444544,1639.084711370183
Vicon+C_Vicon_cm,LOW,42.0,8,92.87394180820635,115.45739356408241,180.86341465752315,1640.3315262117849
Vicon+C_Vicon_cm,LOW,44.0,8,89.22166840790136,113.2324808794179,177.96433212659232,1641.655044947636
Vicon+C_Vicon_cm,LOW,46.0,8,85.58051620076117,111.07968338288053,175.11475352439723,1643.031115337908
Vicon+C_Vicon_cm,LOW,48.0,8,81.9537369179463,109.0010972928118,172.31371924834488,1644.4081674744632
Vicon+C_Vicon_cm,LOW,50.0,8,78.34173250972668,106.99985083898837,169.56165190255135,1645.7431201431784
Vicon+C_Vicon_cm,LOW,52.0,8,74.74427818242829,105.0784614890149,166.8607109603022,1647.1063551226441
Vicon+C_Vicon_cm,LOW,54.0,8,71.16084658073395,103.2375179997559,164.2095901754855,1648.3924502631655
Vicon+C_Vicon_cm,LOW,56.0,8,67.59356843929532,101.47760597467335,161.6134609883494,1649.76436436039
Vicon+C_Vicon_cm,LOW,58.0,8,64.04019268890066,99.80023230586526,159.3833275696815,1651.232403622234
Vicon+C_Vicon_cm,LOW,60.0,8,60.50709195799739,98.2082386149209,157.56213207613666,1652.6984379913608
Vicon+C_Vicon_cm,LOW,62.0,8,56.99291324657995,96.7016485107636,155.77840702045123,1654.2028437904412
Vicon+C_Vicon_cm,LOW,64.0,8,53.49865281919166,95.28137253284643,154.03243614427123,1655.7619058016155
Vicon+C_Vicon_cm,LOW,66.0,8,51.79490331067943,93.9506126377096,152.32874904265321,1657.426080235233
Vicon+C_Vicon_cm,LOW,68.0,8,51.01336633408704,92.70856850449658,150.66357232850427,1659.1584235812052
Vicon+C_Vicon_cm,LOW,70.0,8,50.2865671567456,91.56092416680644,149.04178575235372,1661.0094709091602
Vicon+C_Vicon_cm,LOW,72.0,8,49.622324767400514,90.5085316987188,147.46360743515478,1662.970207869925
Vicon+C_Vicon_cm,LOW,74.0,8,51.69667521977321,89.55253109965075,145.93432753459157,1665.243803213581
Vicon+C_Vicon_cm,LOW,76.0,8,53.83444673495795,88.69211840376482,144.4492953710269,1667.653114543487
Vicon+C_Vicon_cm,LOW,78.0,8,56.021188445692786,87.92746741692811,143.01054882909824,1670.1909282822678
Vicon+C_Vicon_cm,LOW,80.0,8,58.24754642014061,87.25667623943757,141.61413045873178,1672.844406449401
Vicon+C_Vicon_cm,LOW,82.0,8,60.505300951311185,86.68214885381562,140.2670158468876,1675.6962364763071
Vicon+C_Vicon_cm,LOW,84.0,8,62.794682537218875,86.20476247705275,138.96768742364156,1678.6698597313966
Vicon+C_Vicon_cm,LOW,86.0,8,65.10835338145083,85.82592030434982,137.72131441739282,1681.8377506242987
Vicon+C_Vicon_cm,LOW,88.0,8,67.43929759108507,85.5464130718002,136.53339784579208,1685.2353451921756
Vicon+C_Vicon_cm,LOW,90.0,8,69.78237807098432,85.36238250479602,135.39675010108573,1688.6425772750272
Vicon+C_Vicon_cm,LOW,92.0,8,72.13503230367206,85.27221096490797,134.3118277787534,1692.1691489040036
Vicon+C_Vicon_cm,LOW,94.0,8,74.49513594944766,85.27782895791408,133.28356816231425,1695.7214388365194
Vicon+C_Vicon_cm,LOW,96.0,8,76.862402980014,85.37873659571899,132.31408871398847,1699.2133886683876
Vicon+C_Vicon_cm,LOW,98.0,8,79.23533312219035,85.57575115578189,131.40776764002683,1702.7467674230295
Vicon+C_Vicon_cm,LOW,100.0,8,81.60883253138124,85.86596941333556,130.56538195881257,1706.2801543972919
Vicon+C_Vicon_cm,LOW,102.0,8,83.98474587561539,86.24394100255057,129.81980623419813,1709.7963828103093
Vicon+C_Vicon_cm,LOW,104.0,8,86.35871963240679,86.70969546215721,129.51082351439095,1713.411578775405
Vicon+C_Vicon_cm,LOW,106.0,8,87.84140603950317,87.26066829211294,129.2673130635361,1717.1929343552888
Vicon+C_Vicon_cm,LOW,108.0,8,88.0394282334914,87.89408314472088,129.99037643107673,1721.1008782137853
Vicon+C_Vicon_cm,LOW,110.0,8,88.27896193148226,88.60705716343924,130.9772685564031,1725.1577657297805
Vicon+C_Vicon_cm,LOW,112.0,8,88.5665406713606,89.3992515545329,132.00562586594836,1729.494352928483
Vicon+C_Vicon_cm,LOW,114.0,8,88.90162383087913,90.26689695195611,133.0783937766655,1734.2383265859264
Vicon+C_Vicon_cm,LOW,116.0,8,89.29140564728795,91.20774060838411,134.1947696505156,1739.3945782800224
Vicon+C_Vicon_cm,LOW,118.0,8,89.72804533186466,92.21815776215156,135.35930324801308,1744.9217248308107
Vicon+C_Vicon_cm,LOW,120.0,8,90.2107167931836,93.29498961547345,136.573688789069,1750.7742080344572
Vicon+C_Vicon_cm,MID,0.0,8,73.77908531630541,75.16130060562207,104.80614206326236,438.4861789398698
Vicon+C_Vicon_cm,MID,2.0,8,73.45344410385664,74.03482676903265,102.42025540282502,445.02766871838816
Vicon+C_Vicon_cm,MID,4.0,8,73.09217041694185,72.93420089165241,100.03608314356194,449.73698821552534
Vicon+C_Vicon_cm,MID,6.0,8,72.69416109616645,71.85994583875595,97.656650990107,453.13573451580555
Vicon+C_Vicon_cm,MID,8.0,8,72.26303160089738,70.81199771699293,95.2768454480047,455.71305926184084
Vicon+C_Vicon_cm,MID,10.0,8,71.80362304762033,69.79161795329613,92.89238662624894,457.4714651572999
Vicon+C_Vicon_cm,MID,12.0,8,71.31029875950964,68.7990153169463,90.5025425965176,458.2547524586755
Vicon+C_Vicon_cm,MID,14.0,8,70.7865030149882,67.83519153021719,88.10322253410276,457.63959385256646
Vicon+C_Vicon_cm,MID,16.0,8,70.24485005308529,66.90749425144736,85.69830495576207,455.87870874356776
Vicon+C_Vicon_cm,MID,18.0,8,69.68405198854396,66.01502715787018,83.2842813682621,453.22402836946367
Vicon+C_Vicon_cm,MID,20.0,8,69.11523535799711,65.16154352472184,81.29517282511311,450.60362087511095
Vicon+C_Vicon_cm,MID,22.0,8,68.51144675290573,64.34539707633272,79.33883728491824,447.4954578347917
Vicon+C_Vicon_cm,MID,24.0,8,68.08660108429982,63.57982171579618,77.36566803923442,443.07622975664947
Vicon+C_Vicon_cm,MID,26.0,8,68.23574929913747,62.86904195363569,75.84249756184843,437.7649801142415
Vicon+C_Vicon_cm,MID,28.0,8,68.16878855215907,62.216239360138395,74.97246325157187,431.73314228589913
Vicon+C_Vicon_cm,MID,30.0,8,66.78358361925262,61.62784697037913,74.18036202028526,425.5427347778306
Vicon+C_Vicon_cm,MID,32.0,8,65.49898863034724,61.1041716896308,73.79376956471916,419.0545971016418
Vicon+C_Vicon_cm,MID,34.0,8,64.9205405548093,60.64927030058267,73.88030010304394,411.88930523200264
Vicon+C_Vicon_cm,MID,36.0,8,64.36607210171621,60.268884307911236,74.94110052783523,403.40985873960796
Vicon+C_Vicon_cm,MID,38.0,8,63.84842943219587,59.96433682029781,76.2097352012554,393.7380192254588
Vicon+C_Vicon_cm,MID,40.0,8,63.36989546664108,59.741361318251464,77.59072177080083,383.03735665169086
Vicon+C_Vicon_cm,MID,42.0,8,62.9269604688706,59.595157930299834,79.07376179130769,371.0870914213725
Vicon+C_Vicon_cm,MID,44.0,8,62.51849223808644,59.52819101049594,80.65302088028419,358.0771422801554
Vicon+C_Vicon_cm,MID,46.0,8,61.901501212959204,59.534697557234225,82.3200342924386,343.7423066956919
Vicon+C_Vicon_cm,MID,48.0,8,61.050629069289116,59.61844751866048,84.07085536496427,328.04676247191725
Vicon+C_Vicon_cm,MID,50.0,8,60.23648390669078,59.77891404190952,85.89047184558535,311.06323664762095
Vicon+C_Vicon_cm,MID,52.0,8,59.460601864153546,60.01133169859148,87.76058471399817,292.51564789218844
Vicon+C_Vicon_cm,MID,54.0,8,58.73140439276034,60.316776576214316,89.67202512268376,272.6156717112293
Vicon+C_Vicon_cm,MID,56.0,8,58.04340222620125,60.68744831127933,91.60666664494106,250.7194085146503
Vicon+C_Vicon_cm,MID,58.0,8,57.40704813201674,61.115012157045925,93.5357300691991,227.03201002365893
Vicon+C_Vicon_cm,MID,60.0,8,56.83763539910035,61.606583486905016,95.47950158684968,202.05774013784557
Vicon+C_Vicon_cm,MID,62.0,8,56.34780001781661,62.15824500680999,97.42007094066899,175.78581605860353
Vicon+C_Vicon_cm,MID,64.0,8,55.92453004163151,62.75700946867875,99.33858288923872,148.05414575264956
Vicon+C_Vicon_cm,MID,66.0,8,55.577044778560094,63.401545319942564,101.23177199275938,118.67455162936136
Vicon+C_Vicon_cm,MID,68.0,8,55.32139518543266,64.09262858175849,103.098124775047,88.19173456435631
Vicon+C_Vicon_cm,MID,70.0,8,55.15144083898546,64.82341289685789,104.92553129544714,56.00622691993367
Vicon+C_Vicon_cm,MID,72.0,8,55.08044787937547,65.5946955809472,106.71548382928182,23.041462830007223
Vicon+C_Vicon_cm,MID,74.0,8,55.10646023585567,66.4048736359426,108.47044565349825,-10.675296116871213
Vicon+C_Vicon_cm,MID,76.0,8,55.24404740757468,67.25001774808749,110.17689581502229,-45.35071262302652
Vicon+C_Vicon_cm,MID,78.0,8,55.518668987429166,68.13647299671938,111.84582294985407,-80.87388306205128
Vicon+C_Vicon_cm,MID,80.0,8,55.93256025344208,69.06548685129002,113.47696942691357,-116.84752995016356
Vicon+C_Vicon_cm,MID,82.0,8,56.50628497030387,70.03377701578736,115.0509731365141,-153.06987450621602
Vicon+C_Vicon_cm,MID,84.0,8,57.22820984382213,71.05074182484651,116.60106539579348,-188.83546824864666
Vicon+C_Vicon_cm,MID,86.0,8,58.617755575873495,72.11681193222941,118.12200555714249,-223.67358386081418
Vicon+C_Vicon_cm,MID,88.0,8,60.18832718812075,73.23960199185092,119.63012314902642,-257.94410417593633
Vicon+C_Vicon_cm,MID,90.0,8,61.85544830281423,74.41756495593954,121.12107881318444,-292.19086320244014
Vicon+C_Vicon_cm,MID,92.0,8,63.27947568660501,75.65069910104859,122.59286750385321,-326.37712628819145
Vicon+C_Vicon_cm,MID,94.0,8,64.58802272117046,76.94470951572629,124.06414725214793,-360.5158870694976
Vicon+C_Vicon_cm,MID,96.0,8,65.950272656122,78.30377847006044,125.54286647543734,-394.33234981667533
Vicon+C_Vicon_cm,MID,98.0,8,67.3717619671838,79.72109400472527,127.01629020356847,-427.6794936497379
Vicon+C_Vicon_cm,MID,100.0,8,68.8586039192533,81.19568706210816,128.47921599973245,-460.8340552148896
Vicon+C_Vicon_cm,MID,102.0,8,70.41319349845924,82.72345863052102,129.92744986264137,-494.0058176230242
Vicon+C_Vicon_cm,MID,104.0,8,72.03837381503268,84.30432014778182,131.35047810732712,-526.7869179306247
Vicon+C_Vicon_cm,MID,106.0,8,73.7364243116841,85.9478666234121,132.77357264563184,-558.9805060899935
Vicon+C_Vicon_cm,MID,108.0,8,75.50312163758966,87.64697728790163,134.19109843353928,-591.0126330954384
Vicon+C_Vicon_cm,MID,110.0,8,77.34192297589192,89.39516968135256,135.5876104263693,-623.0546898488622
Vicon+C_Vicon_cm,MID,112.0,8,79.26374923248714,91.19298731105468,137.109504919905,-654.9218015398841
Vicon+C_Vicon_cm,MID,114.0,8,81.26252958241216,93.03962682701716,138.96379754218526,-686.5612030555526
Vicon+C_Vicon_cm,MID,116.0,8,83.34396202643686,94.934636106582,140.82026984853064,-718.3006891082484
Vicon+C_Vicon_cm,MID,118.0,8,85.51807755308606,96.8793445450488,142.67627716742055,-750.62350753396
Vicon+C_Vicon_cm,MID,120.0,8,87.77745225226138,98.86996966509325,144.52967398023353,-783.2531778083006
Vicon+C_Vicon_cm,HIGH,0.0,8,134.12389014969168,137.91451028642368,199.5363433890965,1199.812457433617
Vicon+C_Vicon_cm,HIGH,2.0,8,130.26044008476578,134.46904606501766,194.83896797289864,1198.7261164403892
Vicon+C_Vicon_cm,HIGH,4.0,8,126.41204167032286,131.0642055921418,190.17746265995646,1197.376960170462
Vicon+C_Vicon_cm,HIGH,6.0,8,122.58705888558549,127.69985048748751,185.54186305995552,1195.5620042113576
Vicon+C_Vicon_cm,HIGH,8.0,8,118.79111019299935,124.37863344426361,180.93106627110308,1193.180119436002
Vicon+C_Vicon_cm,HIGH,10.0,8,115.03091909460625,121.09778832524009,176.32496554516953,1190.2770380629395
Vicon+C_Vicon_cm,HIGH,12.0,8,111.32077764339442,117.86000815252761,171.71839624982715,1186.7391439940789
Vicon+C_Vicon_cm,HIGH,14.0,8,107.66164560305862,114.6820536565663,167.15594193983208,1182.7486674723168
Vicon+C_Vicon_cm,HIGH,16.0,8,104.04446270786727,111.55807147598102,162.62186731837133,1178.1645306142789
Vicon+C_Vicon_cm,HIGH,18.0,8,100.4707983666338,108.48621312486009,158.10222892689018,1173.1282973542784
Vicon+C_Vicon_cm,HIGH,20.0,8,96.94949017443321,105.47213302669427,153.5995004136316,1167.5577365559689
Vicon+C_Vicon_cm,HIGH,22.0,8,93.49036682610767,102.52324276138533,149.12380744786887,1161.5320394359956
Vicon+C_Vicon_cm,HIGH,24.0,8,90.09290492769625,99.64889598890805,144.6959485428813,1155.0968082679178
Vicon+C_Vicon_cm,HIGH,26.0,8,86.76385808920845,96.8520027109556,140.314397050503,1148.1221096390145
Vicon+C_Vicon_cm,HIGH,28.0,8,83.5107626546949,94.13648749815516,135.9803563280686,1140.7075127697033
Vicon+C_Vicon_cm,HIGH,30.0,8,80.33298941759242,91.5078033917268,131.70490780428054,1132.9362222884388
Vicon+C_Vicon_cm,HIGH,32.0,8,77.2322167282415,88.96949693842389,127.56935004125661,1124.7455783353412
Vicon+C_Vicon_cm,HIGH,34.0,8,74.21264467495486,86.5290710797868,123.80486476157726,1116.2695812504762
Vicon+C_Vicon_cm,HIGH,36.0,8,71.27900766647453,84.19048452799471,120.14269938615848,1107.439880168703
Vicon+C_Vicon_cm,HIGH,38.0,8,68.4328583574524,81.95735855540984,116.58894199140482,1098.2047506496629
Vicon+C_Vicon_cm,HIGH,40.0,8,65.67968142021678,79.83509187645882,113.15094476325889,1088.587386197237
Vicon+C_Vicon_cm,HIGH,42.0,8,64.90690958349529,77.8232136301368,109.82635967040153,1078.5346116991177
Vicon+C_Vicon_cm,HIGH,44.0,8,64.84940591201992,75.92899222807598,106.6129303594255,1068.2165732717312
Vicon+C_Vicon_cm,HIGH,46.0,8,64.89248275503593,74.15444818097512,103.51088246761232,1057.5475016930684
Vicon+C_Vicon_cm,HIGH,48.0,8,65.02292675474455,72.49984599121858,100.51277168941077,1046.5902152985896
Vicon+C_Vicon_cm,HIGH,50.0,8,65.23440643359703,70.9691683428789,97.62833108717395,1035.3122336331483
Vicon+C_Vicon_cm,HIGH,52.0,8,65.5281039192191,69.56644996761209,94.8579179806689,1023.7039932340774
Vicon+C_Vicon_cm,HIGH,54.0,8,65.90691140834966,68.29219267377337,92.19493936732921,1011.780676198967
Vicon+C_Vicon_cm,HIGH,56.0,8,65.87062323449447,67.15316050156788,89.69694184949358,999.7841094541367
Vicon+C_Vicon_cm,HIGH,58.0,8,65.01637080147393,66.14815395161013,87.36812803629985,987.7616634470688
Vicon+C_Vicon_cm,HIGH,60.0,8,64.14885429303125,65.27975102218997,85.12874270975604,975.5788212728207
Vicon+C_Vicon_cm,HIGH,62.0,8,63.274816088552804,64.55133755815959,82.98302220092732,963.2994363905055
Vicon+C_Vicon_cm,HIGH,64.0,8,62.39100304563753,63.95862145141326,82.75827515203135,950.8259004283811
Vicon+C_Vicon_cm,HIGH,66.0,8,62.6596528704769,63.50274340319908,83.5916674499424,938.1741153266437
Vicon+C_Vicon_cm,HIGH,68.0,8,63.599199474107465,63.183479172249314,84.43904288804733,925.5153676001734
Vicon+C_Vicon_cm,HIGH,70.0,8,64.10175409208793,62.997824944260145,85.43302018985128,912.9353257944333
Vicon+C_Vicon_cm,HIGH,72.0,8,63.30842629059957,62.94499581031071,87.73649718799624,900.4111815784879
Vicon+C_Vicon_cm,HIGH,74.0,8,62.627347853042146,63.023472328144535,90.0345759564299,888.0400301370804
Vicon+C_Vicon_cm,HIGH,76.0,8,61.89133451907535,63.23035369242934,92.32583573474157,875.9274363787455
