capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,seed_id,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust,chunk_id,gpu_device,child_run_id
R01,BS2DCE,200,200,0.000307025326255,0.000535371600718,0.0006611198996435,1.0,1.0,R2:L0:I0:T6,S00,R2,L0,I0,T6,45.0,1.0,False,agreement_0000,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0000_cuda0
R01,BSDC91,200,200,0.000287064875337,0.0004675110431285,0.0005700215089091,1.0,1.0,R2:L0:I0:T6,S00,R2,L0,I0,T6,45.0,1.0,False,agreement_0000,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0000_cuda0
R01,BS2DCE,200,200,0.0004840348719054,0.0008935234574364,0.0010279831821197,1.0,1.0,R2:L2:I3:T6,S00,R2,L2,I3,T6,100.88,1.0,False,agreement_0000,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0000_cuda0
R01,BSDC91,200,200,0.0004449289932083,0.0008187336340462,0.0009752332870154,1.0,1.0,R2:L2:I3:T6,S00,R2,L2,I3,T6,100.88,1.0,False,agreement_0000,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0000_cuda0
R01,BS2DCE,200,200,0.0004243391999835,0.0006946992668536,0.0007898424468266,1.0,1.0,R4:L8:I1+I2+I3+I8:T8,S00,R4,L8,I1+I2+I3+I8,T8,104.595,1.35,True,agreement_0001,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0001_cuda0
R01,BSDC91,200,200,0.0003556235431363,0.0005902899649826,0.0007900697109066,1.0,1.0,R4:L8:I1+I2+I3+I8:T8,S00,R4,L8,I1+I2+I3+I8,T8,104.595,1.35,True,agreement_0001,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0001_cuda0
R01,BS2DCE,200,200,0.0003504172991853,0.0005254054336981,0.0005990930494162,1.0,1.0,R4:L14:I1+I2+I3+I8:T8,S00,R4,L14,I1+I2+I3+I8,T8,60.8855,1.35,True,agreement_0001,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0001_cuda0
R01,BSDC91,200,200,0.000375715496654,0.0005486716131106,0.0006595032525135,1.0,1.0,R4:L14:I1+I2+I3+I8:T8,S00,R4,L14,I1+I2+I3+I8,T8,60.8855,1.35,True,agreement_0001,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0001_cuda0
