row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s,chunk_id,gpu_device,child_run_id
R2:L0:I0:T6,S00,simulate_imu_prior,L0:I0,0.057549035998818,,,,,agreement_0000,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0000_cuda0
R2:L0:I0:T6,S00,build_track_tensors,L0:I0,0.175297292000323,,,,,agreement_0000,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0000_cuda0
R2:L0:I0:T6,S00,cpu_golden,,0.1194952920013747,,,,,agreement_0000,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0000_cuda0
R2:L0:I0:T6,S00,torch_gpu,,1.34930868399897,0.0,1.0,1.34930868399897,1.34930868399897,agreement_0000,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0000_cuda0
R2:L2:I3:T6,S00,simulate_imu_prior,L2:I3,0.5692041789989162,,,,,agreement_0000,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0000_cuda0
R2:L2:I3:T6,S00,build_track_tensors,L2:I3,0.0872106840033666,,,,,agreement_0000,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0000_cuda0
R2:L2:I3:T6,S00,cpu_golden,,0.3118138569989241,,,,,agreement_0000,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0000_cuda0
R2:L2:I3:T6,S00,torch_gpu,,0.1542356509999081,0.0,1.0,0.1542356509999081,0.1542356509999081,agreement_0000,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0000_cuda0
R4:L8:I1+I2+I3+I8:T8,S00,simulate_imu_prior,L8:I1+I2+I3+I8,0.3729830189986387,,,,,agreement_0001,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0001_cuda0
R4:L8:I1+I2+I3+I8:T8,S00,build_track_tensors,L8:I1+I2+I3+I8,0.5445218149980064,,,,,agreement_0001,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0001_cuda0
R4:L8:I1+I2+I3+I8:T8,S00,cpu_golden,,0.2449626000015996,,,,,agreement_0001,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0001_cuda0
R4:L8:I1+I2+I3+I8:T8,S00,torch_gpu,,0.9055240809975658,0.0,1.0,0.9055240809975658,0.9055240809975658,agreement_0001,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0001_cuda0
R4:L14:I1+I2+I3+I8:T8,S00,simulate_imu_prior,L14:I1+I2+I3+I8,0.5567523860008805,,,,,agreement_0001,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0001_cuda0
R4:L14:I1+I2+I3+I8:T8,S00,build_track_tensors,L14:I1+I2+I3+I8,0.1055787829973269,,,,,agreement_0001,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0001_cuda0
R4:L14:I1+I2+I3+I8:T8,S00,cpu_golden,,0.4475550079987442,,,,,agreement_0001,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0001_cuda0
R4:L14:I1+I2+I3+I8:T8,S00,torch_gpu,,0.1762102550019335,0.0,1.0,0.1762102550019335,0.1762102550019335,agreement_0001,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_agreement_0001_cuda0
R2:L0:I0:T6,S00,load_imu_prior_cache,L0:I0,0.0204242469990276,,,,,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_partial_raw_0000_cuda0
R2:L0:I0:T6,S00,build_track_tensors,L0:I0,15.3132443459981,,,,,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_shm72_10min_20260606T212458Z_partial_raw_0000_cuda0
