capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.0005117222380862274,0.0008917637133744608,0.0016459348680703547,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
R01,BSDC91,1200,1200,0.00041619846753813457,0.0007564534552960848,0.0012495495608274355,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
R02,BS2DCE,1201,1201,0.0004359031605218972,0.0007635538380715863,0.0010394432978106138,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
R02,BSDC91,1200,1200,0.0004991898815412213,0.0009861169623023283,0.0014791313609266474,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
R03,BS2DCE,1200,1200,0.00039002218617838696,0.0006824992483840101,0.001019990760699948,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
R03,BSDC91,1200,1200,0.00043489407808607717,0.000770457642133037,0.0015601766625600276,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
R04,BS2DCE,1200,1200,0.0004152765148582482,0.0006930095630008989,0.0010186941523837713,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
R04,BSDC91,1200,1200,0.00044574836301444396,0.0007837963910167527,0.0012189575428241894,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
R05,BS2DCE,1200,1200,0.00042017212360073204,0.0007253803186070603,0.001114390514330475,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
R05,BSDC91,1201,1201,0.0004318101094274352,0.000729020770138059,0.0010828567699682566,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
R06,BS2DCE,1200,1200,0.0004487304002401929,0.0008390933385087786,0.0014430482761025342,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
R06,BSDC91,1201,1201,0.00040328180067641375,0.0007607534230725151,0.001475366643159635,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
R07,BS2DCE,1200,1200,0.0003967796542612518,0.0006258997602825408,0.0010272850994180016,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
R07,BSDC91,1201,1201,0.0005257418090851274,0.0009499939411390151,0.0015398339070787123,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
R08,BS2DCE,1201,1201,0.0002967559955055786,0.00044107939612461064,0.0005471162242060774,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
R08,BSDC91,1200,1200,0.00043269743065779323,0.0007132262309359509,0.001151780496433532,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
R09,BS2DCE,1200,1200,0.00030218723727996183,0.00048100574232513545,0.0006092790178605849,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
R09,BSDC91,1200,1200,0.0004506279575098362,0.0007854098148139973,0.000969106003423155,1.0,1.0,R2:L2:I8:T6,R2,L2,I8,T6,85.028125,1.0,False
