version,label,meaning,tag_delay_mm,autopos_rms,autopos_p95,static_n,static_median,static_p95,static_max,roto_n,roto_deltaR_mean,roto_deltaR_rms,roto_abs_deltaR_median,roto_abs_deltaR_p95,roto_turn_center_median,roto_turn_center_p95
v4-io,V4-io,Huber bounded-delay inter-anchor,0.0,48.168758821052705,108.78846050661649,24,67.13980431231471,88.07675776156455,112.84026471277389,17,-22.614644347266818,25.895104896806316,25.972938147160903,37.77422806593128,13.65383454367447,24.7086382271644
