version,capture_pairs,deltaR_error_mean_mm,deltaR_error_rms_mm,abs_deltaR_error_median_mm,abs_deltaR_error_p95_mm,inner_outer_center_sep_median_mm,inner_outer_center_sep_p95_mm,turn_center_rms_median_mm,turn_center_rms_p95_mm,circle_thickness_rms_median_mm_diagnostic,circle_thickness_rms_p95_mm_diagnostic
v4-io,17,-22.614644347266818,25.895104896806316,25.972938147160903,37.77422806593128,37.59282681715348,55.42361824161416,13.65383454367447,24.7086382271644,82.0891242444018,141.5796895775319
