row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L12:I3:T6,simulate_imu_prior,0.6247775419906247,,,,
R4:L12:I3:T6,cpu_golden,20.608861109998543,,,,
R4:L12:I3:T6,torch_gpu,2.2277968039998086,0,1,2.2277968039998086,2.2277968039998086
R4:L12:I3:T8,simulate_imu_prior,0.6193106879945844,,,,
R4:L12:I3:T8,cpu_golden,20.75645379300113,,,,
R4:L12:I3:T8,torch_gpu,2.0821078309963923,0,1,2.0821078309963923,2.0821078309963923
R4:L12:I4:T6,simulate_imu_prior,0.5842797290097224,,,,
R4:L12:I4:T6,cpu_golden,21.646179282994126,,,,
R4:L12:I4:T6,torch_gpu,2.0772971249971306,0,1,2.0772971249971306,2.0772971249971306
R4:L12:I4:T8,simulate_imu_prior,0.5878104459989117,,,,
R4:L12:I4:T8,cpu_golden,20.964885356006562,,,,
R4:L12:I4:T8,torch_gpu,2.148846099997172,0,1,2.148846099997172,2.148846099997172
