version,eval_set,method,n_tags,err_3d_median_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,range_median_min_mm,range_median_max_mm,range_p95_min_mm,range_p95_max_mm,det,scale,note
v4-io-commonmode,all8,A_tag_cloud_fit_WRONG_circular,24,54.676994516266255,136.17119743895202,77.00472996940296,28.83165939110205,45.54873358526049,,,,,-0.9999999999999993,1.0,WRONG for accuracy: transform fitted to tag truth; included only to show circular optimism.
v4-io-commonmode,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,218.41097841653453,1533.2625043650435,520.8057625084415,2145.348854952205,,1.0,"WRONG for accuracy: centroid fixes translation only; rotation/reflection remain free, so error is a range."
v4-io-commonmode,all8,C_anchor_locked_OFFICIAL,24,68.58273092690123,151.17162219699622,81.90043288629764,32.49682457132084,58.03431730720399,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
