capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.0004913731650035561,0.0008446679815907932,0.0012564413962612255,1.0,1.0,R2:L4:I1+I2+I3+I8:T6,R2,L4,I1+I2+I3+I8,T6,65.13,1.0,False
R01,BSDC91,1200,1200,0.0003869673875346632,0.0006665867040264877,0.001068705442581543,1.0,1.0,R2:L4:I1+I2+I3+I8:T6,R2,L4,I1+I2+I3+I8,T6,65.13,1.0,False
R02,BS2DCE,1201,1201,0.0005137104283149131,0.0009112265734046235,0.001424214523657181,1.0,1.0,R2:L4:I1+I2+I3+I8:T6,R2,L4,I1+I2+I3+I8,T6,65.13,1.0,False
R02,BSDC91,1200,1200,0.0003301021285646894,0.0005865723251863372,0.0008985890348155141,1.0,1.0,R2:L4:I1+I2+I3+I8:T6,R2,L4,I1+I2+I3+I8,T6,65.13,1.0,False
R03,BS2DCE,1200,1200,0.0003941188536825279,0.0006230107975388105,0.0009172813633035646,1.0,1.0,R2:L4:I1+I2+I3+I8:T6,R2,L4,I1+I2+I3+I8,T6,65.13,1.0,False
R03,BSDC91,1200,1200,0.0004378953759050062,0.0007576191992360501,0.0013977633040833113,1.0,1.0,R2:L4:I1+I2+I3+I8:T6,R2,L4,I1+I2+I3+I8,T6,65.13,1.0,False
R04,BS2DCE,1200,1200,0.0003920435162686056,0.000646173054582105,0.000935776420682453,1.0,1.0,R2:L4:I1+I2+I3+I8:T6,R2,L4,I1+I2+I3+I8,T6,65.13,1.0,False
R04,BSDC91,1200,1200,0.00044926519259306694,0.0008108000024646937,0.0011214773307685463,1.0,1.0,R2:L4:I1+I2+I3+I8:T6,R2,L4,I1+I2+I3+I8,T6,65.13,1.0,False
R05,BS2DCE,1200,1200,0.0004763078634932113,0.0008363203456718952,0.0014269467698467295,1.0,1.0,R2:L4:I1+I2+I3+I8:T6,R2,L4,I1+I2+I3+I8,T6,65.13,1.0,False
R05,BSDC91,1201,1201,0.00032978246517538853,0.0005829215553071413,0.0009952919089066634,1.0,1.0,R2:L4:I1+I2+I3+I8:T6,R2,L4,I1+I2+I3+I8,T6,65.13,1.0,False
R06,BS2DCE,1200,1200,0.00044594516313694503,0.0007765057623828869,0.0011428068913323657,1.0,1.0,R2:L4:I1+I2+I3+I8:T6,R2,L4,I1+I2+I3+I8,T6,65.13,1.0,False
