method,tag_method,layout,keep_k,repeats,elapsed_s,repeat_batch,captures_ok,solved_total,x_std_mm_median,y_std_mm_median,z_std_mm_median,d3_std_mm_median,d3_std_mm_p95,residual_rms_median_mm,residual_rms_p95_mm
T3_CUDA_REPLAY,T3,v3-full,8,1,7.136993703000371,1000,24.0,26564.0,22.12118625640869,27.71817398071289,37.64681053161621,51.1185188293457,84.13886642456055,95.75543975830078,179.8708644866943
T3_CUDA_REPLAY,T3,v3-full,7,5000,101.33968803299967,1000,24.0,28818.0,30.717792510986328,40.82630252838135,64.41620826721191,87.69377326965332,128.5617519378662,90.07188606262207,164.4646987915039
T3_CUDA_REPLAY,T3,v3-full,6,5000,101.16074870999955,1000,24.0,28818.0,42.873565673828125,55.99085998535156,86.48022842407227,117.20035743713379,167.4894115447998,83.45197486877441,150.62431716918945
T3_CUDA_REPLAY,T3,v3-full,5,5000,101.05155580199971,1000,24.0,28818.0,65.12005043029785,84.04374885559082,112.86876678466797,161.0258674621582,227.971499633789,70.22178840637207,135.3812370300293
T3_CUDA_REPLAY,T3,v3-full,4,5000,111.82617101300048,1000,24.0,28818.0,99.1849193572998,118.23895454406738,156.03072357177734,216.83303451538086,322.28900756835935,38.33104419708252,119.87942504882812
