row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L15:I0:T6,simulate_imu_prior,0.6563404810003703,,,,
R2:L15:I0:T6,cpu_golden,21.515794813996763,,,,
R2:L15:I0:T6,torch_gpu,2.3560152819991345,0,1,2.3560152819991345,2.3560152819991345
R2:L15:I0:T8,simulate_imu_prior,0.584383091001655,,,,
R2:L15:I0:T8,cpu_golden,21.10529259800387,,,,
R2:L15:I0:T8,torch_gpu,2.1547454739920795,0,1,2.1547454739920795,2.1547454739920795
R2:L15:I1:T6,simulate_imu_prior,0.582505284997751,,,,
R2:L15:I1:T6,cpu_golden,21.361207268986618,,,,
R2:L15:I1:T6,torch_gpu,2.160628056997666,0,1,2.160628056997666,2.160628056997666
R2:L15:I1:T8,simulate_imu_prior,0.6419281309936196,,,,
R2:L15:I1:T8,cpu_golden,21.154028824006673,,,,
R2:L15:I1:T8,torch_gpu,2.0264448070083745,0,1,2.0264448070083745,2.0264448070083745
