tag_delay_mm,n_static_cases,n_residuals,raw_rms,raw_p50_abs,raw_p95_abs,norm_rms,case_rms_median,case_rms_p95,status
-120.0,23,184,110.05525404445461,49.98252843522687,227.4621763097327,4.171464425699215,104.64025449135173,149.8256323348748,ok
-119.0,23,184,109.44688088806888,49.79037938888473,226.25688886805162,4.147404127243703,104.06973858154441,149.24027581157355,ok
-118.0,23,184,108.84013723621295,49.52369411138329,225.04863252581973,4.1233528420190995,103.4989856398901,148.65559172716385,ok
-117.0,23,184,108.23225892019488,48.93691113120735,223.8377521121525,4.099155663161005,102.92800727549874,148.07195505519033,ok
-116.0,23,184,107.62489180740508,48.7475342625587,222.6242285360827,4.074958284932262,102.35681540184909,147.48865329712314,ok
-115.0,23,184,107.01779694782053,47.91087352703812,221.40804228751384,4.050785384639775,101.7854222455386,146.90568624526767,ok
-114.0,23,184,106.40922400348113,47.108637194740595,220.1891734355453,4.026606895854913,101.21384035533634,146.32305365508387,ok
-113.0,23,184,105.80115390008393,47.13755172343599,218.97022404214923,4.002433776582348,100.64208261154191,145.74075525015294,ok
-112.0,23,184,105.19385095817688,46.96070506130127,217.75153375420868,3.9782618837035866,100.07016223566808,145.15879072719653,ok
-111.0,23,184,104.58810787685661,46.373465481073026,216.5278165158479,3.9541297554819717,99.49809280045802,144.57715976112902,ok
-110.0,23,184,103.98365773259235,45.82600053612737,215.28975319428005,3.9300298061532994,98.92588824024807,143.99586201013867,ok
-109.0,23,184,103.37740614584119,45.645031989091194,214.048940596871,3.90592273967158,98.35356286169741,143.414897120777,ok
-108.0,23,184,102.77236911451192,45.23210766825662,212.80246633581115,3.881852356040534,97.7811313548878,142.83426473304655,ok
-107.0,23,184,102.16950827161588,44.77153075221804,211.5465764532776,3.8578256353400127,97.07321526103891,142.25396448546996,ok
-106.0,23,184,101.56710841251173,44.39051431979033,210.28769627658735,3.8338593676245685,96.31652537700421,141.67083384658588,ok
-105.0,23,184,100.9650822753012,43.886182124750576,209.02579663649308,3.8099110598268155,95.55979954495228,141.08404964510146,ok
-104.0,23,184,100.365158599661,43.39898678640702,207.7608475886591,3.785998877178275,94.80307998444835,140.49805332619536,ok
-103.0,23,184,99.7674297491465,42.9096687601816,206.49281839998616,3.7621354241611606,94.04641069279147,139.91283209465777,ok
-102.0,23,184,99.16846474126729,42.44482942420041,204.99936810045446,3.738036464715826,93.28983743738424,139.32837308139804,ok
