row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L10:I0:T6,S00,load_imu_prior_cache,L10:I0,0.00432898700091755,,,,
R4:L10:I0:T6,S00,load_track_tensors_cache,L10:I0,1.529999281046912e-06,,,,
R4:L10:I0:T6,S00,torch_gpu,,17.182591789998696,0,1,17.182591789998696,17.182591789998696
R4:L10:I0:T8,S00,torch_gpu,,16.77057626399983,0,1,16.77057626399983,16.77057626399983
R4:L10:I1:T6,S00,load_imu_prior_cache,L10:I1,0.004492788000789005,,,,
R4:L10:I1:T6,S00,load_track_tensors_cache,L10:I1,1.5900004655122757e-06,,,,
R4:L10:I1:T6,S00,torch_gpu,,16.04284846799783,0,1,16.04284846799783,16.04284846799783
R4:L10:I1:T8,S00,torch_gpu,,17.739496768997924,0,1,17.739496768997924,17.739496768997924
R4:L10:I3:T6,S00,load_imu_prior_cache,L10:I3,0.004004742000688566,,,,
R4:L10:I3:T6,S00,load_track_tensors_cache,L10:I3,1.010001142276451e-06,,,,
R4:L10:I3:T6,S00,torch_gpu,,17.2107068180012,0,1,17.2107068180012,17.2107068180012
R4:L10:I3:T8,S00,torch_gpu,,17.1565752610004,0,1,17.1565752610004,17.1565752610004
R4:L10:I4:T6,S00,load_imu_prior_cache,L10:I4,0.004135262999625411,,,,
R4:L10:I4:T6,S00,load_track_tensors_cache,L10:I4,1.0900002962443978e-06,,,,
R4:L10:I4:T6,S00,torch_gpu,,17.710724661999848,0,1,17.710724661999848,17.710724661999848
R4:L10:I4:T8,S00,torch_gpu,,12.738041839998914,0,1,12.738041839998914,12.738041839998914
