cycle,timestamp,phase,prefix,state,attempts,target,ok,timeout,latest_mm,latest_ant_center_mm,median_mm,median_ant_center_mm,mean_mm,mean_ant_center_mm,min_mm,min_ant_center_mm,max_mm,max_ant_center_mm,ant_center_offset_mm,echo_us,trig,echo,raw
1,,before,US,IDLE,,,,,,,,,,,,,,,0,,P0.06,P0.07,US;IDLE;enabled=1;trig=P0.06;echo=P0.07;period_ms=100
1,,on,OK USON duration_s=30,,,,,,,,,,,,,,,,0,,,,OK USON duration_s=30
1,2026-05-23T20:49:34,poll,US,RUNNING,41,300,41,0,1523,1523,1523,1523,1520,1520,,,,,0,,,,US;RUNNING;attempts=41;target=300;ok=41;timeout=0;latest_mm=1523;median_mm=1523;mean_mm=1520;echo_us
1,2026-05-23T20:49:40,poll,US,RUNNING,96,300,96,0,1518,1518,1518,1518,1520,1520,,,,,0,,,,US;RUNNING;attempts=96;target=300;ok=96;timeout=0;latest_mm=1518;median_mm=1518;mean_mm=1520;echo_us
1,2026-05-23T20:49:46,poll,US,RUNNING,151,300,151,0,1523,1523,1523,1523,1520,1520,,,,,0,,,,US;RUNNING;attempts=151;target=300;ok=151;timeout=0;latest_mm=1523;median_mm=1523;mean_mm=1520;echo_
1,2026-05-23T20:49:52,poll,US,RUNNING,205,300,205,0,1518,1518,1523,1523,1520,1520,,,,,0,,,,US;RUNNING;attempts=205;target=300;ok=205;timeout=0;latest_mm=1518;median_mm=1523;mean_mm=1520;echo_
1,2026-05-23T20:49:59,poll,US,RUNNING,261,300,261,0,1523,1523,1523,1523,1520,1520,,,,,0,,,,US;RUNNING;attempts=261;target=300;ok=261;timeout=0;latest_mm=1523;median_mm=1523;mean_mm=1520;echo_
1,2026-05-23T20:50:05,poll,US,DONE,300,300,300,0,1518,1518,1523,1523,1520,1520,,,,,0,,,,US;DONE;attempts=300;target=300;ok=300;timeout=0;latest_mm=1518;median_mm=1523;mean_mm=1520;echo_us=
1,,off,OK USOFF,,,,,,,,,,,,,,,,0,,,,OK USOFF
