cycle,timestamp,phase,prefix,state,attempts,target,ok,timeout,latest_mm,latest_ant_center_mm,median_mm,median_ant_center_mm,mean_mm,mean_ant_center_mm,min_mm,min_ant_center_mm,max_mm,max_ant_center_mm,ant_center_offset_mm,echo_us,trig,echo,raw
1,,before,ERR:BLE_CMD_NOT_SENT,,,,,,,,,,,,,,,,0,,,,ERR:BLE_CMD_NOT_SENT
1,,on,OK USON duration_s=30,,,,,,,,,,,,,,,,0,,,,OK USON duration_s=30
1,2026-05-23T20:48:47,poll,US,RUNNING,44,300,44,0,790,790,790,790,790,790,,,,,0,46,,,US;RUNNING;attempts=44;target=300;ok=44;timeout=0;latest_mm=790;median_mm=790;mean_mm=790;echo_us=46
1,2026-05-23T20:48:53,poll,US,RUNNING,100,300,100,0,790,790,790,790,790,790,,,,,0,,,,US;RUNNING;attempts=100;target=300;ok=100;timeout=0;latest_mm=790;median_mm=790;mean_mm=790;echo_us=
1,2026-05-23T20:48:59,poll,US,RUNNING,157,300,157,0,795,795,790,790,790,790,,,,,0,,,,US;RUNNING;attempts=157;target=300;ok=157;timeout=0;latest_mm=795;median_mm=790;mean_mm=790;echo_us=
1,2026-05-23T20:49:05,poll,US,RUNNING,214,300,214,0,785,785,790,790,790,790,,,,,0,,,,US;RUNNING;attempts=214;target=300;ok=214;timeout=0;latest_mm=785;median_mm=790;mean_mm=790;echo_us=
1,2026-05-23T20:49:11,poll,US,RUNNING,271,300,271,0,790,790,790,790,790,790,,,,,0,,,,US;RUNNING;attempts=271;target=300;ok=271;timeout=0;latest_mm=790;median_mm=790;mean_mm=790;echo_us=
1,2026-05-23T20:49:17,poll,US,DONE,300,300,300,0,790,790,790,790,790,790,,,,,0,460,,,US;DONE;attempts=300;target=300;ok=300;timeout=0;latest_mm=790;median_mm=790;mean_mm=790;echo_us=460
1,,off,OK USOFF,,,,,,,,,,,,,,,,0,,,,OK USOFF
