cycle,timestamp,phase,prefix,state,attempts,target,ok,timeout,latest_mm,latest_ant_center_mm,median_mm,median_ant_center_mm,mean_mm,mean_ant_center_mm,min_mm,min_ant_center_mm,max_mm,max_ant_center_mm,ant_center_offset_mm,echo_us,trig,echo,raw
1,,before,US,IDLE,,,,,,,,,,,,,,,107,,P0.06,P0.07,US;IDLE;enabled=1;trig=P0.06;echo=P0.07;period_ms=100
1,,on,OK USON duration_s=30,,,,,,,,,,,,,,,,107,,,,OK USON duration_s=30
1,2026-05-23T20:50:21,poll,US,RUNNING,42,300,42,0,1403,1510,1389,1496,1428,1535,,,,,107,,,,US;RUNNING;attempts=42;target=300;ok=42;timeout=0;latest_mm=1403;median_mm=1389;mean_mm=1428;echo_us
1,2026-05-23T20:50:28,poll,US,RUNNING,98,300,98,0,1528,1635,1392,1499,1419,1526,,,,,107,,,,US;RUNNING;attempts=98;target=300;ok=98;timeout=0;latest_mm=1528;median_mm=1392;mean_mm=1419;echo_us
1,2026-05-23T20:50:34,poll,US,RUNNING,154,300,154,0,1397,1504,1392,1499,1420,1527,,,,,107,,,,US;RUNNING;attempts=154;target=300;ok=154;timeout=0;latest_mm=1397;median_mm=1392;mean_mm=1420;echo_
1,2026-05-23T20:50:40,poll,US,RUNNING,210,300,210,0,1387,1494,1389,1496,1415,1522,,,,,107,,,,US;RUNNING;attempts=210;target=300;ok=210;timeout=0;latest_mm=1387;median_mm=1389;mean_mm=1415;echo_
1,2026-05-23T20:50:46,poll,US,RUNNING,266,300,266,0,1371,1478,1387,1494,1414,1521,,,,,107,,,,US;RUNNING;attempts=266;target=300;ok=266;timeout=0;latest_mm=1371;median_mm=1387;mean_mm=1414;echo_
1,2026-05-23T20:50:52,poll,US,DONE,300,300,300,0,1376,1483,1387,1494,1412,1519,,,,,107,,,,US;DONE;attempts=300;target=300;ok=300;timeout=0;latest_mm=1376;median_mm=1387;mean_mm=1412;echo_us=
1,,off,OK USOFF,,,,,,,,,,,,,,,,107,,,,OK USOFF
