experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,verdict,screening_score,rank,U,P,R
X_A0_L1_I0_T11,imu_only_diagnostic_screening,Phase4 L1 single-I T11.,34,17,40661,1431.8437503611751,6613.584953332939,8291.068575964697,3789.682877179572,40661,1079.5293271147857,5138.352585370338,7001.131213072593,3235.6918974385317,40661,512.375162625911,3408.228799987821,4722.371674716642,1972.81379112137,1914.7745319012029,7182.366599577654,3585.7384331911016,4711.18364597967,2809.8422574776023,3223.6456809613683,2860.6703335015472,790.3143232618714,2076.326178488095,559.6122913202465,1048.8530461573007,7958.144087099596,5240.448720489761,66.34965372313701,nan,nan,nan,nan,nan,17,18019.807494214834,1527.5292252611405,29745.786811455815,A0,L1,I0,T11,imu_only,S02,X_A0_L1_I0_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,18080.631176947812,1374,,,
X_A0_L1_I0_T12,imu_only_diagnostic_screening,Phase4 L1 single-I T12.,34,17,40661,1431.9458310110608,6613.197078835043,8292.495233653684,3789.6826907469945,40661,1078.284921155851,5138.182498581658,7001.562867599153,3235.6917709247045,40661,512.1701925650978,3408.776972260216,4722.520414209649,1972.8136404935792,1914.7458560440052,7182.845209045892,3585.7392564428055,4712.226390537333,2811.567800026597,3226.5916371393987,2864.181308284894,790.134923508047,2081.4975295677964,557.3955931196481,1044.8285307019296,7958.144087099596,5240.448720489761,66.34965372313701,nan,nan,nan,nan,nan,17,18061.245968125302,1533.6337165401847,29833.88656124524,A0,L1,I0,T12,imu_only,S02,X_A0_L1_I0_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,18112.362621681674,1375,,,
X_A0_L1_I1_T11,imu_only_diagnostic_screening,Phase4 L1 single-I T11.,34,17,40661,859.0406294309956,3718.558374563181,4868.256035139651,2127.237031638622,40661,702.9394885447879,3326.091906163635,4419.959205851011,1909.1033042936508,40661,276.9110059246782,1546.3255624106157,2057.169772425491,938.3293463969667,962.4877515040364,3858.3026704848376,1908.9978438089925,3237.65616862822,1523.5484673722497,2026.9670441070016,1997.7984466262205,407.57002939550193,1195.7660436942137,488.5540197565167,899.4000079652437,4268.718912048735,3613.099401421104,37.33110556587084,nan,nan,nan,nan,nan,17,1259.7245925272634,730.6030339558646,2105.4338409528204,A0,L1,I1,T11,imu_only,S02,X_A0_L1_I1_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,3792.5839227899205,1360,,,
X_A0_L1_I1_T12,imu_only_diagnostic_screening,Phase4 L1 single-I T12.,34,17,40661,859.3351001945032,3719.953552680664,4867.9520376740375,2127.2383381842387,40661,703.4375294597978,3325.299040447918,4422.365706372068,1909.1041528091196,40661,276.65859816318834,1546.6742839184615,2057.1036219877305,938.3305820273662,962.3160080975315,3857.742133371562,1908.9996582699555,3237.2203879731924,1522.8522589278332,2027.7265466763622,1998.684688103775,407.8637763139404,1193.8249495300793,487.8416885742836,897.3217085046001,4268.718912048735,3613.099401421104,37.33110556587084,nan,nan,nan,nan,nan,17,1264.0931880029075,731.6301242643874,2110.5631597290876,A0,L1,I1,T12,imu_only,S02,X_A0_L1_I1_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,3794.303461144653,1361,,,
X_A0_L1_I2_T11,imu_only_diagnostic_screening,Phase4 L1 single-I T11.,34,17,40661,880.3531622024899,3627.3151666526733,4556.141951422256,2049.382703754851,40661,664.1611370734848,2692.6793738894708,3383.1289957990125,1518.4826917546732,40661,281.54942607726844,2186.51028691774,3312.08879207825,1376.2920406988567,979.0742618594784,3832.3626152703036,1814.2114652109085,2956.732455786795,1590.3118466498092,1795.557871052954,1641.2487751204762,472.85103476402634,866.8832967967621,453.4314052208995,851.1937897310313,4322.682211503446,3344.1347838640504,36.052493281121514,nan,nan,nan,nan,nan,17,696.2384788024217,540.4303165384918,1171.2601855129576,A0,L1,I2,T11,imu_only,S02,X_A0_L1_I2_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,3241.209760764161,1317,,,
X_A0_L1_I2_T12,imu_only_diagnostic_screening,Phase4 L1 single-I T12.,34,17,40661,880.0968991385787,3627.529957225271,4557.904233445947,2049.3845776687463,40661,664.0886226162886,2691.8383554825427,3382.653303777797,1518.4844719482649,40661,281.5014628939872,2187.5489797370537,3312.106995817423,1376.292866957649,977.5683517958612,3832.6312414829667,1814.214036854251,2956.285101345111,1590.9177189803409,1795.6153952393693,1641.5409659541324,471.1362698098481,866.3097955466523,453.3109004912002,850.5692407870636,4322.682211503446,3344.1347838640504,36.052493281121514,nan,nan,nan,nan,nan,17,697.8722814899186,541.2626709889037,1174.6073876452472,A0,L1,I2,T12,imu_only,S02,X_A0_L1_I2_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,3240.654781131169,1316,,,
X_A0_L1_I3_T11,imu_only_diagnostic_screening,Phase4 L1 single-I T11.,34,17,40661,482.61326772680405,2380.3322194042494,3018.007755872385,1334.0945407281242,40661,320.21590471624484,1855.7431943496929,2491.7526476652774,1083.2581764212289,40661,186.11887617007164,1296.2997835028266,1854.7812037731226,778.6911883520573,547.111625996336,2492.663381041992,1106.3871804170358,1818.6995068680662,1158.7664541889665,1279.9907418800094,1141.8370974532424,335.4270678797331,581.1901324488103,322.28507242541616,606.7508800870853,2844.464721586387,2040.271625299596,23.71611345112661,nan,nan,nan,nan,nan,17,699.6757445452432,312.44605972899876,1499.1314656548727,A0,L1,I3,T11,imu_only,S02,X_A0_L1_I3_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,2199.9118967671084,1241,,,
X_A0_L1_I3_T12,imu_only_diagnostic_screening,Phase4 L1 single-I T12.,34,17,40661,482.523547246853,2380.5088792951424,3019.0147578494575,1334.0978801017475,40661,320.6878161657554,1856.0464448788152,2491.8151728496064,1083.2615921378372,40661,186.40447916073617,1297.091257451146,1853.785238772351,778.6921578460741,546.719665614906,2492.509045915394,1106.3913410253972,1819.1832654083496,1160.1257059095806,1280.3437678779915,1142.2240990802068,335.5684276256608,580.5412469252852,321.8873074269558,606.200107254167,2844.464721586387,2040.271625299596,23.71611345112661,nan,nan,nan,nan,nan,17,700.5953921130389,313.3373245041241,1500.6401263348291,A0,L1,I3,T12,imu_only,S02,X_A0_L1_I3_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,2199.7852296270635,1240,,,
X_A0_L1_I4_T11,imu_only_diagnostic_screening,Phase4 L1 single-I T11.,34,17,40661,559.6998727697941,2677.1658243382553,3331.5927227724333,1473.9150383713277,40661,423.39394885179166,2246.434813452676,2912.277008314277,1253.7204182179821,40661,189.01739388993497,1395.2845983222771,1843.874372966199,774.9907439966496,687.6882713860664,2846.4756099313227,1347.217717704058,2296.378100015905,1232.6963670048976,1440.0338175701336,1311.7519632051167,313.1307742932913,719.167948624518,315.9170126292068,590.6030000604704,3210.718248099627,2603.2505112374406,26.767934285132252,nan,nan,nan,nan,nan,17,1546.7543075151386,627.1791144442702,2684.1853199515053,A0,L1,I4,T11,imu_only,S02,X_A0_L1_I4_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,3126.266724434885,1277,,,
X_A0_L1_I4_T12,imu_only_diagnostic_screening,Phase4 L1 single-I T12.,34,17,40661,559.6898143607768,2676.927840922094,3330.0728301879676,1473.9179970343898,40661,423.480833861745,2246.6034007871763,2911.717626924076,1253.7229865717845,40661,189.16213875179142,1396.06829523732,1844.061588763227,774.9922160405172,687.7761710323589,2846.6462003276993,1347.221976049972,2296.285007548383,1232.7527581648856,1440.6687138494306,1312.1402794636233,312.49723101811276,718.6871859441808,315.5826540182488,588.9927265069801,3210.718248099627,2603.2505112374406,26.767934285132252,nan,nan,nan,nan,nan,17,1549.7653185789502,629.0621543812098,2690.3697320051742,A0,L1,I4,T12,imu_only,S02,X_A0_L1_I4_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,3128.281657124409,1280,,,
