version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v4-io-wand,solve,A-B,3006.6298342541436,2985.2292614318144,-21.400572822329195,21.400572822329195
v4-io-wand,solve,A-C,5537.900958466454,5539.045512691518,1.1445542250639846,1.1445542250639846
v4-io-wand,solve,A-D,4682.617436564737,4687.858687183551,5.2412506188147745,5.2412506188147745
v4-io-wand,solve,A-E,1463.2276923076922,1457.5684279695506,-5.659264338141611,5.659264338141611
v4-io-wand,solve,A-F,3196.683807439825,3213.730883949887,17.047076510061743,17.047076510061743
v4-io-wand,solve,A-G,5763.807392996109,5797.678975791579,33.871582795470204,33.871582795470204
v4-io-wand,solve,A-H,4861.575862068965,4843.816596560067,-17.759265508897442,17.759265508897442
v4-io-wand,solve,B-C,4576.042533936652,4565.2952488303035,-10.7472851063485,10.7472851063485
v4-io-wand,solve,B-D,5439.607634652257,5459.427096708936,19.819462056679185,19.819462056679185
v4-io-wand,solve,B-E,3215.6944045911046,3227.9358318766954,12.241427285590817,12.241427285590817
v4-io-wand,solve,B-F,1439.9999999999998,1439.8487871532284,-0.15121284677138647,0.15121284677138647
v4-io-wand,solve,B-G,5011.933421226105,5004.586052914892,-7.347368311212449,7.347368311212449
v4-io-wand,solve,B-H,5658.088393543428,5688.040332351331,29.95193880790339,29.95193880790339
v4-io-wand,solve,C-D,3123.8741845293575,3029.3666018371805,-94.50758269217704,94.50758269217704
v4-io-wand,solve,C-E,5673.476756756758,5733.333190162459,59.856433405700955,59.856433405700955
v4-io-wand,solve,C-F,4803.8490566037735,4774.414500255896,-29.434556347877333,29.434556347877333
v4-io-wand,solve,C-G,1735.7430656934305,1726.360874531767,-9.382191161663513,9.382191161663513
v4-io-wand,solve,C-H,3455.196973518285,3465.6247845724865,10.427811054201356,10.427811054201356
v4-io-wand,solve,D-E,5097.91711517761,5023.784659078935,-74.132456098675,74.132456098675
v4-io-wand,solve,D-F,5592.778082191781,5621.82381603226,29.045733840478533,29.045733840478533
v4-io-wand,solve,D-G,3281.248275862069,3296.703482057101,15.455206195032133,15.455206195032133
v4-io-wand,solve,D-H,1520.411088987594,1521.2796426850593,0.8685536974653587,0.8685536974653587
v4-io-wand,solve,E-F,2792.443076923076,2780.002826397835,-12.440250525241026,12.440250525241026
v4-io-wand,solve,E-G,5607.0,5577.930236960329,-29.06976303967076,29.06976303967076
v4-io-wand,solve,E-H,4570.800059862317,4733.818464604061,163.01840474174423,163.01840474174423
v4-io-wand,solve,F-G,4657.5,4716.250915680719,58.75091568071912,58.75091568071912
v4-io-wand,solve,F-H,5461.5,5461.040006388942,-0.4599936110580529,0.4599936110580529
v4-io-wand,solve,G-H,2941.2529182879375,2939.155423677886,-2.097494610051399,2.097494610051399
