version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v4-io-wand,all1000,A-B,3006.486131386861,2985.2292614318144,-21.256869955046568,21.256869955046568
v4-io-wand,all1000,A-C,5535.260273972603,5539.045512691518,3.785238718915025,3.785238718915025
v4-io-wand,all1000,A-D,4672.607634652258,4687.858687183551,15.25105253129368,15.25105253129368
v4-io-wand,all1000,A-E,1459.711513583441,1457.5684279695506,-2.1430856138904346,2.1430856138904346
v4-io-wand,all1000,A-F,3195.640533582963,3213.730883949887,18.090350366923758,18.090350366923758
v4-io-wand,all1000,A-G,5761.613793103448,5797.678975791579,36.065182688131245,36.065182688131245
v4-io-wand,all1000,A-H,4860.33524948264,4843.816596560067,-16.518652922572983,16.518652922572983
v4-io-wand,all1000,B-C,4570.5,4565.2952488303035,-5.204751169696465,5.204751169696465
v4-io-wand,all1000,B-D,5435.75088715401,5459.427096708936,23.676209554925663,23.676209554925663
v4-io-wand,all1000,B-E,3214.52700729927,3227.9358318766954,13.408824577425548,13.408824577425548
v4-io-wand,all1000,B-F,1439.1965317919075,1439.8487871532284,0.6522553613208402,0.6522553613208402
v4-io-wand,all1000,B-G,5004.715923566879,5004.586052914892,-0.1298706519864936,0.1298706519864936
v4-io-wand,all1000,B-H,5659.000000000001,5688.040332351331,29.040332351330107,29.040332351330107
v4-io-wand,all1000,C-D,3121.7760252365933,3029.3666018371805,-92.40942339941284,92.40942339941284
v4-io-wand,all1000,C-E,5671.238894373149,5733.333190162459,62.0942957893094,62.0942957893094
v4-io-wand,all1000,C-F,4802.762264150943,4774.414500255896,-28.347763895047137,28.347763895047137
v4-io-wand,all1000,C-G,1735.331681205393,1726.360874531767,-8.97080667362593,8.97080667362593
v4-io-wand,all1000,C-H,3454.4298642533936,3465.6247845724865,11.194920319092944,11.194920319092944
v4-io-wand,all1000,D-E,5094.889391979302,5023.784659078935,-71.1047329003668,71.1047329003668
v4-io-wand,all1000,D-F,5592.598503740649,5621.82381603226,29.225312291610862,29.225312291610862
v4-io-wand,all1000,D-G,3277.6376470588234,3296.703482057101,19.06583499827775,19.06583499827775
v4-io-wand,all1000,D-H,1522.3414287967196,1521.2796426850593,-1.0617861116602398,1.0617861116602398
v4-io-wand,all1000,E-F,2790.9452054794524,2780.002826397835,-10.942379081617219,10.942379081617219
v4-io-wand,all1000,E-G,5604.619808306709,5577.930236960329,-26.689571346380035,26.689571346380035
v4-io-wand,all1000,E-H,4569.644412191582,4733.818464604061,164.1740524124789,164.1740524124789
v4-io-wand,all1000,F-G,4657.460063897764,4716.250915680719,58.79085178295554,58.79085178295554
v4-io-wand,all1000,F-H,5457.486131386861,5461.040006388942,3.553875002080531,3.553875002080531
v4-io-wand,all1000,G-H,2940.8140293637844,2939.155423677886,-1.6586056858982374,1.6586056858982374
