host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,solve_reason,quality_flag_percent,active_anchor_count,valid_anchor_count,rms_mm,max_mm,step_mm,first_to_last_us,frame_us,poll_count
6.719267,1777241403.906995,41,,BSDC91,,cal_roto,5,success,100,4,4,23,24,0,8239,19348,4
6.91752,1777241404.105248,42,,BSDC91,,cal_roto,5,success,100,4,4,17,18,0,8056,19134,4
7.12767,1777241404.315398,43,,BSDC91,,cal_roto,5,success,100,4,4,58,64,0,8239,19348,4
7.333754,1777241404.521482,44,,BSDC91,,cal_roto,5,success,100,4,4,16,18,0,8056,19165,4
7.562544,1777241404.750272,45,,BSDC91,,cal_roto,5,success,100,4,4,178,197,0,8026,19104,4
7.720021,1777241404.907749,46,,BSDC91,,cal_roto,5,success,100,4,4,32,38,0,8239,19317,4
7.956955,1777241405.144683,47,,BSDC91,,cal_roto,5,success,100,4,4,1,1,0,8056,19165,4
8.132617,1777241405.320345,48,,BSDC91,,cal_roto,5,success,100,4,4,20,23,0,8026,19104,4
8.334952,1777241405.52268,49,,BSDC91,,cal_roto,5,success,100,4,4,17,19,0,8239,19287,4
8.519052,1777241405.70678,50,,BSDC91,,cal_roto,5,success,100,4,4,2840,3378,0,8331,19439,4
8.717985,1777241405.905713,51,,BSDC91,,cal_roto,5,success,100,4,4,35,37,0,8178,19256,4
8.927497,1777241406.115225,52,,BSDC91,,cal_roto,5,success,100,4,4,11,12,0,8270,19317,4
9.133645,1777241406.321373,53,,BSDC91,,cal_roto,5,success,100,4,4,67,75,0,8270,19348,4
9.310006,1777241406.497734,54,,BSDC91,,cal_roto,5,success,100,4,4,27,31,0,8148,19226,4
9.519931,1777241406.707659,55,,BSDC91,,cal_roto,5,success,100,4,4,44,52,0,8178,19226,4
9.752483,1777241406.940211,56,,BSDC91,,cal_roto,5,success,100,4,4,36,42,0,8026,19134,4
9.93242,1777241407.120148,57,,BSDC91,,cal_roto,5,success,100,4,4,47,54,0,8087,19165,4
10.134926,1777241407.322654,58,,BSDC91,,cal_roto,5,success,100,4,4,4,5,0,8239,19287,4
10.318495,1777241407.506223,59,,BSDC91,,cal_roto,5,success,100,4,4,37,40,0,8331,19439,4
10.517535,1777241407.705263,60,,BSDC91,,cal_roto,5,success,100,4,4,55,57,0,8300,19378,4
10.727282,1777241407.91501,61,,BSDC91,,cal_roto,5,success,100,4,4,1,1,0,8178,19195,4
10.93353,1777241408.121258,62,,BSDC91,,cal_roto,5,success,100,4,4,11,12,0,8270,19378,4
11.11024,1777241408.297968,63,,BSDC91,,cal_roto,5,success,100,4,4,2,3,0,8026,19104,4
11.318476,1777241408.506204,64,,BSDC91,,cal_roto,5,success,100,4,4,113,126,0,8178,19226,4
11.555865,1777241408.743593,65,,BSDC91,,cal_roto,5,success,100,4,4,14,16,0,8117,19226,4
11.755218,1777241408.942946,66,,BSDC91,,cal_roto,5,success,100,4,4,36,42,0,8178,19256,4
11.935448,1777241409.123176,67,,BSDC91,,cal_roto,5,success,100,4,4,10,12,0,8178,19226,4
12.140962,1777241409.32869,68,,BSDC91,,cal_roto,5,success,100,4,4,50,57,0,8056,19165,4
12.31735,1777241409.505078,69,,BSDC91,,cal_roto,5,success,100,4,4,17,20,0,8178,19256,4
12.527473,1777241409.715201,70,,BSDC91,,cal_roto,5,success,100,4,4,35,38,0,8270,19317,4
12.73337,1777241409.921098,71,,BSDC91,,cal_roto,5,success,100,4,4,197,227,0,8178,19287,4
12.908239,1777241410.095967,72,,BSDC91,,cal_roto,5,success,100,4,4,3,3,0,8026,19104,4
13.119859,1777241410.307587,73,,BSDC91,,cal_roto,5,success,100,4,4,71,80,0,8239,19378,4
13.374901,1777241410.562629,74,,BSDC91,,cal_roto,5,success,100,4,4,40,46,0,8270,19378,4
13.532509,1777241410.720237,75,,BSDC91,,cal_roto,5,success,100,4,4,26,30,0,8056,19134,4
13.734806,1777241410.922534,76,,BSDC91,,cal_roto,5,success,100,4,4,0,0,0,8239,19287,4
13.918482,1777241411.10621,77,,BSDC91,,cal_roto,5,success,100,4,4,12,14,0,8331,19439,4
14.117381,1777241411.305109,78,,BSDC91,,cal_roto,5,success,100,4,4,36,42,0,8056,19134,4
14.327259,1777241411.514987,79,,BSDC91,,cal_roto,5,success,100,4,4,49,59,0,8239,19378,4
14.529755,1777241411.717483,80,,BSDC91,,cal_roto,5,success,100,4,4,29,31,0,8239,19348,4
14.762194,1777241411.949922,81,,BSDC91,,cal_roto,5,success,100,4,4,67,72,0,8178,19256,4
14.919609,1777241412.107337,82,,BSDC91,,cal_roto,5,success,100,4,4,20,22,0,8148,19226,4
15.154644,1777241412.342372,83,,BSDC91,,cal_roto,5,success,100,4,4,19,20,0,8270,19348,4
15.332198,1777241412.519926,84,,BSDC91,,cal_roto,5,success,100,4,4,43,49,0,8026,19104,4
15.53473,1777241412.722458,85,,BSDC91,,cal_roto,5,success,100,4,4,35,41,0,8239,19409,4
15.718311,1777241412.906039,86,,BSDC91,,cal_roto,5,success,100,4,4,21,25,0,8331,19470,4
15.917287,1777241413.105015,87,,BSDC91,,cal_roto,5,success,100,4,4,9,10,0,8300,19378,4
16.125895,1777241413.313623,88,,BSDC91,,cal_roto,5,success,100,4,4,26,29,0,8239,19287,4
16.362663,1777241413.550391,89,,BSDC91,,cal_roto,5,success,100,4,4,23,27,0,8239,19348,4
16.562266,1777241413.749994,90,,BSDC91,,cal_roto,5,success,100,4,4,34,36,0,8178,19256,4
16.74206,1777241413.929788,91,,BSDC91,,cal_roto,5,success,100,4,4,29,31,0,8270,19378,4
16.955626,1777241414.143354,92,,BSDC91,,cal_roto,5,success,100,4,4,12,14,0,8178,19287,4
17.132106,1777241414.319834,93,,BSDC91,,cal_roto,5,success,100,4,4,44,48,0,8026,19104,4
17.334603,1777241414.522331,94,,BSDC91,,cal_roto,5,success,100,4,4,23,27,0,8239,19317,4
17.51896,1777241414.706688,95,,BSDC91,,cal_roto,5,success,100,4,4,31,37,0,8331,19439,4
17.715573,1777241414.903301,96,,BSDC91,,cal_roto,5,success,100,4,4,0,1,0,8087,19165,4
17.927175,1777241415.114903,97,,BSDC91,,cal_roto,5,success,100,4,4,23,27,0,8239,19409,4
18.133107,1777241415.320835,98,,BSDC91,,cal_roto,5,success,100,4,4,18,21,0,8239,19348,4
18.309578,1777241415.497306,99,,BSDC91,,cal_roto,5,success,100,4,4,47,52,0,8087,19165,4
18.519602,1777241415.70733,100,,BSDC91,,cal_roto,5,success,100,4,4,1,2,0,8239,19500,4
18.755757,1777241415.943485,101,,BSDC91,,cal_roto,5,success,100,4,4,27,28,0,8239,19348,4
18.93197,1777241416.119698,102,,BSDC91,,cal_roto,5,success,100,4,4,30,32,0,8209,20294,4
19.13467,1777241416.322398,103,,BSDC91,,cal_roto,5,success,100,4,4,5,6,0,8239,19439,4
19.314606,1777241416.502334,104,,BSDC91,,cal_roto,5,success,100,4,4,52,58,0,8239,19348,4
19.546992,1777241416.73472,105,,BSDC91,,cal_roto,5,success,100,4,4,21,24,0,8300,19378,4
19.727107,1777241416.914835,106,,BSDC91,,cal_roto,5,success,100,4,4,20,22,0,8270,19317,4
19.933625,1777241417.121353,107,,BSDC91,,cal_roto,5,success,100,4,4,9,11,0,8270,19378,4
20.109713,1777241417.297441,108,,BSDC91,,cal_roto,5,success,100,4,4,2,3,0,8209,19287,4
20.319584,1777241417.507312,109,,BSDC91,,cal_roto,5,success,100,4,4,54,62,0,8270,19439,4
20.555755,1777241417.743483,110,,BSDC91,,cal_roto,5,success,100,4,4,4386,5044,0,8178,19287,4
20.731991,1777241417.919719,111,,BSDC91,,cal_roto,5,success,100,4,4,99,110,0,8148,19256,4
20.936868,1777241418.124596,112,,BSDC91,,cal_roto,5,success,100,4,4,29,31,0,8239,19287,4
21.118048,1777241418.305776,113,,BSDC91,,cal_roto,5,success,100,4,4,14,16,0,8300,19439,4
21.316868,1777241418.504596,114,,BSDC91,,cal_roto,5,success,100,4,4,96,110,0,8178,19256,4
21.526949,1777241418.714677,115,,BSDC91,,cal_roto,5,success,100,4,4,16,18,0,8239,19287,4
21.733019,1777241418.920747,116,,BSDC91,,cal_roto,5,success,100,4,4,11,13,0,8239,19348,4
21.909491,1777241419.097219,117,,BSDC91,,cal_roto,5,success,100,4,4,27,32,0,8087,19165,4
22.119633,1777241419.307361,118,,BSDC91,,cal_roto,5,success,100,4,4,58,68,0,8239,19500,4
22.355625,1777241419.543353,119,,BSDC91,,cal_roto,5,success,100,4,4,15,18,0,8178,19378,4
22.530417,1777241419.718145,120,,BSDC91,,cal_roto,5,success,100,4,4,5,6,0,8026,19104,4
22.734488,1777241419.922216,121,,BSDC91,,cal_roto,5,success,100,4,4,44,46,0,8209,17303,4
22.917892,1777241420.10562,122,,BSDC91,,cal_roto,5,success,100,4,4,8,8,0,8331,19439,4
23.117096,1777241420.304824,123,,BSDC91,,cal_roto,5,success,100,4,4,64,70,0,8300,19409,4
23.326827,1777241420.514555,124,,BSDC91,,cal_roto,5,success,100,4,4,3,3,0,8239,19317,4
23.532953,1777241420.720681,125,,BSDC91,,cal_roto,5,success,100,4,4,95,106,0,8270,19348,4
23.709752,1777241420.89748,126,,BSDC91,,cal_roto,5,success,100,4,4,0,1,0,8239,19317,4
23.942116,1777241421.129844,127,,BSDC91,,cal_roto,5,success,100,4,4,0,1,0,8239,19439,4
24.152048,1777241421.339776,128,,BSDC91,,cal_roto,5,success,100,4,4,13,15,0,8239,19317,4
24.332205,1777241421.519933,129,,BSDC91,,cal_roto,5,success,100,4,4,73,84,0,8209,20294,4
24.536881,1777241421.724609,130,,BSDC91,,cal_roto,5,success,100,4,4,1,2,0,8239,19500,4
24.720342,1777241421.90807,131,,BSDC91,,cal_roto,5,success,100,4,4,2,3,0,8331,19439,4
24.916784,1777241422.104512,132,,BSDC91,,cal_roto,5,success,100,4,4,90,98,0,8300,19409,4
25.126783,1777241422.314511,133,,BSDC91,,cal_roto,5,success,100,4,4,2,2,0,8270,19317,4
25.332858,1777241422.520586,134,,BSDC91,,cal_roto,5,success,100,4,4,33,37,0,8270,19348,4
25.561835,1777241422.749563,135,,BSDC91,,cal_roto,5,success,100,4,4,74,84,0,8117,19195,4
25.717766,1777241422.905494,136,,BSDC91,,cal_roto,5,success,100,4,4,28,32,0,8239,19378,4
25.955373,1777241423.143101,137,,BSDC91,,cal_roto,5,success,100,4,4,145,169,0,8239,19348,4
26.131825,1777241423.319553,138,,BSDC91,,cal_roto,5,success,100,4,4,9,11,0,8178,19287,4
26.334219,1777241423.521947,139,,BSDC91,,cal_roto,5,success,100,4,4,57,68,0,8239,19409,4
26.517806,1777241423.705534,140,,BSDC91,,cal_roto,5,success,100,4,4,1,2,0,8331,19439,4
26.716628,1777241423.904356,141,,BSDC91,,cal_roto,5,success,100,4,4,20,22,0,8239,18341,4
26.926876,1777241424.114604,142,,BSDC91,,cal_roto,5,success,100,4,4,4,4,0,8239,19439,4
27.13279,1777241424.320518,143,,BSDC91,,cal_roto,5,success,100,4,4,11,12,0,8239,19348,4
27.360312,1777241424.54804,144,,BSDC91,,cal_roto,5,success,100,4,4,55,60,0,8209,19287,4
27.519191,1777241424.706919,145,,BSDC91,,cal_roto,5,success,100,4,4,28,31,0,8239,18463,4
27.777994,1777241424.965722,146,,BSDC91,,cal_roto,5,success,100,4,4,136,151,0,8270,19348,4
27.931817,1777241425.119545,147,,BSDC91,,cal_roto,5,success,100,4,4,41,48,0,8026,18127,4
28.1346,1777241425.322328,148,,BSDC91,,cal_roto,5,success,100,4,4,36,42,0,8239,19500,4
28.317902,1777241425.50563,149,,BSDC91,,cal_roto,5,success,100,4,4,2,3,0,8270,19348,4
28.516658,1777241425.704386,150,,BSDC91,,cal_roto,5,success,100,4,4,40,46,0,8270,19348,4
28.726706,1777241425.914434,151,,BSDC91,,cal_roto,5,success,100,4,4,35,40,0,8270,19317,4
28.929161,1777241426.116889,152,,BSDC91,,cal_roto,5,success,100,4,4,52,56,0,8239,19348,4
29.109991,1777241426.297719,153,,BSDC91,,cal_roto,5,success,100,4,4,14,16,0,8209,19287,4
29.319314,1777241426.507042,154,,BSDC91,,cal_roto,5,success,100,4,4,13,14,0,8239,19561,4
29.555121,1777241426.742849,155,,BSDC91,,cal_roto,5,success,100,4,4,46,52,0,8270,19348,4
29.731598,1777241426.919326,156,,BSDC91,,cal_roto,5,success,100,4,4,9,10,0,8239,19317,4
29.93761,1777241427.125338,157,,BSDC91,,cal_roto,5,success,100,4,4,11,13,0,8239,19287,4
30.117729,1777241427.305457,158,,BSDC91,,cal_roto,5,success,100,4,4,35,41,0,8178,18341,4
30.316628,1777241427.504356,159,,BSDC91,,cal_roto,5,success,100,4,4,1,2,0,8300,19409,4
30.525006,1777241427.712734,160,,BSDC91,,cal_roto,5,success,100,4,4,70,79,0,8239,19439,4
30.732507,1777241427.920235,161,,BSDC91,,cal_roto,5,success,100,4,4,23,25,0,8239,19348,4
30.909118,1777241428.096846,162,,BSDC91,,cal_roto,5,success,100,4,4,25,27,0,8209,19287,4
31.119029,1777241428.306757,163,,BSDC91,,cal_roto,5,success,100,4,4,18,18,0,8270,18463,4
31.354896,1777241428.542624,164,,BSDC91,,cal_roto,5,success,100,4,4,11,12,0,8239,19348,4
31.53147,1777241428.719198,165,,BSDC91,,cal_roto,5,success,100,4,4,43,49,0,8239,19317,4
31.759685,1777241428.947413,166,,BSDC91,,cal_roto,5,success,100,4,4,6,8,0,8239,19287,4
31.936758,1777241429.124486,167,,BSDC91,,cal_roto,5,success,100,4,4,1,2,0,8483,19561,4
32.115628,1777241429.303356,168,,BSDC91,,cal_roto,5,success,100,4,4,3,4,0,8270,19348,4
32.326726,1777241429.514454,169,,BSDC91,,cal_roto,5,success,100,4,4,7,8,0,8270,19439,4
32.532738,1777241429.720466,170,,BSDC91,,cal_roto,5,success,100,4,4,56,65,0,8270,19348,4
32.761477,1777241429.949205,171,,BSDC91,,cal_roto,5,success,100,4,4,46,50,0,8148,19226,4
32.918765,1777241430.106493,172,,BSDC91,,cal_roto,5,success,100,4,4,136,150,0,8239,18676,4
33.155021,1777241430.342749,173,,BSDC91,,cal_roto,5,success,100,4,4,16,17,0,8270,19348,4
33.334927,1777241430.522655,174,,BSDC91,,cal_roto,5,success,100,4,4,30,33,0,8178,19256,4
33.533718,1777241430.721446,175,,BSDC91,,cal_roto,5,success,100,4,4,14,15,0,8270,19439,4
33.714768,1777241430.902496,176,,BSDC91,,cal_roto,5,success,100,4,4,10,12,0,8300,18432,4
33.916522,1777241431.10425,177,,BSDC91,,cal_roto,5,success,100,4,4,103,121,0,8300,19378,4
34.126533,1777241431.314261,178,,BSDC91,,cal_roto,5,success,100,4,4,1,1,0,8056,20141,4
34.332399,1777241431.520127,179,,BSDC91,,cal_roto,5,success,100,4,4,19,23,0,8270,19348,4
34.561239,1777241431.748967,180,,BSDC91,,cal_roto,5,success,100,4,4,59,68,0,8087,20141,4
34.719897,1777241431.907625,181,,BSDC91,,cal_roto,5,success,100,4,4,32,35,0,8117,19256,4
34.955273,1777241432.143001,182,,BSDC91,,cal_roto,5,success,100,4,4,54,57,0,8239,19348,4
35.1322,1777241432.319928,183,,BSDC91,,cal_roto,5,success,100,4,4,4,4,0,8239,19317,4
35.333152,1777241432.52088,184,,BSDC91,,cal_roto,5,success,100,4,4,13,14,0,8239,19409,4
35.517327,1777241432.705055,185,,BSDC91,,cal_roto,5,success,100,4,4,31,35,0,8331,18432,4
35.716347,1777241432.904075,186,,BSDC91,,cal_roto,5,success,100,4,4,153,169,0,8148,19226,4
35.926397,1777241433.114125,187,,BSDC91,,cal_roto,5,success,100,4,4,36,42,0,8239,19439,4
36.132857,1777241433.320585,188,,BSDC91,,cal_roto,5,success,100,4,4,10,12,0,8270,19348,4
36.309322,1777241433.49705,189,,BSDC91,,cal_roto,5,success,100,4,4,12,14,0,8209,18310,4
36.518857,1777241433.706585,190,,BSDC91,,cal_roto,5,success,100,4,4,44,50,0,8026,20141,4
36.754959,1777241433.942687,191,,BSDC91,,cal_roto,5,success,100,4,4,50,59,0,8270,19348,4
36.929785,1777241434.117513,192,,BSDC91,,cal_roto,5,success,100,4,4,55,59,0,8209,19287,4
37.133757,1777241434.321485,193,,BSDC91,,cal_roto,5,success,100,4,4,6,7,0,8270,19439,4
37.317332,1777241434.50506,194,,BSDC91,,cal_roto,5,success,100,4,4,1,1,0,8331,19439,4
37.516213,1777241434.703941,195,,BSDC91,,cal_roto,5,success,100,4,4,76,84,0,8087,20141,4
37.726524,1777241434.914252,196,,BSDC91,,cal_roto,5,success,100,4,4,11,13,0,8239,19500,4
37.932631,1777241435.120359,197,,BSDC91,,cal_roto,5,success,100,4,4,113,130,0,8270,18371,4
38.108972,1777241435.2967,198,,BSDC91,,cal_roto,5,success,100,4,4,45,54,0,8148,19226,4
38.318695,1777241435.506423,199,,BSDC91,,cal_roto,5,success,100,4,4,61,72,0,8239,18585,4
38.551382,1777241435.73911,200,,BSDC91,,cal_roto,5,success,100,4,4,7,8,0,8239,19348,4
38.752213,1777241435.939941,201,,BSDC91,,cal_roto,5,success,100,4,4,28,31,0,8117,20172,4
38.933766,1777241436.121494,202,,BSDC91,,cal_roto,5,success,100,4,4,33,34,0,8239,19500,4
39.117749,1777241436.305477,203,,BSDC91,,cal_roto,5,success,100,4,4,5,5,0,8331,19439,4
39.322897,1777241436.510625,204,,BSDC91,,cal_roto,5,success,100,4,4,6,7,0,8026,20080,4
39.526193,1777241436.713921,205,,BSDC91,,cal_roto,5,success,100,4,4,48,54,0,8239,19500,4
39.732431,1777241436.920159,206,,BSDC91,,cal_roto,5,success,100,4,4,137,151,0,8270,19378,4
39.909201,1777241437.096929,207,,BSDC91,,cal_roto,5,success,100,4,4,16,19,0,8117,19195,4
40.117273,1777241437.305001,208,,BSDC91,,cal_roto,5,success,100,4,4,49,56,0,8026,19104,4
40.355149,1777241437.542877,209,,BSDC91,,cal_roto,5,success,100,4,4,10,12,0,8239,19348,4
40.531241,1777241437.718969,210,,BSDC91,,cal_roto,5,success,100,4,4,15,17,0,8178,19256,4
40.733743,1777241437.921471,211,,BSDC91,,cal_roto,5,success,100,4,4,45,52,0,8239,18524,4
40.917274,1777241438.105002,212,,BSDC91,,cal_roto,5,success,100,4,4,62,66,0,8331,19439,4
41.116321,1777241438.304049,213,,BSDC91,,cal_roto,5,success,100,4,4,31,33,0,8270,19348,4
41.326031,1777241438.513759,214,,BSDC91,,cal_roto,5,success,100,4,4,24,27,0,8239,18463,4
41.532455,1777241438.720183,215,,BSDC91,,cal_roto,5,success,100,4,4,35,38,0,8270,19378,4
41.70844,1777241438.896168,216,,BSDC91,,cal_roto,5,success,100,4,4,3,3,0,8209,19287,4
41.918635,1777241439.106363,217,,BSDC91,,cal_roto,5,success,100,4,4,9,12,0,8087,19256,4
42.154756,1777241439.342484,218,,BSDC91,,cal_roto,5,success,100,4,4,29,34,0,8270,19348,4
42.33124,1777241439.518968,219,,BSDC91,,cal_roto,5,success,100,4,4,43,50,0,8178,19256,4
42.533647,1777241439.721375,220,,BSDC91,,cal_roto,5,success,100,4,4,70,77,0,8117,19287,4
42.716982,1777241439.90471,221,,BSDC91,,cal_roto,5,success,100,4,4,7,8,0,8117,19226,4
42.915997,1777241440.103725,222,,BSDC91,,cal_roto,5,success,100,4,4,56,58,0,8270,19348,4
43.126041,1777241440.313769,223,,BSDC91,,cal_roto,5,success,100,4,4,1,2,0,8026,19134,4
43.328538,1777241440.516266,224,,BSDC91,,cal_roto,5,success,100,4,4,39,42,0,8239,19348,4
43.508503,1777241440.696231,225,,BSDC91,,cal_roto,5,success,100,4,4,38,43,0,8026,20080,4
43.718557,1777241440.906285,226,,BSDC91,,cal_roto,5,success,100,4,4,6,7,0,8239,18585,4
43.955038,1777241441.142766,227,,BSDC91,,cal_roto,5,success,100,4,4,46,52,0,8026,19134,4
44.131269,1777241441.318997,228,,BSDC91,,cal_roto,5,success,100,4,4,2,3,0,8178,19256,4
44.333974,1777241441.521702,229,,BSDC91,,cal_roto,5,success,100,4,4,52,60,0,8056,19134,4
44.517316,1777241441.705044,230,,BSDC91,,cal_roto,5,success,100,4,4,16,18,0,8117,19226,4
44.71601,1777241441.903738,231,,BSDC91,,cal_roto,5,success,100,4,4,62,68,0,8087,19134,4
44.925679,1777241442.113407,232,,BSDC91,,cal_roto,5,success,100,4,4,131,145,0,8239,18524,4
45.131239,1777241442.318967,233,,BSDC91,,cal_roto,5,success,100,4,4,5,5,0,8117,19195,4
45.360969,1777241442.548697,234,,BSDC91,,cal_roto,5,success,100,4,4,21,24,0,8026,20080,4
45.522012,1777241442.70974,235,,BSDC91,,cal_roto,5,success,100,4,4,33,37,0,8087,19256,4
45.754657,1777241442.942385,236,,BSDC91,,cal_roto,5,success,100,4,4,9,10,0,8056,20172,4
45.930964,1777241443.118692,237,,BSDC91,,cal_roto,5,success,100,4,4,111,130,0,8056,20111,4
46.133535,1777241443.321263,238,,BSDC91,,cal_roto,5,success,100,4,4,7,8,0,8239,18524,4
46.339673,1777241443.527401,239,,BSDC91,,cal_roto,5,success,100,4,4,4,5,0,8056,19134,4
46.514464,1777241443.702192,240,,BSDC91,,cal_roto,5,success,100,4,4,58,66,0,8026,20080,4
46.725985,1777241443.913713,241,,BSDC91,,cal_roto,5,success,100,4,4,34,38,0,8026,19104,4
46.932043,1777241444.119771,242,,BSDC91,,cal_roto,5,success,100,4,4,32,34,0,8239,19348,4
47.108525,1777241444.296253,243,,BSDC91,,cal_roto,5,success,100,4,4,20,21,0,8026,19073,4
47.318413,1777241444.506141,244,,BSDC91,,cal_roto,5,success,100,4,4,24,26,0,8026,19104,4
47.554589,1777241444.742317,245,,BSDC91,,cal_roto,5,success,100,4,4,56,64,0,8117,19226,4
47.730956,1777241444.918684,246,,BSDC91,,cal_roto,5,success,100,4,4,159,174,0,8087,19073,4
47.93383,1777241445.121558,247,,BSDC91,,cal_roto,5,success,100,4,4,33,38,0,8056,20141,4
48.113895,1777241445.301623,248,,BSDC91,,cal_roto,5,success,100,4,4,28,33,0,8117,19195,4
48.316293,1777241445.504021,249,,BSDC91,,cal_roto,5,success,100,4,4,2,2,0,8026,20080,4
48.52627,1777241445.713998,250,,BSDC91,,cal_roto,5,success,100,4,4,5,6,0,8056,19256,4
48.732104,1777241445.919832,251,,BSDC91,,cal_roto,5,success,100,4,4,61,71,0,8117,19226,4
48.908462,1777241446.09619,252,,BSDC91,,cal_roto,5,success,100,4,4,59,63,0,8178,20233,4
49.118585,1777241446.306313,253,,BSDC91,,cal_roto,5,success,100,4,4,0,0,0,8056,19134,4
49.354575,1777241446.542303,254,,BSDC91,,cal_roto,5,success,100,4,4,14,15,0,8117,19226,4
49.530936,1777241446.718664,255,,BSDC91,,cal_roto,5,success,100,4,4,54,61,0,8178,19256,4
49.731902,1777241446.91963,256,,BSDC91,,cal_roto,5,success,100,4,4,32,37,0,8026,19134,4
49.917334,1777241447.105062,257,,BSDC91,,cal_roto,5,success,100,4,4,150,176,0,8056,20141,4
50.116155,1777241447.303883,258,,BSDC91,,cal_roto,5,success,100,4,4,11,14,0,8117,20172,4
50.325881,1777241447.513609,259,,BSDC91,,cal_roto,5,success,100,4,4,7,8,0,8026,19134,4
50.532048,1777241447.719776,260,,BSDC91,,cal_roto,5,success,100,4,4,41,46,0,8026,19134,4
50.708634,1777241447.896362,261,,BSDC91,,cal_roto,5,success,100,4,4,25,27,0,8117,19165,4
50.918957,1777241448.106685,262,,BSDC91,,cal_roto,5,success,100,4,4,37,38,0,8026,19134,4
51.154609,1777241448.342337,263,,BSDC91,,cal_roto,5,success,100,4,4,6,7,0,8056,19134,4
51.33033,1777241448.518058,264,,BSDC91,,cal_roto,5,success,100,4,4,43,47,0,8026,19073,4
51.533533,1777241448.721261,265,,BSDC91,,cal_roto,5,success,100,4,4,37,41,0,8056,19165,4
51.717313,1777241448.905041,266,,BSDC91,,cal_roto,5,success,100,4,4,136,150,0,8056,19165,4
51.916393,1777241449.104121,267,,BSDC91,,cal_roto,5,success,100,4,4,36,42,0,8148,20202,4
52.127888,1777241449.315616,268,,BSDC91,,cal_roto,5,success,100,4,4,1,2,0,8026,19134,4
52.332062,1777241449.51979,269,,BSDC91,,cal_roto,5,success,100,4,4,3,3,0,8056,19134,4
52.509046,1777241449.696774,270,,BSDC91,,cal_roto,5,success,100,4,4,1,1,0,8178,19226,4
52.719019,1777241449.906747,271,,BSDC91,,cal_roto,5,success,100,4,4,37,43,0,8026,19134,4
52.950973,1777241450.138701,272,,BSDC91,,cal_roto,5,success,100,4,4,47,50,0,8026,19134,4
53.153658,1777241450.341386,273,,BSDC91,,cal_roto,5,success,100,4,4,38,40,0,10833,19958,5
53.333521,1777241450.521249,274,,BSDC91,,cal_roto,5,success,100,4,4,5,6,0,8026,19134,4
53.517073,1777241450.704801,275,,BSDC91,,cal_roto,5,success,100,4,4,73,83,0,8056,19165,4
53.715987,1777241450.903715,276,,BSDC91,,cal_roto,5,success,100,4,4,8,9,0,8056,19104,4
53.926034,1777241451.113762,277,,BSDC91,,cal_roto,5,success,100,4,4,29,34,0,8026,19134,4
54.132121,1777241451.319849,278,,BSDC91,,cal_roto,5,success,100,4,4,1,1,0,8117,20233,4
54.308544,1777241451.496272,279,,BSDC91,,cal_roto,5,success,100,4,4,35,40,0,8056,19104,4
54.517665,1777241451.705393,280,,BSDC91,,cal_roto,5,success,100,4,4,90,101,0,8026,19104,4
