host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
0.49221,1777241397.679938,10,,BSDC91,,0,ok,3124,3124,100,3,0
0.49221,1777241397.679938,10,,BSDC91,,1,ok,3145,3145,100,3,0
0.49221,1777241397.679938,10,,BSDC91,,2,ok,3127,3127,100,3,0
0.494516,1777241397.682244,10,,BSDC91,,3,ok,2618,2618,100,3,0
0.494516,1777241397.682244,10,,BSDC91,,4,ok,2984,2984,100,3,0
0.494516,1777241397.682244,10,,BSDC91,,5,ok,3107,3107,100,3,0
0.723343,1777241397.911071,11,,BSDC91,,0,ok,3142,3142,100,4,0
0.725857,1777241397.913585,11,,BSDC91,,1,reject,2343,3145,75,3,1
0.725857,1777241397.913585,11,,BSDC91,,2,ok,3065,3065,100,4,0
0.725857,1777241397.913585,11,,BSDC91,,3,reject,3460,2618,75,3,1
0.728353,1777241397.916081,11,,BSDC91,,4,ok,2853,2853,100,4,0
0.728353,1777241397.916081,11,,BSDC91,,5,reject,2007,3107,75,3,1
0.728353,1777241397.916081,11,,BSDC91,,6,ok,2620,2620,100,4,0
0.934991,1777241398.122719,12,,BSDC91,,0,ok,2875,2875,100,5,0
0.934991,1777241398.122719,12,,BSDC91,,1,reject,2295,3145,60,3,2
0.93506,1777241398.122788,12,,BSDC91,,2,ok,3093,3093,100,5,0
0.93506,1777241398.122788,12,,BSDC91,,3,reject,3548,2618,60,3,2
0.93506,1777241398.122788,12,,BSDC91,,4,ok,2832,2832,100,5,0
0.937796,1777241398.125524,12,,BSDC91,,5,reject,1958,3107,60,3,2
0.937796,1777241398.125524,12,,BSDC91,,6,ok,2883,2883,100,5,0
0.937796,1777241398.125524,12,,BSDC91,,7,reject,3285,2627,60,3,2
1.135976,1777241398.323704,13,,BSDC91,,0,ok,2747,2747,100,6,0
1.135976,1777241398.323704,13,,BSDC91,,1,reject,2279,3145,50,3,3
1.135976,1777241398.323704,13,,BSDC91,,2,ok,3077,3077,100,6,0
1.139195,1777241398.326923,13,,BSDC91,,3,reject,4135,2618,50,3,3
1.139195,1777241398.326923,13,,BSDC91,,4,ok,2631,2631,100,6,0
1.139195,1777241398.326923,13,,BSDC91,,5,reject,2082,3107,50,3,3
1.315772,1777241398.5035,14,,BSDC91,,0,ok,2645,2645,100,7,0
1.318258,1777241398.505986,14,,BSDC91,,1,reject,2102,3145,42,3,4
1.318258,1777241398.505986,14,,BSDC91,,2,ok,3041,3041,100,7,0
1.318258,1777241398.505986,14,,BSDC91,,3,reject,3417,2618,42,3,4
1.320577,1777241398.508305,14,,BSDC91,,4,ok,2533,2533,100,7,0
1.320577,1777241398.508305,14,,BSDC91,,5,reject,2148,3107,42,3,4
1.320577,1777241398.508305,14,,BSDC91,,6,ok,3230,3230,100,7,0
1.473485,1777241398.661213,15,,BSDC91,,0,ok,2403,2403,100,8,0
1.473485,1777241398.661213,15,,BSDC91,,1,reject,2354,3145,37,3,5
1.519462,1777241398.70719,15,,BSDC91,,2,ok,3221,3221,100,8,0
1.519462,1777241398.70719,15,,BSDC91,,3,reject,3485,2618,37,3,5
1.519462,1777241398.70719,15,,BSDC91,,4,ok,2560,2560,100,8,0
1.521943,1777241398.709671,15,,BSDC91,,5,reject,2270,3107,37,3,5
1.521943,1777241398.709671,15,,BSDC91,,6,ok,3213,3213,100,8,0
1.521943,1777241398.709671,15,,BSDC91,,7,reject,3356,2627,37,3,5
1.676927,1777241398.864655,16,,BSDC91,,0,ok,2428,2428,100,9,0
1.676927,1777241398.864655,16,,BSDC91,,1,ok,2772,2772,44,4,5
1.676927,1777241398.864655,16,,BSDC91,,2,reject,3774,3221,88,8,1
1.679102,1777241398.86683,16,,BSDC91,,3,reject,3163,2618,33,3,6
1.679102,1777241398.86683,16,,BSDC91,,4,ok,2427,2427,100,9,0
1.679102,1777241398.86683,16,,BSDC91,,5,reject,2492,3107,33,3,6
1.960707,1777241399.148435,17,,BSDC91,,0,ok,2254,2254,100,10,0
1.964431,1777241399.152159,17,,BSDC91,,1,ok,2451,2451,50,5,5
1.964431,1777241399.152159,17,,BSDC91,,2,ok,3263,3263,90,9,1
1.964431,1777241399.152159,17,,BSDC91,,3,ok,2930,2930,40,4,6
1.965536,1777241399.153264,17,,BSDC91,,4,ok,2468,2468,100,10,0
1.965536,1777241399.153264,17,,BSDC91,,5,ok,2948,2948,40,4,6
1.965536,1777241399.153264,17,,BSDC91,,6,ok,3383,3383,100,10,0
2.164872,1777241399.3526,18,,BSDC91,,0,ok,2434,2434,100,11,0
2.164872,1777241399.3526,18,,BSDC91,,1,ok,2617,2617,54,6,5
2.164988,1777241399.352716,18,,BSDC91,,2,ok,3318,3318,90,10,1
2.164988,1777241399.352716,18,,BSDC91,,3,ok,2779,2779,45,5,6
2.164988,1777241399.352716,18,,BSDC91,,4,ok,2349,2349,100,11,0
2.167652,1777241399.35538,18,,BSDC91,,5,ok,2695,2695,45,5,6
2.167652,1777241399.35538,18,,BSDC91,,6,ok,3373,3373,100,11,0
2.167652,1777241399.35538,18,,BSDC91,,7,ok,2967,2967,36,4,7
2.395901,1777241399.583629,19,,BSDC91,,0,ok,2509,2509,100,12,0
2.395901,1777241399.583629,19,,BSDC91,,1,ok,2722,2722,58,7,5
2.395901,1777241399.583629,19,,BSDC91,,2,ok,3015,3015,91,11,1
2.399269,1777241399.586997,19,,BSDC91,,3,ok,2579,2579,50,6,6
2.399269,1777241399.586997,19,,BSDC91,,4,ok,2446,2446,100,12,0
2.399269,1777241399.586997,19,,BSDC91,,5,reject,3259,2695,41,5,7
2.703376,1777241399.891104,20,,BSDC91,,0,ok,2673,2673,100,13,0
2.707477,1777241399.895205,20,,BSDC91,,1,ok,2885,2885,61,8,5
2.707477,1777241399.895205,20,,BSDC91,,2,ok,2924,2924,92,12,1
2.707477,1777241399.895205,20,,BSDC91,,3,ok,2385,2385,53,7,6
2.707942,1777241399.89567,20,,BSDC91,,4,ok,2747,2747,100,13,0
2.707942,1777241399.89567,20,,BSDC91,,5,reject,3289,2695,38,5,8
2.707942,1777241399.89567,20,,BSDC91,,6,ok,2960,2960,100,13,0
2.914326,1777241400.102054,21,,BSDC91,,0,ok,2920,2920,100,14,0
2.914326,1777241400.102054,21,,BSDC91,,2,ok,2859,2859,92,13,1
3.093293,1777241400.281021,22,,BSDC91,,2,ok,2783,2783,93,14,1
3.096412,1777241400.28414,22,,BSDC91,,0,ok,2876,2876,100,15,0
3.096412,1777241400.28414,22,,BSDC91,,4,ok,2938,2938,100,15,0
3.096412,1777241400.28414,22,,BSDC91,,6,ok,2586,2586,100,15,0
3.243647,1777241400.431375,23,,BSDC91,,0,ok,2987,2987,100,16,0
3.243647,1777241400.431375,23,,BSDC91,,2,ok,2787,2787,93,15,1
3.243647,1777241400.431375,23,,BSDC91,,4,ok,2903,2903,100,16,0
3.499267,1777241400.686995,24,,BSDC91,,0,ok,3134,3134,100,17,0
3.499267,1777241400.686995,24,,BSDC91,,2,ok,3184,3184,94,16,1
3.708501,1777241400.896229,25,,BSDC91,,0,ok,3160,3160,100,18,0
3.711826,1777241400.899554,25,,BSDC91,,2,ok,2645,2645,94,17,1
3.711826,1777241400.899554,25,,BSDC91,,4,ok,3149,3149,100,18,0
3.711826,1777241400.899554,25,,BSDC91,,6,ok,2319,2319,100,18,0
3.911761,1777241401.099489,26,,BSDC91,,0,ok,3308,3308,100,19,0
3.911761,1777241401.099489,26,,BSDC91,,2,ok,2591,2591,94,18,1
3.911761,1777241401.099489,26,,BSDC91,,6,ok,2363,2363,100,19,0
4.091626,1777241401.279354,27,,BSDC91,,0,ok,3238,3238,100,20,0
4.091626,1777241401.279354,27,,BSDC91,,2,ok,2648,2648,95,19,1
4.323095,1777241401.510823,28,,BSDC91,,0,ok,3305,3305,100,21,0
4.326542,1777241401.51427,28,,BSDC91,,2,ok,2780,2780,95,20,1
4.326542,1777241401.51427,28,,BSDC91,,4,ok,3056,3056,100,21,0
4.326542,1777241401.51427,28,,BSDC91,,6,ok,2412,2412,100,21,0
4.504368,1777241401.692096,29,,BSDC91,,0,ok,3575,3575,100,22,0
4.504368,1777241401.692096,29,,BSDC91,,2,ok,2993,2993,95,21,1
4.504368,1777241401.692096,29,,BSDC91,,4,ok,2966,2966,100,22,0
4.714016,1777241401.901744,30,,BSDC91,,0,ok,3065,3065,100,23,0
4.714016,1777241401.901744,30,,BSDC91,,2,ok,3163,3163,95,22,1
4.840582,1777241402.02831,31,,BSDC91,,2,ok,3089,3089,95,23,1
4.893849,1777241402.081577,31,,BSDC91,,0,ok,2882,2882,100,24,0
4.893849,1777241402.081577,31,,BSDC91,,4,ok,2793,2793,100,24,0
4.893849,1777241402.081577,31,,BSDC91,,6,ok,2913,2913,100,24,0
5.096634,1777241402.284362,32,,BSDC91,,0,ok,2681,2681,100,25,0
5.096634,1777241402.284362,32,,BSDC91,,2,ok,3202,3202,96,24,1
5.096634,1777241402.284362,32,,BSDC91,,4,ok,2586,2586,100,25,0
5.29892,1777241402.486648,33,,BSDC91,,0,ok,2681,2681,100,26,0
5.29892,1777241402.486648,33,,BSDC91,,2,ok,2976,2976,96,25,1
5.507889,1777241402.695617,34,,BSDC91,,0,ok,2417,2417,100,27,0
5.511421,1777241402.699149,34,,BSDC91,,2,ok,3175,3175,96,26,1
5.511421,1777241402.699149,34,,BSDC91,,4,ok,2719,2719,100,27,0
5.511421,1777241402.699149,34,,BSDC91,,6,ok,3298,3298,100,27,0
5.711557,1777241402.899285,35,,BSDC91,,0,ok,2498,2498,100,28,0
5.711557,1777241402.899285,35,,BSDC91,,2,ok,3811,3811,96,27,1
5.711557,1777241402.899285,35,,BSDC91,,6,ok,3265,3265,100,28,0
5.891375,1777241403.079103,36,,BSDC91,,0,ok,2344,2344,100,29,0
5.891375,1777241403.079103,36,,BSDC91,,2,ok,3302,3302,96,28,1
6.12301,1777241403.310738,37,,BSDC91,,0,ok,2498,2498,100,30,0
6.126416,1777241403.314144,37,,BSDC91,,2,ok,3127,3127,96,29,1
6.126416,1777241403.314144,37,,BSDC91,,4,ok,2484,2484,100,30,0
6.126416,1777241403.314144,37,,BSDC91,,6,ok,3338,3338,100,30,0
6.303882,1777241403.49161,38,,BSDC91,,0,ok,2514,2514,100,31,0
