version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v4-io-wand,all1000,A-B,3006.486131386861,2986.5647076104,-19.92142377646087,19.92142377646087
v4-io-wand,all1000,A-C,5535.260273972603,5534.204581600287,-1.0556923723152067,1.0556923723152067
v4-io-wand,all1000,A-D,4672.607634652258,4681.706137227962,9.098502575704515,9.098502575704515
v4-io-wand,all1000,A-E,1459.711513583441,1454.5269322579645,-5.184581325476529,5.184581325476529
v4-io-wand,all1000,A-F,3195.640533582963,3213.7069716499386,18.06643806697548,18.06643806697548
v4-io-wand,all1000,A-G,5761.613793103448,5793.478508090539,31.864714987091247,31.864714987091247
v4-io-wand,all1000,A-H,4860.33524948264,4842.106644016261,-18.228605466379122,18.228605466379122
v4-io-wand,all1000,B-C,4570.5,4561.13663639507,-9.363363604929873,9.363363604929873
v4-io-wand,all1000,B-D,5435.75088715401,5456.5902924344655,20.83940528045514,20.83940528045514
v4-io-wand,all1000,B-E,3214.52700729927,3227.0760117416926,12.549004442422756,12.549004442422756
v4-io-wand,all1000,B-F,1439.1965317919075,1438.8607211983915,-0.3358105935160438,0.3358105935160438
v4-io-wand,all1000,B-G,5004.715923566879,4998.836813952217,-5.879109614661502,5.879109614661502
v4-io-wand,all1000,B-H,5659.000000000001,5686.820057790228,27.82005779022711,27.82005779022711
v4-io-wand,all1000,C-D,3121.7760252365933,3026.685631215767,-95.09039402082635,95.09039402082635
v4-io-wand,all1000,C-E,5671.238894373149,5730.746223190244,59.507328817094276,59.507328817094276
v4-io-wand,all1000,C-F,4802.762264150943,4774.658164699612,-28.10409945133142,28.10409945133142
v4-io-wand,all1000,C-G,1735.331681205393,1725.4540873172602,-9.877593888132651,9.877593888132651
v4-io-wand,all1000,C-H,3454.4298642533936,3465.9668372170463,11.536972963652715,11.536972963652715
v4-io-wand,all1000,D-E,5094.889391979302,5018.637536640112,-76.25185533919012,76.25185533919012
v4-io-wand,all1000,D-F,5592.598503740649,5619.761216794701,27.162713054051892,27.162713054051892
v4-io-wand,all1000,D-G,3277.6376470588234,3294.050642370107,16.412995311283794,16.412995311283794
v4-io-wand,all1000,D-H,1522.3414287967196,1523.3789766866973,1.037547889977759,1.037547889977759
v4-io-wand,all1000,E-F,2790.9452054794524,2778.6904225460207,-12.25478293343167,12.25478293343167
v4-io-wand,all1000,E-G,5604.619808306709,5576.723378479772,-27.896429826937492,27.896429826937492
v4-io-wand,all1000,E-H,4569.644412191582,4732.22717978625,162.58276759466844,162.58276759466844
v4-io-wand,all1000,F-G,4657.460063897764,4714.220614557905,56.760550660141234,56.760550660141234
v4-io-wand,all1000,F-H,5457.486131386861,5458.939714064954,1.453582678092971,1.453582678092971
v4-io-wand,all1000,G-H,2940.8140293637844,2937.6046778173486,-3.209351546435755,3.209351546435755
