row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L2:I0:T6,S00,simulate_imu_prior,L2:I0,0.3013066429994069,,,,
R2:L2:I0:T6,S00,build_track_tensors,L2:I0,0.13323940100235632,,,,
R2:L2:I0:T6,S00,torch_gpu,,0.5420160729991039,0,1,0.5420160729991039,0.5420160729991039
R2:L2:I0:T8,S00,torch_gpu,,0.2801074359995255,0,1,0.2801074359995255,0.2801074359995255
R2:L2:I1:T6,S00,simulate_imu_prior,L2:I1,0.29533473899937235,,,,
R2:L2:I1:T6,S00,build_track_tensors,L2:I1,0.04798243299956084,,,,
R2:L2:I1:T6,S00,torch_gpu,,0.2693906770000467,0,1,0.2693906770000467,0.2693906770000467
R2:L2:I1:T8,S00,torch_gpu,,0.28229489699879196,0,1,0.28229489699879196,0.28229489699879196
R2:L2:I3:T6,S00,load_imu_prior_cache,L2:I3,0.0027077839986304753,,,,
R2:L2:I3:T6,S00,build_track_tensors,L2:I3,0.0490015579998726,,,,
R2:L2:I3:T6,S00,torch_gpu,,0.19458498600215535,0,1,0.19458498600215535,0.19458498600215535
R2:L2:I3:T8,S00,torch_gpu,,0.274953366999398,0,1,0.274953366999398,0.274953366999398
R2:L2:I4:T6,S00,simulate_imu_prior,L2:I4,0.2930569460004335,,,,
R2:L2:I4:T6,S00,build_track_tensors,L2:I4,0.13265915699957986,,,,
R2:L2:I4:T6,S00,torch_gpu,,0.27346446799856494,0,1,0.27346446799856494,0.27346446799856494
R2:L2:I4:T8,S00,torch_gpu,,0.33773901899985503,0,1,0.33773901899985503,0.33773901899985503
R2:L2:I7:T6,S00,simulate_imu_prior,L2:I7,0.29803922200153465,,,,
R2:L2:I7:T6,S00,build_track_tensors,L2:I7,0.04909890899944003,,,,
R2:L2:I7:T6,S00,torch_gpu,,0.21017375100200297,0,1,0.21017375100200297,0.21017375100200297
R2:L2:I7:T8,S00,torch_gpu,,0.3113478049999685,0,1,0.3113478049999685,0.3113478049999685
R2:L2:I8:T6,S00,simulate_imu_prior,L2:I8,0.29913995700189844,,,,
R2:L2:I8:T6,S00,build_track_tensors,L2:I8,0.04887846800193074,,,,
R2:L2:I8:T6,S00,torch_gpu,,0.20238321700162487,0,1,0.20238321700162487,0.20238321700162487
R2:L2:I8:T8,S00,torch_gpu,,0.3259119030008151,0,1,0.3259119030008151,0.3259119030008151
R2:L2:I1+I3+I7:T6,S00,simulate_imu_prior,L2:I1+I3+I7,0.3831497470018803,,,,
R2:L2:I1+I3+I7:T6,S00,build_track_tensors,L2:I1+I3+I7,0.0466899650018604,,,,
R2:L2:I1+I3+I7:T6,S00,torch_gpu,,0.23188522900090902,0,1,0.23188522900090902,0.23188522900090902
R2:L2:I1+I3+I7:T8,S00,torch_gpu,,0.3400885199989716,0,1,0.3400885199989716,0.3400885199989716
R2:L2:I1+I2+I3+I8:T6,S00,simulate_imu_prior,L2:I1+I2+I3+I8,0.2993391870004416,,,,
R2:L2:I1+I2+I3+I8:T6,S00,build_track_tensors,L2:I1+I2+I3+I8,0.04856347600070876,,,,
R2:L2:I1+I2+I3+I8:T6,S00,torch_gpu,,0.22647643800155492,0,1,0.22647643800155492,0.22647643800155492
R2:L2:I1+I2+I3+I8:T8,S00,torch_gpu,,0.3439248499998939,0,1,0.3439248499998939,0.3439248499998939
