experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,verdict,screening_score,rank,U,P,R
X_A0_L11_I0_T11,imu_only_diagnostic_screening,Phase4 L11 single-I T11.,34,17,40661,11978.115578105071,58020.47689712739,75886.58046649976,33117.52534815575,40661,9287.229422086739,44699.401009176014,60413.382481208086,26148.44205236891,40661,4885.673519569773,27354.754720582925,43034.667855011015,20323.12632002379,14288.646185629697,57711.638996900816,28706.801915352316,40618.16431070603,21515.63638220937,83179.7753373674,83125.6493708749,5629.177643836576,80994.24660496296,720.2129499858081,1265.115851184981,63968.763363005455,44833.5239976475,533.5516085111769,nan,nan,nan,nan,nan,17,227308.8394358942,134159.96488649154,405317.763598068,A0,L11,I0,T11,imu_only,S03,X_A0_L11_I0_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,234101.0307421524,1372,,,
X_A0_L11_I0_T12,imu_only_diagnostic_screening,Phase4 L11 single-I T12.,34,17,40661,11978.807114030147,58019.96459202871,75885.60698830389,33117.50267056691,40661,9287.595745223005,44702.81159806588,60421.49867652395,26148.424185889333,40661,4885.5755997710085,27355.1063793753,43032.99195392734,20323.112353421762,14289.642601363186,57709.172997451824,28706.78372266727,40618.00088718663,21516.10192818453,83358.94891231734,83304.9444497692,5628.77245333992,81176.52110332073,718.647454635088,1260.8467685430523,63968.763363005455,44833.5239976475,533.5516085111769,nan,nan,nan,nan,nan,17,227989.98582549935,134217.93456383294,406677.87813195214,A0,L11,I0,T12,imu_only,S03,X_A0_L11_I0_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,234669.1037799812,1374,,,
X_A0_L11_I1_T11,imu_only_diagnostic_screening,Phase4 L11 single-I T11.,34,17,40661,6611.750697144454,28421.993558364305,37218.9991928827,16455.621830942782,40661,5183.468914647111,22051.3846273311,29169.400660786552,12939.622942609356,40661,2063.4902941245027,16130.075538544814,22711.32945244163,10166.299619138632,7872.0926443352855,28899.11814926389,13879.948279835335,20406.780626176165,12165.945181194307,23362.308872368078,23190.137066935757,3348.928383010289,22731.28027970642,426.89124777280836,783.907543785373,32369.269183368786,22694.306733061054,269.9230739683617,nan,nan,nan,nan,nan,17,77307.4251448534,30586.78902501356,164658.8298484722,A0,L11,I1,T11,imu_only,S03,X_A0_L11_I1_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,83467.62173782825,1354,,,
X_A0_L11_I1_T12,imu_only_diagnostic_screening,Phase4 L11 single-I T12.,34,17,40661,6612.060084248625,28422.485806669752,37214.81276468218,16455.610567323027,40661,5184.292046984297,22052.3707362839,29167.436471716617,12939.614537323427,40661,2063.5571234854383,16130.107469163124,22713.74730923664,10166.292085558107,7872.66176010701,28898.06676579392,13879.93999823165,20406.129678815938,12165.390003851579,23393.99612032412,23221.829444525076,3348.693737342197,22763.745664101727,425.15464785361223,780.8144579119405,32369.269183368786,22694.306733061054,269.9230739683617,nan,nan,nan,nan,nan,17,77343.03054973268,30675.73193943427,164686.9512554027,A0,L11,I1,T12,imu_only,S03,X_A0_L11_I1_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,83508.97934499862,1355,,,
X_A0_L11_I2_T11,imu_only_diagnostic_screening,Phase4 L11 single-I T11.,34,17,40661,6457.550647500408,28623.59299127167,36003.74011263233,16405.203330654946,40661,4327.798114091987,22687.96038310905,31007.888552012537,13269.639302438365,40661,2393.8705089863433,15811.76494272757,21098.35047296103,9646.106421936016,7572.363402450046,30227.475474545805,14571.781749170128,21262.710987450937,14511.111245360455,28440.188725037726,27566.552724017332,3165.43984666707,24627.763175544824,586.1872517171346,1075.4100067863042,34007.27665080073,23859.11695842965,283.64461530820984,nan,nan,nan,nan,nan,17,62688.69269097925,26055.407077545642,121302.5391632559,A0,L11,I2,T11,imu_only,S03,X_A0_L11_I2_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,74347.94628999896,1350,,,
X_A0_L11_I2_T12,imu_only_diagnostic_screening,Phase4 L11 single-I T12.,34,17,40661,6457.250154152472,28626.65317236029,36008.47760968703,16405.19245725651,40661,4327.165979515151,22686.293374232064,31007.904128580903,13269.63032017949,40661,2392.9394228612264,15812.290355074087,21099.20863782341,9646.100285887513,7572.19707533737,30227.9467175801,14571.77203463442,21262.931516850927,14509.503196017278,28494.696193001873,27623.417522145963,3165.277067149736,24648.05631868901,585.1177429323438,1075.129188021348,34007.27665080073,23859.11695842965,283.64461530820984,nan,nan,nan,nan,nan,17,62750.830579474044,26229.663724560312,121365.16124274026,A0,L11,I2,T12,imu_only,S03,X_A0_L11_I2_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,74401.58799146675,1351,,,
X_A0_L11_I3_T11,imu_only_diagnostic_screening,Phase4 L11 single-I T11.,34,17,40661,4999.8760240660185,21909.408361648006,27575.01882373555,12476.804562184017,40661,3938.3475264081217,17711.275349680105,22758.56102407264,10202.25329699161,40661,1729.4558212737825,11253.907567312908,16937.120179287012,7182.2475414705505,5643.12861457944,24097.59460407142,11345.414179614345,18072.7078929547,9599.68455667185,19911.02076709596,19572.060021821173,2231.92696781549,17080.55245122576,523.4900920548555,959.0630968568678,26637.686998373152,19969.840078247686,222.177560211385,nan,nan,nan,nan,nan,17,37271.22852758886,23270.656507152486,77068.61551165413,A0,L11,I3,T11,imu_only,S03,X_A0_L11_I3_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,48707.422920929515,1332,,,
X_A0_L11_I3_T12,imu_only_diagnostic_screening,Phase4 L11 single-I T12.,34,17,40661,5001.402042553591,21911.324712666647,27576.691936757914,12476.795642479348,40661,3938.973886488345,17711.958125319867,22758.243929393422,10202.24599207933,40661,1730.4498366209525,11254.526769365168,16935.94735536428,7182.242422899194,5643.927564083506,24098.608309600568,11345.404650148215,18073.521782123353,9601.483873624838,19947.24872924846,19616.942007254722,2231.1327117549026,17083.822380774964,522.0144023941591,955.666659023723,26637.686998373152,19969.840078247686,222.177560211385,nan,nan,nan,nan,nan,17,37335.98326800809,23461.7931878084,77130.21447525243,A0,L11,I3,T12,imu_only,S03,X_A0_L11_I3_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,48755.53995043685,1333,,,
X_A0_L11_I4_T11,imu_only_diagnostic_screening,Phase4 L11 single-I T11.,34,17,40661,4960.678416485156,21156.867123910455,27958.312832350242,12729.434109780264,40661,3109.27260567097,17980.38047743761,23816.59858681407,10512.90760376495,40661,1772.5192440782587,12268.757429974572,16493.189911435187,7177.552958351362,5432.8098360643935,20339.763533485326,10070.532670498138,17774.70928932471,9291.16030709644,17584.936494230562,17243.98366509277,2818.5428057407703,14459.275827200847,534.697046368256,1014.3162004091591,22804.92992377669,19338.247730027353,190.11586675939157,nan,nan,nan,nan,nan,17,59008.98081488934,23916.819497172262,132595.72815004014,A0,L11,I4,T11,imu_only,S03,X_A0_L11_I4_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,61087.65155680722,1346,,,
X_A0_L11_I4_T12,imu_only_diagnostic_screening,Phase4 L11 single-I T12.,34,17,40661,4959.8518802230155,21157.064250069063,27959.45767953396,12729.42538190042,40661,3109.0101707172503,17981.060238238275,23815.302759221475,10512.900292234734,40661,1773.2454865117538,12268.313450657824,16496.09618190011,7177.548188546112,5433.09202351675,20339.851491778398,10070.53026774963,17776.992962112206,9290.366286367725,17641.213325430275,17301.36671957276,2819.172608018585,14521.399317450072,533.653915482448,1013.4367994385902,22804.92992377669,19338.247730027353,190.11586675939157,nan,nan,nan,nan,nan,17,59191.718998699704,24015.9774656632,133083.7290603391,A0,L11,I4,T12,imu_only,S03,X_A0_L11_I4_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,61246.94300345401,1347,,,
