host_elapsed_s,host_epoch_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
75.793,1777233474.722068,80176705,31435,F,5,0xa105,0xb102,0xe1,21797,7,2516,123,7600,20
76.792,1777233475.721595,80177704,31436,F,5,0xa105,0xb102,0xe1,18233,7,1937,118,6879,20
77.593,1777233476.522046,80178505,31437,F,5,0xa105,0xb102,0xe1,17991,7,1879,117,6564,20
77.793,1777233476.722298,80178705,31438,F,5,0xa105,0xb102,0xe1,18431,7,1958,118,6745,20
79.192,1777233478.121466,80180104,31439,F,5,0xa105,0xb102,0xe1,18544,7,1970,118,7353,20
79.392,1777233478.321694,80180305,31440,F,5,0xa105,0xb102,0xe1,18281,7,2076,122,7074,20
82.192,1777233481.121701,80183105,31441,F,5,0xa105,0xb102,0xe1,18776,7,1961,117,7363,20
82.318,1777233481.248003,80183231,31442,F,5,0xa105,0xb103,0xe1,19268,7,2297,125,7018,20
82.792,1777233481.721645,80183705,31443,F,5,0xa105,0xb102,0xe1,19363,7,2235,123,7793,20
82.992,1777233481.921712,80183905,31444,F,5,0xa105,0xb102,0xe1,19718,7,2276,123,6956,20
83.792,1777233482.721161,80184704,31445,F,5,0xa105,0xb102,0xe1,18669,7,2017,119,6798,20
83.992,1777233482.921427,80184905,31446,F,5,0xa105,0xb102,0xe1,18158,7,1929,118,6690,20
85.002,1777233483.932004,80185915,31447,F,5,0xa105,0xb101,0xe1,17075,7,1939,122,7142,20
85.391,1777233484.320976,80186305,31448,F,5,0xa105,0xb102,0xe1,18859,7,518,60,3113,20
87.616,1777233486.545035,80188529,31449,F,5,0xa105,0xb101,0xe1,18379,7,2191,125,6884,20
87.992,1777233486.921437,80188905,31450,F,5,0xa105,0xb102,0xe1,21360,7,2386,121,7819,20
88.318,1777233487.247666,80189231,31451,F,5,0xa105,0xb103,0xe1,18150,7,1961,119,6884,20
88.337,1777233487.266137,80189250,31452,F,5,0xa105,0xb101,0xe1,19830,7,2364,125,7447,20
88.602,1777233487.531337,80189515,31453,F,5,0xa105,0xb101,0xe1,17406,7,281,46,2430,20
88.792,1777233487.721341,80189705,31454,F,5,0xa105,0xb102,0xe1,18748,7,2164,123,7623,20
89.392,1777233488.321370,80190305,31455,F,5,0xa105,0xb102,0xe1,18058,7,1984,120,7440,20
89.592,1777233488.521068,80190505,31456,F,5,0xa105,0xb102,0xe1,18419,7,1990,119,6771,20
92.791,1777233491.720414,80193704,31457,F,5,0xa105,0xb102,0xe1,17885,7,1965,120,7074,20
