link_id,position_id,anchor_id,anchor_label,estimator_id,estimator_name,extracted_range_mm,source
ID01_C,ID01,2,C,lower_trim_15,lower_trim_15,2136.1222222222223,nonparam
ID01_C,ID01,2,C,lower_trim_20,lower_trim_20,2139.8,nonparam
ID01_C,ID01,2,C,lower_core_15,lower_core_15,2157.9060773480664,nonparam
ID01_C,ID01,2,C,lower_core_20,lower_core_20,2158.9253112033193,nonparam
ID01_C,ID01,2,C,lower_core_25,lower_core_25,2156.8338870431894,nonparam
ID01_C,ID01,2,C,lower_core_30,lower_core_30,2158.7839335180056,nonparam
ID01_C,ID01,2,C,lower_core_40,lower_core_40,2168.2458333333334,nonparam
ID01_D,ID01,3,D,p01,p01,2057.0,nonparam
ID01_D,ID01,3,D,p02,p02,2062.94,nonparam
ID01_D,ID01,3,D,p03,p03,2066.91,nonparam
ID01_D,ID01,3,D,p05,p05,2072.0,nonparam
ID01_D,ID01,3,D,p07,p07,2076.79,nonparam
ID01_D,ID01,3,D,p10,p10,2082.0,nonparam
ID01_D,ID01,3,D,p15,p15,2087.55,nonparam
ID01_D,ID01,3,D,p20,p20,2093.0,nonparam
ID01_D,ID01,3,D,p25,p25,2096.0,nonparam
ID01_D,ID01,3,D,p30,p30,2099.0,nonparam
ID01_D,ID01,3,D,p35,p35,2102.0,nonparam
ID01_D,ID01,3,D,p40,p40,2105.0,nonparam
ID01_D,ID01,3,D,p50,p50,2111.0,nonparam
ID01_D,ID01,3,D,kde_bw5,kde_bw5,2108.978962818004,nonparam
ID01_D,ID01,3,D,kde_bw10,kde_bw10,2109.879863013699,nonparam
ID01_D,ID01,3,D,kde_bw15,kde_bw15,2110.7807632093936,nonparam
ID01_D,ID01,3,D,kde_bw20,kde_bw20,2111.0059882583173,nonparam
ID01_D,ID01,3,D,kde_bw30,kde_bw30,2110.7807632093936,nonparam
ID01_D,ID01,3,D,lower_trim_03,lower_trim_03,2058.25,nonparam
ID01_D,ID01,3,D,lower_trim_05,lower_trim_05,2062.633333333333,nonparam
ID01_D,ID01,3,D,lower_trim_07,lower_trim_07,2065.940476190476,nonparam
ID01_D,ID01,3,D,lower_trim_10,lower_trim_10,2069.9666666666667,nonparam
ID01_D,ID01,3,D,lower_trim_15,lower_trim_15,2074.8944444444446,nonparam
ID01_D,ID01,3,D,lower_trim_20,lower_trim_20,2078.75,nonparam
ID01_D,ID01,3,D,lower_core_15,lower_core_15,2107.314917127072,nonparam
ID01_D,ID01,3,D,lower_core_20,lower_core_20,2108.091286307054,nonparam
ID01_D,ID01,3,D,lower_core_25,lower_core_25,2108.5548172757476,nonparam
ID01_D,ID01,3,D,lower_core_30,lower_core_30,2106.321329639889,nonparam
ID01_D,ID01,3,D,lower_core_40,lower_core_40,2103.295218295218,nonparam
ID01_E,ID01,4,E,p01,p01,2271.0,nonparam
ID01_E,ID01,4,E,p02,p02,2275.0,nonparam
ID01_E,ID01,4,E,p03,p03,2277.0,nonparam
ID01_E,ID01,4,E,p05,p05,2281.0,nonparam
ID01_E,ID01,4,E,p07,p07,2284.0,nonparam
ID01_E,ID01,4,E,p10,p10,2288.0,nonparam
ID01_E,ID01,4,E,p15,p15,2293.0,nonparam
ID01_E,ID01,4,E,p20,p20,2297.0,nonparam
ID01_E,ID01,4,E,p25,p25,2301.0,nonparam
ID01_E,ID01,4,E,p30,p30,2303.0,nonparam
ID01_E,ID01,4,E,p35,p35,2306.0,nonparam
ID01_E,ID01,4,E,p40,p40,2309.0,nonparam
ID01_E,ID01,4,E,p50,p50,2314.0,nonparam
ID01_E,ID01,4,E,kde_bw5,kde_bw5,2310.7318982387474,nonparam
ID01_E,ID01,4,E,kde_bw10,kde_bw10,2312.6105675146773,nonparam
ID01_E,ID01,4,E,kde_bw15,kde_bw15,2313.0802348336597,nonparam
ID01_E,ID01,4,E,kde_bw20,kde_bw20,2313.549902152642,nonparam
ID01_E,ID01,4,E,kde_bw30,kde_bw30,2314.0195694716244,nonparam
ID01_E,ID01,4,E,lower_trim_03,lower_trim_03,2270.2972972972975,nonparam
ID01_E,ID01,4,E,lower_trim_05,lower_trim_05,2273.7377049180327,nonparam
ID01_E,ID01,4,E,lower_trim_07,lower_trim_07,2276.2823529411767,nonparam
ID01_E,ID01,4,E,lower_trim_10,lower_trim_10,2279.289256198347,nonparam
ID01_E,ID01,4,E,lower_trim_15,lower_trim_15,2282.9944751381217,nonparam
ID01_E,ID01,4,E,lower_trim_20,lower_trim_20,2285.908713692946,nonparam
ID01_E,ID01,4,E,lower_core_15,lower_core_15,2310.620879120879,nonparam
ID01_E,ID01,4,E,lower_core_20,lower_core_20,2305.0371900826444,nonparam
ID01_E,ID01,4,E,lower_core_25,lower_core_25,2306.384105960265,nonparam
ID01_E,ID01,4,E,lower_core_30,lower_core_30,2306.475138121547,nonparam
ID01_E,ID01,4,E,lower_core_40,lower_core_40,2309.188796680498,nonparam
ID01_F,ID01,5,F,p01,p01,2332.64,nonparam
ID01_F,ID01,5,F,p02,p02,2338.0,nonparam
ID01_F,ID01,5,F,p03,p03,2340.0,nonparam
ID01_F,ID01,5,F,p05,p05,2348.0,nonparam
ID01_F,ID01,5,F,p07,p07,2353.0,nonparam
ID01_F,ID01,5,F,p10,p10,2361.0,nonparam
ID01_F,ID01,5,F,p15,p15,2369.0,nonparam
ID01_F,ID01,5,F,p20,p20,2375.0,nonparam
ID01_F,ID01,5,F,p25,p25,2381.0,nonparam
ID01_F,ID01,5,F,p30,p30,2386.0,nonparam
ID01_F,ID01,5,F,p35,p35,2392.0,nonparam
ID01_F,ID01,5,F,p40,p40,2398.0,nonparam
ID01_F,ID01,5,F,p50,p50,2407.5,nonparam
ID01_F,ID01,5,F,kde_bw5,kde_bw5,2405.788874755382,nonparam
ID01_F,ID01,5,F,kde_bw10,kde_bw10,2406.7435812133076,nonparam
ID01_F,ID01,5,F,kde_bw15,kde_bw15,2404.8341682974565,nonparam
ID01_F,ID01,5,F,kde_bw20,kde_bw20,2404.8341682974565,nonparam
ID01_F,ID01,5,F,kde_bw30,kde_bw30,2404.8341682974565,nonparam
ID01_F,ID01,5,F,lower_trim_03,lower_trim_03,2330.0,nonparam
ID01_F,ID01,5,F,lower_trim_05,lower_trim_05,2335.633333333333,nonparam
ID01_F,ID01,5,F,lower_trim_07,lower_trim_07,2339.9285714285716,nonparam
ID01_F,ID01,5,F,lower_trim_10,lower_trim_10,2344.9166666666665,nonparam
ID01_F,ID01,5,F,lower_trim_15,lower_trim_15,2351.7206703910615,nonparam
ID01_F,ID01,5,F,lower_trim_20,lower_trim_20,2356.7907949790797,nonparam
ID01_F,ID01,5,F,lower_core_15,lower_core_15,2400.0444444444443,nonparam
ID01_F,ID01,5,F,lower_core_20,lower_core_20,2408.8458333333333,nonparam
ID01_F,ID01,5,F,lower_core_25,lower_core_25,2395.8628762541807,nonparam
ID01_F,ID01,5,F,lower_core_30,lower_core_30,2393.824512534819,nonparam
ID01_F,ID01,5,F,lower_core_40,lower_core_40,2399.142259414226,nonparam
ID01_G,ID01,6,G,p01,p01,2715.0,nonparam
ID01_G,ID01,6,G,p02,p02,2719.8,nonparam
ID01_G,ID01,6,G,p03,p03,2724.0,nonparam
ID01_G,ID01,6,G,p05,p05,2732.0,nonparam
ID01_G,ID01,6,G,p07,p07,2735.0,nonparam
ID01_G,ID01,6,G,p10,p10,2739.0,nonparam
ID01_G,ID01,6,G,p15,p15,2744.0,nonparam
ID01_G,ID01,6,G,p20,p20,2749.0,nonparam
ID01_G,ID01,6,G,p25,p25,2754.0,nonparam
ID01_G,ID01,6,G,p30,p30,2758.0,nonparam
ID01_G,ID01,6,G,p35,p35,2760.0,nonparam
ID01_G,ID01,6,G,p40,p40,2764.0,nonparam
ID01_G,ID01,6,G,p50,p50,2769.0,nonparam
ID01_G,ID01,6,G,kde_bw5,kde_bw5,2765.8778864970645,nonparam
ID01_G,ID01,6,G,kde_bw10,kde_bw10,2768.1201565557726,nonparam
ID01_G,ID01,6,G,kde_bw15,kde_bw15,2768.1201565557726,nonparam
ID01_G,ID01,6,G,kde_bw20,kde_bw20,2768.1201565557726,nonparam
ID01_G,ID01,6,G,kde_bw30,kde_bw30,2766.999021526419,nonparam
ID01_G,ID01,6,G,lower_trim_03,lower_trim_03,2715.5142857142855,nonparam
ID01_G,ID01,6,G,lower_trim_05,lower_trim_05,2720.5862068965516,nonparam
ID01_G,ID01,6,G,lower_trim_07,lower_trim_07,2724.05,nonparam
ID01_G,ID01,6,G,lower_trim_10,lower_trim_10,2727.8260869565215,nonparam
ID01_G,ID01,6,G,lower_trim_15,lower_trim_15,2732.25,nonparam
ID01_G,ID01,6,G,lower_trim_20,lower_trim_20,2735.764192139738,nonparam
ID01_G,ID01,6,G,lower_core_15,lower_core_15,2761.9248554913293,nonparam
ID01_G,ID01,6,G,lower_core_20,lower_core_20,2762.4695652173914,nonparam
ID01_G,ID01,6,G,lower_core_25,lower_core_25,2763.881533101045,nonparam
ID01_G,ID01,6,G,lower_core_30,lower_core_30,2766.2267441860463,nonparam
ID01_G,ID01,6,G,lower_core_40,lower_core_40,2764.0611353711793,nonparam
ID01_H,ID01,7,H,p01,p01,1713.1,nonparam
ID01_H,ID01,7,H,p02,p02,2365.0,nonparam
ID01_H,ID01,7,H,p03,p03,2383.34,nonparam
ID01_H,ID01,7,H,p05,p05,2395.0,nonparam
ID01_H,ID01,7,H,p07,p07,2405.0,nonparam
ID01_H,ID01,7,H,p10,p10,2417.0,nonparam
ID01_H,ID01,7,H,p15,p15,2428.7,nonparam
ID01_H,ID01,7,H,p20,p20,2438.0,nonparam
ID01_H,ID01,7,H,p25,p25,2445.0,nonparam
ID01_H,ID01,7,H,p30,p30,2451.0,nonparam
ID01_H,ID01,7,H,p35,p35,2456.0,nonparam
ID01_H,ID01,7,H,p40,p40,2461.0,nonparam
ID01_H,ID01,7,H,p50,p50,2472.0,nonparam
ID01_H,ID01,7,H,kde_bw5,kde_bw5,2475.735420743639,nonparam
ID01_H,ID01,7,H,kde_bw10,kde_bw10,2467.6024853228955,nonparam
ID01_H,ID01,7,H,kde_bw15,kde_bw15,2470.3134637964768,nonparam
ID01_H,ID01,7,H,kde_bw20,kde_bw20,2470.3134637964768,nonparam
ID01_H,ID01,7,H,kde_bw30,kde_bw30,2470.3134637964768,nonparam
ID01_H,ID01,7,H,lower_trim_03,lower_trim_03,1895.8333333333333,nonparam
ID01_H,ID01,7,H,lower_trim_05,lower_trim_05,2088.6949152542375,nonparam
ID01_H,ID01,7,H,lower_trim_07,lower_trim_07,2178.7831325301204,nonparam
ID01_H,ID01,7,H,lower_trim_10,lower_trim_10,2247.7033898305085,nonparam
ID01_H,ID01,7,H,lower_trim_15,lower_trim_15,2306.1977401129943,nonparam
ID01_H,ID01,7,H,lower_trim_20,lower_trim_20,2337.826271186441,nonparam
ID01_H,ID01,7,H,lower_core_15,lower_core_15,2473.4438202247193,nonparam
ID01_H,ID01,7,H,lower_core_20,lower_core_20,2459.7763713080167,nonparam
ID01_H,ID01,7,H,lower_core_25,lower_core_25,2462.4222972972975,nonparam
ID01_H,ID01,7,H,lower_core_30,lower_core_30,2466.6084507042256,nonparam
ID01_H,ID01,7,H,lower_core_40,lower_core_40,2463.4376321353066,nonparam
ID02_A,ID02,0,A,p01,p01,1832.98,nonparam
ID02_A,ID02,0,A,p02,p02,1837.0,nonparam
ID02_A,ID02,0,A,p03,p03,1839.0,nonparam
ID02_A,ID02,0,A,p05,p05,1843.95,nonparam
ID02_A,ID02,0,A,p07,p07,1848.0,nonparam
ID02_A,ID02,0,A,p10,p10,1851.0,nonparam
ID02_A,ID02,0,A,p15,p15,1855.0,nonparam
ID02_A,ID02,0,A,p20,p20,1859.0,nonparam
ID02_A,ID02,0,A,p25,p25,1862.0,nonparam
ID02_A,ID02,0,A,p30,p30,1865.0,nonparam
ID02_A,ID02,0,A,p35,p35,1867.0,nonparam
ID02_A,ID02,0,A,p40,p40,1870.0,nonparam
ID02_A,ID02,0,A,p50,p50,1874.0,nonparam
ID02_A,ID02,0,A,kde_bw5,kde_bw5,1874.8747553816047,nonparam
ID02_A,ID02,0,A,kde_bw10,kde_bw10,1873.8414872798435,nonparam
ID02_A,ID02,0,A,kde_bw15,kde_bw15,1874.013698630137,nonparam
ID02_A,ID02,0,A,kde_bw20,kde_bw20,1874.013698630137,nonparam
ID02_A,ID02,0,A,kde_bw30,kde_bw30,1874.013698630137,nonparam
ID02_A,ID02,0,A,lower_trim_03,lower_trim_03,1832.7222222222222,nonparam
ID02_A,ID02,0,A,lower_trim_05,lower_trim_05,1836.0,nonparam
ID02_A,ID02,0,A,lower_trim_07,lower_trim_07,1838.929411764706,nonparam
ID02_A,ID02,0,A,lower_trim_10,lower_trim_10,1841.9916666666666,nonparam
ID02_A,ID02,0,A,lower_trim_15,lower_trim_15,1845.65,nonparam
ID02_A,ID02,0,A,lower_trim_20,lower_trim_20,1848.475,nonparam
ID02_A,ID02,0,A,lower_core_15,lower_core_15,1874.596685082873,nonparam
ID02_A,ID02,0,A,lower_core_20,lower_core_20,1873.0414937759335,nonparam
ID02_A,ID02,0,A,lower_core_25,lower_core_25,1874.0697674418604,nonparam
ID02_A,ID02,0,A,lower_core_30,lower_core_30,1869.7146814404432,nonparam
ID02_A,ID02,0,A,lower_core_40,lower_core_40,1870.5467775467775,nonparam
ID02_B,ID02,1,B,p01,p01,1788.0,nonparam
ID02_B,ID02,1,B,p02,p02,1793.0,nonparam
ID02_B,ID02,1,B,p03,p03,1796.0,nonparam
ID02_B,ID02,1,B,p05,p05,1800.0,nonparam
ID02_B,ID02,1,B,p07,p07,1803.0,nonparam
ID02_B,ID02,1,B,p10,p10,1806.0,nonparam
ID02_B,ID02,1,B,p15,p15,1810.0,nonparam
ID02_B,ID02,1,B,p20,p20,1814.0,nonparam
ID02_B,ID02,1,B,p25,p25,1817.0,nonparam
ID02_B,ID02,1,B,p30,p30,1820.0,nonparam
ID02_B,ID02,1,B,p35,p35,1822.0,nonparam
ID02_B,ID02,1,B,p40,p40,1825.0,nonparam
ID02_B,ID02,1,B,p50,p50,1830.0,nonparam
ID02_B,ID02,1,B,kde_bw5,kde_bw5,1824.8884540117417,nonparam
ID02_B,ID02,1,B,kde_bw10,kde_bw10,1828.0821917808219,nonparam
ID02_B,ID02,1,B,kde_bw15,kde_bw15,1829.3972602739725,nonparam
ID02_B,ID02,1,B,kde_bw20,kde_bw20,1829.9608610567516,nonparam
ID02_B,ID02,1,B,kde_bw30,kde_bw30,1830.3365949119375,nonparam
ID02_B,ID02,1,B,lower_trim_03,lower_trim_03,1789.3243243243244,nonparam
ID02_B,ID02,1,B,lower_trim_05,lower_trim_05,1792.8852459016393,nonparam
ID02_B,ID02,1,B,lower_trim_07,lower_trim_07,1795.3764705882354,nonparam
ID02_B,ID02,1,B,lower_trim_10,lower_trim_10,1798.1239669421489,nonparam
ID02_B,ID02,1,B,lower_trim_15,lower_trim_15,1801.53591160221,nonparam
ID02_B,ID02,1,B,lower_trim_20,lower_trim_20,1804.1825726141078,nonparam
ID02_B,ID02,1,B,lower_core_15,lower_core_15,1823.0824175824175,nonparam
ID02_B,ID02,1,B,lower_core_20,lower_core_20,1826.1652892561983,nonparam
ID02_B,ID02,1,B,lower_core_25,lower_core_25,1824.049668874172,nonparam
ID02_B,ID02,1,B,lower_core_30,lower_core_30,1822.7154696132598,nonparam
ID02_B,ID02,1,B,lower_core_40,lower_core_40,1824.5684647302905,nonparam
ID02_C,ID02,2,C,p01,p01,2195.0,nonparam
ID02_C,ID02,2,C,p02,p02,2198.0,nonparam
ID02_C,ID02,2,C,p03,p03,2202.0,nonparam
ID02_C,ID02,2,C,p05,p05,2208.0,nonparam
ID02_C,ID02,2,C,p07,p07,2211.0,nonparam
ID02_C,ID02,2,C,p10,p10,2214.0,nonparam
ID02_C,ID02,2,C,p15,p15,2220.0,nonparam
ID02_C,ID02,2,C,p20,p20,2224.0,nonparam
ID02_C,ID02,2,C,p25,p25,2227.75,nonparam
ID02_C,ID02,2,C,p30,p30,2232.0,nonparam
ID02_C,ID02,2,C,p35,p35,2235.0,nonparam
ID02_C,ID02,2,C,p40,p40,2238.0,nonparam
ID02_C,ID02,2,C,p50,p50,2245.0,nonparam
ID02_C,ID02,2,C,kde_bw5,kde_bw5,2238.4598825831704,nonparam
ID02_C,ID02,2,C,kde_bw10,kde_bw10,2238.183953033268,nonparam
ID02_C,ID02,2,C,kde_bw15,kde_bw15,2239.563600782779,nonparam
ID02_C,ID02,2,C,kde_bw20,kde_bw20,2241.7710371819962,nonparam
ID02_C,ID02,2,C,kde_bw30,kde_bw30,2244.80626223092,nonparam
ID02_C,ID02,2,C,lower_trim_03,lower_trim_03,2194.972222222222,nonparam
ID02_C,ID02,2,C,lower_trim_05,lower_trim_05,2199.266666666667,nonparam
ID02_C,ID02,2,C,lower_trim_07,lower_trim_07,2202.214285714286,nonparam
ID02_C,ID02,2,C,lower_trim_10,lower_trim_10,2205.4,nonparam
ID02_C,ID02,2,C,lower_trim_15,lower_trim_15,2209.3611111111113,nonparam
ID02_C,ID02,2,C,lower_trim_20,lower_trim_20,2212.4708333333333,nonparam
ID02_C,ID02,2,C,lower_core_15,lower_core_15,2240.6022099447514,nonparam
ID02_C,ID02,2,C,lower_core_20,lower_core_20,2237.5767634854774,nonparam
ID02_C,ID02,2,C,lower_core_25,lower_core_25,2235.556666666667,nonparam
ID02_C,ID02,2,C,lower_core_30,lower_core_30,2233.8722222222223,nonparam
ID02_C,ID02,2,C,lower_core_40,lower_core_40,2233.914583333333,nonparam
ID02_D,ID02,3,D,p01,p01,2405.0,nonparam
ID02_D,ID02,3,D,p02,p02,2410.0,nonparam
ID02_D,ID02,3,D,p03,p03,2412.0,nonparam
ID02_D,ID02,3,D,p05,p05,2417.0,nonparam
ID02_D,ID02,3,D,p07,p07,2421.0,nonparam
ID02_D,ID02,3,D,p10,p10,2425.0,nonparam
ID02_D,ID02,3,D,p15,p15,2431.0,nonparam
ID02_D,ID02,3,D,p20,p20,2435.0,nonparam
ID02_D,ID02,3,D,p25,p25,2438.0,nonparam
ID02_D,ID02,3,D,p30,p30,2441.0,nonparam
ID02_D,ID02,3,D,p35,p35,2443.0,nonparam
ID02_D,ID02,3,D,p40,p40,2446.0,nonparam
ID02_D,ID02,3,D,p50,p50,2450.0,nonparam
ID02_D,ID02,3,D,kde_bw5,kde_bw5,2450.9706457925636,nonparam
ID02_D,ID02,3,D,kde_bw10,kde_bw10,2450.6105675146773,nonparam
ID02_D,ID02,3,D,kde_bw15,kde_bw15,2450.2504892367906,nonparam
ID02_D,ID02,3,D,kde_bw20,kde_bw20,2449.890410958904,nonparam
ID02_D,ID02,3,D,kde_bw30,kde_bw30,2449.5303326810176,nonparam
ID02_D,ID02,3,D,lower_trim_03,lower_trim_03,2406.5675675675675,nonparam
ID02_D,ID02,3,D,lower_trim_05,lower_trim_05,2409.7704918032787,nonparam
ID02_D,ID02,3,D,lower_trim_07,lower_trim_07,2412.470588235294,nonparam
ID02_D,ID02,3,D,lower_trim_10,lower_trim_10,2415.694214876033,nonparam
ID02_D,ID02,3,D,lower_trim_15,lower_trim_15,2419.92817679558,nonparam
ID02_D,ID02,3,D,lower_trim_20,lower_trim_20,2423.298755186722,nonparam
ID02_D,ID02,3,D,lower_core_15,lower_core_15,2450.4505494505493,nonparam
ID02_D,ID02,3,D,lower_core_20,lower_core_20,2447.2024793388427,nonparam
ID02_D,ID02,3,D,lower_core_25,lower_core_25,2448.248344370861,nonparam
ID02_D,ID02,3,D,lower_core_30,lower_core_30,2449.9447513812156,nonparam
ID02_D,ID02,3,D,lower_core_40,lower_core_40,2448.6908713692947,nonparam
ID02_E,ID02,4,E,p01,p01,1651.0,nonparam
ID02_E,ID02,4,E,p02,p02,1655.0,nonparam
ID02_E,ID02,4,E,p03,p03,1658.0,nonparam
ID02_E,ID02,4,E,p05,p05,1663.0,nonparam
ID02_E,ID02,4,E,p07,p07,1666.0,nonparam
ID02_E,ID02,4,E,p10,p10,1670.0,nonparam
ID02_E,ID02,4,E,p15,p15,1676.0,nonparam
ID02_E,ID02,4,E,p20,p20,1680.0,nonparam
ID02_E,ID02,4,E,p25,p25,1683.0,nonparam
ID02_E,ID02,4,E,p30,p30,1687.0,nonparam
ID02_E,ID02,4,E,p35,p35,1690.0,nonparam
ID02_E,ID02,4,E,p40,p40,1694.0,nonparam
ID02_E,ID02,4,E,p50,p50,1699.0,nonparam
ID02_E,ID02,4,E,kde_bw5,kde_bw5,1699.1174168297457,nonparam
ID02_E,ID02,4,E,kde_bw10,kde_bw10,1701.4207436399217,nonparam
ID02_E,ID02,4,E,kde_bw15,kde_bw15,1699.9549902152642,nonparam
ID02_E,ID02,4,E,kde_bw20,kde_bw20,1699.3268101761253,nonparam
ID02_E,ID02,4,E,kde_bw30,kde_bw30,1698.6986301369864,nonparam
ID02_E,ID02,4,E,lower_trim_03,lower_trim_03,1650.6486486486488,nonparam
ID02_E,ID02,4,E,lower_trim_05,lower_trim_05,1654.639344262295,nonparam
ID02_E,ID02,4,E,lower_trim_07,lower_trim_07,1657.4235294117648,nonparam
ID02_E,ID02,4,E,lower_trim_10,lower_trim_10,1660.702479338843,nonparam
ID02_E,ID02,4,E,lower_trim_15,lower_trim_15,1664.889502762431,nonparam
ID02_E,ID02,4,E,lower_trim_20,lower_trim_20,1668.1908713692947,nonparam
ID02_E,ID02,4,E,lower_core_15,lower_core_15,1695.3626373626373,nonparam
ID02_E,ID02,4,E,lower_core_20,lower_core_20,1693.7314049586778,nonparam
ID02_E,ID02,4,E,lower_core_25,lower_core_25,1692.4834437086092,nonparam
ID02_E,ID02,4,E,lower_core_30,lower_core_30,1699.585635359116,nonparam
ID02_E,ID02,4,E,lower_core_40,lower_core_40,1702.966804979253,nonparam
ID02_F,ID02,5,F,p01,p01,1602.88,nonparam
ID02_F,ID02,5,F,p02,p02,1613.88,nonparam
ID02_F,ID02,5,F,p03,p03,1623.64,nonparam
ID02_F,ID02,5,F,p05,p05,1639.0,nonparam
ID02_F,ID02,5,F,p07,p07,1648.0,nonparam
ID02_F,ID02,5,F,p10,p10,1658.0,nonparam
ID02_F,ID02,5,F,p15,p15,1672.0,nonparam
ID02_F,ID02,5,F,p20,p20,1683.0,nonparam
ID02_F,ID02,5,F,p25,p25,1692.5,nonparam
ID02_F,ID02,5,F,p30,p30,1700.0,nonparam
ID02_F,ID02,5,F,p35,p35,1710.0,nonparam
ID02_F,ID02,5,F,p40,p40,1718.6,nonparam
ID02_F,ID02,5,F,p50,p50,1736.0,nonparam
ID02_F,ID02,5,F,kde_bw5,kde_bw5,1694.565362035225,nonparam
ID02_F,ID02,5,F,kde_bw10,kde_bw10,1704.2328375733855,nonparam
ID02_F,ID02,5,F,kde_bw15,kde_bw15,1711.483444227006,nonparam
ID02_F,ID02,5,F,kde_bw20,kde_bw20,1715.108747553816,nonparam
ID02_F,ID02,5,F,kde_bw30,kde_bw30,1719.9424853228963,nonparam
ID02_F,ID02,5,F,lower_trim_03,lower_trim_03,1601.2777777777778,nonparam
ID02_F,ID02,5,F,lower_trim_05,lower_trim_05,1613.7666666666667,nonparam
ID02_F,ID02,5,F,lower_trim_07,lower_trim_07,1622.0119047619048,nonparam
ID02_F,ID02,5,F,lower_trim_10,lower_trim_10,1631.3416666666667,nonparam
ID02_F,ID02,5,F,lower_trim_15,lower_trim_15,1642.6555555555556,nonparam
ID02_F,ID02,5,F,lower_trim_20,lower_trim_20,1651.2468619246863,nonparam
ID02_F,ID02,5,F,lower_core_15,lower_core_15,1702.767955801105,nonparam
ID02_F,ID02,5,F,lower_core_20,lower_core_20,1706.3416666666667,nonparam
ID02_F,ID02,5,F,lower_core_25,lower_core_25,1711.5233333333333,nonparam
ID02_F,ID02,5,F,lower_core_30,lower_core_30,1712.6083333333333,nonparam
ID02_F,ID02,5,F,lower_core_40,lower_core_40,1716.0563674321504,nonparam
ID02_G,ID02,6,G,p01,p01,2209.73,nonparam
ID02_G,ID02,6,G,p02,p02,2218.0,nonparam
ID02_G,ID02,6,G,p03,p03,2221.0,nonparam
ID02_G,ID02,6,G,p05,p05,2226.0,nonparam
ID02_G,ID02,6,G,p07,p07,2231.0,nonparam
ID02_G,ID02,6,G,p10,p10,2236.3,nonparam
ID02_G,ID02,6,G,p15,p15,2242.0,nonparam
ID02_G,ID02,6,G,p20,p20,2247.0,nonparam
ID02_G,ID02,6,G,p25,p25,2251.0,nonparam
ID02_G,ID02,6,G,p30,p30,2254.0,nonparam
ID02_G,ID02,6,G,p35,p35,2258.0,nonparam
ID02_G,ID02,6,G,p40,p40,2262.0,nonparam
ID02_G,ID02,6,G,p50,p50,2269.0,nonparam
ID02_G,ID02,6,G,kde_bw5,kde_bw5,2269.4045401174167,nonparam
ID02_G,ID02,6,G,kde_bw10,kde_bw10,2266.1321037181992,nonparam
ID02_G,ID02,6,G,kde_bw15,kde_bw15,2266.1321037181992,nonparam
ID02_G,ID02,6,G,kde_bw20,kde_bw20,2267.222915851272,nonparam
ID02_G,ID02,6,G,kde_bw30,kde_bw30,2267.222915851272,nonparam
ID02_G,ID02,6,G,lower_trim_03,lower_trim_03,2211.527777777778,nonparam
ID02_G,ID02,6,G,lower_trim_05,lower_trim_05,2216.3050847457625,nonparam
ID02_G,ID02,6,G,lower_trim_07,lower_trim_07,2219.987951807229,nonparam
ID02_G,ID02,6,G,lower_trim_10,lower_trim_10,2224.0593220338983,nonparam
ID02_G,ID02,6,G,lower_trim_15,lower_trim_15,2229.2033898305085,nonparam
ID02_G,ID02,6,G,lower_trim_20,lower_trim_20,2232.885106382979,nonparam
ID02_G,ID02,6,G,lower_core_15,lower_core_15,2267.8595505617977,nonparam
ID02_G,ID02,6,G,lower_core_20,lower_core_20,2256.9618644067796,nonparam
ID02_G,ID02,6,G,lower_core_25,lower_core_25,2270.484745762712,nonparam
ID02_G,ID02,6,G,lower_core_30,lower_core_30,2266.5649717514125,nonparam
ID02_G,ID02,6,G,lower_core_40,lower_core_40,2262.5987261146497,nonparam
ID02_H,ID02,7,H,p01,p01,2110.0,nonparam
ID02_H,ID02,7,H,p02,p02,2118.72,nonparam
ID02_H,ID02,7,H,p03,p03,2127.0,nonparam
ID02_H,ID02,7,H,p05,p05,2134.0,nonparam
ID02_H,ID02,7,H,p07,p07,2139.0,nonparam
ID02_H,ID02,7,H,p10,p10,2148.0,nonparam
ID02_H,ID02,7,H,p15,p15,2157.0,nonparam
ID02_H,ID02,7,H,p20,p20,2164.0,nonparam
ID02_H,ID02,7,H,p25,p25,2171.0,nonparam
ID02_H,ID02,7,H,p30,p30,2176.0,nonparam
ID02_H,ID02,7,H,p35,p35,2183.0,nonparam
ID02_H,ID02,7,H,p40,p40,2188.0,nonparam
ID02_H,ID02,7,H,p50,p50,2199.0,nonparam
ID02_H,ID02,7,H,kde_bw5,kde_bw5,2209.2599999999993,nonparam
ID02_H,ID02,7,H,kde_bw10,kde_bw10,2206.9189041095888,nonparam
ID02_H,ID02,7,H,kde_bw15,kde_bw15,2203.173150684931,nonparam
ID02_H,ID02,7,H,kde_bw20,kde_bw20,2200.83205479452,nonparam
ID02_H,ID02,7,H,kde_bw30,kde_bw30,2198.959178082191,nonparam
ID02_H,ID02,7,H,lower_trim_03,lower_trim_03,2103.6111111111113,nonparam
ID02_H,ID02,7,H,lower_trim_05,lower_trim_05,2114.3166666666666,nonparam
ID02_H,ID02,7,H,lower_trim_07,lower_trim_07,2120.7738095238096,nonparam
ID02_H,ID02,7,H,lower_trim_10,lower_trim_10,2127.4201680672268,nonparam
ID02_H,ID02,7,H,lower_trim_15,lower_trim_15,2135.8715083798884,nonparam
ID02_H,ID02,7,H,lower_trim_20,lower_trim_20,2141.8529411764707,nonparam
