stage,status,elapsed_s,error
stage1,OK,8.034706115722656e-05,
stage2,OK,3.0994415283203125e-05,
stage3,OK,5.936622619628906e-05,
stage4,OK,6.318092346191406e-05,
stage5,OK,510.0675640106201,
stage6,OK,0.22187542915344238,
