iteration,oob_median,n_oob
132,47.87506908087482,12
133,55.46264777140543,9
134,70.88958482321841,10
135,40.53614616293804,7
136,40.940675149654986,9
137,52.12242661255918,10
138,45.408136937195565,9
139,67.88864770389655,7
140,45.45040430521859,12
141,38.75141980017839,11
142,34.942461348066246,6
143,51.77259255018873,8
144,71.30024260058677,9
145,42.37836390096413,8
146,63.433861045574076,8
147,41.20149118200549,11
148,39.69874174679253,9
149,56.85909310516903,10
150,40.155661565888764,10
151,37.08099725899139,8
152,37.96745008843923,9
153,37.791535024246805,9
154,64.19399143902021,10
155,46.094017478792836,9
156,65.55494111460654,5
157,39.21005761476923,8
158,67.33825953895652,10
159,64.83460769658831,8
160,36.258326066841796,6
161,59.871590286664755,10
162,59.99437714456589,10
163,38.85558567416757,8
164,67.11191606498727,8
165,58.260049478028016,11
166,37.402778501467566,10
167,42.46922627417298,10
168,36.827651851200905,7
169,31.60556660938244,9
170,59.30290768717233,10
171,90.57132757309043,7
172,55.49810675146135,10
173,51.18947557970006,10
174,38.04160679216959,8
175,62.07008908820487,8
176,50.59346845187328,8
177,47.13630383238784,9
178,42.881030602901575,9
179,52.96542504164128,10
180,100.11263085206672,9
181,55.22389268627148,11
182,51.19636399492846,10
183,48.100782205855154,9
184,38.86804975878171,9
185,65.2328810507571,8
186,41.71742086984423,8
187,50.52967610336449,9
188,32.66194476330482,7
189,37.406399912465204,8
190,35.55790381643313,8
191,40.216318334143956,11
192,47.30498076816957,10
193,38.931372426466766,5
194,34.23658815655835,8
195,41.96545073289041,13
196,38.464318320809035,13
197,86.33985563952206,7
198,43.5636277662006,7
199,49.110016782570256,6
200,35.588509250363416,12
201,54.65205919161087,9
202,38.352584371565676,7
203,64.53734922978674,8
204,45.165462135693645,8
205,52.451257801111225,9
206,54.40923817170713,8
207,47.91304580421587,9
208,48.38144802181753,9
209,40.216318334143956,11
210,40.940675149654986,9
211,52.76303698709978,8
212,32.56663537242752,10
213,35.75217787806703,11
214,38.4928625184391,9
215,48.02203506523472,10
216,37.55262242025782,10
217,52.297225609447864,11
218,47.26728574996982,10
219,32.723741672716855,10
220,59.12305741846441,9
221,55.66452357269526,8
222,56.926631637977025,8
223,75.34064259348013,7
224,42.13016216176005,9
225,58.97109810503655,8
226,42.92529895003739,12
227,96.50267119023195,7
228,55.80096121718373,7
229,37.39200884142247,9
230,37.66834663193056,10
231,38.931372426466766,9
232,52.15393233721304,9
233,40.27119748431449,9
234,35.588509250363416,8
235,45.57371705530366,8
236,58.46777027547998,8
237,39.209264987501534,6
238,44.91343576530376,9
239,70.89351307647213,8
240,53.06081347457996,9
241,37.795919683700944,8
242,39.01385946411297,10
243,41.203665595921485,8
244,36.03677340527965,10
245,54.73020585748964,11
246,45.67705948158695,10
247,45.55630691760797,9
248,41.44993479563587,10
249,37.86819072814811,4
250,53.25839568818427,11
251,59.5445441329711,8
252,49.15710695787331,10
253,40.540959686804754,8
254,59.35606797814562,10
255,38.41279483159855,6
256,74.75865094269722,8
257,37.67476090973564,7
258,66.68785894274612,8
259,40.59356202923055,9
260,44.262767443835806,10
261,48.79511936919725,8
262,38.24911837355247,9
263,45.101613847484316,9
264,59.064414380471746,8
265,50.055409092300046,7
266,47.91304580421587,7
267,66.8853079280111,11
268,48.038989513377,7
269,81.33597493741566,9
270,52.46569499725251,10
271,67.11191606498727,6
272,38.21370813976057,9
273,63.00418267323776,10
274,35.65044455466804,9
275,37.199911342907164,8
276,48.27193266497704,9
277,47.91304580421587,7
278,78.17252839996581,10
279,39.469139818397906,11
280,51.7924449455696,10
281,75.44450557610702,7
282,56.235093899097194,10
283,44.983994559076336,10
284,57.183790669913826,10
285,65.15828957626749,10
286,42.99380198851773,10
287,47.770904108309196,7
288,39.6170313203518,10
289,32.2454546493691,11
290,56.19769265680566,8
291,47.70003105142157,9
292,58.16803329758858,8
293,64.30669874754633,10
294,54.343152213305885,10
295,89.54472824399207,8
296,87.69932084815191,4
297,40.89711314162422,7
298,42.977983240175085,8
299,44.29874730774699,10
300,39.61704555775503,11
301,47.73354895079626,11
302,56.62089642976098,11
303,46.85837760235529,8
304,47.94272506700209,5
305,49.414213021477664,9
306,38.24911837355247,5
307,71.02859873412416,10
308,56.03474847965867,9
309,43.611924676949826,8
310,47.73110071560193,9
311,34.35352483952788,8
312,55.311443966795,6
313,47.787010029768105,7
314,36.74027284811631,8
315,51.54202786754381,9
316,56.69305783890292,10
317,37.84702680929536,9
318,37.09369592267112,8
319,50.9393868863957,7
320,51.40431296590149,9
321,43.89900296291441,8
322,58.62063066132499,8
323,45.11655168100883,10
324,48.111347875821544,9
325,37.996834300601826,10
326,37.91718758105333,10
327,56.085003355186856,7
328,56.888216054923106,8
329,43.80379953504608,10
330,57.37811155050118,7
331,31.93205340352241,9
332,36.789993157906075,8
333,64.45553671858978,9
334,40.27119748431449,7
335,52.26231577193508,8
336,48.00179949516125,9
337,45.891176462779974,11
338,39.88310794115149,8
339,37.841671255120275,7
340,37.96745008843923,11
341,81.94107492948893,11
342,43.28282403351671,7
343,47.78962968029761,5
344,56.200189990867706,7
345,75.77401312210328,7
346,54.65205919161087,13
347,38.33268536428169,9
348,41.44252761645679,7
349,42.1456075962016,12
350,49.42531096407425,9
351,75.42686239602304,8
352,43.23432248940634,9
353,62.40859905527174,7
354,52.314489553443636,9
355,52.64518964341174,7
356,54.531715809705055,9
357,45.06983022435617,9
358,58.88678155733214,9
359,43.48382417530553,8
360,48.46599460513595,7
361,48.45792206765555,8
362,89.85211926993577,7
363,59.43153925336817,8
364,39.6988131143704,9
365,61.272118050118294,12
366,41.32113662733554,9
367,34.628164727780735,9
368,59.35606797814562,6
369,44.394728790146615,9
370,38.72588864825541,9
371,64.37348507768358,8
372,39.28887268961634,8
373,42.626565640168224,7
374,45.53622685690716,8
375,47.499606152850674,10
376,45.82472005217802,8
377,72.67811856077347,9
378,77.66158732473085,9
379,85.61046588754209,5
380,37.615776013163256,8
381,43.362062816435525,5
382,33.913996494192205,9
383,47.71032671694067,10
384,38.956488999159376,8
385,49.102132218104515,9
386,37.29438758224045,10
387,48.100782205855154,9
388,47.85742472251725,8
389,38.29545581401109,11
390,62.01631898963305,8
391,41.83911122670445,9
392,33.42799059342922,11
393,60.470302431557016,9
394,54.423895274375916,9
395,37.268862208923565,9
396,55.170915777764016,7
397,43.89900296291441,10
398,36.861713778120716,9
399,64.07625257063302,10
400,42.537681611951726,10
401,43.83775893497008,9
402,47.48210492591146,10
403,48.98226417344799,6
404,72.23579702494433,7
405,34.71212885997842,9
406,93.76179982915926,8
407,33.716421749622484,7
408,54.50465437668776,10
409,58.82806550118944,8
410,43.26540422570817,10
411,43.358800919481794,8
412,37.10666015828401,11
413,52.314489553443636,7
414,47.89864508924416,11
415,40.27119748431449,11
416,45.11655168100883,10
417,41.46097822706017,7
418,34.2379519621052,7
419,42.54677511997893,10
420,47.0918369312871,9
421,38.352584371565676,7
422,52.56205986779042,8
423,38.41279483159855,8
424,63.5574041752897,10
425,43.703337619026314,8
426,40.02995549591102,7
427,31.60556660938244,9
428,50.76249529253384,10
429,70.92377774355136,8
430,49.52657751199921,12
431,62.324879513851556,9
432,58.19365037415877,9
433,38.947078627661476,7
434,40.54393366727049,9
435,41.085222304606795,4
436,54.25450090184417,8
437,84.75051945313734,8
438,40.07487170318658,7
439,36.970851281169374,8
440,52.85717908586211,8
441,32.10324895934562,8
442,37.39200884142247,7
443,49.71509748831028,8
444,70.91029873938282,10
445,48.53907393264218,12
446,32.51282239325601,8
447,72.51762925778246,9
448,77.37353673494889,11
449,58.06797144786378,9
450,46.05623863900644,6
451,40.218805638731894,8
452,69.25017633956148,9
453,50.67293661212274,8
454,40.03638971539458,8
455,38.31088564669517,6
456,53.14158172706761,6
457,47.07494037381369,10
458,53.788235144997074,8
459,48.02963466142666,7
460,41.11222733786528,8
461,36.81240727432039,8
462,37.9034133605968,9
463,44.91343576530376,9
464,37.780083592380386,6
465,43.440305159221005,8
466,46.23677930229741,11
467,47.91304580421587,9
468,43.86516848489039,10
469,48.818611494649396,8
470,58.60592862494461,8
471,56.320715792556534,10
472,53.0218986734109,6
473,39.29543339622181,10
474,47.94272506700209,9
475,37.5380956490854,10
476,77.1904506549281,10
477,42.51671470667943,8
478,42.20514094588805,12
479,45.50267328136968,6
480,60.9480417123079,9
481,34.40902762552076,10
482,37.91111721348307,10
483,56.320715792556534,10
484,38.33268536428169,9
485,37.86134995990453,10
486,54.66638792523829,9
487,42.87590109100686,9
488,45.55630691760797,9
489,46.081529039966654,8
490,37.4262779500781,8
491,46.96884183645077,9
492,44.11922494375731,9
493,50.87623581441528,12
494,55.62978264671353,9
495,74.64103213132425,8
496,55.83412839836549,8
497,37.841671255120275,7
498,37.420219771317704,7
499,55.682921473484555,10
500,47.10948854621625,9
501,33.706919649115704,9
502,56.62089642976098,7
503,85.48401072261665,7
504,60.55553488964204,7
505,37.6122867247562,7
506,42.881030602901575,11
507,71.55402596998341,10
508,59.56141142379004,6
509,64.88344370781911,10
510,63.86930760778,10
511,48.315891973651674,9
512,44.55002642352717,8
513,41.292673377882295,7
514,47.73354895079626,11
515,38.019235322446534,7
516,48.9269348304829,9
517,60.91260808234334,8
518,35.89577345360318,8
519,57.37811155050118,7
520,37.494970581613856,10
521,63.55715389984508,8
522,44.91343576530376,9
523,47.6678389874241,9
524,37.9448464320494,7
525,32.483027507682976,8
526,48.02963466142666,9
527,62.324879513851556,9
528,46.03223620993163,9
529,67.77634284061605,9
530,54.60263870420918,9
531,48.86898181052774,6
532,38.761975330330706,10
533,40.81860093292781,11
534,78.91540561208308,10
535,45.99937114163561,11
536,55.26332003461189,9
537,36.5448207745474,11
538,39.72029550900558,5
539,39.001886649954116,10
540,52.17559338355074,12
541,73.8190580160976,7
542,48.33349509342638,8
543,43.14620296303295,8
544,37.53569849851825,10
545,47.1540826129596,6
546,31.95886443954313,7
547,48.315891973651674,7
548,37.58076146830783,9
549,52.100540914214506,8
550,71.09097205041539,7
551,36.23523581485482,10
552,66.82523224542965,6
553,48.67800118869968,8
554,54.65205919161087,11
555,68.51777387783436,8
556,44.98505207607004,10
557,38.853119607220926,7
558,39.22089590370747,10
559,31.8151230151541,9
560,52.42062955565149,12
561,49.73014001027204,8
562,38.06235639845876,8
563,38.77765333538374,7
564,56.80128771011813,12
565,38.30402961269143,11
566,54.857498953451554,10
567,47.886290873756,7
568,36.41178883680951,8
569,97.1496047452689,9
570,48.27193266497704,9
571,36.28326702792092,10
572,49.26818305309585,10
573,32.27989080546355,8
574,45.06983022435617,11
575,50.625913473406214,8
576,48.27193266497704,9
577,42.97550400177647,8
578,60.96988452165628,9
579,53.385727440591914,9
580,32.898806532254575,6
581,51.986202682577115,7
582,40.59356202923055,11
583,56.11167823156818,8
584,47.07494037381369,8
585,47.70003105142157,9
586,69.10105108566336,7
587,36.36601293580368,8
588,35.48477026374888,11
589,32.10959960100802,9
590,37.50111665775995,7
591,68.45908313465195,10
592,41.085222304606795,8
593,55.170915777764016,11
594,43.92632368303363,8
595,40.340486234394476,8
596,40.02995549591102,11
597,38.615045795508735,10
598,64.58071686049178,8
599,44.748332332242015,10
600,52.47757559123495,9
601,48.18379187372617,7
602,58.06797144786378,5
603,49.49335662841312,12
604,39.943189192353586,11
605,47.84886468490208,9
606,35.754830128520396,8
607,47.86720632137312,6
608,51.57743890400233,8
609,40.33825176111207,9
610,41.824703178328335,6
611,43.39279127382985,9
612,43.879426703306564,7
613,35.663086802181724,5
614,48.79511936919725,8
615,66.21098854675938,11
616,37.41805906857748,7
617,56.69305783890292,8
618,78.91540561208308,8
619,74.35963431718777,7
620,53.037344598066355,8
621,64.53734922978674,8
622,63.54706565709786,7
623,39.61630226529474,10
624,47.7282470843621,9
625,65.79675768622725,10
626,36.771420928094244,10
627,52.814028922806074,6
628,35.17429995795959,10
629,40.40970520384577,9
630,38.64494342219185,9
631,56.42285478288482,10
632,41.32113662733554,9
633,79.01953321633026,9
634,38.65925357547384,10
635,58.87379710993718,9
636,46.84175475049593,7
637,56.888216054923106,10
638,40.40287286217317,6
639,61.76553444503301,4
640,43.95498969368256,8
641,49.84338569039138,9
642,69.04633635182638,7
643,33.73789868170974,10
644,54.57131557458643,10
645,45.58977150113793,10
646,53.67740065537279,9
647,33.913996494192205,9
648,67.20263878021339,9
649,48.111347875821544,7
650,70.45308861079371,6
651,71.18679782485839,6
652,52.314489553443636,9
653,33.52575760455894,9
654,34.559091980256305,10
655,45.23764219436913,9
656,54.62734376871395,9
657,54.343152213305885,8
658,52.42062955565149,8
659,35.4971963597811,7
660,39.809338319322855,8
661,38.960739289836496,8
662,48.550836135946945,9
663,48.68662596618101,10
664,61.474765144861756,7
665,33.80453047409609,9
666,79.14400918951773,6
667,47.79228748421478,9
668,48.81278848013011,6
669,48.86262736867672,6
670,48.90749506326439,10
671,41.08234697372862,8
672,37.90715104748911,8
673,63.11876399922647,8
674,43.331340210908905,9
675,47.9707390426169,9
676,32.047032766298905,11
677,56.96944616030262,10
678,41.39710441958358,7
679,61.17047063063241,9
680,41.39074735003991,8
681,33.34094269873752,8
682,75.62361462503245,8
683,33.993019844825156,10
684,71.4421833823068,8
685,50.43439661970222,9
686,37.64091044185061,7
687,52.46569499725251,10
688,37.706435266664556,10
689,44.10126097020424,8
690,36.25669397475071,9
691,37.84702680929536,9
692,58.22684805079525,7
693,73.0930671948709,7
694,59.460991608518206,9
695,33.424528064938265,7
696,42.95434403642234,10
697,37.268862208923565,9
698,41.973147868815715,8
699,45.73020823636587,8
700,72.1727417452526,9
701,58.351623005789875,8
702,44.83263821248813,9
703,43.01973978252533,7
704,67.57464442819482,10
705,55.26332003461189,9
706,51.898640608867126,12
707,54.531715809705055,9
708,41.37031430761825,7
709,40.40970520384577,11
710,63.86930760778,8
711,38.08717830970098,8
712,62.72611168772326,9
713,43.38842128837252,9
714,54.76507412915056,9
715,66.27856968950326,7
716,44.89833058444147,10
717,31.87521895407942,6
718,75.86202359477319,8
719,57.551776584146914,9
720,66.82523224542965,10
721,54.44123139265214,12
722,77.37353673494889,9
723,47.71032671694067,8
724,48.9269348304829,9
725,48.46218157621896,9
726,56.200189990867706,7
727,50.964090775395164,8
728,32.636442579980894,9
729,42.185002109728316,10
730,37.86105127588974,10
731,60.23828525156776,8
732,54.73020585748964,7
733,76.26136997078684,7
734,37.91212165446296,8
735,58.06797144786378,7
736,47.299580527676675,12
737,49.14510305029294,11
738,76.96371047453326,8
739,50.35598005172319,6
740,39.29368506733227,10
741,59.42549661455127,8
742,48.29261434491974,7
743,47.87455134081415,7
744,42.108792380455206,12
745,42.50350117538318,10
746,58.93242339478893,8
747,30.476629953406782,6
748,50.82051568272979,11
749,58.79539047570863,8
750,86.39577883994781,9
751,44.62577462845961,10
752,43.822999843000204,10
753,43.05680196004866,8
754,47.13630383238784,9
755,31.56239844239726,10
756,78.45470066651848,8
757,74.97156652579598,7
758,47.724434701383124,7
759,67.67528228306426,7
760,82.73209923783128,8
761,55.1989444049103,9
762,42.82459679749061,7
763,35.619771695230014,7
764,43.52179896353191,6
765,40.33825176111207,7
766,44.59292249681434,10
767,39.30891272325889,11
768,52.96542504164128,8
769,39.28887268961634,10
770,50.52967610336449,11
771,37.900407792393956,9
772,45.863035165683314,10
773,51.97389714193727,10
774,37.56088918668041,9
775,45.408136937195565,9
776,66.80343082068771,9
777,58.088799831424815,9
778,70.01091289403907,9
779,43.75713490357574,10
780,62.40859905527174,11
781,38.019235322446534,9
782,71.11848057090351,8
783,43.43872177247175,8
784,83.6550041585738,10
785,45.23764219436913,11
786,34.058424171280116,7
787,45.11498166433941,8
788,46.46184261595123,8
789,74.91041417498538,7
790,40.189190376173556,8
791,56.66922658101066,5
792,59.60138326905389,9
793,52.297225609447864,11
794,38.446913264020296,8
795,40.811990374986436,7
796,38.91063520440801,7
797,43.98641192689013,4
798,39.34994265287813,10
799,48.79511936919725,8
800,63.627163820465846,8
801,47.718780869833324,7
802,41.44252761645679,9
803,40.95215614203311,12
804,45.072795049764025,9
805,38.781560844286915,10
806,37.900407792393956,9
807,59.08531244168205,9
808,38.86236598152261,10
809,47.13630383238784,7
810,43.331340210908905,11
811,37.6122867247562,9
812,54.73020585748964,7
813,31.633440195326255,9
814,60.88376364558199,9
815,35.70117060106822,7
816,84.87670141396711,10
817,40.40970520384577,7
818,48.53469924189602,8
819,42.1994621328966,9
820,55.431871710609045,8
821,49.695518374688085,8
822,34.93402216772075,10
823,55.72481923622904,6
824,56.147711121937704,7
825,33.424528064938265,9
826,38.0185628475167,8
827,38.72588864825541,9
828,67.94637014769648,11
829,37.3634612921628,10
830,40.940675149654986,9
831,63.414512361860055,7
832,39.66711017482468,9
833,44.77211178407328,11
834,55.47720358274888,8
835,44.278081742145886,9
836,52.47757559123495,9
837,41.16423605677018,9
838,59.9604322283861,8
839,43.89561319233465,8
840,37.273722407354065,7
841,37.4729752016422,9
842,40.27119748431449,9
843,40.54393366727049,7
844,51.94923119327975,11
845,36.59622695720326,10
846,37.62127251328432,10
847,48.712166382554436,9
848,60.63957598865453,8
849,33.028884563062476,9
850,45.66210834501953,10
851,47.787010029768105,7
852,45.58826957131182,8
853,47.70383045003136,11
854,35.734468558388286,10
855,42.82459679749061,9
856,56.200189990867706,9
857,61.02806859912423,7
858,45.049319181182696,8
859,37.84702680929536,11
860,52.86072993320079,8
861,64.79539598490837,8
862,58.260049478028016,9
863,37.94763388478867,6
864,41.46097822706017,7
865,37.56088918668041,11
866,39.34607361212552,12
867,45.891176462779974,7
868,55.479317663039964,8
869,49.74332327389589,11
870,60.23828525156776,6
871,45.29275917450795,10
872,38.0185628475167,10
873,58.09695333222944,9
874,46.77485866593533,10
875,36.73724268459975,9
876,43.43872177247175,10
877,61.990079555168045,8
878,38.89295465282681,8
879,75.30790166624277,8
880,56.82555442554201,8
881,62.6551573044262,10
882,78.04056450787448,8
883,33.47687409899408,10
884,66.87471348829244,9
885,72.51762925778246,9
886,37.67764218963514,10
887,33.294945761699886,12
888,37.29438758224045,8
889,78.18006553386415,9
890,69.10105108566336,7
891,54.531715809705055,9
892,64.01986330431916,10
893,57.90084675405621,8
894,51.77259255018873,10
895,41.46097822706017,9
896,31.716007256130574,9
897,46.50001748306617,10
898,60.31688476072527,9
899,37.10666015828401,5
900,42.678415094198996,8
901,36.247481744828264,8
902,55.200814712373855,8
903,62.72611168772326,7
904,77.5777697016878,8
905,36.91710718670197,8
906,81.69323899689593,8
907,45.049319181182696,8
908,50.52133318838201,9
909,70.41059819769677,10
910,71.80373319135076,7
911,62.78347466929131,6
912,56.40950284445723,10
913,54.96605354281794,10
914,49.03460802409053,8
915,66.27856968950326,7
916,60.807756892750376,8
917,48.7260083162147,9
918,64.72909329601384,7
919,48.111347875821544,9
920,27.593129944558967,5
921,38.025155992503976,9
922,66.84434125455616,7
923,45.55917512033851,10
924,48.314816208020964,10
925,60.138483134367796,11
926,37.82033782488726,8
927,37.73450353250365,9
928,57.98431065857333,9
929,41.65797285676197,10
930,48.87913298036999,10
931,37.8135032818645,9
932,39.64873920250819,9
933,40.40970520384577,7
934,83.54839830628327,8
935,42.626565640168224,7
936,40.74119135960002,8
937,95.15913438567796,8
938,38.710002081352904,9
939,59.28748254144323,8
940,59.639707840949505,7
941,42.906726798304916,10
942,45.709936584526886,8
943,46.326736212275435,9
944,72.22703897747229,8
945,42.926870481097616,6
946,59.10187097217447,8
947,64.4833910257662,9
948,61.680899527620326,8
949,40.54393366727049,9
950,40.155661565888764,10
951,37.56088918668041,9
952,42.10302727664245,10
953,31.694375092345865,10
954,38.17243581996318,9
955,49.42107298631616,9
956,37.73450353250365,7
957,48.498233270717314,10
958,45.55630691760797,9
959,47.40020983427247,9
960,58.088799831424815,9
961,39.245405787404074,9
962,46.91909627383544,10
963,57.1310502294829,9
964,41.28200199960308,10
965,54.65205919161087,7
966,48.33349509342638,10
967,38.019235322446534,7
968,71.01745830012601,8
969,64.4833910257662,9
970,47.89864508924416,9
971,41.31872868947782,8
972,41.229088945283266,6
973,51.00210306675771,10
974,34.90489712909483,9
975,49.42128229224573,7
976,60.55553488964204,11
977,124.67710823480307,5
978,34.443677289341636,10
979,60.31688476072527,7
980,38.14603022556214,10
981,39.345039399946515,9
982,45.53622685690716,8
983,44.843103140634966,6
984,44.59292249681434,8
985,44.97247926400482,9
986,112.51254394889506,13
987,32.76255490649639,6
988,37.98931396208307,11
989,36.633964196166275,10
990,37.937073226432105,7
991,48.70461421544521,8
992,40.40970520384577,7
993,41.46097822706017,9
994,51.1929139494028,6
995,51.986202682577115,9
996,37.273722407354065,7
997,31.26619785778182,6
998,74.00471712820892,6
999,68.32234933030175,7
1000,39.01385946411297,8
1001,53.69516861723473,8
1002,65.34659619524125,6
1003,38.521236812152864,10
1004,55.660083543041324,10
1005,36.78057183024432,9
1006,33.67869768981329,8
1007,50.74745934031232,8
1008,36.96577301563506,9
1009,37.91111721348307,8
1010,33.561780891896916,9
1011,50.51054675787981,8
1012,50.99643174108123,9
1013,37.90613218160705,9
1014,37.32995760992844,7
1015,38.521236812152864,8
1016,66.80343082068771,9
1017,59.304537625017105,7
1018,45.90985105350853,11
1019,39.44251729165708,6
1020,96.11046718895733,7
1021,43.04412974028736,8
1022,41.32113662733554,9
1023,47.13630383238784,9
1024,54.73020585748964,7
1025,60.08785381285718,7
1026,54.10218144756697,8
1027,78.5401275701095,6
1028,48.720478812962426,10
1029,40.01698482453245,7
1030,62.523065834216695,10
1031,46.84175475049593,9
1032,43.038432955533885,9
1033,63.726080952760334,9
1034,67.67528228306426,9
1035,58.351623005789875,10
1036,43.20737215051835,9
1037,35.081643341609166,8
1038,51.08925172775197,6
1039,43.98641192689013,8
1040,42.36338301132459,11
1041,33.71698096154673,6
1042,42.436416783259126,9
1043,61.68237067420763,8
1044,64.79218924988282,8
1045,58.260049478028016,9
1046,48.86262736867672,8
1047,37.78402128326181,10
1048,37.67476090973564,7
1049,47.237452501029324,8
1050,37.80326150103882,10
1051,54.76507412915056,9
1052,48.165561981281684,8
1053,36.45824753042335,7
1054,49.42128229224573,9
1055,38.019235322446534,9
1056,72.23579702494433,9
1057,42.08450731041795,8
1058,42.80519806486724,12
1059,39.497219917356325,8
1060,60.07361557263991,9
1061,43.20879070977061,7
1062,40.722593005402416,8
1063,35.75217787806703,9
1064,37.30408484329837,8
1065,55.98602426856797,7
1066,36.45824753042335,7
1067,39.943189192353586,9
1068,54.1474181250948,8
1069,45.16093610372562,10
1070,50.99296639489302,8
1071,48.054938947128235,11
1072,58.14122040298495,5
1073,48.46048822426813,10
1074,54.66638792523829,9
1075,37.05216167458997,9
1076,99.419961152513,6
1077,42.724704533577096,8
1078,43.5818035992029,10
1079,35.235692741506526,8
1080,46.438091220364726,8
1081,47.787010029768105,9
1082,42.38817459088168,7
1083,33.47687409899408,8
1084,37.86697341320696,10
1085,48.982700980520136,8
1086,50.175852528179604,7
1087,41.46097822706017,7
1088,48.61181891623703,9
1089,39.88452860879058,9
1090,56.28717373465113,9
1091,41.44252761645679,9
1092,45.374120854742436,8
1093,52.2602436838427,9
1094,67.32337389223886,8
1095,47.78962968029761,9
1096,76.18831203075592,6
1097,40.59356202923055,7
1098,51.84661039527801,8
1099,40.463534318767614,8
1100,76.4930126793354,5
1101,48.64386029619697,9
1102,40.02995549591102,9
1103,54.57131557458643,10
1104,85.22626083473399,9
1105,38.369416289301036,6
1106,43.26540422570817,10
1107,70.08501728700827,12
1108,35.41059935704424,8
1109,53.614772508643554,9
1110,56.351795879908195,7
1111,40.37037948122368,10
1112,36.9660237806292,12
1113,42.906726798304916,10
1114,36.633964196166275,10
1115,37.442420833495305,10
1116,42.87590109100686,7
1117,57.19579210188425,8
1118,53.58876615974478,10
1119,45.148624569050575,6
1120,51.240374674230885,8
1121,54.947018995596345,11
1122,68.19239833753232,10
1123,45.57371705530366,8
1124,50.43669548043011,8
1125,55.962590045240695,8
1126,38.29060643090465,7
1127,52.388689386467384,11
1128,50.52967610336449,9
1129,43.83017784171187,10
1130,65.55494111460654,9
1131,62.50937669833005,10
1132,50.99296639489302,8
1133,62.07008908820487,6
1134,67.0639355094068,8
1135,47.718780869833324,7
1136,58.613266422333496,10
1137,33.62951888397654,9
1138,48.100782205855154,7
1139,51.94923119327975,9
1140,38.67991583950776,8
1141,52.405652429684466,8
1142,48.111347875821544,9
1143,50.45280860161421,10
1144,60.31688476072527,9
1145,42.1994621328966,7
1146,56.52279912111121,9
1147,35.859567664306624,8
1148,41.33850345270336,9
1149,52.05297072944654,8
1150,39.64873920250819,7
1151,44.278081742145886,9
