config_id,estimator,loss,geometry,all_data_median,all_data_dtag_mm,loo_median,loo_p95,loo_rmse,gap_mm,mean_train_dtag_mm
97,lower_trim_20,huber30,V5,43.942197565421765,14.0,44.485154905540824,164.135314687521,81.53684273071072,0.5429573401190595,6.923844094469689
90,lower_trim_20,huber30,V5,43.83032772614919,8.0,44.485154905540824,164.135314687521,81.53684273071072,0.6548271793916314,6.923844094469689
83,lower_trim_20,huber30,V5,43.782946223826336,9.0,44.485154905540824,164.135314687521,81.53684273071072,0.7022086817144881,6.923844094469689
67,lower_trim_20,huber30,V5,43.617038575862175,15.0,44.485154905540824,164.135314687521,81.53684273071072,0.8681163296786494,6.923844094469689
78,p10,huber30,V5,43.74872816549984,13.0,44.6984919149225,164.76308859726643,81.26800468725406,0.9497637494226581,10.790761484672673
93,p10,huber30,V5,43.84968545761341,12.0,44.6984919149225,164.76308859726643,81.26800468725406,0.8488064573090881,10.790761484672673
55,p05,student5,Vicon,43.42100460989796,0.0,44.7220416615839,159.86467891058507,76.28752156572442,1.3010370516859382,-0.0074924765761066325
99,p07,huber30,V5,43.94884168276931,6.0,44.72854665236386,164.87283966362415,81.73155498119604,0.7797049695945475,5.019468145954995
86,p07,huber30,V5,43.800190580576256,7.0,44.72854665236386,164.87283966362415,81.73155498119604,0.9283560717876043,5.019468145954995
44,p07,student5,Vicon,43.14443451957574,2.0,44.82898555881241,159.06932611329458,75.93415495859071,1.6845510392366734,4.1090375407138895
33,p07,student5,Vicon,42.90251060170705,3.0,44.82898555881241,159.06932611329458,75.93415495859071,1.9264749571053628,4.1090375407138895
57,p07,student5,Vicon,43.44813604599902,4.0,44.82898555881241,159.06932611329458,75.93415495859071,1.3808495128133913,4.1090375407138895
64,p07,student5,Vicon,43.58205728662575,1.0,44.82898555881241,159.06932611329458,75.93415495859071,1.2469282721866648,4.1090375407138895
63,p10,student5,Vicon,43.57276672619592,0.0,45.20834037244751,159.61270538933834,75.99998819481078,1.6355736462515864,8.97815176380026
84,lower_trim_20,student5,Vicon,43.79263483099153,5.0,45.23218700166714,168.2570279149707,77.03783514759475,1.4395521706756114,6.288492186081832
94,lower_trim_20,student5,Vicon,43.85318987724016,4.0,45.23218700166714,168.2570279149707,77.03783514759475,1.3789971244269807,6.288492186081832
76,lower_trim_20,student5,Vicon,43.74444256276804,6.0,45.23218700166714,168.2570279149707,77.03783514759475,1.4877444388990995,6.288492186081832
62,lower_trim_15,student5,Vicon,43.56829218941489,2.0,45.63997223535057,170.6576093240617,77.37268467622113,2.071680045935679,2.444503676457465
82,lower_trim_15,student5,Vicon,43.77992211648498,1.0,45.63997223535057,170.6576093240617,77.37268467622113,1.860050118865587,2.444503676457465
52,p07,student5,V5,43.27286239455254,0.0,47.26186443581242,156.90349750959294,76.03623858559116,3.98900204125988,5.019468145954995
91,p20,student5,V5,43.83974477858386,30.0,48.524970412900146,150.16165255384408,75.34476681409791,4.685225634316289,24.452726408953918
92,p20,student5,V5,43.84000701252022,29.0,48.524970412900146,150.16165255384408,75.34476681409791,4.684963400379928,24.452726408953918
74,p15,student5,V5,43.67975430471514,26.0,49.17304470611553,156.45200777326727,75.8508487582264,5.493290401400394,18.111315644278843
7,p15,student5,V5,41.57892766419566,23.0,49.17304470611553,156.45200777326727,75.8508487582264,7.594117041919873,18.111315644278843
46,p15,student5,V5,43.19815633665978,21.0,49.17304470611553,156.45200777326727,75.8508487582264,5.974888369455755,18.111315644278843
9,p15,student5,V5,41.77893679510669,22.0,49.17304470611553,156.45200777326727,75.8508487582264,7.394107911008845,18.111315644278843
27,p15,student5,V5,42.67484700205217,25.0,49.17304470611553,156.45200777326727,75.8508487582264,6.498197704063365,18.111315644278843
16,p15,student5,V5,42.11524021842379,24.0,49.17304470611553,156.45200777326727,75.8508487582264,7.05780448769174,18.111315644278843
60,p10,student5,V5,43.49686385520042,17.0,49.85015140498971,157.2658910806407,75.70627450371143,6.353287549789293,10.790761484672673
89,p10,student5,V5,43.82473244913861,16.0,49.85015140498971,157.2658910806407,75.70627450371143,6.0254189558511015,10.790761484672673
69,p10,student5,V5,43.62725957841734,18.0,49.85015140498971,157.2658910806407,75.70627450371143,6.222891826572372,10.790761484672673
10,p15,huber50,V5,41.83702703209676,30.0,50.68211693130009,159.9916035369226,77.94362589907865,8.845089899203323,18.111315644278843
17,p15,huber50,V5,42.166701510105845,33.0,50.68211693130009,159.9916035369226,77.94362589907865,8.515415421194241,18.111315644278843
38,p15,huber50,V5,43.029009837354096,34.0,50.68211693130009,159.9916035369226,77.94362589907865,7.653107093945991,18.111315644278843
35,p15,huber50,V5,42.98586354049324,28.0,50.68211693130009,159.9916035369226,77.94362589907865,7.696253390806845,18.111315644278843
3,p15,huber50,V5,41.28888375526775,31.0,50.68211693130009,159.9916035369226,77.94362589907865,9.39323317603234,18.111315644278843
71,p15,huber50,V5,43.6525972954047,27.0,50.68211693130009,159.9916035369226,77.94362589907865,7.029519635895383,18.111315644278843
95,p15,huber50,V5,43.89830847704966,35.0,50.68211693130009,159.9916035369226,77.94362589907865,6.783808454250426,18.111315644278843
4,p15,huber50,V5,41.31211997031323,32.0,50.68211693130009,159.9916035369226,77.94362589907865,9.369996960986853,18.111315644278843
29,p15,huber50,V5,42.73675230587172,29.0,50.68211693130009,159.9916035369226,77.94362589907865,7.945364625428368,18.111315644278843
54,lower_trim_20,student5,V5,43.41570222090732,18.0,50.715202590200334,159.19615299246627,77.2672626904169,7.299500369293014,6.923844094469689
59,lower_trim_20,student5,V5,43.482691323123824,19.0,50.715202590200334,159.19615299246627,77.2672626904169,7.232511267076511,6.923844094469689
26,lower_trim_20,huber50,V5,42.66760261177496,21.0,51.37346282331921,157.93310322389027,77.78547893634942,8.705860211544248,6.923844094469689
19,lower_trim_20,huber50,V5,42.284162616041264,24.0,51.37346282331921,157.93310322389027,77.78547893634942,9.089300207277944,6.923844094469689
6,lower_trim_20,huber50,V5,41.49887179674577,23.0,51.37346282331921,157.93310322389027,77.78547893634942,9.874591026573441,6.923844094469689
14,lower_trim_20,huber50,V5,42.078410675081805,22.0,51.37346282331921,157.93310322389027,77.78547893634942,9.295052148237403,6.923844094469689
41,lower_trim_20,huber50,V5,43.12931252450082,25.0,51.37346282331921,157.93310322389027,77.78547893634942,8.24415029881839,6.923844094469689
49,lower_trim_20,huber50,V5,43.23470017732794,20.0,51.37346282331921,157.93310322389027,77.78547893634942,8.138762645991271,6.923844094469689
53,p10,student3,Vicon,43.39581531054566,0.0,51.85027953863947,165.0731082706642,78.7246854143251,8.454464228093812,8.97815176380026
88,p10,student3,Vicon,43.811342536307926,1.0,51.85027953863947,165.0731082706642,78.7246854143251,8.038937002331544,8.97815176380026
1,p10,huber50,V5,41.03450558730816,24.0,51.964097013898,158.3162425132081,77.4697279806036,10.929591426589838,10.790761484672673
31,p10,huber50,V5,42.85539962298824,28.0,51.964097013898,158.3162425132081,77.4697279806036,9.10869739090976,10.790761484672673
22,p10,huber50,V5,42.50486038915378,22.0,51.964097013898,158.3162425132081,77.4697279806036,9.459236624744221,10.790761484672673
0,p10,huber50,V5,40.45127745160936,25.0,51.964097013898,158.3162425132081,77.4697279806036,11.512819562288641,10.790761484672673
12,p10,huber50,V5,42.00651226961399,27.0,51.964097013898,158.3162425132081,77.4697279806036,9.957584744284006,10.790761484672673
2,p10,huber50,V5,41.1659982425483,26.0,51.964097013898,158.3162425132081,77.4697279806036,10.7980987713497,10.790761484672673
75,p10,huber50,V5,43.71187108686675,29.0,51.964097013898,158.3162425132081,77.4697279806036,8.252225927031247,10.790761484672673
8,p10,huber50,V5,41.62777058261741,23.0,51.964097013898,158.3162425132081,77.4697279806036,10.33632643128059,10.790761484672673
5,p07,huber50,V5,41.37213635045399,21.0,52.358748431984225,158.62942982529867,77.87464297427758,10.986612081530232,5.019468145954995
11,p07,huber50,V5,41.95256524562643,20.0,52.358748431984225,158.62942982529867,77.87464297427758,10.406183186357794,5.019468145954995
34,p07,huber50,V5,42.92375233363951,23.0,52.358748431984225,158.62942982529867,77.87464297427758,9.434996098344712,5.019468145954995
43,p07,huber50,V5,43.14435905626266,18.0,52.358748431984225,158.62942982529867,77.87464297427758,9.214389375721566,5.019468145954995
15,p07,huber50,V5,42.08831922401135,22.0,52.358748431984225,158.62942982529867,77.87464297427758,10.270429207972875,5.019468145954995
23,p07,huber50,V5,42.54341842357806,19.0,52.358748431984225,158.62942982529867,77.87464297427758,9.815330008406164,5.019468145954995
80,p07,huber50,V5,43.767433198633015,24.0,52.358748431984225,158.62942982529867,77.87464297427758,8.59131523335121,5.019468145954995
79,p07,huber50,V5,43.75512078153801,17.0,52.358748431984225,158.62942982529867,77.87464297427758,8.603627650446214,5.019468145954995
66,lower_trim_15,huber50,V5,43.61247595979528,18.0,52.49187720259813,157.10012072280298,78.11864722911427,8.87940124280285,2.4074431177339264
61,lower_trim_15,huber50,V5,43.54477706043201,21.0,52.49187720259813,157.10012072280298,78.11864722911427,8.947100142166121,2.4074431177339264
40,lower_trim_15,huber50,V5,43.113252241716566,20.0,52.49187720259813,157.10012072280298,78.11864722911427,9.378624960881567,2.4074431177339264
37,lower_trim_15,huber50,V5,43.021169298133685,19.0,52.49187720259813,157.10012072280298,78.11864722911427,9.470707904464447,2.4074431177339264
85,model_M3,student5,V4,43.79402326293662,14.0,53.86844089935643,132.47737223620678,76.27901429803521,10.07441763641981,30.64011188706513
70,model_M3,student5,V4,43.63144261381899,13.0,53.86844089935643,132.47737223620678,76.27901429803521,10.236998285537439,30.64011188706513
13,p20,huber50,V5,42.00868390661476,35.0,54.00065816917077,158.5187720861101,77.77296874549221,11.991974262556006,24.452726408953918
24,p20,huber50,V5,42.61595059570388,36.0,54.00065816917077,158.5187720861101,77.77296874549221,11.38470757346689,24.452726408953918
20,p20,huber50,V5,42.33650242843194,34.0,54.00065816917077,158.5187720861101,77.77296874549221,11.664155740738828,24.452726408953918
72,p20,huber50,V5,43.65929967276369,40.0,54.00065816917077,158.5187720861101,77.77296874549221,10.341358496407082,24.452726408953918
98,p20,huber50,V5,43.942325986316575,33.0,54.00065816917077,158.5187720861101,77.77296874549221,10.058332182854194,24.452726408953918
