script,torch_version,cuda_available,cuda_device_count,dtype,n_inits,adam_steps,lbfgs_steps,total_wall_s,runtime_warning
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_V5_rawframe_bruteforce_v3/scripts/run_true_bruteforce_v3.py,2.12.0+cu126,True,2,float64,100,500,200,512.6079480648041,TOTAL_LT_1800S
