link_id,position_id,anchor_id,anchor_label,model,best_loglik,bic,mu_los,sigma,pi,lambda_or_equiv,n_inits_tried,adam_steps,lbfgs_steps,device
ID18_E,ID18,4,E,M5,-5844.685545258146,11710.638819981374,2239.20878050396,39.50846069439918,,-1.118895922115532,100,500,200,cuda:1
ID18_F,ID18,5,F,M5,-6569.824777343461,13160.899718229799,2268.1738733394395,107.52842780373744,,5.292128186309379,100,500,200,cuda:1
ID18_G,ID18,6,G,M5,-6501.66688769375,13024.486743728705,2426.2089925316554,132.2469016717445,,20.0,100,500,200,cuda:1
ID18_H,ID18,7,H,M5,-6081.129329461963,12183.4682813093,2429.7199889045664,64.95708079381244,,2.5813545932109183,100,500,200,cuda:1
ID19_A,ID19,0,A,M5,-5431.200434435812,10883.65857326472,1931.6636928364067,33.14133108681247,,2.0154309211175527,100,500,200,cuda:1
ID19_B,ID19,1,B,M5,-5334.0035566754295,10689.272339686886,1642.3340789756248,27.485447241532707,,-1.4016525438613905,100,500,200,cuda:1
ID19_C,ID19,2,C,M5,-5391.86126225562,10804.99275501857,1709.123012093968,28.558607599466,,1.381867759250439,100,500,200,cuda:1
ID19_D,ID19,3,D,M5,-5628.398536424907,11278.064802314897,2003.8642278078053,34.86976593697782,,-1.3885216458372023,100,500,200,cuda:1
ID19_E,ID19,4,E,M5,-5442.928536179819,10907.12480182472,2725.271110295916,23.47661252491521,,-0.3501519735535739,100,500,200,cuda:1
ID19_F,ID19,5,F,M5,-7057.12189835344,14135.488922465196,2180.8604106584103,155.76623978905144,,4.268092142902153,100,500,200,cuda:1
ID19_G,ID19,6,G,M5,-6403.362945889572,12827.850126770529,2741.4059507356133,114.9399300431744,,5.583154067640141,100,500,200,cuda:1
ID19_H,ID19,7,H,M5,-5896.307560409693,11813.78623176448,2366.08640742375,55.35538936608725,,2.1770304019583953,100,500,200,cuda:1
ID20_A,ID20,0,A,M5,-5816.888005357784,11655.04374018065,1941.4473851550858,47.899365082478205,,-2.6328901276976704,100,500,200,cuda:1
ID20_B,ID20,1,B,M5,-5434.789615227455,10890.844456790937,1899.8674703847712,24.547033324800168,,-0.5615417655063809,100,500,200,cuda:1
ID20_C,ID20,2,C,M5,-5578.5368368512845,11178.341403167651,1802.149469987537,26.20561647862581,,0.32574207375541614,100,500,200,cuda:1
ID20_D,ID20,3,D,M5,-5590.64435597672,11202.551433070115,1812.2379520163515,32.93468189240404,,-1.2188551599393782,100,500,200,cuda:1
ID20_E,ID20,4,E,M5,-5788.485435058701,11598.243599583642,2328.244950751579,35.480622206695756,,-0.8978231602878898,100,500,200,cuda:1
ID20_F,ID20,5,F,M5,-6697.027630383021,13415.285222212373,2616.0299903603427,123.62842414699361,,6.46450675112175,100,500,200,cuda:1
ID20_G,ID20,6,G,M5,-6422.888716951504,12866.938191084588,2280.637148805874,115.69729096909833,,7.503822697051014,100,500,200,cuda:1
ID20_H,ID20,7,H,M5,-7144.172779103608,14309.539835290592,2419.5374252630404,190.76752055550358,,5.269304979902228,100,500,200,cuda:1
ID21_A,ID21,0,A,M5,-5960.725535211797,11942.716296759621,2250.8390905793462,59.05094362153378,,4.183001712030533,100,500,200,cuda:1
ID21_B,ID21,1,B,M5,-5457.0885073799545,10935.447245267238,2320.052219978382,30.153027292586764,,1.3879632674685296,100,500,200,cuda:1
ID21_C,ID21,2,C,M5,-5223.039262033382,10467.348754574094,2329.3802547778205,20.569584751693714,,0.591241340485327,100,500,200,cuda:1
ID21_D,ID21,3,D,M5,-5742.178061127994,11505.628851722227,2612.9235114953754,44.079659323588665,,2.451176132476117,100,500,200,cuda:1
ID21_E,ID21,4,E,M5,-5533.798492374981,11088.86721525729,1768.9845257343154,29.2085751794543,,0.9536387361797098,100,500,200,cuda:1
ID21_F,ID21,5,F,M5,-6922.70859593493,13866.621707871023,1710.528849851401,155.3630213216962,,5.451282014869228,100,500,200,cuda:1
ID21_G,ID21,6,G,M5,-6321.391541573055,12663.925634810183,1917.107185491375,113.98269195522532,,12.407022342043833,100,500,200,cuda:1
ID21_H,ID21,7,H,M5,-5990.203697825975,12001.627204804328,1931.2048006464797,54.32776502976214,,-1.67492790096129,100,500,200,cuda:1
ID22_A,ID22,0,A,M5,-5307.0863693165675,10635.440468098217,2623.4360663369025,22.759095190386933,,-0.7007471561644981,100,500,200,cuda:1
ID22_B,ID22,1,B,M5,-5554.952483533148,11131.175197573624,2222.443171252083,28.527298780140278,,0.7893076208365273,100,500,200,cuda:1
ID22_C,ID22,2,C,M5,-5308.387626146603,10638.035466096737,2411.3580599275774,21.810580734964102,,-0.4774531729956132,100,500,200,cuda:1
ID22_D,ID22,3,D,M5,-5524.388038073158,11070.043805611398,2366.823224967863,28.43739159180387,,-0.8621930537499648,100,500,200,cuda:1
ID22_E,ID22,4,E,M5,-5979.799702658473,11980.869635824274,1755.1172942267453,39.953930924884105,,-0.7233538720786802,100,500,200,cuda:1
ID22_F,ID22,5,F,M5,-6560.921212404833,13143.097617691523,1774.0882476884653,101.91535959052794,,5.145358784283255,100,500,200,cuda:1
ID22_G,ID22,6,G,M5,-6359.224382775048,12739.58086424192,1971.4802349433085,118.46909910047424,,9.085893782775763,100,500,200,cuda:1
ID22_H,ID22,7,H,M5,-5597.027216980276,11215.284395406883,1888.4912170790712,39.40560058426984,,1.9179234245679504,100,500,200,cuda:1
ID23_A,ID23,0,A,M5,-5250.559679029433,10522.392087525106,2265.8800215480114,25.229319811598696,,1.3774425024843993,100,500,200,cuda:1
ID23_B,ID23,1,B,M5,-5308.658811068647,10638.587852644623,2498.800745614593,22.600952081087176,,0.6814612298629764,100,500,200,cuda:1
ID23_C,ID23,2,C,M5,-5685.942968950014,11393.146151703559,2374.73216983849,32.663768475079195,,0.8300813174312098,100,500,200,cuda:1
ID23_D,ID23,3,D,M5,-5494.497853418594,11010.258427953862,2429.1760814866234,34.0834950333773,,1.873074598931652,100,500,200,cuda:1
ID23_E,ID23,4,E,M5,-5823.077498621706,11667.422726708493,1776.0512418601827,35.76074306942776,,0.7833508914070472,100,500,200,cuda:1
ID23_F,ID23,5,F,M5,-6984.353350273156,13989.959379812606,1702.391879734818,152.42250405365095,,5.456484081768521,100,500,200,cuda:1
ID23_G,ID23,6,G,M5,-6378.625563311965,12778.41706515395,1955.2524070716895,112.41456890041297,,9.75747404578897,100,500,200,cuda:1
ID23_H,ID23,7,H,M5,-5878.1421491608035,11777.524377821375,1876.1892370770756,55.25311850102097,,3.426172837798111,100,500,200,cuda:1
ID24_A,ID24,0,A,M5,-5430.857509181591,10882.977739479857,2405.398663925389,30.426353349641982,,1.497987968647179,100,500,200,cuda:1
ID24_B,ID24,1,B,M5,-5529.733487853069,11080.729696822813,2227.2798650936475,30.260989985668566,,1.0674677042954877,100,500,200,cuda:1
ID24_C,ID24,2,C,M5,-5243.19485086432,10507.657431193722,2824.3145433045315,24.271707455671283,,1.1782969335898799,100,500,200,cuda:1
ID24_D,ID24,3,D,M5,-5841.773643509109,11704.820016484458,2380.892333270065,41.761255927620226,,-1.4400786298355261,100,500,200,cuda:1
ID24_E,ID24,4,E,M5,-5747.317611129246,11515.907951724732,1791.092318985486,40.4940468304694,,-1.7249641239982108,100,500,200,cuda:1
ID24_F,ID24,5,F,M5,-6870.346842600976,13761.93376470172,1746.1213237094582,124.89586070069906,,2.7917527935764626,100,500,200,cuda:1
ID24_G,ID24,6,G,M5,-6320.467662656434,12662.067424004692,1963.2645163863472,112.27361548932315,,9.61251371377468,100,500,200,cuda:1
ID24_H,ID24,7,H,M5,-5850.428030878266,11722.098665446605,1892.3135215779926,50.82163244772714,,3.1261677338389733,100,500,200,cuda:1
ID01_A,ID01,0,A,M6,-5553.263172308261,11134.883317236632,1512.8190124457064,24.844599992496963,1.6823731202976107e-11,12.890855177706815,100,500,200,cuda:1
ID01_B,ID01,1,B,M6,-5367.645412002719,10763.647796625548,1768.2537944824978,21.321407899589335,0.015239827316902432,5.000007421325296,100,500,200,cuda:1
ID01_C,ID01,2,C,M6,-5682.930935882567,11394.212166587366,2177.8345764049823,27.9023201800632,1.3372137608861612e-12,11.048253211010714,100,500,200,cuda:1
ID01_D,ID01,3,D,M6,-5423.402642237841,10875.158919590383,2110.437395751317,22.3786823843316,6.01673994043248e-24,7.478471110226485,100,500,200,cuda:1
ID01_E,ID01,4,E,M6,-5455.622495996491,10939.608631281302,2315.2930524783956,22.094169946986042,0.04460458490652549,11.261199996894781,100,500,200,cuda:1
ID01_F,ID01,5,F,M6,-6223.385431087786,12475.104413566072,2408.2991162873823,38.37101110507876,0.03028218112097628,212.44322802230442,100,500,200,cuda:1
ID01_G,ID01,6,G,M6,-5719.211829221067,11466.582299841582,2767.1942648493095,22.234939294161023,0.07838844342106298,394.37998844124525,100,500,200,cuda:1
ID01_H,ID01,7,H,M6,-6303.115551179637,12634.520789961423,2471.879201703863,38.714967575270805,0.08318473498655148,92.30405633273928,100,500,200,cuda:1
ID02_A,ID02,0,A,M6,-5158.022880863758,10344.40606907062,1873.761664271099,17.803837032980994,3.02628890696977e-45,5.012789993745556,100,500,200,cuda:1
ID02_B,ID02,1,B,M6,-5286.4739908797,10601.31162104772,1830.9208237476182,19.685548986593115,0.0013572318132058978,22.46819934817469,100,500,200,cuda:1
ID02_C,ID02,2,C,M6,-5729.355012596858,11487.056976931757,2249.3469884922583,29.121989200939637,3.4798859009259347e-12,11.37504893075907,100,500,200,cuda:1
ID02_D,ID02,3,D,M6,-5152.447256769106,10333.258152826533,2448.893422085318,17.658067415591695,2.9933795689611005e-14,5.874388194032554,100,500,200,cuda:1
ID02_E,ID02,4,E,M6,-5376.8899384513015,10782.143516190923,1698.3530396011413,21.28648356732307,3.5951021657496764e-18,9.564084285734964,100,500,200,cuda:1
ID02_F,ID02,5,F,M6,-6917.03416673743,13862.411939332322,1741.0954254466465,68.06084436820983,0.07590175807532916,93.1319555124473,100,500,200,cuda:1
ID02_G,ID02,6,G,M6,-5873.929380000797,11776.131448003147,2268.4445168281895,26.05502367477836,0.051523368198241666,357.6663949741951,100,500,200,cuda:1
ID02_H,ID02,7,H,M6,-6098.045886940183,12224.408511458803,2197.9506913361715,38.5640182515837,0.03536444806389405,46.27580138878132,100,500,200,cuda:1
ID03_A,ID03,0,A,M6,-5858.005549774029,11744.371406891161,2208.2225022182874,31.90404833918821,2.110572077609385e-14,10.99115579852927,100,500,200,cuda:1
ID03_B,ID03,1,B,M6,-5464.703699481046,10957.771038250412,2435.5756102331065,22.53018996610557,0.009015336218944995,24.18454396345755,100,500,200,cuda:1
ID03_C,ID03,2,C,M6,-5417.045068477688,10862.443772070077,2545.033391060288,22.26023469457447,1.0334814905635e-18,8.447105440466542,100,500,200,cuda:1
ID03_D,ID03,3,D,M6,-5473.198148383896,10974.759936056113,2977.9966695734593,23.06376086272413,7.586403168532586e-23,5.032187910524254,100,500,200,cuda:1
ID03_E,ID03,4,E,M6,-5541.224611458623,11110.802858031948,1554.0317194304437,24.69144470445933,9.08356082981467e-12,11.578386032791268,100,500,200,cuda:1
ID03_F,ID03,5,F,M6,-6247.870777493744,12524.061660987178,1592.1092772753996,33.637934962011165,0.0680684046386945,200.68664316192383,100,500,200,cuda:1
ID03_G,ID03,6,G,M6,-5705.415955751961,11439.04279570085,2238.631427827495,23.40173186840567,0.05604650488500496,394.4727684954498,100,500,200,cuda:1
ID03_H,ID03,7,H,M6,-5683.968390472553,11396.20606033972,2139.53585934876,29.8821151114132,0.1266297617803972,9.189260824154573,100,500,200,cuda:1
ID04_A,ID04,0,A,M6,-5183.725366690698,10395.807706001506,2462.6997512089356,18.254933782237224,6.255704165112287e-18,7.5412756694038805,100,500,200,cuda:1
ID04_B,ID04,1,B,M6,-5543.4811806481075,11115.322668639319,1336.8324933966433,24.38734205706957,0.01286220263707998,9.761970278549082,100,500,200,cuda:1
ID04_C,ID04,2,C,M6,-5252.316220171226,10532.986075457153,1451.6611018441047,19.400497646171324,6.86374447053927e-53,5.028796876925402,100,500,200,cuda:1
ID04_D,ID04,3,D,M6,-5352.265884790441,10732.895408869203,2570.7923945183425,20.664247155435973,0.0011336974888087265,151.81292948523125,100,500,200,cuda:1
ID04_E,ID04,4,E,M6,-5584.337893829377,11197.036095001858,2810.1724988688134,25.398140643150366,2.3074026689761697e-11,10.975556713528348,100,500,200,cuda:1
ID04_F,ID04,5,F,M6,-6312.815268174123,12653.916829805092,2275.551378070641,40.8808976515537,0.04394564953879218,278.1647431631398,100,500,200,cuda:1
ID04_G,ID04,6,G,M6,-5777.2304695658495,11582.72339258609,2203.6806372638607,22.809683201006877,0.05973768416031476,386.9763807066067,100,500,200,cuda:1
ID04_H,ID04,7,H,M6,-5654.92239471389,11338.161527006218,3092.870268967285,25.459226621895695,0.1300071041005886,16.124096337886172,100,500,200,cuda:1
ID05_A,ID05,0,A,M6,-6179.9820457281085,12388.311043194259,3071.9905869344298,33.86897701435808,0.051519812320504316,151.28429949344348,100,500,200,cuda:1
ID05_B,ID05,1,B,M6,-5632.568116716007,11293.486528254247,1616.0449508100116,22.789438977542144,0.10649242441688042,25.52149591774453,100,500,200,cuda:1
ID05_C,ID05,2,C,M6,-5386.614448265309,10801.585869150727,1741.7159611931982,21.428228979521364,0.0033243381839308636,28.038163979022762,100,500,200,cuda:1
ID05_D,ID05,3,D,M6,-5385.124484158857,10798.609275660818,2588.3833334705646,21.51310850594917,8.61530072399221e-11,10.135212578207039,100,500,200,cuda:1
ID05_E,ID05,4,E,M6,-5571.649639226869,11171.659585796842,2478.577931814437,24.76755162923144,0.008267567610993233,23.41718741633919,100,500,200,cuda:1
ID05_F,ID05,5,F,M6,-6686.124005844957,13400.571483276677,1478.798457582042,44.79161396847484,0.09290661977492747,240.72592528276363,100,500,200,cuda:1
ID05_G,ID05,6,G,M6,-5702.951120435455,11433.9901465632,1584.0721190730571,29.385175710635846,0.04566035201069566,382.88616061549624,100,500,200,cuda:1
ID05_H,ID05,7,H,M6,-5567.408910967434,11163.15472762326,2565.09880225349,23.58931784046919,0.058700910551093013,20.708903652242142,100,500,200,cuda:1
ID06_A,ID06,0,A,M6,-5407.53550601035,10843.424647135402,3017.985809387659,22.084241076103623,3.5959420317918274e-14,11.129020957751106,100,500,200,cuda:1
ID06_B,ID06,1,B,M6,-5469.1299042043975,10966.620115751899,1997.2894340089422,22.839000215823944,0.007403949722740548,18.732893186275803,100,500,200,cuda:1
ID06_C,ID06,2,C,M6,-5610.572486803616,11249.505280950336,2238.9616662479516,25.959523438471958,3.060808761461446e-17,12.309513700623796,100,500,200,cuda:1
ID06_D,ID06,3,D,M6,-5693.399399411455,11415.159106166015,2868.6408029248473,27.561022141430477,0.003952328362953944,31.94859848334801,100,500,200,cuda:1
ID06_E,ID06,4,E,M6,-5650.048353478371,11328.457014299845,2492.344166676294,26.82770534721427,4.354497150806399e-13,12.082184211801279,100,500,200,cuda:1
ID06_F,ID06,5,F,M6,-6071.885341172467,12172.110939520744,1372.5336644430513,29.496468651621196,0.05778588268219506,178.38183715711293,100,500,200,cuda:1
ID06_G,ID06,6,G,M6,-5730.782811359652,11489.762642084328,1552.6220543653283,26.173041971773348,0.04462827399177876,391.4984713907454,100,500,200,cuda:1
ID06_H,ID06,7,H,M6,-5716.916311404231,11462.112119322297,2468.4054880732424,28.755880994055104,0.07309414657153937,22.370996175521345,100,500,200,cuda:1
ID07_A,ID07,0,A,M6,-5578.430699605563,11185.225038499446,2365.4104924045164,25.175792800080682,2.826285499623723e-13,12.501343210965217,100,500,200,cuda:1
ID07_B,ID07,1,B,M6,-5790.659427760029,11609.66915034229,1997.6499585892502,30.52985186066648,5.264552284238181e-10,9.538207781357473,100,500,200,cuda:1
ID07_C,ID07,2,C,M6,-5523.5423618209825,11075.445030985069,1284.3290599799104,23.934459587900985,0.001186967886677087,123.21665464404973,100,500,200,cuda:1
ID07_D,ID07,3,D,M6,-5191.087239429711,10410.531451479532,1806.3846231759558,18.064555193968037,0.002542377688530596,82.78334848966018,100,500,200,cuda:1
ID07_E,ID07,4,E,M6,-5401.783905784794,10831.931450857908,2955.0543468797923,21.240733900862445,0.01294830280085322,21.289054301667214,100,500,200,cuda:1
ID07_F,ID07,5,F,M6,-7075.334143603812,14179.005192896015,2528.531528307905,84.13630749306476,0.03278263694393858,132.93250149080257,100,500,200,cuda:1
ID07_G,ID07,6,G,M6,-5654.982276001556,11338.048887860268,2229.141287307972,24.383596686349676,0.06904758586641328,422.5117795740303,100,500,200,cuda:1
ID07_H,ID07,7,H,M6,-5893.427011463368,11815.170760505174,2390.954813532745,31.430326264213893,0.020262269870833866,135.6613883730952,100,500,200,cuda:1
ID08_A,ID08,0,A,M6,-5845.280979480717,11718.915594076136,2507.349751654713,31.825272528118067,1.2465803102529817e-12,9.730175116284105,100,500,200,cuda:1
ID08_B,ID08,1,B,M6,-5684.5720632538905,11397.507765796101,2654.8517909916186,27.502049136831378,2.5641321372983954e-24,17.64382350587961,100,500,200,cuda:1
ID08_C,ID08,2,C,M6,-5450.075713502216,10928.515066292752,1685.5045800314058,22.623961678097874,3.694868014092261e-14,9.265129972693913,100,500,200,cuda:1
ID08_D,ID08,3,D,M6,-5135.562777939663,10299.48586322243,2000.9774993226918,17.473704743024918,5.243814976590766e-19,7.596671256198295,100,500,200,cuda:1
ID08_E,ID08,4,E,M6,-5466.862260533553,10962.088160355426,2321.917568624298,22.942403123872584,1.8770913076064613e-12,8.782436159878156,100,500,200,cuda:1
ID08_F,ID08,5,F,M6,-6650.487686546102,13329.295479091894,2216.958542323989,51.430297159841736,0.06561006125912011,163.79093878986353,100,500,200,cuda:1
ID08_G,ID08,6,G,M6,-5451.228889122258,10930.58120814898,1638.6048855459414,22.162403402927936,0.043717611937664706,425.1765953072033,100,500,200,cuda:1
ID08_H,ID08,7,H,M6,-5704.037741829072,11436.337937112534,1745.8883710749517,27.22920342045523,0.050040865998711645,57.06248322198896,100,500,200,cuda:1
ID09_A,ID09,0,A,M6,-5260.905429008331,10550.151115192473,2671.8475712131476,19.82968756410927,4.900514752861671e-16,9.01300778164396,100,500,200,cuda:1
ID09_B,ID09,1,B,M6,-5510.669634854325,11049.696242328759,2590.860124500669,22.00995142581216,0.08634339539063415,16.451671286767986,100,500,200,cuda:1
ID09_C,ID09,2,C,M6,-5389.544526009586,10807.439346841404,1986.0889278431664,21.57952809455317,0.005171905097479944,25.85026655463518,100,500,200,cuda:1
ID09_D,ID09,3,D,M6,-5310.675622803938,10649.71155295098,2415.374999755014,20.2190350283092,3.0033241613845105e-14,8.879634823361833,100,500,200,cuda:1
ID09_E,ID09,4,E,M6,-6013.149531056567,12054.652697227835,2262.284637678599,36.61231038261543,2.8530922507225463e-12,11.302333715170906,100,500,200,cuda:1
ID09_F,ID09,5,F,M6,-7260.4252292829415,14549.194064423345,2291.03868989758,85.70747103824662,0.08622253388210456,151.40709871523163,100,500,200,cuda:1
ID09_G,ID09,6,G,M6,-5858.625553684973,11745.479255296737,1471.7064075740773,27.82849266348511,0.0466698567313613,405.3788537712352,100,500,200,cuda:1
ID09_H,ID09,7,H,M6,-5602.046879998479,11232.400375258734,1756.5787059123454,24.766337772295927,0.12000925107391082,14.890935443812651,100,500,200,cuda:1
ID10_A,ID10,0,A,M6,-5044.868501702152,10118.097310747407,1512.851666667555,16.20173965338023,2.4991794004278862e-48,5.589166909858132,100,500,200,cuda:1
ID10_B,ID10,1,B,M6,-5645.089101453572,11318.541842195464,2574.1050851616637,25.18320774816261,0.05546219360595614,17.972503616783897,100,500,200,cuda:1
ID10_C,ID10,2,C,M6,-5674.058310206294,11376.480259700907,2462.1177900098864,26.750436776268476,0.0019384572470078885,325.27043637772204,100,500,200,cuda:1
ID10_D,ID10,3,D,M6,-5459.002956711118,10946.362886042345,1298.9433813749079,20.326211683540684,0.043189663014255336,39.74572949135613,100,500,200,cuda:1
ID10_E,ID10,4,E,M6,-5420.026729454783,10868.417098197886,2101.238967530382,22.06492572183647,8.806939049706913e-13,11.537740066006823,100,500,200,cuda:1
ID10_F,ID10,5,F,M6,-6106.423262453276,12241.115804301166,3105.66266643432,33.59132093262342,0.04818469599459663,297.36421598210904,100,500,200,cuda:1
ID10_G,ID10,6,G,M6,-5834.745828053153,11697.643279960093,2818.2457324440784,30.383809517115445,0.04697290769578378,367.4212719418347,100,500,200,cuda:1
ID10_H,ID10,7,H,M6,-5874.0220412317985,11776.343935255461,1986.5758138293395,32.31798566348348,0.01811925829302267,94.00289050979909,100,500,200,cuda:1
ID11_A,ID11,0,A,M6,-5432.982874786649,10894.329388861617,1723.6119886906877,22.304252806893114,1.8254575612520159e-13,11.428668028975657,100,500,200,cuda:1
ID11_B,ID11,1,B,M6,-5201.91654886339,10432.19007034689,2609.668056379859,18.53400833789491,5.713120025424834e-44,5.1606770288245505,100,500,200,cuda:1
ID11_C,ID11,2,C,M6,-5101.833201779191,10232.020038673083,2767.400667819743,17.110406180247246,1.7028483222540972e-16,8.654819062861568,100,500,200,cuda:1
ID11_D,ID11,3,D,M6,-5242.333019932621,10513.029679153562,1735.467943364022,19.030349938469882,8.865662275643055e-12,9.785916696659045,100,500,200,cuda:1
ID11_E,ID11,4,E,M6,-5235.40286205489,10499.1693633981,1531.0241430634233,18.92084935358528,8.373601941478445e-55,5.068467316375173,100,500,200,cuda:1
ID11_F,ID11,5,F,M6,-5949.761151970075,11927.86256111596,2571.091132724878,26.77054446008051,0.045668387196288344,299.38584973732344,100,500,200,cuda:1
ID11_G,ID11,6,G,M6,-5524.947147044445,11078.038888063893,2618.6102298381106,23.585888577514535,0.04133803211852369,416.75394569555937,100,500,200,cuda:1
ID11_H,ID11,7,H,M6,-5703.941415648194,11436.172518898538,1473.4158861887236,26.307419402941665,0.03420357669421343,98.88209181875642,100,500,200,cuda:1
ID12_A,ID12,0,A,M6,-5074.697498106716,10177.751968833541,2117.452877390369,16.66820490021746,1.330682299140239e-17,5.358160679085505,100,500,200,cuda:1
ID12_B,ID12,1,B,M6,-5853.900108492394,11736.163856273108,2815.322233049871,31.666209726894394,2.1008525991769332e-12,10.46678022371222,100,500,200,cuda:1
ID12_C,ID12,2,C,M6,-5329.155468235758,10686.667909091626,3010.6980817425274,20.608989834098455,9.440879205565191e-11,9.359669723665075,100,500,200,cuda:1
ID12_D,ID12,3,D,M6,-5626.233997012241,11280.831633312802,1966.6187805639195,23.072306810308174,0.06233070573816678,31.565721020426103,100,500,200,cuda:1
ID12_E,ID12,4,E,M6,-5349.784049348684,10727.931737985688,1473.8308722916904,20.803600246581446,0.04710879402609641,5.000001485647066,100,500,200,cuda:1
ID12_F,ID12,5,F,M6,-6242.609476893545,12513.545788131512,2537.1344165316045,36.550340843457874,0.04168981379845776,276.43288460053265,100,500,200,cuda:1
ID12_G,ID12,6,G,M6,-5645.104357308579,11318.349789014283,2494.5578997563803,25.46385608494514,0.04768243357479638,399.3638711456645,100,500,200,cuda:1
ID12_H,ID12,7,H,M6,-6045.626805751213,12119.536507931469,1269.3880540413143,35.45029000563388,0.06451281166920889,55.276595623717476,100,500,200,cuda:1
ID13_A,ID13,0,A,M6,-4909.023783804656,9846.404540229421,2079.239366260057,14.517088797547016,1.1308629902495834e-120,5.000001,100,500,200,cuda:1
ID13_B,ID13,1,B,M6,-5995.927123620013,12020.211219860135,2025.8874606283541,34.62871543039588,0.024748876816834322,34.688630728056836,100,500,200,cuda:1
ID13_C,ID13,2,C,M6,-5414.339556594236,10857.032748303172,2017.555178859794,22.257132928054993,0.054899873210622105,5.000001,100,500,200,cuda:1
ID13_D,ID13,3,D,M6,-5791.496216228997,11611.349405078103,2197.302752161398,30.305631027423708,5.273820629032863e-283,5.0000010000002755,100,500,200,cuda:1
ID13_E,ID13,4,E,M6,-5327.624260104672,10683.592126066807,1914.5012548413624,20.89112540886018,7.569453059051718e-22,6.953051568811759,100,500,200,cuda:1
ID13_F,ID13,5,F,M6,-7159.596960106366,14347.527471603233,1872.7502417992023,84.24255509116956,0.0703125215576459,132.40461244322648,100,500,200,cuda:1
ID13_G,ID13,6,G,M6,-5491.14575678519,11010.436107545383,2051.2861537057365,22.16083436723269,0.045824672451983135,399.0028341461651,100,500,200,cuda:1
ID13_H,ID13,7,H,M6,-5945.35110405432,11918.99189571079,1974.34231587385,34.38961396339119,0.05887624245787847,34.20589048007896,100,500,200,cuda:1
ID14_A,ID14,0,A,M6,-5409.2175131264485,10846.788661367598,2134.153589586865,22.115254842828307,4.287427343543803e-231,5.000022717371584,100,500,200,cuda:1
ID14_B,ID14,1,B,M6,-5353.605585982295,10735.5681445847,1941.03798487917,20.90266683640777,0.003742636773020299,19.570611427981277,100,500,200,cuda:1
ID14_C,ID14,2,C,M6,-5391.32140015035,10810.989752038742,2054.9531772561745,21.951939888039046,4.0605026677297565e-63,6.4530374800331,100,500,200,cuda:1
ID14_D,ID14,3,D,M6,-5690.925047861705,11410.210403066514,2129.2508342209917,27.757300101155643,5.403363616652251e-15,11.223885760653488,100,500,200,cuda:1
ID14_E,ID14,4,E,M6,-5797.359549529927,11623.076071679963,1857.0400327501723,30.454214205336903,2.652249682927991e-12,8.44617252159511,100,500,200,cuda:1
ID14_F,ID14,5,F,M6,-6346.600107550485,12721.55385021567,1916.310253426474,38.69592425473691,0.0500205552101519,173.27948721527036,100,500,200,cuda:1
ID14_G,ID14,6,G,M6,-5668.253288779186,11364.654688017117,1978.335473587131,22.99111436574717,0.06675018825600755,401.8295764311489,100,500,200,cuda:1
ID14_H,ID14,7,H,M6,-5516.357737942238,11061.01532867634,2016.8465629605291,24.448093907731483,0.021018101731623128,35.83435185261479,100,500,200,cuda:1
ID15_A,ID15,0,A,M6,-5393.979357294543,10816.315687209195,2031.2318606371655,21.753903455607563,4.3776891205088495e-27,7.073318042856709,100,500,200,cuda:1
ID15_B,ID15,1,B,M6,-5770.585995455622,11569.528963531353,2020.3262411379337,29.447473059509285,0.019905733776676676,14.872266113226475,100,500,200,cuda:1
ID15_C,ID15,2,C,M6,-5784.195763152455,11596.751833648013,2028.8991660160698,30.000815697946795,3.481901393140521e-13,11.56505865985087,100,500,200,cuda:1
ID15_D,ID15,3,D,M6,-5476.16599084887,10980.69562098606,2195.881765777022,23.120818241870015,7.2442681221903824e-12,10.849515910092688,100,500,200,cuda:1
ID15_E,ID15,4,E,M6,-5470.123450481516,10968.607208306135,1865.873977904735,22.666214150048567,0.025493914271484574,13.289381207103396,100,500,200,cuda:1
ID15_F,ID15,5,F,M6,-6550.865161674728,13130.077275087498,1903.2976377525158,51.959874620225335,0.02130525135757272,241.5506320106586,100,500,200,cuda:1
ID15_G,ID15,6,G,M6,-6039.712208030808,12107.642214694148,2015.6098604992033,22.870291090698906,0.11374615201008119,383.5475073595675,100,500,200,cuda:1
ID15_H,ID15,7,H,M6,-5902.542849538015,11833.44933836435,1979.1823496203385,32.975057985130974,3.4247886598790084e-12,12.068975481093192,100,500,200,cuda:1
ID16_A,ID16,0,A,M6,-5798.89418979795,11626.14535221601,2150.3544620286984,30.49319889702077,5.2955023169788776e-12,20.314034481317563,100,500,200,cuda:1
ID16_B,ID16,1,B,M6,-5546.580965001176,11121.518902622462,1971.9157122367392,24.25426013093296,0.0440941462648191,10.396591614047777,100,500,200,cuda:1
ID16_C,ID16,2,C,M6,-5070.015742279911,10168.388457179932,2093.391993330215,16.603204059077207,3.329774068369034e-11,6.847151762034853,100,500,200,cuda:1
ID16_D,ID16,3,D,M6,-5574.497674287937,11177.348983690576,2162.2073576127777,19.43761254718372,0.15899686092578874,24.782250375320487,100,500,200,cuda:1
ID16_E,ID16,4,E,M6,-5607.85818907797,11244.073350776049,1877.2518767471518,26.002018688765386,1.7654709741900027e-17,11.07055252546722,100,500,200,cuda:1
