link_id,position_id,anchor_id,anchor_label,model,best_loglik,bic,mu_los,sigma,pi,lambda_or_equiv,n_inits_tried,adam_steps,lbfgs_steps,device
ID09_F,ID09,5,F,M4,-7340.585791054393,14709.515187966248,2287.800887657063,133.7271840577932,0.28793617820460204,109.45965926204754,100,500,200,cuda:1
ID09_G,ID09,6,G,M4,-6943.253511786382,13914.735171499555,1489.6339128614143,105.46730823686931,0.10098643907439239,28.932117538093255,100,500,200,cuda:1
ID09_H,ID09,7,H,M4,-5984.098309957445,11996.503235176666,1756.407163751911,38.99655328999661,0.1139700702772169,24.59283630398648,100,500,200,cuda:1
ID10_A,ID10,0,A,M4,-5044.0607917408415,10116.481890824787,1512.7038614510961,16.295611666964056,0.018251615576454668,16.350574288404495,100,500,200,cuda:1
ID10_B,ID10,1,B,M4,-5657.111175853428,11342.585990995176,2573.7836621615943,25.625323498940304,0.017484793904223795,133.2679305716257,100,500,200,cuda:1
ID10_C,ID10,2,C,M4,-5843.250214133795,11714.86406755591,2461.8300182392545,32.73138599487069,0.0324865814738183,10.209013977672592,100,500,200,cuda:1
ID10_D,ID10,3,D,M4,-5433.480017900338,10895.317008420785,1298.5726517732076,20.523647789427343,0.023187663262884194,181.23170930673777,100,500,200,cuda:1
ID10_E,ID10,4,E,M4,-5414.230213734694,10856.824066757708,2100.9906383028706,22.581311431836724,0.04863635749462047,10.036004528643678,100,500,200,cuda:1
ID10_F,ID10,5,F,M4,-6856.964693203981,13742.198665802576,3115.7000975675123,94.51367098508217,0.18314540568024784,28.515796577505025,100,500,200,cuda:1
ID10_G,ID10,6,G,M4,-6759.6381155451745,13547.427854944137,2835.999999982215,97.43280616726472,0.05992491403732467,10.02747503677383,100,500,200,cuda:1
ID10_H,ID10,7,H,M4,-6137.874665667121,12304.049184126106,1982.8589535974472,51.22886572545737,0.26904161759507306,35.16163260226478,100,500,200,cuda:1
ID11_A,ID11,0,A,M4,-5431.473500996584,10891.310641281489,1722.7719066499606,22.425908989915964,0.05086754223766531,33.536460707268176,100,500,200,cuda:1
ID11_B,ID11,1,B,M4,-5201.107614424496,10430.572201469102,2609.380443849056,18.2658318204255,0.008950755802509602,66.56698594719686,100,500,200,cuda:1
ID11_C,ID11,2,C,M4,-5099.910634672737,10228.174904460175,2766.8308008178305,17.22959690725,0.0432318422577463,25.169199270067576,100,500,200,cuda:1
