host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,solve_reason,quality_flag_percent,active_anchor_count,valid_anchor_count,rms_mm,max_mm,step_mm
2.901779,1777158554.20483,63813,,BSDC91,,cal_roto,5,success,98,4,4,4,4,0
3.102081,1777158554.405131,63814,,BSDC91,,cal_roto,5,success,98,4,4,89,92,0
3.304542,1777158554.607592,63815,,BSDC91,,cal_roto,5,success,98,4,4,61,66,0
3.514539,1777158554.817589,63816,,BSDC91,,cal_roto,5,success,98,4,4,84,96,0
3.722157,1777158555.025207,63817,,BSDC91,,cal_roto,5,success,98,4,4,38,43,0
3.897556,1777158555.200606,63818,,BSDC91,,cal_roto,5,success,98,4,4,38,43,0
4.056875,1777158555.359925,63819,,BSDC91,,cal_roto,5,pending,97,4,3,0,0,0
4.182055,1777158555.485106,63820,,BSDC91,,cal_roto,5,success,97,4,4,9,10,0
4.340215,1777158555.643266,63821,,BSDC91,,cal_roto,5,success,97,4,4,37,42,0
4.492754,1777158555.795804,63822,,BSDC91,,cal_roto,5,success,98,4,4,47,51,0
4.699648,1777158556.002699,63823,,BSDC91,,cal_roto,5,success,98,4,4,39,43,0
4.884835,1777158556.187886,63824,,BSDC91,,cal_roto,5,success,98,4,4,59,63,0
5.106911,1777158556.409962,63825,,BSDC91,,cal_roto,5,success,98,4,4,45,49,0
5.337128,1777158556.640179,63826,,BSDC91,,cal_roto,5,success,98,4,4,8,9,0
5.517179,1777158556.820229,63827,,BSDC91,,cal_roto,5,success,98,4,4,20,23,0
5.751529,1777158557.05458,63828,,BSDC91,,cal_roto,5,success,98,4,4,7,8,0
5.907121,1777158557.210172,63829,,BSDC91,,cal_roto,5,success,98,4,4,4,5,0
6.139634,1777158557.442685,63830,,BSDC91,,cal_roto,5,success,100,4,4,18,20,0
6.292142,1777158557.595193,63831,,BSDC91,,cal_roto,5,success,100,4,4,11,13,0
6.49969,1777158557.80274,63832,,BSDC91,,cal_roto,5,success,100,4,4,70,79,0
6.702138,1777158558.005189,63833,,BSDC91,,cal_roto,5,success,100,4,4,8,9,0
6.90705,1777158558.210101,63834,,BSDC91,,cal_roto,5,success,100,4,4,71,75,0
7.062218,1777158558.365269,63835,,BSDC91,,cal_roto,5,pending,98,4,3,0,0,0
7.24228,1777158558.545331,63836,,BSDC91,,cal_roto,5,success,98,4,4,15,16,0
7.347358,1777158558.650409,63837,,BSDC91,,cal_roto,5,success,98,4,4,85,96,0
7.549677,1777158558.852728,63838,,BSDC91,,cal_roto,5,success,99,4,4,50,56,0
7.708447,1777158559.011497,63839,,BSDC91,,cal_roto,5,success,99,4,4,3,4,0
8.041535,1777158559.344586,63840,,BSDC91,,cal_roto,5,success,99,4,4,12,14,0
8.141543,1777158559.444594,63841,,BSDC91,,cal_roto,5,success,99,4,4,23,26,0
8.300469,1777158559.60352,63842,,BSDC91,,cal_roto,5,success,99,4,4,0,1,0
8.504457,1777158559.807508,63843,,BSDC91,,cal_roto,5,success,99,4,4,0,0,0
8.734209,1777158560.037259,63844,,BSDC91,,cal_roto,5,success,99,4,4,66,69,0
8.936673,1777158560.239724,63845,,BSDC91,,cal_roto,5,success,99,4,4,16,17,0
9.149096,1777158560.452146,63846,,BSDC91,,cal_roto,5,success,100,4,4,9,10,0
9.297392,1777158560.600443,63847,,BSDC91,,cal_roto,5,success,100,4,4,22,25,0
9.482725,1777158560.785776,63848,,BSDC91,,cal_roto,5,success,100,4,4,19,21,0
9.742204,1777158561.045255,63849,,BSDC91,,cal_roto,5,success,100,4,4,8,9,0
9.890059,1777158561.193109,63850,,BSDC91,,cal_roto,5,success,100,4,4,13,16,0
10.100003,1777158561.403053,63851,,BSDC91,,cal_roto,5,success,100,4,4,110,132,0
10.304568,1777158561.607618,63852,,BSDC91,,cal_roto,5,success,100,4,4,51,58,0
10.504858,1777158561.807908,63853,,BSDC91,,cal_roto,5,success,100,4,4,37,41,0
10.714933,1777158562.017984,63854,,BSDC91,,cal_roto,5,success,100,4,4,57,62,0
10.919889,1777158562.22294,63855,,BSDC91,,cal_roto,5,success,100,4,4,195,209,0
