version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v3-full,all1000,A-B,4298.563430827203,4399.503975995494,100.94054516829146,100.94054516829146
v3-full,all1000,A-C,5082.229268292683,4768.516591779443,-313.7126765132398,313.7126765132398
v3-full,all1000,A-D,2770.4212802768166,2770.4212802768166,0.0,0.0
v3-full,all1000,A-E,1593.1137467314159,1593.1525025632043,0.03875583178842135,0.03875583178842135
v3-full,all1000,A-F,4690.244733967857,4689.372704357651,-0.8720296102064822,0.8720296102064822
v3-full,all1000,A-G,5146.574845360825,5147.5860028152565,1.0111574544316682,1.0111574544316682
v3-full,all1000,A-H,3136.156097560976,3136.156097560976,0.0,0.0
v3-full,all1000,B-C,3038.4315196998127,3038.9798924342685,0.5483727344558247,0.5483727344558247
v3-full,all1000,B-D,5781.1299316398545,5248.66936107079,-532.4605705690647,532.4605705690647
v3-full,all1000,B-E,4437.850351207812,4437.841486442121,-0.008864765691214416,0.008864765691214416
v3-full,all1000,B-F,1502.554639175258,1502.6621468784672,0.107507703209194,0.107507703209194
v3-full,all1000,B-G,3659.119864668922,3658.3690368770067,-0.7508277919155262,0.7508277919155262
v3-full,all1000,B-H,5289.94547257105,5289.713963858822,-0.23150871222787828,0.23150871222787828
v3-full,all1000,C-D,3850.6372781065093,3851.8221538914345,1.1848757849252252,1.1848757849252252
v3-full,all1000,C-E,4948.811089108911,4947.794910251128,-1.0161788577825064,1.0161788577825064
v3-full,all1000,C-F,3541.5309734513276,3541.0463479494374,-0.4846255018901502,0.4846255018901502
v3-full,all1000,C-G,1689.4116424116426,1689.6317227017307,0.22008029008816266,0.22008029008816266
v3-full,all1000,C-H,4007.8756893640975,4007.8758918079207,0.00020244382312739617,0.00020244382312739617
v3-full,all1000,D-E,3078.854353132628,3080.0429146802057,1.1885615475775921,1.1885615475775921
v3-full,all1000,D-F,5223.748554913295,5383.680496511672,159.9319415983764,159.9319415983764
v3-full,all1000,D-G,3994.7392996108947,3994.649637688639,-0.08966192225580016,0.08966192225580016
v3-full,all1000,D-H,1709.5010395010395,1397.8610785618969,-311.6399609391426,311.6399609391426
v3-full,all1000,E-F,4167.583486238532,4168.019105621868,0.4356193833364159,0.4356193833364159
v3-full,all1000,E-G,4848.119829531211,4787.732126542538,-60.38770298867257,60.38770298867257
v3-full,all1000,E-H,2740.9810810810814,2740.9812835249045,0.00020244382312739617,0.00020244382312739617
v3-full,all1000,F-G,3376.4278180619644,3376.4976664450737,0.06984838310927444,0.06984838310927444
v3-full,all1000,F-H,5043.017823639776,5042.974724068053,-0.043099571723359986,0.043099571723359986
v3-full,all1000,G-H,3585.7313465303455,3585.7315489741686,0.00020244382312739617,0.00020244382312739617
