host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_id,raw_mm,range_mm,quality_percent,valid,status,quality_flag_percent,first_to_last_us,frame_us,poll_count
5.6e-05,1777925255.905421,2588,,BSDC91,,f,0,0,3230,3230,100,1,O,100,0,671,8
5.6e-05,1777925255.905421,2588,,BSDC91,,f,0,1,3026,3026,100,1,O,100,0,671,8
5.6e-05,1777925255.905421,2588,,BSDC91,,f,0,2,2521,2521,100,1,O,100,0,671,8
5.6e-05,1777925255.905421,2588,,BSDC91,,f,0,3,2570,2570,100,1,O,100,0,671,8
5.6e-05,1777925255.905421,2588,,BSDC91,,f,0,4,3290,3290,100,1,O,100,0,671,8
5.6e-05,1777925255.905421,2588,,BSDC91,,f,0,5,3046,3046,100,1,O,100,0,671,8
5.6e-05,1777925255.905421,2588,,BSDC91,,f,0,6,2254,2254,100,1,O,100,0,671,8
5.6e-05,1777925255.905421,2588,,BSDC91,,f,0,7,2777,2777,16,1,O,100,0,671,8
0.089844,1777925255.995209,2589,,BSDC91,,f,0,0,3214,3214,100,1,O,100,0,671,8
0.089844,1777925255.995209,2589,,BSDC91,,f,0,1,2937,2937,100,1,O,100,0,671,8
0.089844,1777925255.995209,2589,,BSDC91,,f,0,2,2493,2493,100,1,O,100,0,671,8
0.089844,1777925255.995209,2589,,BSDC91,,f,0,3,2747,2747,100,1,O,100,0,671,8
0.089844,1777925255.995209,2589,,BSDC91,,f,0,4,3283,3283,100,1,O,100,0,671,8
0.089844,1777925255.995209,2589,,BSDC91,,f,0,5,3019,3019,100,1,O,100,0,671,8
0.089844,1777925255.995209,2589,,BSDC91,,f,0,6,2239,2239,100,1,O,100,0,671,8
0.089844,1777925255.995209,2589,,BSDC91,,f,0,7,0,2777,14,0,T,100,0,671,8
0.187329,1777925256.092694,2590,,BSDC91,,f,0,0,3266,3266,100,1,O,100,0,671,8
0.187329,1777925256.092694,2590,,BSDC91,,f,0,1,2835,2835,100,1,O,100,0,671,8
0.187329,1777925256.092694,2590,,BSDC91,,f,0,2,2452,2452,100,1,O,100,0,671,8
0.187329,1777925256.092694,2590,,BSDC91,,f,0,3,2753,2753,100,1,O,100,0,671,8
0.187329,1777925256.092694,2590,,BSDC91,,f,0,4,3353,3353,100,1,O,100,0,671,8
0.187329,1777925256.092694,2590,,BSDC91,,f,0,5,2936,2936,100,1,O,100,0,671,8
0.187329,1777925256.092694,2590,,BSDC91,,f,0,6,2157,2157,100,1,O,100,0,671,8
0.187329,1777925256.092694,2590,,BSDC91,,f,0,7,0,2777,12,0,T,100,0,671,8
0.292354,1777925256.197719,2591,,BSDC91,,f,0,0,3287,3287,100,1,O,90,0,671,8
0.292354,1777925256.197719,2591,,BSDC91,,f,0,1,2837,2837,100,1,O,90,0,671,8
0.292354,1777925256.197719,2591,,BSDC91,,f,0,2,2445,2445,100,1,O,90,0,671,8
0.292354,1777925256.197719,2591,,BSDC91,,f,0,3,2537,2537,100,1,O,90,0,671,8
0.292354,1777925256.197719,2591,,BSDC91,,f,0,4,3475,3475,100,1,O,90,0,671,8
0.292354,1777925256.197719,2591,,BSDC91,,f,0,5,2924,2924,100,1,O,90,0,671,8
0.292354,1777925256.197719,2591,,BSDC91,,f,0,6,2148,2148,100,1,O,90,0,671,8
0.292354,1777925256.197719,2591,,BSDC91,,f,0,7,2966,2966,22,1,O,90,0,671,8
0.397353,1777925256.302718,2592,,BSDC91,,f,0,0,3278,3278,100,1,O,91,0,671,8
0.397353,1777925256.302718,2592,,BSDC91,,f,0,1,2773,2773,100,1,O,91,0,671,8
0.397353,1777925256.302718,2592,,BSDC91,,f,0,2,2362,2362,100,1,O,91,0,671,8
0.397353,1777925256.302718,2592,,BSDC91,,f,0,3,2702,2702,100,1,O,91,0,671,8
0.397353,1777925256.302718,2592,,BSDC91,,f,0,4,3607,3607,100,1,O,91,0,671,8
0.397353,1777925256.302718,2592,,BSDC91,,f,0,5,2844,2844,100,1,O,91,0,671,8
0.397353,1777925256.302718,2592,,BSDC91,,f,0,6,2189,2189,100,1,O,91,0,671,8
0.397353,1777925256.302718,2592,,BSDC91,,f,0,7,2888,2888,30,1,O,91,0,671,8
0.551384,1777925256.456749,2593,,BSDC91,,f,0,0,3355,3355,100,1,O,100,0,44158,8
0.551384,1777925256.456749,2593,,BSDC91,,f,0,1,2713,2713,100,1,O,100,0,44158,8
0.551384,1777925256.456749,2593,,BSDC91,,f,0,2,2397,2397,100,1,O,100,0,44158,8
0.551384,1777925256.456749,2593,,BSDC91,,f,0,3,2694,2694,100,1,O,100,0,44158,8
0.551384,1777925256.456749,2593,,BSDC91,,f,0,4,3627,3627,100,1,O,100,0,44158,8
0.551384,1777925256.456749,2593,,BSDC91,,f,0,5,2780,2780,100,1,O,100,0,44158,8
0.551384,1777925256.456749,2593,,BSDC91,,f,0,6,2122,2122,100,1,O,100,0,44158,8
0.551384,1777925256.456749,2593,,BSDC91,,f,0,7,0,2888,27,0,T,100,0,44158,8
0.599849,1777925256.505214,2594,,BSDC91,,f,0,0,3402,3402,100,1,O,91,0,671,8
0.599849,1777925256.505214,2594,,BSDC91,,f,0,1,2714,2714,100,1,O,91,0,671,8
0.599849,1777925256.505214,2594,,BSDC91,,f,0,2,2346,2346,100,1,O,91,0,671,8
0.599849,1777925256.505214,2594,,BSDC91,,f,0,3,2834,2834,100,1,O,91,0,671,8
0.599849,1777925256.505214,2594,,BSDC91,,f,0,4,3743,3743,100,1,O,91,0,671,8
0.599849,1777925256.505214,2594,,BSDC91,,f,0,5,2730,2730,100,1,O,91,0,671,8
0.599849,1777925256.505214,2594,,BSDC91,,f,0,6,2121,2121,100,1,O,91,0,671,8
0.599849,1777925256.505214,2594,,BSDC91,,f,0,7,2956,2956,33,1,O,91,0,671,8
0.689867,1777925256.595232,2595,,BSDC91,,f,0,0,3437,3437,100,1,O,100,0,671,8
0.689867,1777925256.595232,2595,,BSDC91,,f,0,1,2670,2670,100,1,O,100,0,671,8
0.689867,1777925256.595232,2595,,BSDC91,,f,0,2,2298,2298,100,1,O,100,0,671,8
0.689867,1777925256.595232,2595,,BSDC91,,f,0,3,3403,3403,100,1,O,100,0,671,8
0.689867,1777925256.595232,2595,,BSDC91,,f,0,4,3874,3874,100,1,O,100,0,671,8
0.689867,1777925256.595232,2595,,BSDC91,,f,0,5,2614,2614,100,1,O,100,0,671,8
0.689867,1777925256.595232,2595,,BSDC91,,f,0,6,2263,2263,100,1,O,100,0,671,8
0.689867,1777925256.595232,2595,,BSDC91,,f,0,7,0,2956,30,0,T,100,0,671,8
0.787347,1777925256.692712,2596,,BSDC91,,f,0,0,3395,3395,100,1,O,100,0,671,8
0.787347,1777925256.692712,2596,,BSDC91,,f,0,1,2590,2590,100,1,O,100,0,671,8
0.787347,1777925256.692712,2596,,BSDC91,,f,0,2,2269,2269,100,1,O,100,0,671,8
0.787347,1777925256.692712,2596,,BSDC91,,f,0,3,3256,3256,100,1,O,100,0,671,8
0.787347,1777925256.692712,2596,,BSDC91,,f,0,4,3510,3510,100,1,O,100,0,671,8
0.787347,1777925256.692712,2596,,BSDC91,,f,0,5,2531,2531,100,1,O,100,0,671,8
0.787347,1777925256.692712,2596,,BSDC91,,f,0,6,2310,2310,100,1,O,100,0,671,8
0.787347,1777925256.692712,2596,,BSDC91,,f,0,7,0,2956,28,0,T,100,0,671,8
