row_spec,seed_id,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L8:I7:T6,S04,simulate_imu_prior,1.0277452799782623,,,,
R4:L8:I7:T6,S04,cpu_golden,22.051387226005318,,,,
R4:L8:I7:T6,S04,torch_gpu,3.099485400976846,0,1,3.099485400976846,3.099485400976846
R4:L8:I7:T8,S04,simulate_imu_prior,0.9538332939846441,,,,
R4:L8:I7:T8,S04,cpu_golden,21.805173522996483,,,,
R4:L8:I7:T8,S04,torch_gpu,3.17356054901029,0,1,3.17356054901029,3.17356054901029
