host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_id,raw_mm,range_mm,quality_percent,valid,status,quality_flag_percent,first_to_last_us,frame_us,poll_count
4.5e-05,1777922297.043869,1454,,BSF66F,,f,0,0,2849,2849,100,1,O,91,0,671,8
4.5e-05,1777922297.043869,1454,,BSF66F,,f,0,1,2406,2406,100,1,O,91,0,671,8
4.5e-05,1777922297.043869,1454,,BSF66F,,f,0,2,2598,2598,100,1,O,91,0,671,8
4.5e-05,1777922297.043869,1454,,BSF66F,,f,0,3,3108,3108,100,1,O,91,0,671,8
4.5e-05,1777922297.043869,1454,,BSF66F,,f,0,4,3178,3178,100,1,O,91,0,671,8
4.5e-05,1777922297.043869,1454,,BSF66F,,f,0,5,3036,3036,100,1,O,91,0,671,8
4.5e-05,1777922297.043869,1454,,BSF66F,,f,0,6,2910,2910,100,1,O,91,0,671,8
4.5e-05,1777922297.043869,1454,,BSF66F,,f,0,7,3414,3414,33,1,O,91,0,671,8
0.105163,1777922297.148987,1455,,BSF66F,,f,0,0,2829,2829,100,1,O,92,0,701,8
0.105163,1777922297.148987,1455,,BSF66F,,f,0,1,2409,2409,100,1,O,92,0,701,8
0.105163,1777922297.148987,1455,,BSF66F,,f,0,2,2610,2610,100,1,O,92,0,701,8
0.105163,1777922297.148987,1455,,BSF66F,,f,0,3,3140,3140,100,1,O,92,0,701,8
0.105163,1777922297.148987,1455,,BSF66F,,f,0,4,3279,3279,100,1,O,92,0,701,8
0.105163,1777922297.148987,1455,,BSF66F,,f,0,5,2972,2972,100,1,O,92,0,701,8
0.105163,1777922297.148987,1455,,BSF66F,,f,0,6,2886,2886,100,1,O,92,0,701,8
0.105163,1777922297.148987,1455,,BSF66F,,f,0,7,3016,3016,42,1,O,92,0,701,8
0.195071,1777922297.238895,1456,,BSF66F,,f,0,0,2848,2848,100,1,O,100,0,671,8
0.195071,1777922297.238895,1456,,BSF66F,,f,0,1,2434,2434,100,1,O,100,0,671,8
0.195071,1777922297.238895,1456,,BSF66F,,f,0,2,2573,2573,100,1,O,100,0,671,8
0.195071,1777922297.238895,1456,,BSF66F,,f,0,3,3131,3131,100,1,O,100,0,671,8
0.195071,1777922297.238895,1456,,BSF66F,,f,0,4,3303,3303,100,1,O,100,0,671,8
0.195071,1777922297.238895,1456,,BSF66F,,f,0,5,2974,2974,100,1,O,100,0,671,8
0.195071,1777922297.238895,1456,,BSF66F,,f,0,6,2864,2864,100,1,O,100,0,671,8
0.195071,1777922297.238895,1456,,BSF66F,,f,0,7,0,3016,37,0,T,100,0,671,8
0.300096,1777922297.34392,1457,,BSF66F,,f,0,0,2858,2858,100,1,O,93,0,671,8
0.300096,1777922297.34392,1457,,BSF66F,,f,0,1,2406,2406,100,1,O,93,0,671,8
0.300096,1777922297.34392,1457,,BSF66F,,f,0,2,2537,2537,100,1,O,93,0,671,8
0.300096,1777922297.34392,1457,,BSF66F,,f,0,3,2929,2929,100,1,O,93,0,671,8
0.300096,1777922297.34392,1457,,BSF66F,,f,0,4,3251,3251,100,1,O,93,0,671,8
0.300096,1777922297.34392,1457,,BSF66F,,f,0,5,3002,3002,100,1,O,93,0,671,8
0.300096,1777922297.34392,1457,,BSF66F,,f,0,6,2869,2869,100,1,O,93,0,671,8
0.300096,1777922297.34392,1457,,BSF66F,,f,0,7,3354,3354,44,1,O,93,0,671,8
0.427505,1777922297.471329,1458,,BSF66F,,f,0,0,2836,2836,100,1,O,93,0,701,8
0.427505,1777922297.471329,1458,,BSF66F,,f,0,1,2434,2434,100,1,O,93,0,701,8
0.427505,1777922297.471329,1458,,BSF66F,,f,0,2,2601,2601,100,1,O,93,0,701,8
0.427505,1777922297.471329,1458,,BSF66F,,f,0,3,2935,2935,100,1,O,93,0,701,8
0.427505,1777922297.471329,1458,,BSF66F,,f,0,4,3207,3207,100,1,O,93,0,701,8
0.427505,1777922297.471329,1458,,BSF66F,,f,0,5,3013,3013,100,1,O,93,0,701,8
0.427505,1777922297.471329,1458,,BSF66F,,f,0,6,2901,2901,100,1,O,93,0,701,8
0.427505,1777922297.471329,1458,,BSF66F,,f,0,7,3389,3389,50,1,O,93,0,701,8
0.556432,1777922297.600256,1459,,BSF66F,,f,0,0,2853,2853,100,1,O,94,0,44036,8
0.556432,1777922297.600256,1459,,BSF66F,,f,0,1,2417,2417,100,1,O,94,0,44036,8
0.556432,1777922297.600256,1459,,BSF66F,,f,0,2,2561,2561,100,1,O,94,0,44036,8
0.556432,1777922297.600256,1459,,BSF66F,,f,0,3,2866,2866,100,1,O,94,0,44036,8
0.556432,1777922297.600256,1459,,BSF66F,,f,0,4,3258,3258,100,1,O,94,0,44036,8
0.556432,1777922297.600256,1459,,BSF66F,,f,0,5,2954,2954,100,1,O,94,0,44036,8
0.556432,1777922297.600256,1459,,BSF66F,,f,0,6,2876,2876,100,1,O,94,0,44036,8
0.556432,1777922297.600256,1459,,BSF66F,,f,0,7,3379,3379,54,1,O,94,0,44036,8
0.592767,1777922297.636592,1460,,BSF66F,,f,0,0,2855,2855,100,1,O,100,0,671,8
0.592767,1777922297.636592,1460,,BSF66F,,f,0,1,2395,2395,100,1,O,100,0,671,8
0.592767,1777922297.636592,1460,,BSF66F,,f,0,2,2593,2593,100,1,O,100,0,671,8
0.592767,1777922297.636592,1460,,BSF66F,,f,0,3,3148,3148,100,1,O,100,0,671,8
0.592767,1777922297.636592,1460,,BSF66F,,f,0,4,3283,3283,100,1,O,100,0,671,8
0.592767,1777922297.636592,1460,,BSF66F,,f,0,5,2972,2972,100,1,O,100,0,671,8
0.592767,1777922297.636592,1460,,BSF66F,,f,0,6,2878,2878,100,1,O,100,0,671,8
0.592767,1777922297.636592,1460,,BSF66F,,f,0,7,0,3379,50,0,T,100,0,671,8
0.705063,1777922297.748887,1461,,BSF66F,,f,0,0,2830,2830,100,1,O,94,0,701,8
0.705063,1777922297.748887,1461,,BSF66F,,f,0,1,2397,2397,100,1,O,94,0,701,8
0.705063,1777922297.748887,1461,,BSF66F,,f,0,2,2619,2619,100,1,O,94,0,701,8
0.705063,1777922297.748887,1461,,BSF66F,,f,0,3,3133,3133,100,1,O,94,0,701,8
0.705063,1777922297.748887,1461,,BSF66F,,f,0,4,3250,3250,100,1,O,94,0,701,8
0.705063,1777922297.748887,1461,,BSF66F,,f,0,5,2942,2942,100,1,O,94,0,701,8
0.705063,1777922297.748887,1461,,BSF66F,,f,0,6,2851,2851,100,1,O,94,0,701,8
0.705063,1777922297.748887,1461,,BSF66F,,f,0,7,3360,3360,53,1,O,94,0,701,8
0.802506,1777922297.846331,1462,,BSF66F,,f,0,0,2819,2819,100,1,O,94,0,701,8
0.802506,1777922297.846331,1462,,BSF66F,,f,0,1,2372,2372,100,1,O,94,0,701,8
0.802506,1777922297.846331,1462,,BSF66F,,f,0,2,2611,2611,100,1,O,94,0,701,8
0.802506,1777922297.846331,1462,,BSF66F,,f,0,3,2984,2984,100,1,O,94,0,701,8
0.802506,1777922297.846331,1462,,BSF66F,,f,0,4,3263,3263,100,1,O,94,0,701,8
0.802506,1777922297.846331,1462,,BSF66F,,f,0,5,2903,2903,100,1,O,94,0,701,8
0.802506,1777922297.846331,1462,,BSF66F,,f,0,6,2900,2900,100,1,O,94,0,701,8
0.802506,1777922297.846331,1462,,BSF66F,,f,0,7,3371,3371,57,1,O,94,0,701,8
0.899964,1777922297.943788,1463,,BSF66F,,f,0,0,2830,2830,100,1,O,95,0,671,8
0.899964,1777922297.943788,1463,,BSF66F,,f,0,1,2395,2395,100,1,O,95,0,671,8
0.899964,1777922297.943788,1463,,BSF66F,,f,0,2,2582,2582,100,1,O,95,0,671,8
0.899964,1777922297.943788,1463,,BSF66F,,f,0,3,3136,3136,100,1,O,95,0,671,8
0.899964,1777922297.943788,1463,,BSF66F,,f,0,4,3224,3224,100,1,O,95,0,671,8
0.899964,1777922297.943788,1463,,BSF66F,,f,0,5,2945,2945,100,1,O,95,0,671,8
0.899964,1777922297.943788,1463,,BSF66F,,f,0,6,2841,2841,100,1,O,95,0,671,8
