experiment_id,seed_id,wall_time_s,status
B0_A0_U4_P0_T1,S00,0.07967091698083095,ok
X_A0_L2_I0_T11,S00,0.8333733280014712,ok
X_A0_L2_I1_T11,S00,0.8280310560076032,ok
X_A0_L2_I2_T11,S00,1.1702236109995283,ok
X_A0_L2_I3_T11,S00,1.1757281199970748,ok
X_A0_L2_I4_T11,S00,1.124942151014693,ok
X_A0_L2_I5_T11,S00,0.8375260759785306,ok
X_A0_L2_I6_T11,S00,1.1665713239926845,ok
X_A0_L2_I7_T11,S00,1.1007660609902814,ok
X_A0_L2_I8_T11,S00,1.1710969469859265,ok
X_A0_U4_P0_L2_I0_T2,S00,6.20694872099557,ok
X_A0_U4_P0_L2_I0_T3,S00,6.253202305000741,ok
X_A0_U4_P0_L2_I0_T5,S00,6.130209333990933,ok
X_A0_U4_P0_L2_I1_T2,S00,6.376422992005246,ok
X_A0_U4_P0_L2_I1_T3,S00,6.21454507400631,ok
X_A0_U4_P0_L2_I1_T5,S00,5.8842681940004695,ok
X_A0_U4_P0_L2_I2_T2,S00,6.143565119011328,ok
X_A0_U4_P0_L2_I2_T3,S00,6.068816679005977,ok
X_A0_U4_P0_L2_I2_T5,S00,5.875880998006323,ok
X_A0_U4_P0_L2_I3_T2,S00,6.369854388001841,ok
X_A0_U4_P0_L2_I3_T3,S00,6.032900616002735,ok
X_A0_U4_P0_L2_I3_T5,S00,6.125789465993876,ok
X_A0_U4_P0_L2_I4_T2,S00,5.817428713984555,ok
X_A0_U4_P0_L2_I4_T3,S00,6.006389244023012,ok
X_A0_U4_P0_L2_I4_T5,S00,6.484437781997258,ok
X_A0_U4_P0_L2_I5_T2,S00,6.168648538994603,ok
X_A0_U4_P0_L2_I5_T3,S00,5.695915524993325,ok
X_A0_U4_P0_L2_I5_T5,S00,6.228765905980254,ok
X_A0_U4_P0_L2_I6_T2,S00,5.868824917997699,ok
X_A0_U4_P0_L2_I6_T3,S00,5.877754267014097,ok
X_A0_U4_P0_L2_I6_T5,S00,6.118565712997224,ok
X_A0_U4_P0_L2_I7_T2,S00,6.062462780013448,ok
X_A0_U4_P0_L2_I7_T3,S00,6.016912874998525,ok
X_A0_U4_P0_L2_I7_T5,S00,6.307017965998966,ok
X_A0_U4_P0_L2_I8_T2,S00,6.295319798024138,ok
X_A0_U4_P0_L2_I8_T3,S00,6.355188640998676,ok
X_A0_U4_P0_L2_I8_T5,S00,6.2864287290140055,ok
X_A0_U4_P2_L2_I0_T2,S00,6.2976198940014,ok
X_A0_U4_P2_L2_I0_T3,S00,6.108827742980793,ok
X_A0_U4_P2_L2_I0_T5,S00,6.451902050001081,ok
X_A0_U4_P2_L2_I1_T2,S00,5.784364640014246,ok
X_A0_U4_P2_L2_I1_T3,S00,5.671902767004212,ok
X_A0_U4_P2_L2_I1_T5,S00,5.75523097300902,ok
X_A0_U4_P2_L2_I2_T2,S00,5.679452874988783,ok
X_A0_U4_P2_L2_I2_T3,S00,6.005905628990149,ok
X_A0_U4_P2_L2_I2_T5,S00,6.202039066993166,ok
X_A0_U4_P2_L2_I3_T2,S00,6.082510178996017,ok
X_A0_U4_P2_L2_I3_T3,S00,5.7443481080117635,ok
X_A0_U4_P2_L2_I3_T5,S00,6.200343989999965,ok
X_A0_U4_P2_L2_I4_T2,S00,6.021447042003274,ok
X_A0_U4_P2_L2_I4_T3,S00,5.943342084996402,ok
X_A0_U4_P2_L2_I4_T5,S00,5.681931991013698,ok
X_A0_U4_P2_L2_I5_T2,S00,5.686245962016983,ok
X_A0_U4_P2_L2_I5_T3,S00,5.8138354630209506,ok
X_A0_U4_P2_L2_I5_T5,S00,5.870972806995269,ok
X_A0_U4_P2_L2_I6_T2,S00,5.919428424007492,ok
X_A0_U4_P2_L2_I6_T3,S00,5.915254847990582,ok
X_A0_U4_P2_L2_I6_T5,S00,5.984041192015866,ok
X_A0_U4_P2_L2_I7_T2,S00,5.672293086972786,ok
X_A0_U4_P2_L2_I7_T3,S00,5.775146692991257,ok
X_A0_U4_P2_L2_I7_T5,S00,4.104551786003867,ok
X_A0_U4_P2_L2_I8_T2,S00,4.268207479995908,ok
X_A0_U4_P2_L2_I8_T3,S00,3.9797425680153538,ok
X_A0_U4_P2_L2_I8_T5,S00,4.158463319996372,ok
X_A0_R2_L2_I0_T6,S00,34.73295866200351,ok
X_A0_R2_L2_I0_T8,S00,34.31719879299635,ok
X_A0_R2_L2_I1_T6,S00,34.87410472499323,ok
X_A0_R2_L2_I1_T8,S00,34.969376562017715,ok
X_A0_R2_L2_I2_T6,S00,34.110094567004126,ok
X_A0_R2_L2_I2_T8,S00,35.450311670982046,ok
X_A0_R2_L2_I3_T6,S00,34.61199263998424,ok
X_A0_R2_L2_I3_T8,S00,34.445013219024986,ok
X_A0_R2_L2_I4_T6,S00,33.83191713798442,ok
X_A0_R2_L2_I4_T8,S00,35.14591809999547,ok
X_A0_R2_L2_I5_T6,S00,36.95155304501532,ok
X_A0_R2_L2_I5_T8,S00,37.92434517201036,ok
X_A0_R2_L2_I6_T6,S00,38.60384585300926,ok
X_A0_R2_L2_I6_T8,S00,38.885989538015565,ok
X_A0_R2_L2_I7_T6,S00,38.76254219101975,ok
X_A0_R2_L2_I7_T8,S00,38.59711643101764,ok
X_A0_R2_L2_I8_T6,S00,37.76681513199583,ok
X_A0_R2_L2_I8_T8,S00,39.09402268301346,ok
X_A0_R4_L2_I0_T6,S00,38.50660083600087,ok
X_A0_R4_L2_I0_T8,S00,38.53469040300115,ok
X_A0_R4_L2_I1_T6,S00,35.96233917502104,ok
X_A0_R4_L2_I1_T8,S00,35.87520402399241,ok
X_A0_R4_L2_I2_T6,S00,36.700480836996576,ok
X_A0_R4_L2_I2_T8,S00,35.595690540998476,ok
X_A0_R4_L2_I3_T6,S00,36.00685068301391,ok
X_A0_R4_L2_I3_T8,S00,36.33472563402029,ok
X_A0_R4_L2_I4_T6,S00,37.07263249400421,ok
X_A0_R4_L2_I4_T8,S00,35.751929608988576,ok
X_A0_R4_L2_I5_T6,S00,35.4157096479903,ok
X_A0_R4_L2_I5_T8,S00,35.96115285498672,ok
X_A0_R4_L2_I6_T6,S00,25.549129327002447,ok
X_A0_R4_L2_I6_T8,S00,25.22078239300754,ok
X_A0_R4_L2_I7_T6,S00,26.114538254012587,ok
X_A0_R4_L2_I7_T8,S00,25.073726987990085,ok
X_A0_R4_L2_I8_T6,S00,25.11546529599582,ok
