version,eval_set,anchor,n_pairs,rms,p50_abs,p95_abs,max_abs
v2,all1000,H,7,75.19171110780638,82.61173993287639,105.73132671416182,110.92556149706706
v2,solve,A,7,116.54074165807003,54.85815782890654,203.63816194588196,209.09379041638567
v2,solve,B,7,162.79907257972897,50.104102718571085,306.7801334500987,356.4394639938382
v2,solve,C,7,105.77286357571987,84.84631162609003,182.89085655685383,209.09379041638567
v2,solve,D,7,168.9747029762026,87.16192510371184,316.0855450655633,356.4394639938382
v2,solve,E,7,44.97922501642035,43.22074647784848,55.07878927136733,55.17334560385052
v2,solve,F,7,98.3940263548222,35.913040581573114,188.62614907883219,221.92640089958877
v2,solve,G,7,41.16876858580247,46.83135784731894,49.71161253893958,50.104102718571085
v2,solve,H,7,75.19171110780638,82.61173993287639,105.73132671416182,110.92556149706706
v3-full,all1000,A,7,124.56003798571867,0.8720296102064822,249.88103710975514,313.7126765132398
v3-full,all1000,B,7,204.83588641969976,0.5483727344558247,403.00456294883236,532.4605705690647
v3-full,all1000,C,7,118.57406604258874,0.5483727344558247,219.9543362947452,313.7126765132398
v3-full,all1000,D,7,240.89558350240495,1.1885615475775921,466.2143876800879,532.4605705690647
v3-full,all1000,E,7,22.832656172240323,0.4356193833364159,42.627960556344036,60.38770298867257
v3-full,all1000,F,7,60.45001394241565,0.4356193833364159,112.21396800192531,159.9319415983764
v3-full,all1000,G,7,22.829561686083665,0.22008029008816266,42.574739328400256,60.38770298867257
v3-full,all1000,H,7,117.78886723293759,0.00020244382312739617,218.21742527106795,311.6399609391426
v3-full,solve,A,7,124.56003798571867,0.8720296102064822,249.88103710975514,313.7126765132398
v3-full,solve,B,7,204.83588641969976,0.5483727344558247,403.00456294883236,532.4605705690647
v3-full,solve,C,7,118.57406604258874,0.5483727344558247,219.9543362947452,313.7126765132398
v3-full,solve,D,7,240.89558350240495,1.1885615475775921,466.2143876800879,532.4605705690647
v3-full,solve,E,7,22.832656172240323,0.4356193833364159,42.627960556344036,60.38770298867257
v3-full,solve,F,7,60.45001394241565,0.4356193833364159,112.21396800192531,159.9319415983764
v3-full,solve,G,7,22.829561686083665,0.22008029008816266,42.574739328400256,60.38770298867257
v3-full,solve,H,7,117.78886723293759,0.00020244382312739617,218.21742527106795,311.6399609391426
v3-lite,all1000,A,7,118.11375127899703,53.68214607472305,206.9027296505992,212.5855882026117
v3-lite,all1000,B,7,166.38760918606187,50.42442602124265,313.5508529848541,364.94005010869023
v3-lite,all1000,C,7,107.64599358593271,86.40793995426202,186.21167420189352,212.5855882026117
v3-lite,all1000,D,7,172.2745608270613,91.04322794984728,322.42303385868763,364.94005010869023
v3-lite,all1000,E,7,45.04728499948789,44.978873637091965,55.90572819983015,56.85869196773319
v3-lite,all1000,F,7,99.19203935912809,35.56762462950428,190.5620392429799,223.21666260868187
v3-lite,all1000,G,7,41.10248210830349,47.02011026103992,50.11536670878145,50.42442602124265
v3-lite,all1000,H,7,76.3966016313352,83.39507834889946,107.91639977908989,114.3679180563422
v3-lite,solve,A,7,118.11375127899703,53.68214607472305,206.9027296505992,212.5855882026117
v3-lite,solve,B,7,166.38760918606187,50.42442602124265,313.5508529848541,364.94005010869023
v3-lite,solve,C,7,107.64599358593271,86.40793995426202,186.21167420189352,212.5855882026117
v3-lite,solve,D,7,172.2745608270613,91.04322794984728,322.42303385868763,364.94005010869023
v3-lite,solve,E,7,45.04728499948789,44.978873637091965,55.90572819983015,56.85869196773319
v3-lite,solve,F,7,99.19203935912809,35.56762462950428,190.5620392429799,223.21666260868187
v3-lite,solve,G,7,41.10248210830349,47.02011026103992,50.11536670878145,50.42442602124265
v3-lite,solve,H,7,76.3966016313352,83.39507834889946,107.91639977908989,114.3679180563422
v4-io,all1000,A,7,99.88434498680135,24.66201426535372,187.591030728691,225.20021439864922
v4-io,all1000,B,7,234.41117069196702,7.25614677264889,455.09220101798536,613.9688849909926
v4-io,all1000,C,7,91.24514047906979,17.564968469630458,181.2482758716858,225.20021439864922
v4-io,all1000,D,7,241.26450618995827,27.00856777238323,480.1023620141805,613.9688849909926
v4-io,all1000,E,7,31.102961169860112,15.71962752982472,58.19824194441859,71.42370483579634
v4-io,all1000,F,7,64.97631178738837,15.05586600506831,124.7719226854513,167.7471417349534
v4-io,all1000,G,7,30.04581106715668,14.54469572328253,57.39519766466352,71.42370483579634
v4-io,all1000,H,7,49.89882377543812,15.05586600506831,93.49351397511694,99.83626883212219
v4-io,solve,A,7,99.88434498680135,24.66201426535372,187.591030728691,225.20021439864922
v4-io,solve,B,7,234.41117069196702,7.25614677264889,455.09220101798536,613.9688849909926
v4-io,solve,C,7,91.24514047906979,17.564968469630458,181.2482758716858,225.20021439864922
v4-io,solve,D,7,241.26450618995827,27.00856777238323,480.1023620141805,613.9688849909926
v4-io,solve,E,7,31.102961169860112,15.71962752982472,58.19824194441859,71.42370483579634
v4-io,solve,F,7,64.97631178738837,15.05586600506831,124.7719226854513,167.7471417349534
v4-io,solve,G,7,30.04581106715668,14.54469572328253,57.39519766466352,71.42370483579634
v4-io,solve,H,7,49.89882377543812,15.05586600506831,93.49351397511694,99.83626883212219
