version,delay_min,delay_max,delay_l2,n_near_bounds_55mm,tag_delay_mm
v1-old,0.0,0.0,0.0,0,0.0
v2,0.0,0.0,0.0,0,0.0
v3-lite,0.0,0.0,0.0,0,0.0
v3-full,-89.25546112949678,113.71956055969122,150.9371671125939,2,0.0
v4-io,-30.32549589856762,33.780428884702836,55.74464407424798,0,0.0
