row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L0:I1+I2+I3+I8:T6,simulate_imu_prior,0.10700276799616404,,,,
R2:L0:I1+I2+I3+I8:T6,cpu_golden,0.023375361997750588,,,,
R2:L0:I1+I2+I3+I8:T6,torch_gpu,0.2085824249952566,0,1,0.2085824249952566,0.2085824249952566
R2:L0:I1+I2+I3+I8:T8,simulate_imu_prior,0.1657585830107564,,,,
R2:L0:I1+I2+I3+I8:T8,cpu_golden,0.02432709399727173,,,,
R2:L0:I1+I2+I3+I8:T8,torch_gpu,0.03328042999783065,0,1,0.03328042999783065,0.03328042999783065
