sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
61986,,BSDC91,,cal_roto,5,A,ok,ok,3692,3692,0,0,100,100
61986,,BSDC91,,cal_roto,5,B,ok,ok,2133,2133,0,0,100,100
61986,,BSDC91,,cal_roto,5,C,ok,ok,2805,2805,0,0,100,100
61986,,BSDC91,,cal_roto,5,D,ok,ok,3523,3523,0,0,100,100
61986,,BSDC91,,cal_roto,5,E,ok,ok,2991,2991,0,0,66,66
61986,,BSDC91,,cal_roto,5,F,ok,ok,1986,1986,0,0,100,100
61986,,BSDC91,,cal_roto,5,G,ok,ok,2527,2527,0,0,100,100
61986,,BSDC91,,cal_roto,5,H,ok,ok,3393,3393,0,0,100,100
61987,,BSDC91,,cal_roto,5,A,reject,raw_outlier,2803,3692,0,0,75,75
61987,,BSDC91,,cal_roto,5,B,ok,ok,2284,2284,0,0,100,100
61987,,BSDC91,,cal_roto,5,C,ok,ok,3121,3121,0,0,100,100
61987,,BSDC91,,cal_roto,5,D,reject,raw_outlier,4052,3523,0,0,75,75
61987,,BSDC91,,cal_roto,5,E,ok,ok,2923,2923,0,0,75,75
61987,,BSDC91,,cal_roto,5,F,ok,ok,2345,2345,0,0,100,100
61987,,BSDC91,,cal_roto,5,G,reject,raw_outlier,3142,2527,0,0,75,75
61988,,BSDC91,,cal_roto,5,A,reject,raw_outlier,2582,3692,0,0,60,60
61988,,BSDC91,,cal_roto,5,B,ok,ok,2348,2348,0,0,100,100
61988,,BSDC91,,cal_roto,5,C,ok,ok,3007,3007,0,0,100,100
61988,,BSDC91,,cal_roto,5,D,ok,ok,3324,3324,0,0,80,80
61988,,BSDC91,,cal_roto,5,E,ok,ok,2746,2746,0,0,80,80
61988,,BSDC91,,cal_roto,5,F,ok,ok,2497,2497,0,0,100,100
61989,,BSDC91,,cal_roto,5,A,reject,raw_outlier,2407,3692,0,0,50,50
61989,,BSDC91,,cal_roto,5,B,ok,ok,2362,2362,0,0,100,100
61989,,BSDC91,,cal_roto,5,C,ok,ok,3094,3094,0,0,100,100
61989,,BSDC91,,cal_roto,5,D,ok,ok,3063,3063,0,0,83,83
61989,,BSDC91,,cal_roto,5,E,ok,ok,2589,2589,0,0,83,83
61989,,BSDC91,,cal_roto,5,F,ok,ok,2516,2516,0,0,100,100
61989,,BSDC91,,cal_roto,5,G,reject,raw_outlier,3299,2527,0,0,50,50
61989,,BSDC91,,cal_roto,5,H,reject,raw_outlier,3222,3675,0,0,83,83
61990,,BSDC91,,cal_roto,5,A,reject,raw_outlier,2427,3692,0,0,42,42
61990,,BSDC91,,cal_roto,5,B,ok,ok,2469,2469,0,0,100,100
61990,,BSDC91,,cal_roto,5,C,ok,ok,3079,3079,0,0,100,100
61990,,BSDC91,,cal_roto,5,D,ok,ok,2886,2886,0,0,85,85
61990,,BSDC91,,cal_roto,5,E,ok,ok,2529,2529,0,0,85,85
61990,,BSDC91,,cal_roto,5,F,ok,ok,2504,2504,0,0,100,100
61990,,BSDC91,,cal_roto,5,G,reject,raw_outlier,3265,2527,0,0,42,42
61991,,BSDC91,,cal_roto,5,A,reject,raw_outlier,2544,3692,0,0,37,37
61991,,BSDC91,,cal_roto,5,B,ok,ok,2633,2633,0,0,100,100
61991,,BSDC91,,cal_roto,5,C,ok,ok,3093,3093,0,0,100,100
61991,,BSDC91,,cal_roto,5,D,ok,ok,2753,2753,0,0,87,87
61991,,BSDC91,,cal_roto,5,E,ok,ok,2522,2522,0,0,87,87
61991,,BSDC91,,cal_roto,5,F,ok,ok,2787,2787,0,0,100,100
61992,,BSDC91,,cal_roto,5,A,reject,raw_outlier,2588,3692,0,0,33,33
61992,,BSDC91,,cal_roto,5,B,ok,ok,2741,2741,0,0,100,100
61992,,BSDC91,,cal_roto,5,C,ok,ok,2929,2929,0,0,100,100
61992,,BSDC91,,cal_roto,5,D,ok,ok,2611,2611,0,0,88,88
61992,,BSDC91,,cal_roto,5,E,ok,ok,2830,2830,0,0,88,88
61992,,BSDC91,,cal_roto,5,F,ok,ok,2761,2761,0,0,100,100
61992,,BSDC91,,cal_roto,5,G,reject,raw_outlier,3053,2527,0,0,33,33
61992,,BSDC91,,cal_roto,5,H,reject,raw_outlier,2588,3675,0,0,55,55
61993,,BSDC91,,cal_roto,5,A,reject,raw_outlier,2723,3692,0,0,30,30
61993,,BSDC91,,cal_roto,5,B,ok,ok,2916,2916,0,0,100,100
61993,,BSDC91,,cal_roto,5,C,ok,ok,3064,3064,0,0,100,100
61993,,BSDC91,,cal_roto,5,D,ok,ok,2581,2581,0,0,90,90
61993,,BSDC91,,cal_roto,5,E,ok,ok,2742,2742,0,0,90,90
61993,,BSDC91,,cal_roto,5,F,ok,ok,2879,2879,0,0,100,100
61993,,BSDC91,,cal_roto,5,G,ok,ok,2852,2852,0,0,40,40
61994,,BSDC91,,cal_roto,5,A,reject,raw_outlier,2804,3692,0,0,27,27
61994,,BSDC91,,cal_roto,5,B,reject,raw_outlier,3444,2916,0,0,90,90
61994,,BSDC91,,cal_roto,5,C,ok,ok,2933,2933,0,0,100,100
61994,,BSDC91,,cal_roto,5,D,ok,ok,2633,2633,0,0,90,90
61994,,BSDC91,,cal_roto,5,E,ok,ok,3024,3024,0,0,90,90
61994,,BSDC91,,cal_roto,5,F,ok,ok,3323,3323,0,0,100,100
61994,,BSDC91,,cal_roto,5,G,ok,ok,2770,2770,0,0,45,45
61995,,BSDC91,,cal_roto,5,A,reject,raw_outlier,2899,3692,0,0,25,25
61995,,BSDC91,,cal_roto,5,B,ok,ok,3005,3005,0,0,91,91
61995,,BSDC91,,cal_roto,5,C,ok,ok,2932,2932,0,0,100,100
61995,,BSDC91,,cal_roto,5,D,ok,ok,2705,2705,0,0,91,91
61995,,BSDC91,,cal_roto,5,E,ok,ok,2820,2820,0,0,91,91
61995,,BSDC91,,cal_roto,5,F,ok,ok,3445,3445,0,0,100,100
61995,,BSDC91,,cal_roto,5,G,ok,ok,2557,2557,0,0,50,50
61995,,BSDC91,,cal_roto,5,H,reject,raw_outlier,2776,3675,0,0,41,41
61996,,BSDC91,,cal_roto,5,A,reject,raw_outlier,3080,3692,0,0,23,23
61996,,BSDC91,,cal_roto,5,B,ok,ok,3178,3178,0,0,92,92
61996,,BSDC91,,cal_roto,5,C,ok,ok,2609,2609,0,0,100,100
61996,,BSDC91,,cal_roto,5,D,ok,ok,2805,2805,0,0,92,92
61996,,BSDC91,,cal_roto,5,E,ok,ok,2926,2926,0,0,92,92
61996,,BSDC91,,cal_roto,5,F,reject,raw_outlier,2723,3445,0,0,92,92
61996,,BSDC91,,cal_roto,5,G,ok,ok,2403,2403,0,0,53,53
61997,,BSDC91,,cal_roto,5,A,reject,raw_outlier,3139,3692,0,0,21,21
61997,,BSDC91,,cal_roto,5,B,ok,ok,2867,2867,0,0,92,92
61997,,BSDC91,,cal_roto,5,C,ok,ok,2739,2739,0,0,100,100
61997,,BSDC91,,cal_roto,5,D,ok,ok,2946,2946,0,0,92,92
61997,,BSDC91,,cal_roto,5,E,ok,ok,2931,2931,0,0,92,92
61997,,BSDC91,,cal_roto,5,F,reject,raw_outlier,2697,3445,0,0,85,85
61997,,BSDC91,,cal_roto,5,G,ok,ok,2444,2444,0,0,57,57
61998,,BSDC91,,cal_roto,5,A,ok,ok,3244,3244,0,0,26,26
61998,,BSDC91,,cal_roto,5,B,ok,ok,2899,2899,0,0,93,93
61998,,BSDC91,,cal_roto,5,C,ok,ok,2553,2553,0,0,100,100
61998,,BSDC91,,cal_roto,5,D,ok,ok,3158,3158,0,0,93,93
61998,,BSDC91,,cal_roto,5,E,ok,ok,3065,3065,0,0,93,93
61998,,BSDC91,,cal_roto,5,F,reject,raw_outlier,2682,3445,0,0,80,80
61998,,BSDC91,,cal_roto,5,G,ok,ok,2875,2875,0,0,60,60
61998,,BSDC91,,cal_roto,5,H,reject,raw_outlier,3136,3675,0,0,33,33
61999,,BSDC91,,cal_roto,5,A,ok,ok,3284,3284,0,0,31,31
61999,,BSDC91,,cal_roto,5,B,ok,ok,2504,2504,0,0,93,93
61999,,BSDC91,,cal_roto,5,C,ok,ok,2554,2554,0,0,100,100
61999,,BSDC91,,cal_roto,5,D,ok,ok,3333,3333,0,0,93,93
61999,,BSDC91,,cal_roto,5,E,timeout,rx_timeout,0,3065,0,0,87,87
61999,,BSDC91,,cal_roto,5,F,reject,raw_outlier,2368,3445,0,0,75,75
61999,,BSDC91,,cal_roto,5,G,reject,raw_outlier,2352,2875,0,0,56,56
62000,,BSDC91,,cal_roto,5,B,ok,ok,2415,2415,0,0,94,94
62000,,BSDC91,,cal_roto,5,C,ok,ok,2637,2637,0,0,100,100
62000,,BSDC91,,cal_roto,5,E,ok,ok,3264,3264,0,0,88,88
62000,,BSDC91,,cal_roto,5,F,ok,ok,2288,2288,0,0,76,76
62001,,BSDC91,,cal_roto,5,B,ok,ok,2390,2390,0,0,94,94
62001,,BSDC91,,cal_roto,5,C,ok,ok,2741,2741,0,0,100,100
