sweep,conn_id,peer_name,tag_id,plan,pmode,quality_flag_percent,targets,statuses,qualities
62000,,BSDC91,,cal_roto,5,89,"B,C,E,F","ok,ok,ok,ok","94,100,88,76"
62001,,BSDC91,,cal_roto,5,89,"B,C,E,F","ok,ok,ok,ok","94,100,88,77"
62002,,BSDC91,,cal_roto,5,90,"C,B,E,F","ok,ok,ok,ok","100,94,89,78"
62003,,BSDC91,,cal_roto,5,91,"B,C,E,F","ok,ok,ok,ok","95,100,90,80"
62004,,BSDC91,,cal_roto,5,91,"B,C,E,F","ok,ok,ok,ok","95,100,90,80"
62005,,BSDC91,,cal_roto,5,91,"B,C,F,E","ok,ok,ok,ok","95,100,81,90"
62006,,BSDC91,,cal_roto,5,92,"B,C,E,F","ok,ok,ok,ok","95,100,91,82"
62007,,BSDC91,,cal_roto,5,92,"B,C,E,F","ok,ok,ok,ok","95,100,91,83"
62008,,BSDC91,,cal_roto,5,93,"B,C,E,F","ok,ok,ok,ok","96,100,92,84"
62009,,BSDC91,,cal_roto,5,93,"B,C,E,F","ok,ok,ok,ok","96,100,92,84"
62010,,BSDC91,,cal_roto,5,93,"C,B,E,F","ok,ok,ok,ok","100,96,92,85"
62011,,BSDC91,,cal_roto,5,93,"B,C,E,F","ok,ok,ok,ok","96,100,92,85"
62012,,BSDC91,,cal_roto,5,93,"B,C,E,F","ok,ok,ok,ok","96,100,93,86"
62013,,BSDC91,,cal_roto,5,93,"B,C,F,E","ok,ok,ok,ok","96,100,86,93"
62014,,BSDC91,,cal_roto,5,94,"B,C,E,F","ok,ok,ok,ok","96,100,93,87"
62015,,BSDC91,,cal_roto,5,94,"B,C,E,F","ok,ok,ok,ok","96,100,93,87"
62016,,BSDC91,,cal_roto,5,95,"B,C,E,F","ok,ok,ok,ok","100,100,94,88"
62017,,BSDC91,,cal_roto,5,95,"B,C,E,F","ok,ok,ok,ok","100,100,94,88"
62018,,BSDC91,,cal_roto,5,95,"C,B,E,F","ok,ok,ok,ok","100,100,94,89"
62019,,BSDC91,,cal_roto,5,96,"B,C,E,F","ok,ok,ok,ok","100,100,95,90"
62020,,BSDC91,,cal_roto,5,96,"B,C,E,F","ok,ok,ok,ok","100,100,95,90"
62021,,BSDC91,,cal_roto,5,96,"B,C,F,E","ok,ok,ok,ok","100,100,90,95"
62022,,BSDC91,,cal_roto,5,96,"B,C,E,F","ok,ok,ok,ok","100,100,95,91"
62023,,BSDC91,,cal_roto,5,96,"B,C,E,F","ok,ok,ok,ok","100,100,95,91"
62024,,BSDC91,,cal_roto,5,97,"B,C,E,F","ok,ok,ok,ok","100,100,96,92"
62025,,BSDC91,,cal_roto,5,97,"B,C,E,F","ok,ok,ok,ok","100,100,96,92"
62026,,BSDC91,,cal_roto,5,97,"C,B,E,F","ok,ok,ok,ok","100,100,96,92"
62027,,BSDC91,,cal_roto,5,97,"B,C,E,F","ok,ok,ok,ok","100,100,96,92"
62028,,BSDC91,,cal_roto,5,97,"B,C,E,F","ok,ok,ok,ok","100,100,96,93"
62029,,BSDC91,,cal_roto,5,97,"B,C,F,E","ok,ok,ok,ok","100,100,93,96"
62030,,BSDC91,,cal_roto,5,97,"B,C,E,F","ok,ok,ok,ok","100,100,96,93"
