timestamp,id,type,path,notes
2026-06-23T23:30:43+02:00,CIRRAW_BSF66F_20260623_233020,cir_raw_full,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_LONG_FULL120_BSF66F_120s_20260623_232747/tag_capture_20260623_232749/cir_full_usb/CIRRAW_BSF66F_20260623_233020,target=BSF66F; duration_s=20; frames=85
