host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
0.001304,1777158551.304355,2325,,BSF66F,,cal_static,4,E,ok,ok,3190,3190,0,0,100,100
0.002822,1777158551.305873,2325,,BSF66F,,cal_static,4,F,ok,ok,2436,2436,0,0,100,100
0.026989,1777158551.33004,2325,,BSF66F,,cal_static,4,G,ok,ok,2486,2486,0,0,100,100
0.029274,1777158551.332324,2325,,BSF66F,,cal_static,4,H,ok,ok,3173,3173,0,0,100,100
0.23257,1777158551.535621,2326,,BSF66F,,cal_static,4,A,ok,ok,3280,3280,0,0,100,100
0.232634,1777158551.535684,2326,,BSF66F,,cal_static,4,B,ok,ok,2664,2664,0,0,100,100
0.234483,1777158551.537534,2326,,BSF66F,,cal_static,4,C,ok,ok,2434,2434,0,0,100,100
0.259628,1777158551.562678,2326,,BSF66F,,cal_static,4,D,ok,ok,3150,3150,0,0,100,100
0.288369,1777158551.59142,60401,,BS2DCE,,cal_roto,5,A,ok,ok,3042,3042,0,0,75,75
0.290521,1777158551.593572,60401,,BS2DCE,,cal_roto,5,B,ok,ok,2974,2974,0,0,100,100
0.292562,1777158551.595613,60401,,BS2DCE,,cal_roto,5,C,ok,ok,2911,2911,0,0,100,100
0.292713,1777158551.595764,60401,,BS2DCE,,cal_roto,5,D,ok,ok,2934,2934,0,0,75,75
0.294003,1777158551.597054,60401,,BS2DCE,,cal_roto,5,E,ok,ok,2863,2863,0,0,100,100
0.341517,1777158551.644568,60401,,BS2DCE,,cal_roto,5,F,ok,ok,2866,2866,0,0,100,100
0.342999,1777158551.646049,60401,,BS2DCE,,cal_roto,5,G,ok,ok,2555,2555,0,0,100,100
0.352503,1777158551.655553,63800,,BSDC91,,cal_roto,5,A,ok,ok,2539,2539,0,0,100,100
0.35255,1777158551.6556,63800,,BSDC91,,cal_roto,5,B,ok,ok,2174,2174,0,0,100,100
0.354939,1777158551.657989,63800,,BSDC91,,cal_roto,5,C,ok,ok,3083,3083,0,0,100,100
0.378963,1777158551.682014,63800,,BSDC91,,cal_roto,5,D,ok,ok,3343,3343,0,0,100,100
0.381381,1777158551.684431,63800,,BSDC91,,cal_roto,5,E,ok,ok,2753,2753,0,0,100,100
0.381454,1777158551.684505,63800,,BSDC91,,cal_roto,5,F,ok,ok,2531,2531,0,0,100,100
0.382993,1777158551.686044,63800,,BSDC91,,cal_roto,5,G,ok,ok,3260,3260,0,0,100,100
0.390127,1777158551.693178,2327,,BSF66F,,cal_static,4,E,ok,ok,3301,3301,0,0,100,100
0.390213,1777158551.693264,2327,,BSF66F,,cal_static,4,F,ok,ok,2479,2479,0,0,100,100
0.391675,1777158551.694726,2327,,BSF66F,,cal_static,4,G,ok,ok,2483,2483,0,0,100,100
0.402171,1777158551.705222,63800,,BSDC91,,cal_roto,5,H,ok,ok,3666,3666,0,0,100,100
0.409486,1777158551.712536,2327,,BSF66F,,cal_static,4,H,ok,ok,3193,3193,0,0,100,100
0.446553,1777158551.749604,60402,,BS2DCE,,cal_roto,5,A,reject,raw_outlier,3921,3042,0,0,60,60
0.448283,1777158551.751334,60402,,BS2DCE,,cal_roto,5,B,reject,raw_outlier,2167,2974,0,0,80,80
0.449616,1777158551.752667,60402,,BS2DCE,,cal_roto,5,C,ok,ok,2885,2885,0,0,100,100
0.451118,1777158551.754168,60402,,BS2DCE,,cal_roto,5,D,reject,raw_outlier,3499,2934,0,0,60,60
