experiment_id,kind,A,U,P,R,L,I,T,seed_count,trackmedian_err3d_p50_mm_mean,trackmedian_err3d_p50_mm_std,trackmedian_err3d_p50_mm_min,trackmedian_err3d_p50_mm_max,trackmedian_err3d_p95_mm_mean,trackmedian_err3d_p95_mm_std,trackmedian_err3d_p95_mm_min,trackmedian_err3d_p95_mm_max,legacy_deltaR_error_rms_mm_mean,legacy_deltaR_error_rms_mm_std,legacy_deltaR_error_rms_mm_min,legacy_deltaR_error_rms_mm_max,trackmedian_radius_error_abs_mm_mean,trackmedian_radius_error_abs_mm_std,trackmedian_radius_error_abs_mm_min,trackmedian_radius_error_abs_mm_max,screening_score_mean,screening_score_std,screening_score_min,screening_score_max,rank
X_A0_U4_P0_L2_I7_T5,position_fusion,A0,U4,P0,nan,L2,I7,T5,1,101.26624041947996,0.0,101.26624041947996,101.26624041947996,214.14257452941075,0.0,214.14257452941075,214.14257452941075,105.7717158043121,0.0,105.7717158043121,105.7717158043121,58.14338348069299,0.0,58.14338348069299,58.14338348069299,279.3280343081386,0.0,279.3280343081386,279.3280343081386,11
X_A0_U4_P0_L2_I1_T5,position_fusion,A0,U4,P0,nan,L2,I1,T5,1,102.81415082827363,0.0,102.81415082827363,102.81415082827363,216.4705599810791,0.0,216.4705599810791,216.4705599810791,102.83986251101928,0.0,102.83986251101928,102.83986251101928,58.24447601528976,0.0,58.24447601528976,58.24447601528976,279.6889885870097,0.0,279.6889885870097,279.6889885870097,12
X_A0_U4_P0_L2_I3_T5,position_fusion,A0,U4,P0,nan,L2,I3,T5,1,100.7477726282305,0.0,100.7477726282305,100.7477726282305,210.80650464159012,0.0,210.80650464159012,210.80650464159012,111.28620600492073,0.0,111.28620600492073,111.28620600492073,57.9019127511215,0.0,57.9019127511215,57.9019127511215,281.3813498317923,0.0,281.3813498317923,281.3813498317923,13
X_A0_U4_P0_L2_I4_T5,position_fusion,A0,U4,P0,nan,L2,I4,T5,1,100.77775650575617,0.0,100.77775650575617,100.77775650575617,208.88898442307382,0.0,208.88898442307382,208.88898442307382,113.93001264685465,0.0,113.93001264685465,113.93001264685465,57.73955588840798,0.0,57.73955588840798,57.73955588840798,282.5096878508342,0.0,282.5096878508342,282.5096878508342,14
X_A0_U4_P0_L2_I8_T5,position_fusion,A0,U4,P0,nan,L2,I8,T5,1,99.01004510468846,0.0,99.01004510468846,99.01004510468846,207.91115510224037,0.0,207.91115510224037,207.91115510224037,121.25960879878761,0.0,121.25960879878761,121.25960879878761,57.455653472052774,0.0,57.455653472052774,57.455653472052774,285.38850228565025,0.0,285.38850228565025,285.38850228565025,15
X_A0_U4_P0_L2_I6_T5,position_fusion,A0,U4,P0,nan,L2,I6,T5,1,98.6648200286634,0.0,98.6648200286634,98.6648200286634,208.93214202314914,0.0,208.93214202314914,208.93214202314914,123.99802085642445,0.0,123.99802085642445,123.99802085642445,57.34271761354407,0.0,57.34271761354407,57.34271761354407,287.2610431430348,0.0,287.2610431430348,287.2610431430348,16
X_A0_U4_P0_L2_I2_T3,position_fusion,A0,U4,P0,nan,L2,I2,T3,1,97.96443525181621,0.0,97.96443525181621,97.96443525181621,199.23411751088975,0.0,199.23411751088975,199.23411751088975,132.60003021703812,0.0,132.60003021703812,132.60003021703812,56.92550955723101,0.0,56.92550955723101,56.92550955723101,288.97915231116974,0.0,288.97915231116974,288.97915231116974,17
X_A0_U4_P0_L2_I1_T3,position_fusion,A0,U4,P0,nan,L2,I1,T3,1,100.23831127724688,0.0,100.23831127724688,100.23831127724688,206.2336408896013,0.0,206.2336408896013,206.2336408896013,127.75931753721908,0.0,127.75931753721908,127.75931753721908,56.935371305345114,0.0,56.935371305345114,56.935371305345114,290.3192935173332,0.0,290.3192935173332,290.3192935173332,18
X_A0_U4_P0_L2_I5_T5,position_fusion,A0,U4,P0,nan,L2,I5,T5,1,98.14179098871841,0.0,98.14179098871841,98.14179098871841,203.10011939319833,0.0,203.10011939319833,203.10011939319833,134.43477698071206,0.0,134.43477698071206,134.43477698071206,56.933709624249246,0.0,56.933709624249246,56.933709624249246,291.79803147496085,0.0,291.79803147496085,291.79803147496085,19
X_A0_U4_P0_L2_I7_T3,position_fusion,A0,U4,P0,nan,L2,I7,T3,1,99.0713358909209,0.0,99.0713358909209,99.0713358909209,201.32140845135336,0.0,201.32140845135336,201.32140845135336,137.49647921349904,0.0,137.49647921349904,137.49647921349904,56.78704574695445,0.0,56.78704574695445,56.78704574695445,294.1748871718212,0.0,294.1748871718212,294.1748871718212,20
X_A0_U4_P0_L2_I3_T3,position_fusion,A0,U4,P0,nan,L2,I3,T3,1,95.54273758901346,0.0,95.54273758901346,95.54273758901346,198.52604973683555,0.0,198.52604973683555,198.52604973683555,149.9584632056832,0.0,149.9584632056832,149.9584632056832,56.45537542326335,0.0,56.45537542326335,56.45537542326335,298.22546695251583,0.0,298.22546695251583,298.22546695251583,21
X_A0_U4_P0_L2_I4_T3,position_fusion,A0,U4,P0,nan,L2,I4,T3,1,98.02244374378216,0.0,98.02244374378216,98.02244374378216,200.60751092819584,0.0,200.60751092819584,200.60751092819584,151.168484648056,0.0,151.168484648056,151.168484648056,56.23748623770399,0.0,56.23748623770399,56.23748623770399,302.1717549411419,0.0,302.1717549411419,302.1717549411419,22
X_A0_U4_P2_L2_I0_T5,position_fusion,A0,U4,P2,nan,L2,I0,T5,1,97.6032251536558,0.0,97.6032251536558,97.6032251536558,191.2810124375622,0.0,191.2810124375622,191.2810124375622,163.24088589126674,0.0,163.24088589126674,163.24088589126674,51.72051228667172,0.0,51.72051228667172,51.72051228667172,304.6804557740251,0.0,304.6804557740251,304.6804557740251,23
X_A0_U4_P0_L2_I8_T3,position_fusion,A0,U4,P0,nan,L2,I8,T3,1,92.60776835553492,0.0,92.60776835553492,92.60776835553492,194.16362905066612,0.0,194.16362905066612,194.16362905066612,166.73945573924604,0.0,166.73945573924604,166.73945573924604,55.85658275494504,0.0,55.85658275494504,55.85658275494504,305.2109489182128,0.0,305.2109489182128,305.2109489182128,24
X_A0_U4_P0_L2_I6_T3,position_fusion,A0,U4,P0,nan,L2,I6,T3,1,93.01558962378226,0.0,93.01558962378226,93.01558962378226,200.59336860123602,0.0,200.59336860123602,200.59336860123602,166.00687026909776,0.0,166.00687026909776,166.00687026909776,55.734576575491474,0.0,55.734576575491474,55.734576575491474,307.29536611032904,0.0,307.29536611032904,307.29536611032904,25
X_A0_U4_P2_L2_I0_T3,position_fusion,A0,U4,P2,nan,L2,I0,T3,1,96.96728777275887,0.0,96.96728777275887,96.96728777275887,189.24439150820245,0.0,189.24439150820245,189.24439150820245,169.92878420178948,0.0,169.92878420178948,169.92878420178948,51.48430848330625,0.0,51.48430848330625,51.48430848330625,307.8951279835355,0.0,307.8951279835355,307.8951279835355,26
X_A0_U4_P0_L2_I0_T2,position_fusion,A0,U4,P0,nan,L2,I0,T2,1,99.0464060236908,0.0,99.0464060236908,99.0464060236908,194.18172725739794,0.0,194.18172725739794,194.18172725739794,162.23525593657752,0.0,162.23525593657752,162.23525593657752,56.36733364850397,0.0,56.36733364850397,56.36733364850397,308.75835654363635,0.0,308.75835654363635,308.75835654363635,27
X_A0_U4_P2_L2_I7_T5,position_fusion,A0,U4,P2,nan,L2,I7,T5,1,96.60921549291845,0.0,96.60921549291845,96.60921549291845,185.0986906541895,0.0,185.0986906541895,185.0986906541895,178.60231877460004,0.0,178.60231877460004,178.60231877460004,51.08510501313583,0.0,51.08510501313583,51.08510501313583,311.9579328706727,0.0,311.9579328706727,311.9579328706727,28
X_A0_U4_P2_L2_I1_T5,position_fusion,A0,U4,P2,nan,L2,I1,T5,1,97.74065923487778,0.0,97.74065923487778,97.74065923487778,187.6409353699591,0.0,187.6409353699591,187.6409353699591,175.78664103348086,0.0,175.78664103348086,175.78664103348086,51.16815851128638,0.0,51.16815851128638,51.16815851128638,312.04971459344324,0.0,312.04971459344324,312.04971459344324,29
X_A0_U4_P2_L2_I2_T5,position_fusion,A0,U4,P2,nan,L2,I2,T5,1,96.59584763162121,0.0,96.59584763162121,96.59584763162121,187.86592541837595,0.0,187.86592541837595,187.86592541837595,177.62402971804536,0.0,177.62402971804536,177.62402971804536,51.187992327749214,0.0,51.187992327749214,51.187992327749214,312.2797384945592,0.0,312.2797384945592,312.2797384945592,30
X_A0_U4_P2_L2_I4_T5,position_fusion,A0,U4,P2,nan,L2,I4,T5,1,96.40775554422288,0.0,96.40775554422288,96.40775554422288,183.17160047569377,0.0,183.17160047569377,183.17160047569377,183.75784604214707,0.0,183.75784604214707,183.75784604214707,50.822988215431934,0.0,50.822988215431934,50.822988215431934,314.55980204793457,0.0,314.55980204793457,314.55980204793457,31
X_A0_U4_P0_L2_I5_T3,position_fusion,A0,U4,P0,nan,L2,I5,T3,1,92.36101459941082,0.0,92.36101459941082,92.36101459941082,191.07467149329523,0.0,191.07467149329523,191.07467149329523,183.12463581892726,0.0,183.12463581892726,183.12463581892726,55.16800505152557,0.0,55.16800505152557,55.16800505152557,315.00839722107605,0.0,315.00839722107605,315.00839722107605,32
X_A0_U4_P2_L2_I1_T3,position_fusion,A0,U4,P2,nan,L2,I1,T3,1,96.59922894716179,0.0,96.59922894716179,96.59922894716179,181.28700120384931,0.0,181.28700120384931,181.28700120384931,185.70387326131325,0.0,185.70387326131325,185.70387326131325,50.22491448929671,0.0,50.22491448929671,50.22491448929671,315.1548478960766,0.0,315.1548478960766,315.1548478960766,33
X_A0_U4_P2_L2_I3_T5,position_fusion,A0,U4,P2,nan,L2,I3,T5,1,96.5228650438967,0.0,96.5228650438967,96.5228650438967,183.95873072735586,0.0,183.95873072735586,183.95873072735586,184.14754377961987,0.0,184.14754377961987,184.14754377961987,50.90443778056127,0.0,50.90443778056127,50.90443778056127,315.26392033448576,0.0,315.26392033448576,315.26392033448576,34
X_A0_U4_P2_L2_I8_T5,position_fusion,A0,U4,P2,nan,L2,I8,T5,1,95.32868193239406,0.0,95.32868193239406,95.32868193239406,184.2589887537208,0.0,184.2589887537208,184.2589887537208,190.38259207697888,0.0,190.38259207697888,190.38259207697888,50.6091410303483,0.0,50.6091410303483,50.6091410303483,318.39171296525575,0.0,318.39171296525575,318.39171296525575,35
X_A0_U4_P2_L2_I6_T5,position_fusion,A0,U4,P2,nan,L2,I6,T5,1,96.66502401401348,0.0,96.66502401401348,96.66502401401348,184.82810377394054,0.0,184.82810377394054,184.82810377394054,190.88569305170105,0.0,190.88569305170105,190.88569305170105,50.51597600787508,0.0,50.51597600787508,50.51597600787508,320.232833475021,0.0,320.232833475021,320.232833475021,36
X_A0_U4_P2_L2_I2_T3,position_fusion,A0,U4,P2,nan,L2,I2,T3,1,95.86555511419735,0.0,95.86555511419735,95.86555511419735,181.22524147767,0.0,181.22524147767,181.22524147767,194.17554467767286,0.0,194.17554467767286,194.17554467767286,50.24114400369422,0.0,50.24114400369422,50.24114400369422,320.3378429075999,0.0,320.3378429075999,320.3378429075999,37
X_A0_U4_P2_L2_I5_T5,position_fusion,A0,U4,P2,nan,L2,I5,T5,1,95.85616146062887,0.0,95.85616146062887,95.85616146062887,182.32719559970786,0.0,182.32719559970786,182.32719559970786,196.8948983858884,0.0,196.8948983858884,196.8948983858884,50.136993800707586,0.0,50.136993800707586,50.136993800707586,322.5656056910023,0.0,322.5656056910023,322.5656056910023,38
X_A0_U4_P2_L2_I7_T3,position_fusion,A0,U4,P2,nan,L2,I7,T3,1,96.32799686884002,0.0,96.32799686884002,96.32799686884002,177.9937927489105,0.0,177.9937927489105,177.9937927489105,198.66889291446853,0.0,198.66889291446853,198.66889291446853,50.02501329696025,0.0,50.02501329696025,50.02501329696025,322.70655601956673,0.0,322.70655601956673,322.70655601956673,39
X_A0_U4_P2_L2_I4_T3,position_fusion,A0,U4,P2,nan,L2,I4,T3,1,95.28935085352637,0.0,95.28935085352637,95.28935085352637,174.33383960565436,0.0,174.33383960565436,174.33383960565436,205.7776565321573,0.0,205.7776565321573,205.7776565321573,49.46974592305057,0.0,49.46974592305057,49.46974592305057,325.08542724954077,0.0,325.08542724954077,325.08542724954077,40
X_A0_U4_P2_L2_I6_T3,position_fusion,A0,U4,P2,nan,L2,I6,T3,1,93.72238907322534,0.0,93.72238907322534,93.72238907322534,176.34717915665678,0.0,176.34717915665678,176.34717915665678,213.3000093395797,0.0,213.3000093395797,213.3000093395797,48.831818722247704,0.0,48.831818722247704,48.831818722247704,329.16981767688486,0.0,329.16981767688486,329.16981767688486,41
X_A0_U4_P0_L2_I7_T2,position_fusion,A0,U4,P0,nan,L2,I7,T2,1,93.96860609793194,0.0,93.96860609793194,93.96860609793194,180.67904157858885,0.0,180.67904157858885,180.67904157858885,209.55158090943675,0.0,209.55158090943675,209.55158090943675,51.19129959147048,0.0,51.19129959147048,51.19129959147048,329.488027082779,0.0,329.488027082779,329.488027082779,42
X_A0_U4_P2_L2_I3_T3,position_fusion,A0,U4,P2,nan,L2,I3,T3,1,94.8507435719894,0.0,94.8507435719894,94.8507435719894,177.4163548437009,0.0,177.4163548437009,177.4163548437009,212.6156412246333,0.0,212.6156412246333,212.6156412246333,49.62996392609273,0.0,49.62996392609273,49.62996392609273,330.59239858757434,0.0,330.59239858757434,330.59239858757434,43
X_A0_U4_P2_L2_I8_T3,position_fusion,A0,U4,P2,nan,L2,I8,T3,1,93.10555905596635,0.0,93.10555905596635,93.10555905596635,175.90658592418782,0.0,175.90658592418782,175.90658592418782,220.62200967171677,0.0,220.62200967171677,220.62200967171677,49.027479013748945,0.0,49.027479013748945,49.027479013748945,333.62201040650825,0.0,333.62201040650825,333.62201040650825,44
X_A0_U4_P2_L2_I7_T2,position_fusion,A0,U4,P2,nan,L2,I7,T2,1,96.1833833331612,0.0,96.1833833331612,96.1833833331612,169.79562935837782,0.0,169.79562935837782,169.79562935837782,225.06024334725498,0.0,225.06024334725498,225.06024334725498,41.713512481984054,0.0,41.713512481984054,41.713512481984054,334.0107801926639,0.0,334.0107801926639,334.0107801926639,45
X_A0_U4_P2_L2_I5_T3,position_fusion,A0,U4,P2,nan,L2,I5,T3,1,93.78555685588718,0.0,93.78555685588718,93.78555685588718,170.95215597687786,0.0,170.95215597687786,170.95215597687786,225.80636084826884,0.0,225.80636084826884,225.80636084826884,48.030087230708915,0.0,48.030087230708915,48.030087230708915,335.69830765693706,0.0,335.69830765693706,335.69830765693706,46
X_A0_U4_P2_L2_I0_T2,position_fusion,A0,U4,P2,nan,L2,I0,T2,1,96.57550406894347,0.0,96.57550406894347,96.57550406894347,175.80835772807103,0.0,175.80835772807103,175.80835772807103,232.8679665290271,0.0,232.8679665290271,232.8679665290271,49.28287100657511,0.0,49.28287100657511,49.28287100657511,345.7574413473748,0.0,345.7574413473748,345.7574413473748,47
X_A0_U4_P2_L2_I8_T2,position_fusion,A0,U4,P2,nan,L2,I8,T2,1,97.01445135584602,0.0,97.01445135584602,97.01445135584602,161.12218938395802,0.0,161.12218938395802,161.12218938395802,287.93845811635947,0.0,287.93845811635947,287.93845811635947,36.16120774376165,0.0,36.16120774376165,36.16120774376165,373.0447421935638,0.0,373.0447421935638,373.0447421935638,48
X_A0_U4_P0_L2_I4_T2,position_fusion,A0,U4,P0,nan,L2,I4,T2,1,105.47438931795452,0.0,105.47438931795452,105.47438931795452,180.3686308089521,0.0,180.3686308089521,180.3686308089521,259.57637602927036,0.0,259.57637602927036,259.57637602927036,49.32214574244125,0.0,49.32214574244125,49.32214574244125,374.9679461927976,0.0,374.9679461927976,374.9679461927976,49
X_A0_U4_P0_L2_I5_T2,position_fusion,A0,U4,P0,nan,L2,I5,T2,1,90.02279142540618,0.0,90.02279142540618,90.02279142540618,160.10572263943453,0.0,160.10572263943453,160.10572263943453,296.219206644385,0.0,296.219206644385,296.219206644385,45.09284340752947,0.0,45.09284340752947,45.09284340752947,375.95966070404245,0.0,375.95966070404245,375.95966070404245,50
X_A0_U4_P0_L2_I3_T2,position_fusion,A0,U4,P0,nan,L2,I3,T2,1,91.10565593049611,0.0,91.10565593049611,91.10565593049611,167.467909310863,0.0,167.467909310863,167.467909310863,287.85090489577755,0.0,287.85090489577755,287.85090489577755,50.09930157406035,0.0,50.09930157406035,50.09930157406035,376.26470840337265,0.0,376.26470840337265,376.26470840337265,51
X_A0_U4_P2_L2_I5_T2,position_fusion,A0,U4,P2,nan,L2,I5,T2,1,92.71473021234492,0.0,92.71473021234492,92.71473021234492,151.87083400216778,0.0,151.87083400216778,151.87083400216778,309.124753714777,0.0,309.124753714777,309.124753714777,32.567593464899005,0.0,32.567593464899005,32.567593464899005,378.54064644589704,0.0,378.54064644589704,378.54064644589704,52
X_A0_U4_P2_L2_I4_T2,position_fusion,A0,U4,P2,nan,L2,I4,T2,1,103.48766639360596,0.0,103.48766639360596,103.48766639360596,179.92070497550208,0.0,179.92070497550208,179.92070497550208,276.3930190927374,0.0,276.3930190927374,276.3930190927374,38.55332591183287,0.0,38.55332591183287,38.55332591183287,379.2116894558643,0.0,379.2116894558643,379.2116894558643,53
X_A0_U4_P0_L2_I8_T2,position_fusion,A0,U4,P0,nan,L2,I8,T2,1,97.96214755345872,0.0,97.96214755345872,97.96214755345872,168.92346149943546,0.0,168.92346149943546,168.92346149943546,285.0328107646948,0.0,285.0328107646948,285.0328107646948,47.66127740304253,0.0,47.66127740304253,47.66127740304253,380.4389653150687,0.0,380.4389653150687,380.4389653150687,54
X_A0_U4_P2_L2_I3_T2,position_fusion,A0,U4,P2,nan,L2,I3,T2,1,91.77088625152166,0.0,91.77088625152166,91.77088625152166,157.40645651757188,0.0,157.40645651757188,157.40645651757188,312.05226684402743,0.0,312.05226684402743,312.05226684402743,39.65155300751502,0.0,39.65155300751502,39.65155300751502,385.12550932724855,0.0,385.12550932724855,385.12550932724855,55
X_A0_R4_L2_I5_T6,range_fusion,A0,nan,nan,R4,L2,I5,T6,1,516.9922758201825,0.0,516.9922758201825,516.9922758201825,775.2079668468139,0.0,775.2079668468139,775.2079668468139,79.68564779540502,0.0,79.68564779540502,79.68564779540502,159.76020606377563,0.0,159.76020606377563,159.76020606377563,923.9751207052386,0.0,923.9751207052386,923.9751207052386,56
X_A0_R4_L2_I8_T6,range_fusion,A0,nan,nan,R4,L2,I8,T6,1,553.5505187668241,0.0,553.5505187668241,553.5505187668241,855.987378741148,0.0,855.987378741148,855.987378741148,61.52744109659505,0.0,61.52744109659505,61.52744109659505,145.29952065915344,0.0,145.29952065915344,145.29952065915344,968.865070423419,0.0,968.865070423419,968.865070423419,57
X_A0_R4_L2_I6_T6,range_fusion,A0,nan,nan,R4,L2,I6,T6,1,552.1467715114346,0.0,552.1467715114346,552.1467715114346,862.6812551832309,0.0,862.6812551832309,862.6812551832309,68.95989648051815,0.0,68.95989648051815,68.95989648051815,146.83231368367328,0.0,146.83231368367328,146.83231368367328,975.7732952037646,0.0,975.7732952037646,975.7732952037646,58
X_A0_R4_L2_I4_T6,range_fusion,A0,nan,nan,R4,L2,I4,T6,1,575.989324920341,0.0,575.989324920341,575.989324920341,866.5705047209347,0.0,866.5705047209347,866.5705047209347,48.754738303982315,0.0,48.754738303982315,48.754738303982315,136.437711443522,0.0,136.437711443522,136.437711443522,981.6361741072167,0.0,981.6361741072167,981.6361741072167,59
X_A0_R4_L2_I3_T6,range_fusion,A0,nan,nan,R4,L2,I3,T6,1,573.8572042859514,0.0,573.8572042859514,573.8572042859514,881.69369422563,0.0,881.69369422563,881.69369422563,53.922476399128975,0.0,53.922476399128975,53.922476399128975,139.60971950033527,0.0,139.60971950033527,139.60971950033527,990.0005904944799,0.0,990.0005904944799,990.0005904944799,60
X_A0_R2_L2_I5_T6,range_fusion,A0,nan,nan,R2,L2,I5,T6,1,585.2555465253238,0.0,585.2555465253238,585.2555465253238,857.8169004017464,0.0,857.8169004017464,857.8169004017464,49.37437054652381,0.0,49.37437054652381,49.37437054652381,141.91829273333812,0.0,141.91829273333812,141.91829273333812,991.0126674151708,0.0,991.0126674151708,991.0126674151708,61
X_A0_R4_L2_I5_T8,range_fusion,A0,nan,nan,R4,L2,I5,T8,1,593.0200921390616,0.0,593.0200921390616,593.0200921390616,865.4343457192908,0.0,865.4343457192908,865.4343457192908,44.49046227778485,0.0,44.49046227778485,44.49046227778485,143.81181689461695,0.0,143.81181689461695,143.81181689461695,998.9713451825712,0.0,998.9713451825712,998.9713451825712,62
X_A0_R2_L2_I6_T6,range_fusion,A0,nan,nan,R2,L2,I6,T6,1,597.3487547107645,0.0,597.3487547107645,597.3487547107645,923.2091601189304,0.0,923.2091601189304,923.2091601189304,45.918672139412216,0.0,45.918672139412216,45.918672139412216,135.7831950917015,0.0,135.7831950917015,135.7831950917015,1020.5066287958293,0.0,1020.5066287958293,1020.5066287958293,63
X_A0_R2_L2_I8_T6,range_fusion,A0,nan,nan,R2,L2,I8,T6,1,597.8138707113295,0.0,597.8138707113295,597.8138707113295,926.9725468264746,0.0,926.9725468264746,926.9725468264746,53.21197912272969,0.0,53.21197912272969,53.21197912272969,143.18135125141183,0.0,143.18135125141183,143.18135125141183,1031.0933231122124,0.0,1031.0933231122124,1031.0933231122124,64
X_A0_R4_L2_I6_T8,range_fusion,A0,nan,nan,R4,L2,I6,T8,1,611.5096844128465,0.0,611.5096844128465,611.5096844128465,933.3214699820644,0.0,933.3214699820644,933.3214699820644,45.812803570544574,0.0,45.812803570544574,45.812803570544574,133.03281110680166,0.0,133.03281110680166,133.03281110680166,1036.7575669593512,0.0,1036.7575669593512,1036.7575669593512,65
X_A0_R4_L2_I7_T6,range_fusion,A0,nan,nan,R4,L2,I7,T6,1,617.010566337944,0.0,617.010566337944,617.010566337944,950.313914512039,0.0,950.313914512039,950.313914512039,49.835165036948574,0.0,49.835165036948574,49.835165036948574,144.15127762107326,0.0,144.15127762107326,144.15127762107326,1056.5806907535582,0.0,1056.5806907535582,1056.5806907535582,66
X_A0_R4_L2_I8_T8,range_fusion,A0,nan,nan,R4,L2,I8,T8,1,620.4271869688025,0.0,620.4271869688025,620.4271869688025,947.0836092680393,0.0,947.0836092680393,947.0836092680393,53.786899855477415,0.0,53.786899855477415,53.786899855477415,144.0394933782683,0.0,144.0394933782683,144.0394933782683,1061.5770268005845,0.0,1061.5770268005845,1061.5770268005845,67
X_A0_R2_L2_I4_T6,range_fusion,A0,nan,nan,R2,L2,I4,T6,1,621.9001562243081,0.0,621.9001562243081,621.9001562243081,959.6142033082185,0.0,959.6142033082185,959.6142033082185,49.685508732172984,0.0,49.685508732172984,49.685508732172984,149.64368773591855,0.0,149.64368773591855,149.64368773591855,1067.366827362665,0.0,1067.366827362665,1067.366827362665,68
X_A0_R4_L2_I1_T6,range_fusion,A0,nan,nan,R4,L2,I1,T6,1,607.5128398552243,0.0,607.5128398552243,607.5128398552243,1015.4366879618339,0.0,1015.4366879618339,1015.4366879618339,66.51969701378319,0.0,66.51969701378319,66.51969701378319,127.24061603246045,0.0,127.24061603246045,127.24061603246045,1073.0997765677446,0.0,1073.0997765677446,1073.0997765677446,69
