layout_json,anchor_rigid_median_mm,anchor_rigid_p95_mm,anchor_rigid_rmse_mm,anchor_sim3_scale_autopos_to_vicon,anchor_rigid_det
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json,59.4524078278919,93.31651795465051,62.991902346555186,1.0097822800764376,-0.9999999999999991
