case,version,tag_method,point_estimator,fixed_tag_delay_mm,tag_delay_label,eval_set,n_sessions,err_3d_median_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,signed_vertical_slope_mm_per_m,signed_vertical_intercept_mm,signed_vertical_r2,raw_replay_out,static_abs_out,static_abs_input_csv
tag_delay_000p000,v4-io,T4,mean,0.0,port-faithfulness/check,all8,24,72.68911932045481,171.49736845476423,109.84509967728258,37.4203480766745,61.870068315403614,129.33245518782275,-153.1613086579908,0.6260179974314946,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/commonmode_tagdelay_candidate_20260614T181639/frozen_recheck/tag_delay_000p000/raw_replay,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/commonmode_tagdelay_candidate_20260614T181639/frozen_recheck/tag_delay_000p000/static_abs,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/commonmode_tagdelay_candidate_20260614T181639/frozen_recheck/tag_delay_000p000/static_session_mean_for_tag_abs.csv
