geometry,n,full_gdop_p90_median,full_gdop_p90_p90,full_hdop_p90_median,full_hdop_p90_p90,full_vdop_p90_median,full_vdop_p90_p90,full_cond_p95_median,full_cond_p95_p90,full_vdop_gt3_ratio_median,full_vdop_gt3_ratio_p90,center3m_vdop_p90_median,center3m_vdop_p90_p90,edge_ring_vdop_p90_median,edge_ring_vdop_p90_p90
true,2,1.7784924507141113,1.963266658782959,1.192065179347992,1.32704838514328,1.430931270122528,1.5991452574729919,16.40491485595703,21.151004028320312,0.0,0.0,1.1099637746810913,1.1648631811141967,1.4918181896209717,1.677056360244751
v1-old,2,1.7767553329467773,1.9601558685302733,1.1931133270263672,1.3289481163024903,1.4304630160331726,1.5985610365867615,16.369792938232422,21.08498306274414,0.0,0.0,1.0937061309814453,1.135779571533203,1.4845529198646545,1.663884460926056
v2,2,1.756503701210022,1.923446774482727,1.1522949934005737,1.2554464101791383,1.4231249690055847,1.584770715236664,15.611114501953125,19.709849548339843,0.0,0.0,1.1095235347747803,1.1636060237884522,1.482686460018158,1.6599752306938171
v3-lite,2,1.7769269943237305,1.9603086471557618,1.1932491660118103,1.329146182537079,1.4305656552314758,1.598446524143219,16.377076148986816,21.09698657989502,0.0,0.0,1.1140037178993225,1.1620472073554993,1.4887352585792542,1.6733370900154114
v3-full,2,1.7764511704444885,1.959463894367218,1.193095862865448,1.328905713558197,1.430905044078827,1.5989656805992127,16.383715629577637,21.10736141204834,0.0,0.0,1.1083709597587585,1.1619971632957458,1.489755392074585,1.6734697818756104
v4-io,2,1.7572384476661682,1.9248322606086732,1.1526693105697632,1.2560728788375854,1.4232473373413086,1.5851478576660156,15.615797996520996,19.73124828338623,0.0,0.0,1.1094935536384583,1.1640619874000548,1.481390655040741,1.657979428768158
