accepted,reason,start,end,duration_s,samples,set,pose
True,CONTINUOUS_STATIONARY_BLIND,"{'name': 'HELDOUT_POSE_1_FIXED', 'wall': '2026-08-12T22:06:53.451+02:00', 'monotonic': 28890.438757782, 'raw_byte_offset': 1243339, 'decoded_record_index': 8226, 'consumed_record_index': 8226}","{'name': 'HELDOUT_POSE_1_ACCEPT', 'wall': '2026-08-12T22:07:25.458+02:00', 'monotonic': 28922.446313551, 'raw_byte_offset': 1450450, 'decoded_record_index': 9558, 'consumed_record_index': 9557}",32.151108105001185,6430,HELDOUT_REVALIDATION_V2,1
True,CONTINUOUS_STATIONARY_BLIND,"{'name': 'HELDOUT_POSE_2_FIXED', 'wall': '2026-08-12T22:07:46.602+02:00', 'monotonic': 28943.590146434, 'raw_byte_offset': 1586831, 'decoded_record_index': 10434, 'consumed_record_index': 10434}","{'name': 'HELDOUT_POSE_2_ACCEPT', 'wall': '2026-08-12T22:08:18.610+02:00', 'monotonic': 28975.597571855, 'raw_byte_offset': 1793975, 'decoded_record_index': 11765, 'consumed_record_index': 11765}",32.20087815300212,6430,HELDOUT_REVALIDATION_V2,2
True,CONTINUOUS_STATIONARY_BLIND,"{'name': 'HELDOUT_POSE_3_FIXED', 'wall': '2026-08-12T22:08:43.205+02:00', 'monotonic': 29000.192541486, 'raw_byte_offset': 1953000, 'decoded_record_index': 12790, 'consumed_record_index': 12790}","{'name': 'HELDOUT_POSE_3_ACCEPT', 'wall': '2026-08-12T22:09:15.112+02:00', 'monotonic': 29032.099879673, 'raw_byte_offset': 2159352, 'decoded_record_index': 14117, 'consumed_record_index': 14117}",32.124868328002776,6430,HELDOUT_REVALIDATION_V2,3
True,CONTINUOUS_STATIONARY_BLIND,"{'name': 'HELDOUT_POSE_4_FIXED', 'wall': '2026-08-12T22:09:40.106+02:00', 'monotonic': 29057.093982735, 'raw_byte_offset': 2320320, 'decoded_record_index': 15145, 'consumed_record_index': 15145}","{'name': 'HELDOUT_POSE_4_ACCEPT', 'wall': '2026-08-12T22:10:11.915+02:00', 'monotonic': 29088.90318936, 'raw_byte_offset': 2525492, 'decoded_record_index': 16466, 'consumed_record_index': 16466}",32.00263226000243,6390,HELDOUT_REVALIDATION_V2,4
True,CONTINUOUS_STATIONARY_BLIND,"{'name': 'HELDOUT_POSE_5_FIXED', 'wall': '2026-08-12T22:10:35.907+02:00', 'monotonic': 29112.895352485, 'raw_byte_offset': 2680214, 'decoded_record_index': 17461, 'consumed_record_index': 17461}","{'name': 'HELDOUT_POSE_5_ACCEPT', 'wall': '2026-08-12T22:11:07.864+02:00', 'monotonic': 29144.852360672, 'raw_byte_offset': 2886972, 'decoded_record_index': 18790, 'consumed_record_index': 18790}",32.102094981000846,6410,HELDOUT_REVALIDATION_V2,5
True,CONTINUOUS_STATIONARY_BLIND,"{'name': 'HELDOUT_POSE_6_FIXED', 'wall': '2026-08-12T22:11:48.459+02:00', 'monotonic': 29185.446953207, 'raw_byte_offset': 3149643, 'decoded_record_index': 20481, 'consumed_record_index': 20481}","{'name': 'HELDOUT_POSE_6_ACCEPT', 'wall': '2026-08-12T22:12:20.520+02:00', 'monotonic': 29217.507757961, 'raw_byte_offset': 3356767, 'decoded_record_index': 21812, 'consumed_record_index': 21812}",32.20086885799901,6440,HELDOUT_REVALIDATION_V2,6
