row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s,chunk_id,gpu_device,child_run_id
R2:L0:I0:T6,S04,load_imu_prior_cache,L0:I0,0.0064238840000143,,,,,agreement_0000,cuda:0,phase4_GPU_RAW_ALLL_S04_5090D_DUALLANE_20260606T221157Z_agreement_0000_cuda0
R2:L0:I0:T6,S04,build_track_tensors,L0:I0,0.3261502390000714,,,,,agreement_0000,cuda:0,phase4_GPU_RAW_ALLL_S04_5090D_DUALLANE_20260606T221157Z_agreement_0000_cuda0
R2:L0:I0:T6,S04,cpu_golden,,0.1546923800001423,,,,,agreement_0000,cuda:0,phase4_GPU_RAW_ALLL_S04_5090D_DUALLANE_20260606T221157Z_agreement_0000_cuda0
R2:L0:I0:T6,S04,torch_gpu,,0.8207069879999835,0.0,1.0,0.8207069879999835,0.8207069879999835,agreement_0000,cuda:0,phase4_GPU_RAW_ALLL_S04_5090D_DUALLANE_20260606T221157Z_agreement_0000_cuda0
R2:L2:I3:T6,S04,simulate_imu_prior,L2:I3,0.8089533980000851,,,,,agreement_0000,cuda:0,phase4_GPU_RAW_ALLL_S04_5090D_DUALLANE_20260606T221157Z_agreement_0000_cuda0
R2:L2:I3:T6,S04,build_track_tensors,L2:I3,0.0854249379999601,,,,,agreement_0000,cuda:0,phase4_GPU_RAW_ALLL_S04_5090D_DUALLANE_20260606T221157Z_agreement_0000_cuda0
R2:L2:I3:T6,S04,cpu_golden,,0.1159920589998364,,,,,agreement_0000,cuda:0,phase4_GPU_RAW_ALLL_S04_5090D_DUALLANE_20260606T221157Z_agreement_0000_cuda0
R2:L2:I3:T6,S04,torch_gpu,,0.168917681000039,0.0,1.0,0.168917681000039,0.168917681000039,agreement_0000,cuda:0,phase4_GPU_RAW_ALLL_S04_5090D_DUALLANE_20260606T221157Z_agreement_0000_cuda0
R4:L8:I1+I2+I3+I8:T8,S04,simulate_imu_prior,L8:I1+I2+I3+I8,0.6186704020001343,,,,,agreement_0001,cuda:0,phase4_GPU_RAW_ALLL_S04_5090D_DUALLANE_20260606T221157Z_agreement_0001_cuda0
R4:L8:I1+I2+I3+I8:T8,S04,build_track_tensors,L8:I1+I2+I3+I8,0.2733203669999966,,,,,agreement_0001,cuda:0,phase4_GPU_RAW_ALLL_S04_5090D_DUALLANE_20260606T221157Z_agreement_0001_cuda0
R4:L8:I1+I2+I3+I8:T8,S04,cpu_golden,,0.1388483030000316,,,,,agreement_0001,cuda:0,phase4_GPU_RAW_ALLL_S04_5090D_DUALLANE_20260606T221157Z_agreement_0001_cuda0
