timestamp,id,type,path,notes
2026-05-28T10:59:20+02:00,"SW01",sweep,"/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/sweep_SW01_1000_prewarm10_20260528_104530","sw_sets=1000; prewarm=10; rc=0"
2026-05-28T11:09:20+02:00,"ID01","static","/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629","duration_s=120; targets=BSF66F; rc=0"
2026-05-28T11:13:18+02:00,"ID02","static","/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027","duration_s=120; targets=BSF66F; rc=0"
2026-05-28T11:16:45+02:00,"ID03","static","/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354","duration_s=120; targets=BSF66F; rc=0"
2026-05-28T11:20:23+02:00,"ID04","static","/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732","duration_s=120; targets=BSF66F; rc=0"
2026-05-28T11:23:47+02:00,"ID05","static","/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057","duration_s=120; targets=BSF66F; rc=0"
2026-05-28T11:27:19+02:00,"ID06","static","/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429","duration_s=120; targets=BSF66F; rc=0"
2026-05-28T11:31:00+02:00,"ID07","static","/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810","duration_s=120; targets=BSF66F; rc=0"
2026-05-28T11:34:26+02:00,"ID08","static","/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID08_BSF66F_120s_20260528_113136","duration_s=120; targets=BSF66F; rc=0"
2026-05-28T11:41:06+02:00,"ID09","static","/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID09_BSF66F_120s_20260528_113816","duration_s=120; targets=BSF66F; rc=0"
2026-05-28T11:45:07+02:00,"ID10","static","/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID10_BSF66F_120s_20260528_114216","duration_s=120; targets=BSF66F; rc=0"
2026-05-28T11:48:42+02:00,"ID11","static","/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID11_BSF66F_120s_20260528_114551","duration_s=120; targets=BSF66F; rc=0"
2026-05-28T11:54:33+02:00,"ID12","static","/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID12_BSF66F_120s_20260528_115143","duration_s=120; targets=BSF66F; rc=0"
2026-05-28T11:59:54+02:00,"ID13","static","/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID13_BSF66F_120s_20260528_115704","duration_s=120; targets=BSF66F; rc=0"
2026-05-28T12:04:13+02:00,"ID14","static","/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID14_BSF66F_120s_20260528_120122","duration_s=120; targets=BSF66F; rc=0"
2026-05-28T12:07:28+02:00,"ID15","static","/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID15_BSF66F_120s_20260528_120437","duration_s=120; targets=BSF66F; rc=0"
2026-05-28T12:10:55+02:00,"ID16","static","/home/zekaixiao/Desktop/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID16_BSF66F_120s_20260528_120804","duration_s=120; targets=BSF66F; rc=0"
